day,state,suscetivel,exposto,infectadoS,infectadoA,recuperado
2020-08-07,RS,0.9674570369193747,0.0029720632710221644,0.0003537488237022616,0.0025393719444490614,0.02668217378080462
2020-08-08,RS,0.9663604491408709,0.0030628884697853323,0.0003647552047513921,0.00261847428372653,0.027597827640218592
2020-08-09,RS,0.9652311400215744,0.003155809711276858,0.0003760293992707252,0.0026995079915587716,0.028541907615672164
2020-08-10,RS,0.9640684082001247,0.0032508289597591384,0.0003875727903095271,0.002782483579578788,0.029515101209580855
2020-08-11,RS,0.9628715585983977,0.003347944299342639,0.00039938632083020274,0.0028674084229320935,0.030518097097850527
2020-08-12,RS,0.961639897205799,0.003447150240724765,0.00041147056669326056,0.002954287297021556,0.03155158942911455
2020-08-13,RS,0.9603727388561987,0.003548436890801906,0.00042382563368742845,0.003043121619807645,0.03261627173885748
2020-08-14,RS,0.9590694084883963,0.00365178968183029,0.0004364511469086477,0.0031339093717436058,0.03371283605047436
2020-08-15,RS,0.9577292375674105,0.0037571897283480366,0.00044934622801014195,0.003226644959581721,0.0348419762560028
2020-08-16,RS,0.9563515723015186,0.0038646129199788343,0.0004625094467338711,0.0033213188448540784,0.03600438122626792
2020-08-17,RS,0.9549357737541431,0.003974029818143148,0.000475938795875143,0.003417917369464444,0.03720073500172742
2020-08-18,RS,0.9534812154358332,0.004085405658440937,0.0004896316863788995,0.0035164227215253173,0.03843171923717491
2020-08-19,RS,0.9519872925621297,0.004198700005869037,0.0005035848360753803,0.003616812150960941,0.039698005184318236
2020-08-20,RS,0.9504534203113201,0.004313866463007293,0.0005177942834860182,0.003719058058407457,0.041000255623132455
2020-08-21,RS,0.9488790335190193,0.0044308523290200194,0.0005322553891097991,0.0038231279955955955,0.042339125506608614
2020-08-22,RS,0.9472635962208725,0.004549598667676723,0.0005469627300701808,0.003928983909152401,0.04371525321158156
2020-08-23,RS,0.9456065980213122,0.004670039831589923,0.0005619101060631027,0.004036582193577934,0.04512926458681034
2020-08-24,RS,0.943907556533803,0.0047921032360619545,0.0005770905033654824,0.0041458734318494134,0.04658177103427369
2020-08-25,RS,0.9421660263170394,0.004915709134012834,0.0005924961351604998,0.004256802614058532,0.04807336053908228
2020-08-26,RS,0.9403815938338564,0.005040770428543468,0.0006081183008690536,0.004369308214634676,0.049604603961449875
2020-08-27,RS,0.9385538826504839,0.0051671923984340385,0.000623947403071043,0.004483322273794595,0.05117605001356989
2020-08-28,RS,0.9366825604664059,0.005294873303538659,0.0006399730174730591,0.0045987708739662,0.052788217077969754
2020-08-29,RS,0.9347673344545038,0.005423702838991014,0.0006561837097771608,0.004715572855222645,0.05444160088085882
2020-08-30,RS,0.9328079581026821,0.005553562870402905,0.0006725671027448566,0.004833640277866969,0.056136666385656446
2020-08-31,RS,0.9308042347933475,0.005684329241899173,0.0006891098654071076,0.004952878398295152,0.05787384244040428
2020-09-01,RS,0.9287560171408501,0.0058158679337919775,0.0007057976269409371,0.005073184958430646,0.059653527079339574
2020-09-02,RS,0.9266632117287555,0.005948037626048094,0.0007226150116657394,0.005194450490592847,0.061476079882290924
2020-09-03,RS,0.9245257813710649,0.006080690821598966,0.0007395457459182147,0.0053165590468126495,0.0633418177539584
2020-09-04,RS,0.9223437474947087,0.006213670469576037,0.0007565723759253214,0.005439386213283464,0.06525101818585953
2020-09-05,RS,0.9201171925503205,0.006346812479425897,0.0007736765040290438,0.005562800747447469,0.06720391245813019
2020-09-06,RS,0.91784626146272,0.006479946077405668,0.0007908389664274005,0.005686665774207689,0.0692006824585923
2020-09-07,RS,0.9155311666207636,0.006612891871849284,0.0008080393183100593,0.005810835261831894,0.071241461666598
2020-09-08,RS,0.9131721871136661,0.006745464075536634,0.000825256290994974,0.005935157162960909,0.0733263300961941
2020-09-09,RS,0.910769669504442,0.006877471316743997,0.0008424678405460097,0.006059473777652031,0.07545531229996852
2020-09-10,RS,0.9083240362952559,0.007008713657268396,0.0008596507703501975,0.006183619058353669,0.07762837495812419
2020-09-11,RS,0.9058357797023417,0.0071389870126833364,0.0008767811219836984,0.0063074214402646205,0.07984542546207885
2020-09-12,RS,0.9033054636491231,0.00726808343649824,0.000893834146807922,0.0064307036519316105,0.08210630985499118
2020-09-13,RS,0.9007337344601946,0.00739578716187137,0.000910784127118056,0.006553281315033842,0.08441080767513412
2020-09-14,RS,0.898121308775108,0.007521880571139822,0.0009276047771565603,0.006674965905291602,0.08675863471065587
2020-09-15,RS,0.8954689792886105,0.007646143016479671,0.0009442691579857118,0.006795564115488739,0.08914943916078714
2020-09-16,RS,0.892777623764752,0.007768348986844023,0.0009607494686641218,0.006914876360928962,0.09158279615816246
2020-09-17,RS,0.890048188894421,0.00788827206216742,0.000977017767171697,0.007032701816865908,0.09405821419872522
2020-09-18,RS,0.8872817012558519,0.00800568392790107,0.0009930456090476492,0.00714883591632652,0.09657512803022397
2020-09-19,RS,0.8844792715728229,0.00812035455225721,0.0010088039573280863,0.007263069735215361,0.09913289492172729
2020-09-20,RS,0.8816420783538976,0.008232054820249189,0.0010242638259709896,0.00737519452079713,0.10173080321843561
2020-09-21,RS,0.8787713788682874,0.00834055583673918,0.0010393960294965018,0.007484999905378255,0.10436806409944897
2020-09-22,RS,0.8758685050499257,0.008445631002758434,0.0010541712429521805,0.007592274401443888,0.10704381304226997
2020-09-23,RS,0.872934852896036,0.008547059749373353,0.0010685601123439999,0.007696806331151751,0.10975711565044505
2020-09-24,RS,0.8699718963626308,0.008644623287313769,0.0010825334432112844,0.00779838489862051,0.11250695674757374
2020-09-25,RS,0.8669811699288739,0.008738107289809513,0.0010960625004976376,0.007896802376832846,0.11529225264333631
2020-09-26,RS,0.8639642782741623,0.008827304489216627,0.001109118716806774,0.007991852191890922,0.11811184106727356
2020-09-27,RS,0.8609228852534627,0.00891201345456857,0.0011216741609057957,0.008083332102109679,0.12096448976830357
2020-09-28,RS,0.8578587124194551,0.008992039657014398,0.0011337016185230763,0.0081710447912747,0.12384889625308308
2020-09-29,RS,0.8547735410752073,0.009067197407634394,0.001145174537368774,0.008254797548382724,0.1267636841707571
2020-09-30,RS,0.851669195025908,0.009137310880637626,0.0011560672533643423,0.008334403955809802,0.12970741762363056
2020-10-01,RS,0.8485475541482674,0.009202213669460682,0.0011663551326010285,0.00840968472371513,0.132678587065306
2020-10-02,RS,0.8454105337819371,0.00926175123207437,0.0011760145802270712,0.008480467972569211,0.1356756271725425
2020-10-03,RS,0.8422600889307928,0.009315781178560344,0.001185023218576522,0.008546590419984271,0.13869691099143622
2020-10-04,RS,0.8390982092777611,0.009364173708785777,0.0011933600071176243,0.008607898233381015,0.1417407535123047
2020-10-05,RS,0.8359269076492553,0.009406811768680853,0.0012010053224210174,0.00866424763644992,0.14480542236254318
2020-10-06,RS,0.8327482248862687,0.009443593733162498,0.0012079410852552357,0.008715505844839199,0.1478891291898246
2020-10-07,RS,0.8295642144050503,0.009474430140965386,0.0012141508020647573,0.00876155132290132,0.15099004806836847
2020-10-08,RS,0.8263769454017017,0.009499248268786934,0.0012196197584300379,0.008802275222675186,0.1541063060877564
2020-10-09,RS,0.8231884924406686,0.009517989880811354,0.0012243349708510529,0.008837581053419693,0.15723599639359953
2020-10-10,RS,0.8200009304074897,0.00953061181303188,0.0012282852573723556,0.008867385210659912,0.16037718205079643
2020-10-11,RS,0.8168163320870028,0.009537087810480037,0.001231461476786826,0.008891618660357972,0.16352789470472262
2020-10-12,RS,0.8136367583984032,0.009537406085423467,0.001233856182864178,0.008910224581948822,0.16668614949071045
2020-10-13,RS,0.8104642568347171,0.009531572518298722,0.001235464159656069,0.008923162108994078,0.16984993911768417
2020-10-14,RS,0.8073008542657935,0.009519607539601549,0.0012362820225569884,0.008930403553110087,0.17301724735828816
2020-10-15,RS,0.8041485518578383,0.009501547879725951,0.0012363084547157596,0.008931936100798697,0.17618605044627147
2020-10-16,RS,0.8010093203381233,0.009477446446247812,0.0012355442331210133,0.008927762011931642,0.17935432170992632
2020-10-17,RS,0.7978850966179607,0.00944736949112615,0.0012339919843920512,0.008917896872858102,0.18252003977301315
2020-10-18,RS,0.7947777751661398,0.009411400480839658,0.0012316565806514594,0.008902372477662998,0.18568119003405612
2020-10-19,RS,0.7916892099693306,0.009369634864343643,0.0012285445838114484,0.008881232845634482,0.18883577247622993
2020-10-20,RS,0.7886212032026696,0.009322183641550548,0.0012246647239212208,0.008854537667022532,0.19198180550418606
2020-10-21,RS,0.7855755061391014,0.009269170495836025,0.0012200275287665631,0.008822359668822893,0.19511733090682298
2020-10-22,RS,0.7825538157292041,0.009210731074777583,0.0012146452460006423,0.008784784074422803,0.1982404186149448
2020-10-23,RS,0.7795577654843975,0.009147014214727911,0.0012085320916653977,0.00874191039441823,0.20134917255414087
2020-10-24,RS,0.7765889330063532,0.00907817809537813,0.0012017036897552468,0.008693848404090503,0.20444173154377276
2020-10-25,RS,0.773648823958658,0.00900439285192255,0.0011941775107309398,0.008640721338488137,0.20751627907955023
2020-10-26,RS,0.7707388813395865,0.008925836974219397,0.0011859723793767032,0.008582662324733717,0.21057104172143362
2020-10-27,RS,0.7678604774806999,0.008842697609573123,0.0011771085544457862,0.008519814987382093,0.213604296107249
2020-10-28,RS,0.7650149106147954,0.008755170039130756,0.0011676076763771216,0.00845233308902594,0.21661437332002056
2020-10-29,RS,0.76220341228722,0.008663455380407224,0.001157492438941182,0.008380378139894432,0.21959965649288693
2020-10-30,RS,0.7594271321369901,0.008567761368554453,0.0011467867930303915,0.008304120923344208,0.22255859351743065
2020-10-31,RS,0.7566871528805735,0.008468300058018928,0.0011355155166330557,0.008223738351635968,0.2254896879324883
2020-11-01,RS,0.7539844759831266,0.008365287709989493,0.001123704339096205,0.008139414411750649,0.22839151229538684
2020-11-02,RS,0.7513200287721656,0.008258943607011257,0.001111379715238253,0.008051338514538186,0.23126270413039648
2020-11-03,RS,0.7486946661333265,0.008149489117158869,0.0010985686871018774,0.007959704493591364,0.23410196630817115
2020-11-04,RS,0.7461091613732348,0.008037146894990833,0.001085298861270646,0.007864710483570927,0.2369080771262827
2020-11-05,RS,0.743564221004017,0.007922140195353294,0.001071598206608927,0.007766557390646037,0.23967987794272466
2020-11-06,RS,0.7410604699832405,0.007804691594581827,0.0010574949910477274,0.007665448517219608,0.2424162896532602
2020-11-07,RS,0.7385984647836947,0.007685022796740436,0.0010430176623689913,0.007561588634701772,0.24511630086184394
2020-11-08,RS,0.7361786898316336,0.007563353534372888,0.0010281947314499606,0.007455183162878866,0.24777897347901456
2020-11-09,RS,0.7338015564296536,0.007439900692258528,0.0010130546636787528,0.007346437395250502,0.2504034455585085
2020-11-10,RS,0.7314674122430294,0.0073148786405966525,0.0009976258356321226,0.007235556140520313,0.25298892187957156
