day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR,SEIIR_beta_variante
2020-03-16,AM,4144588,4144519,4144513,4144531,4144230,4144438
2020-03-17,AM,4144586,4144509,4144500,4144517,4144148,4144409
2020-03-18,AM,4144584,4144499,4144486,4144503,4144064,4144381
2020-03-19,AM,4144582,4144488,4144471,4144486,4143976,4144351
2020-03-20,AM,4144579,4144478,4144456,4144468,4143884,4144320
2020-03-21,AM,4144576,4144466,4144441,4144448,4143787,4144287
2020-03-22,AM,4144572,4144455,4144425,4144425,4143684,4144252
2020-03-23,AM,4144568,4144442,4144409,4144399,4143576,4144215
2020-03-24,AM,4144563,4144430,4144392,4144370,4143462,4144176
2020-03-25,AM,4144558,4144417,4144374,4144338,4143341,4144135
2020-03-26,AM,4144551,4144404,4144356,4144301,4143214,4144090
2020-03-27,AM,4144544,4144390,4144338,4144260,4143079,4144043
2020-03-28,AM,4144536,4144376,4144319,4144214,4142937,4143970
2020-03-29,AM,4144526,4144361,4144299,4144162,4142787,4143889
2020-03-30,AM,4144515,4144345,4144278,4144104,4142628,4143798
2020-03-31,AM,4144503,4144330,4144257,4144039,4142461,4143696
2020-04-01,AM,4144489,4144313,4144236,4143965,4142284,4143582
2020-04-02,AM,4144472,4144296,4144213,4143883,4142097,4143452
2020-04-03,AM,4144453,4144279,4144190,4143790,4141900,4143306
2020-04-04,AM,4144432,4144261,4144167,4143686,4141691,4143140
2020-04-05,AM,4144407,4144242,4144142,4143570,4141471,4142952
2020-04-06,AM,4144379,4144223,4144117,4143451,4141238,4142740
2020-04-07,AM,4144347,4144203,4144091,4143348,4140993,4142499
2020-04-08,AM,4144310,4144182,4144064,4143236,4140734,4142227
2020-04-09,AM,4144267,4144161,4144036,4143113,4140460,4141918
2020-04-10,AM,4144219,4144139,4144008,4142982,4140171,4141569
2020-04-11,AM,4144163,4144116,4143978,4142840,4139865,4141174
2020-04-12,AM,4144099,4144093,4143948,4142689,4139543,4140727
2020-04-13,AM,4144026,4144068,4143917,4142526,4139202,4140220
2020-04-14,AM,4143942,4144043,4143884,4142352,4138843,4139647
2020-04-15,AM,4143846,4144017,4143851,4142166,4138463,4138998
2020-04-16,AM,4143736,4143990,4143817,4141966,4138062,4138263
2020-04-17,AM,4143610,4143963,4143782,4141753,4137638,4137432
2020-04-18,AM,4143477,4143934,4143745,4141524,4137191,4136491
2020-04-19,AM,4143341,4143904,4143708,4141280,4136719,4135427
2020-04-20,AM,4143191,4143873,4143669,4141018,4136221,4134222
2020-04-21,AM,4143026,4143842,4143629,4140739,4135695,4132859
2020-04-22,AM,4142843,4143809,4143588,4140439,4135139,4131316
2020-04-23,AM,4142642,4143775,4143545,4140119,4134553,4129571
2020-04-24,AM,4142420,4143740,4143501,4139777,4133933,4127598
2020-04-25,AM,4142176,4143703,4143456,4139410,4133280,4125365
2020-04-26,AM,4141905,4143666,4143409,4139018,4132590,4122841
2020-04-27,AM,4141608,4143627,4143361,4138599,4131861,4119987
2020-04-28,AM,4141279,4143587,4143312,4138150,4131093,4116760
2020-04-29,AM,4140917,4143545,4143261,4137671,4130281,4113114
2020-04-30,AM,4140517,4143502,4143208,4137157,4129425,4108994
2020-05-01,AM,4140076,4143458,4143154,4136609,4128521,4104339
2020-05-02,AM,4139590,4143412,4143098,4136021,4127567,4099084
2020-05-03,AM,4139054,4143365,4143040,4135393,4126560,4093151
2020-05-04,AM,4138462,4143316,4142981,4134722,4125498,4089855
2020-05-05,AM,4137810,4143265,4142919,4134003,4124377,4086705
2020-05-06,AM,4137091,4143213,4142856,4133235,4123194,4083412
2020-05-07,AM,4136298,4143159,4142791,4132413,4121947,4080028
2020-05-08,AM,4135424,4143103,4142724,4131534,4120631,4076584
2020-05-09,AM,4134460,4143045,4142654,4130594,4119242,4073101
2020-05-10,AM,4133397,4142985,4142583,4129589,4117778,4069591
2020-05-11,AM,4132226,4142923,4142509,4128514,4116233,4066061
2020-05-12,AM,4130934,4142859,4142433,4127365,4114604,4062516
2020-05-13,AM,4129511,4142793,4142355,4126137,4112886,4058960
2020-05-14,AM,4127943,4142725,4142274,4124823,4111075,4055394
2020-05-15,AM,4126215,4142654,4142191,4123419,4109165,4051819
2020-05-16,AM,4124311,4142581,4142105,4121918,4107152,4048237
2020-05-17,AM,4122213,4142506,4142016,4120313,4105030,4044649
2020-05-18,AM,4120704,4142428,4141925,4118598,4102793,4041054
2020-05-19,AM,4119496,4142347,4141831,4116765,4100436,4037454
2020-05-20,AM,4118293,4142264,4141734,4114806,4097953,4033849
2020-05-21,AM,4117094,4142178,4141634,4113683,4095337,4030240
2020-05-22,AM,4115900,4142089,4141531,4112576,4092581,4026626
2020-05-23,AM,4114710,4141996,4141424,4111440,4089678,4023009
2020-05-24,AM,4113524,4141901,4141315,4110286,4086622,4019388
2020-05-25,AM,4112343,4141803,4141202,4109121,4083404,4015764
2020-05-26,AM,4111167,4141701,4141085,4107952,4080017,4012137
2020-05-27,AM,4109996,4141596,4140965,4106780,4076451,4008508
2020-05-28,AM,4108829,4141487,4140841,4105610,4072700,4004877
2020-05-29,AM,4107666,4141375,4140713,4104441,4068753,4001245
2020-05-30,AM,4106508,4141258,4140582,4103276,4064602,3997611
2020-05-31,AM,4105355,4141138,4140446,4102115,4060237,3993977
2020-06-01,AM,4104207,4141014,4140306,4100958,4055648,3990343
2020-06-02,AM,4103063,4140886,4140162,4099807,4050825,3986708
2020-06-03,AM,4101924,4140753,4140013,4098660,4045757,3983074
2020-06-04,AM,4100790,4140616,4139860,4097518,4040434,3979440
2020-06-05,AM,4099661,4140474,4139701,4096382,4034843,3975808
2020-06-06,AM,4098536,4140328,4139538,4095251,4028975,3972177
2020-06-07,AM,4097416,4140176,4139370,4094125,4022816,3968548
2020-06-08,AM,4096301,4140020,4139197,4093005,4016355,3964921
2020-06-09,AM,4095191,4139858,4139019,4091890,4009579,3961297
2020-06-10,AM,4094085,4139690,4138834,4090780,4002477,3957676
2020-06-11,AM,4092985,4139517,4138645,4089676,3995034,3954059
2020-06-12,AM,4091889,4139339,4138449,4088578,3987237,3950445
2020-06-13,AM,4090798,4139154,4138247,4087484,3979075,3946835
2020-06-14,AM,4089712,4138963,4138039,4086397,3970533,3943230
2020-06-15,AM,4088631,4138766,4137825,4085315,3961598,3939629
2020-06-16,AM,4087554,4138562,4137604,4084238,3952257,3936034
2020-06-17,AM,4086483,4138351,4137376,4083166,3942497,3932444
2020-06-18,AM,4085416,4138133,4137141,4082100,3932303,3928861
2020-06-19,AM,4084355,4137907,4136899,4081040,3921663,3925283
2020-06-20,AM,4083298,4137675,4136649,4079985,3910565,3921713
2020-06-21,AM,4082246,4137434,4136392,4078935,3898995,3918149
2020-06-22,AM,4081200,4137185,4136127,4077891,3886941,3914592
2020-06-23,AM,4080158,4136928,4135854,4076852,3874392,3911044
2020-06-24,AM,4079121,4136663,4135572,4075819,3861337,3907503
2020-06-25,AM,4078089,4136388,4135281,4074791,3847764,3903971
2020-06-26,AM,4077062,4136104,4134982,4073768,3833665,3900447
2020-06-27,AM,4076040,4135811,4134673,4072751,3819031,3896932
2020-06-28,AM,4075023,4135508,4134355,4071739,3803852,3893427
2020-06-29,AM,4074011,4135195,4134027,4070732,3788124,3889931
2020-06-30,AM,4073003,4134871,4133689,4069731,3771840,3886446
2020-07-01,AM,4072001,4134537,4133341,4068735,3754996,3882971
2020-07-02,AM,4071004,4134192,4132982,4067745,3737589,3879506
2020-07-03,AM,4070012,4133834,4132612,4066759,3719618,3876052
2020-07-04,AM,4069025,4133465,4132230,4065779,3701083,3872610
2020-07-05,AM,4068042,4133084,4131837,4064805,3681986,3869179
2020-07-06,AM,4067065,4132690,4131432,4063836,3662332,3865760
2020-07-07,AM,4066093,4132283,4131014,4062872,3642126,3862353
2020-07-08,AM,4065126,4131862,4130583,4061913,3621377,3858959
2020-07-09,AM,4064163,4131428,4130140,4060960,3600094,3855577
2020-07-10,AM,4063206,4130979,4129683,4060012,3578290,3852208
2020-07-11,AM,4062254,4130515,4129211,4059069,3555978,3848852
2020-07-12,AM,4061306,4130036,4128726,4058131,3533176,3845510
2020-07-13,AM,4060364,4129540,4128225,4057199,3509903,3842182
2020-07-14,AM,4059427,4129029,4127710,4056271,3486179,3838868
2020-07-15,AM,4058494,4128500,4127178,4055349,3462027,3835567
2020-07-16,AM,4057567,4127954,4126630,4054433,3437473,3832282
2020-07-17,AM,4056644,4127390,4126066,4053521,3412545,3829011
2020-07-18,AM,4055727,4126808,4125484,4052614,3387271,3825755
2020-07-19,AM,4054814,4126206,4124885,4051713,3361682,3822515
2020-07-20,AM,4053906,4125584,4124268,4050817,3335812,3819290
2020-07-21,AM,4053004,4124942,4123631,4049926,3309694,3816080
2020-07-22,AM,4052106,4124279,4122976,4049040,3283364,3812887
2020-07-23,AM,4051213,4123594,4122300,4048159,3256860,3809709
2020-07-24,AM,4050325,4122886,4121604,4047283,3230217,3806548
2020-07-25,AM,4049442,4122156,4120887,4046413,3203476,3803403
2020-07-26,AM,4048564,4121401,4120148,4045547,3176676,3800276
2020-07-27,AM,4047691,4120622,4119387,4044687,3149854,3797164
2020-07-28,AM,4046823,4119817,4118603,4043831,3123051,3794070
2020-07-29,AM,4045960,4118987,4117795,4042980,3096307,3790993
2020-07-30,AM,4045101,4118129,4116963,4042135,3069659,3787934
2020-07-31,AM,4044248,4117243,4116105,4041294,3043145,3784892
2020-08-01,AM,4043399,4116328,4115222,4040459,3016804,3781868
2020-08-02,AM,4042555,4115384,4114312,4039628,2990671,3778861
2020-08-03,AM,4041716,4114409,4113375,4038802,2964781,3775873
2020-08-04,AM,4040882,4113403,4112410,4037982,2939167,3772903
2020-08-05,AM,4040053,4112364,4111416,4037166,2913862,3769951
2020-08-06,AM,4039229,4111292,4110392,4036355,2888896,3767018
2020-08-07,AM,4038409,4110185,4109338,4035549,2864297,3764103
2020-08-08,AM,4037594,4109043,4108252,4034748,2840092,3761207
2020-08-09,AM,4036784,4107864,4107133,4033951,2816304,3758329
2020-08-10,AM,4035979,4106647,4105981,4033160,2792957,3755471
2020-08-11,AM,4035179,4105392,4104795,4032373,2770070,3752631
2020-08-12,AM,4034383,4104096,4103574,4031591,2747662,3749811
2020-08-13,AM,4033592,4102760,4102317,4030814,2725748,3747009
2020-08-14,AM,4032806,4101381,4101022,4030041,2704341,3744227
2020-08-15,AM,4032024,4099958,4099689,4029274,2683455,3741465
2020-08-16,AM,4031248,4098491,4098316,4028511,2663098,3738721
2020-08-17,AM,4030476,4096977,4096903,4027752,2643277,3735998
2020-08-18,AM,4029708,4095416,4095449,4026999,2624000,3733294
2020-08-19,AM,4028946,4093805,4093952,4026250,2605268,3730609
2020-08-20,AM,4028188,4092145,4092411,4025506,2587086,3727944
2020-08-21,AM,4027434,4090433,4090824,4024766,2569452,3725299
2020-08-22,AM,4026686,4088667,4089192,4024031,2552366,3722674
2020-08-23,AM,4025941,4086847,4087511,4023301,2535825,3720069
2020-08-24,AM,4025202,4084970,4085782,4022575,2519826,3717483
2020-08-25,AM,4024467,4083036,4084003,4021853,2504363,3714918
2020-08-26,AM,4023737,4081042,4082172,4021137,2489430,3712372
2020-08-27,AM,4023011,4078988,4080288,4020425,2475020,3709847
2020-08-28,AM,4022290,4076870,4078350,4019717,2461124,3707341
2020-08-29,AM,4021573,4074689,4076356,4019014,2447734,3704855
2020-08-30,AM,4020861,4072441,4074304,4018315,2434840,3702390
2020-08-31,AM,4020154,4070126,4072194,4017621,2422431,3699944
2020-09-01,AM,4019450,4067741,4070024,4016931,2410496,3697519
2020-09-02,AM,4018752,4065284,4067792,4016245,2399025,3695113
2020-09-03,AM,4018058,4062755,4065496,4015564,2388006,3692728
2020-09-04,AM,4017368,4060150,4063135,4014888,2377426,3690362
2020-09-05,AM,4016683,4057469,4060708,4014215,2367273,3688017
2020-09-06,AM,4016002,4054709,4058212,4013547,2357535,3685691
2020-09-07,AM,4015325,4051868,4055646,4012884,2348200,3683386
2020-09-08,AM,4014653,4048944,4053009,4012224,2339254,3681100
2020-09-09,AM,4013985,4045936,4050298,4011569,2330686,3678835
2020-09-10,AM,4013322,4042842,4047511,4010919,2322483,3676589
2020-09-11,AM,4012663,4039658,4044647,4010272,2314632,3674363
2020-09-12,AM,4012008,4036384,4041705,4009630,2307122,3672157
2020-09-13,AM,4011358,4033017,4038681,4008992,2299939,3669971
2020-09-14,AM,4010711,4029556,4035574,4008358,2293073,3667804
2020-09-15,AM,4010070,4025998,4032383,4007728,2286512,3665657
2020-09-16,AM,4009432,4022341,4029105,4007102,2280243,3663530
2020-09-17,AM,4008798,4018583,4025738,4006481,2274255,3661422
2020-09-18,AM,4008169,4014722,4022281,4005863,2268539,3659334
2020-09-19,AM,4007544,4010756,4018731,4005250,2263082,3657265
2020-09-20,AM,4006923,4006683,4015086,4004641,2257875,3655215
2020-09-21,AM,4006307,4002501,4011344,4004036,2252907,3653185
2020-09-22,AM,4005694,3998208,4007504,4003434,2248169,3651174
2020-09-23,AM,4005086,3993801,4003562,4002837,2243650,3649183
2020-09-24,AM,4004481,3989280,3999518,4002244,2239342,3647210
2020-09-25,AM,4003881,3984641,3995368,4001655,2235236,3645257
2020-09-26,AM,4003285,3979883,3991110,4001070,2231322,3643322
2020-09-27,AM,4002693,3975004,3986743,4000488,2227593,3641406
2020-09-28,AM,4002105,3970002,3982265,3999911,2224041,3639509
2020-09-29,AM,4001521,3964875,3977673,3999337,2220657,3637631
2020-09-30,AM,4000941,3959622,3972964,3998768,2217435,3635771
2020-10-01,AM,4000365,3954241,3968138,3998202,2214366,3633930
2020-10-02,AM,3999792,3948729,3963191,3997640,2211445,3632108
2020-10-03,AM,3999224,3943086,3958122,3997082,2208664,3630303
2020-10-04,AM,3998660,3937310,3952928,3996527,2206017,3628517
2020-10-05,AM,3998100,3931399,3947607,3995977,2203498,3626749
2020-10-06,AM,3997543,3925352,3942158,3995430,2201101,3625000
2020-10-07,AM,3996990,3919168,3936578,3994887,2198820,3623268
2020-10-08,AM,3996442,3912846,3930865,3994348,2196650,3621554
2020-10-09,AM,3995897,3906383,3925017,3993812,2194586,3619857
2020-10-10,AM,3995356,3899780,3919032,3993280,2192623,3618179
2020-10-11,AM,3994818,3893036,3912908,3992751,2190756,3616517
2020-10-12,AM,3994285,3886149,3906643,3992227,2188980,3614874
2020-10-13,AM,3993755,3879119,3900235,3991706,2187291,3613247
2020-10-14,AM,3993229,3871945,3893683,3991188,2185685,3611638
2020-10-15,AM,3992706,3864627,3886985,3990674,2184159,3610046
2020-10-16,AM,3992188,3857166,3880138,3990164,2182707,3608471
2020-10-17,AM,3991673,3849559,3873142,3989657,2181327,3606913
2020-10-18,AM,3991161,3841809,3865995,3989154,2180016,3605371
2020-10-19,AM,3990654,3833914,3858695,3988654,2178769,3603846
2020-10-20,AM,3990149,3825876,3851240,3988157,2177584,3602338
2020-10-21,AM,3989649,3817694,3843630,3987664,2176458,3600846
2020-10-22,AM,3989152,3809370,3835864,3987175,2175387,3599370
2020-10-23,AM,3988659,3800904,3827940,3986689,2174370,3597911
2020-10-24,AM,3988169,3792297,3819856,3986206,2173403,3596468
2020-10-25,AM,3987683,3783551,3811613,3985727,2172485,3595040
2020-10-26,AM,3987200,3774667,3803209,3985251,2171612,3593628
2020-10-27,AM,3986720,3765647,3794644,3984779,2170783,3592232
2020-10-28,AM,3986245,3756492,3785917,3984309,2169995,3590852
2020-10-29,AM,3985772,3747204,3777028,3983844,2169246,3589487
2020-10-30,AM,3985303,3737786,3767976,3983381,2168535,3588138
2020-10-31,AM,3984838,3728240,3758761,3982922,2167860,3586803
2020-11-01,AM,3984375,3718569,3749383,3982466,2167218,3585484
2020-11-02,AM,3983917,3708774,3739843,3982013,2166608,3584179
2020-11-03,AM,3983461,3698860,3730140,3981563,2166029,3582890
2020-11-04,AM,3983009,3688830,3720275,3981117,2165479,3581615
2020-11-05,AM,3982560,3678686,3710249,3980673,2164956,3580355
2020-11-06,AM,3982115,3668433,3700063,3980233,2164460,3579109
2020-11-07,AM,3981673,3658073,3689717,3979796,2163988,3577878
2020-11-08,AM,3981234,3647612,3679213,3979362,2163540,3576661
2020-11-09,AM,3980798,3637052,3668552,3978932,2163115,3575457
2020-11-10,AM,3980365,3626399,3657736,3978504,2162711,3574268
2020-11-11,AM,3979936,3615656,3646765,3978079,2162327,3573093
2020-11-12,AM,3979510,3604829,3635643,3977658,2161963,3571932
2020-11-13,AM,3979087,3593921,3624372,3977239,2161617,3570784
2020-11-14,AM,3978667,3582938,3612953,3976823,2161288,3569649
2020-11-15,AM,3978250,3571885,3601389,3976411,2160976,3568528
2020-11-16,AM,3977837,3560767,3589683,3976001,2160679,3567420
2020-11-17,AM,3977426,3549588,3577838,3975595,2160398,3566325
2020-11-18,AM,3977018,3538355,3565856,3975191,2160131,3565244
2020-11-19,AM,3976614,3527072,3553742,3974790,2159877,3564175
2020-11-20,AM,3976213,3515746,3541499,3974392,2159636,3563118
2020-11-21,AM,3975814,3504381,3529129,3973997,2159407,3562075
2020-11-22,AM,3975419,3492984,3516638,3973605,2159189,3561044
2020-11-23,AM,3975026,3481560,3504029,3973216,2158983,3560025
2020-11-24,AM,3974637,3470114,3491307,3972830,2158787,3559019
2020-11-25,AM,3974251,3458653,3478475,3972446,2158600,3558024
2020-11-26,AM,3973867,3447182,3465539,3972065,2158424,3557042
2020-11-27,AM,3973486,3435707,3452503,3971687,2158256,3556072
2020-11-28,AM,3973108,3424233,3439373,3971312,2158096,3555113
2020-11-29,AM,3972733,3412767,3426152,3970939,2157945,3554166
2020-11-30,AM,3972361,3401313,3412847,3970569,2157801,3553231
2020-12-01,AM,3971992,3389879,3399463,3970202,2157665,3552307
2020-12-02,AM,3971626,3378468,3386005,3969838,2157535,3551394
2020-12-03,AM,3971262,3367088,3372479,3969476,2157412,3550493
2020-12-04,AM,3970901,3355742,3358890,3969117,2157295,3549602
2020-12-05,AM,3970543,3344437,3345245,3968761,2157184,3548723
2020-12-06,AM,3970188,3333178,3331549,3968407,2157079,3547854
2020-12-07,AM,3969835,3321969,3317809,3968055,2156979,3546996
2020-12-08,AM,3969485,3310817,3304030,3967707,2156884,3546149
2020-12-09,AM,3969138,3299725,3290219,3967361,2156794,3545313
2020-12-10,AM,3968793,3288699,3276381,3967017,2156708,3544486
2020-12-11,AM,3968451,3277743,3262524,3966676,2156627,3543670
2020-12-12,AM,3968112,3266862,3248653,3966338,2156550,3542865
2020-12-13,AM,3967775,3256060,3234774,3966002,2156477,3542069
2020-12-14,AM,3967441,3245341,3220894,3965668,2156407,3541283
2020-12-15,AM,3967109,3234710,3207019,3965337,2156341,3540507
2020-12-16,AM,3966780,3224169,3193156,3965009,2156278,3539741
2020-12-17,AM,3966454,3213724,3179310,3964683,2156219,3538984
2020-12-18,AM,3966130,3203377,3165488,3964359,2156162,3538237
2020-12-19,AM,3965809,3193132,3151696,3964038,2156108,3537500
2020-12-20,AM,3965490,3182993,3137940,3963719,2156057,3536772
2020-12-21,AM,3965174,3172961,3124225,3963402,2156009,3536053
2020-12-22,AM,3964860,3163040,3110559,3963088,2155963,3535343
2020-12-23,AM,3964548,3153232,3096946,3962777,2155919,3534642
2020-12-24,AM,3964239,3143541,3083393,3962467,2155878,3533950
2020-12-25,AM,3963933,3133968,3069905,3962160,2155839,3533267
2020-12-26,AM,3963628,3124515,3056487,3961855,2155801,3532592
2020-12-27,AM,3963327,3115185,3043145,3961553,2155766,3531927
2020-12-28,AM,3963027,3105979,3029884,3961252,2155732,3531269
2020-12-29,AM,3962730,3096899,3016710,3960954,2155700,3530620
2020-12-30,AM,3962435,3087946,3003626,3960658,2155670,3529980
2020-12-31,AM,3962143,3079121,2990639,3960365,2155641,3529348
2020-03-14,MS,2778984,2778936,2778936,2778984,2778886,2778890
2020-03-15,MS,2778984,2778927,2778926,2778979,2778790,2778834
2020-03-16,MS,2778983,2778919,2778916,2778974,2778708,2778783
2020-03-17,MS,2778983,2778910,2778904,2778973,2778631,2778734
2020-03-18,MS,2778982,2778901,2778892,2778971,2778557,2778686
2020-03-19,MS,2778982,2778891,2778879,2778969,2778482,2778637
2020-03-20,MS,2778981,2778881,2778866,2778967,2778406,2778586
2020-03-21,MS,2778980,2778871,2778852,2778964,2778328,2778534
2020-03-22,MS,2778979,2778861,2778838,2778962,2778247,2778479
2020-03-23,MS,2778978,2778851,2778824,2778959,2778164,2778422
2020-03-24,MS,2778977,2778840,2778809,2778956,2778078,2778361
2020-03-25,MS,2778976,2778829,2778794,2778953,2777988,2778298
2020-03-26,MS,2778974,2778818,2778779,2778949,2777896,2778232
2020-03-27,MS,2778973,2778806,2778763,2778946,2777801,2778163
2020-03-28,MS,2778971,2778794,2778747,2778942,2777703,2778090
2020-03-29,MS,2778969,2778782,2778730,2778938,2777601,2778013
2020-03-30,MS,2778967,2778770,2778713,2778933,2777496,2777933
2020-03-31,MS,2778964,2778757,2778696,2778929,2777387,2777848
2020-04-01,MS,2778962,2778744,2778678,2778924,2777274,2777759
2020-04-02,MS,2778959,2778730,2778660,2778918,2777158,2777666
2020-04-03,MS,2778955,2778716,2778641,2778913,2777038,2777568
2020-04-04,MS,2778952,2778702,2778622,2778907,2776913,2777465
2020-04-05,MS,2778947,2778688,2778603,2778901,2776784,2777357
2020-04-06,MS,2778943,2778673,2778583,2778894,2776651,2777244
2020-04-07,MS,2778937,2778657,2778562,2778887,2776514,2777125
2020-04-08,MS,2778932,2778642,2778541,2778879,2776371,2776999
2020-04-09,MS,2778925,2778626,2778520,2778871,2776224,2776868
2020-04-10,MS,2778918,2778609,2778498,2778863,2776072,2776730
2020-04-11,MS,2778910,2778592,2778475,2778854,2775915,2776585
2020-04-12,MS,2778901,2778575,2778452,2778844,2775752,2776433
2020-04-13,MS,2778891,2778557,2778429,2778834,2775584,2776273
2020-04-14,MS,2778880,2778539,2778404,2778823,2775410,2776105
2020-04-15,MS,2778868,2778520,2778380,2778811,2775230,2775928
2020-04-16,MS,2778854,2778501,2778354,2778799,2775044,2775743
2020-04-17,MS,2778838,2778481,2778328,2778786,2774852,2775549
2020-04-18,MS,2778821,2778461,2778302,2778772,2774653,2775345
2020-04-19,MS,2778802,2778440,2778275,2778758,2774448,2775130
2020-04-20,MS,2778773,2778419,2778247,2778742,2774235,2774905
2020-04-21,MS,2778739,2778397,2778218,2778725,2774015,2774668
2020-04-22,MS,2778698,2778374,2778189,2778708,2773788,2774420
2020-04-23,MS,2778649,2778351,2778159,2778689,2773554,2774159
2020-04-24,MS,2778590,2778328,2778129,2778669,2773311,2773885
2020-04-25,MS,2778520,2778303,2778098,2778648,2773060,2773598
2020-04-26,MS,2778436,2778279,2778066,2778626,2772800,2773296
2020-04-27,MS,2778336,2778253,2778033,2778602,2772532,2772979
2020-04-28,MS,2778216,2778227,2777999,2778576,2772255,2772646
2020-04-29,MS,2778072,2778200,2777965,2778550,2771968,2772296
2020-04-30,MS,2777900,2778173,2777929,2778521,2771672,2771920
2020-05-01,MS,2777694,2778145,2777893,2778491,2771366,2771510
2020-05-02,MS,2777447,2778116,2777856,2778458,2771050,2771077
2020-05-03,MS,2777152,2778086,2777819,2778424,2770722,2770620
2020-05-04,MS,2776920,2778056,2777780,2778388,2770384,2770136
2020-05-05,MS,2776756,2778024,2777740,2778349,2770035,2769623
2020-05-06,MS,2776590,2777992,2777700,2778308,2769673,2769081
2020-05-07,MS,2776421,2777960,2777658,2778264,2769300,2768507
2020-05-08,MS,2776251,2777926,2777616,2778218,2768914,2767898
2020-05-09,MS,2776079,2777891,2777572,2778169,2768515,2767254
2020-05-10,MS,2775905,2777856,2777528,2778116,2768103,2766572
2020-05-11,MS,2775730,2777820,2777482,2778061,2767678,2765849
2020-05-12,MS,2775552,2777782,2777435,2778002,2767237,2765085
2020-05-13,MS,2775372,2777744,2777387,2777939,2766783,2764275
2020-05-14,MS,2775190,2777705,2777338,2777872,2766313,2763417
2020-05-15,MS,2775007,2777665,2777288,2777801,2765827,2762509
2020-05-16,MS,2774821,2777623,2777237,2777726,2765326,2761548
2020-05-17,MS,2774633,2777581,2777184,2777646,2764807,2760531
2020-05-18,MS,2774443,2777538,2777131,2777561,2764272,2759454
2020-05-19,MS,2774251,2777493,2777076,2777471,2763719,2758314
2020-05-20,MS,2774057,2777447,2777019,2777375,2763147,2757107
2020-05-21,MS,2773861,2777401,2776961,2777274,2762557,2755830
2020-05-22,MS,2773662,2777352,2776902,2777166,2761947,2754577
2020-05-23,MS,2773462,2777303,2776842,2777051,2761317,2753458
2020-05-24,MS,2773259,2777253,2776780,2776929,2760666,2752296
2020-05-25,MS,2773054,2777201,2776716,2776799,2759995,2751095
2020-05-26,MS,2772847,2777148,2776651,2776662,2759300,2749860
2020-05-27,MS,2772637,2777093,2776585,2776515,2758584,2748592
2020-05-28,MS,2772425,2777037,2776517,2776360,2757844,2747294
2020-05-29,MS,2772211,2776980,2776447,2776195,2757079,2745964
2020-05-30,MS,2771995,2776921,2776376,2776020,2756290,2744603
2020-05-31,MS,2771776,2776861,2776303,2775834,2755475,2743211
2020-06-01,MS,2771554,2776799,2776228,2775636,2754634,2741787
2020-06-02,MS,2771331,2776735,2776151,2775426,2753766,2740331
2020-06-03,MS,2771105,2776670,2776073,2775203,2752869,2738843
2020-06-04,MS,2770876,2776603,2775993,2774966,2751944,2737321
2020-06-05,MS,2770645,2776535,2775911,2774715,2750989,2735765
2020-06-06,MS,2770412,2776465,2775826,2774448,2750003,2734175
2020-06-07,MS,2770176,2776392,2775740,2774164,2748986,2732550
2020-06-08,MS,2769937,2776319,2775652,2773862,2747936,2730889
2020-06-09,MS,2769696,2776243,2775562,2773542,2746852,2729192
2020-06-10,MS,2769452,2776165,2775470,2773202,2745735,2727458
2020-06-11,MS,2769206,2776085,2775375,2772841,2744582,2725687
2020-06-12,MS,2768957,2776004,2775278,2772458,2743392,2723877
2020-06-13,MS,2768705,2775920,2775179,2772051,2742165,2722029
2020-06-14,MS,2768451,2775834,2775078,2771618,2740899,2720140
2020-06-15,MS,2768193,2775746,2774974,2771159,2739594,2718212
2020-06-16,MS,2767934,2775655,2774867,2770671,2738248,2716243
2020-06-17,MS,2767671,2775562,2774759,2770153,2736861,2714233
2020-06-18,MS,2767405,2775467,2774647,2769604,2735430,2712181
2020-06-19,MS,2767137,2775370,2774533,2769020,2733955,2710086
2020-06-20,MS,2766866,2775270,2774416,2768400,2732434,2707947
2020-06-21,MS,2766592,2775167,2774297,2767871,2730867,2705765
2020-06-22,MS,2766315,2775062,2774174,2767483,2729252,2703538
2020-06-23,MS,2766035,2774954,2774049,2767080,2727588,2701265
2020-06-24,MS,2765753,2774843,2773921,2766667,2725874,2698947
2020-06-25,MS,2765467,2774730,2773790,2766245,2724108,2696582
2020-06-26,MS,2765178,2774613,2773655,2765817,2722288,2694170
2020-06-27,MS,2764886,2774494,2773518,2765383,2720415,2691710
2020-06-28,MS,2764591,2774372,2773377,2764946,2718486,2689202
2020-06-29,MS,2764294,2774246,2773233,2764504,2716499,2686645
2020-06-30,MS,2763993,2774117,2773085,2764059,2714454,2684038
2020-07-01,MS,2763688,2773985,2772934,2763611,2712349,2681382
2020-07-02,MS,2763381,2773850,2772780,2763161,2710183,2678674
2020-07-03,MS,2763070,2773711,2772622,2762707,2707955,2675915
2020-07-04,MS,2762757,2773569,2772460,2762252,2705662,2673104
2020-07-05,MS,2762440,2773423,2772294,2761794,2703303,2670241
2020-07-06,MS,2762119,2773273,2772124,2761333,2700877,2667324
2020-07-07,MS,2761796,2773120,2771951,2760870,2698383,2664355
2020-07-08,MS,2761469,2772963,2771773,2760405,2695819,2661331
2020-07-09,MS,2761138,2772801,2771591,2759938,2693183,2658253
2020-07-10,MS,2760805,2772636,2771405,2759468,2690475,2655120
