day,state,suscetivel,infectado,recuperado
2020-03-20,MT,0.9999998072891373,1.9271086270095808e-07,0.0
2020-03-21,MT,0.99999957995099,3.805502594484419e-07,3.9498750505192944e-08
2020-03-22,MT,0.9999991318215985,7.508196099632376e-07,1.1735879157330159e-07
2020-03-23,MT,0.9999982511781741,1.4784559286967535e-06,2.7036589722201157e-07
2020-03-24,MT,0.9999965336464746,2.8975752512105535e-06,5.687782741513071e-07
2020-03-25,MT,0.9999931711259178,5.675873505243246e-06,1.1530005769644643e-06
2020-03-26,MT,0.9999866046040936,1.1101487030694217e-05,2.293908875755372e-06
2020-03-27,MT,0.9999738163782788,2.1667785550494087e-05,4.515836170778681e-06
2020-03-28,MT,0.9999488494515953,4.2296678941331375e-05,8.853869463293197e-06
2020-03-29,MT,0.9999352864759837,4.9131939048988845e-05,1.558158496707324e-05
2020-03-30,MT,0.9999263033280689,5.107134312649573e-05,2.2625328804431803e-05
2020-03-31,MT,0.9999169675399915,5.3086813863398224e-05,2.9945646144848478e-05
2020-04-01,MT,0.9999072614381358,5.5182156684038703e-05,3.755640517985711e-05
2020-04-02,MT,0.9998971757756658,5.735936227949829e-05,4.546486205442013e-05
2020-04-03,MT,0.9998866882725316,5.962322676875967e-05,5.368850069945803e-05
2020-04-04,MT,0.9998757947978288,6.197463816003019e-05,6.223056401095023e-05
2020-04-05,MT,0.9998644732861388,6.441834483206247e-05,7.110836902896071e-05
2020-04-06,MT,0.9998527043639284,6.695851627597715e-05,8.033711979544608e-05
2020-04-07,MT,0.9998404689223018,6.959926438147293e-05,8.993181331647121e-05
2020-04-08,MT,0.9998277494847709,7.234434572557071e-05,9.990616950329004e-05
2020-04-09,MT,0.9998145278983019,7.519766414335864e-05,0.00011027443755452864
2020-04-10,MT,0.9998007858121931,7.816316649467897e-05,0.0001210510213120152
2020-04-11,MT,0.9997865025200124,8.124530343966299e-05,0.0001322521765477371
2020-04-12,MT,0.9997716549354342,8.444903460630039e-05,0.00014389602995941843
2020-04-13,MT,0.9997562220832595,8.777886813358038e-05,0.00015599904860679853
2020-04-14,MT,0.9997401786055078,9.124024839922166e-05,0.00016858114609287072
2020-04-15,MT,0.9997235094966856,9.483640830175289e-05,0.00018165409501254404
2020-04-16,MT,0.9997061801291091,9.857477239573592e-05,0.0001952450984950985
2020-04-17,MT,0.9996881679322949,0.00010246018959885658,0.00020937187810619626
2020-04-18,MT,0.9996694480041592,0.00010649800607107594,0.00022405398976967718
2020-04-19,MT,0.9996499908960148,0.00011069453711824957,0.00023931456686697883
2020-04-20,MT,0.9996297678070529,0.00011505596051420631,0.0002551762324328391
2020-04-21,MT,0.9996087486174864,0.00011958873553727973,0.0002716626469763028
2020-04-22,MT,0.9995869017597635,0.0001242996304078967,0.0002887986098286301
2020-04-23,MT,0.9995641946776841,0.00012919562118402628,0.0003066097011320082
2020-04-24,MT,0.9995405938742324,0.00013428388122758365,0.0003251222445400804
2020-04-25,MT,0.9995160641387216,0.00013957195139952257,0.0003443639098788904
2020-04-26,MT,0.9994905689228996,0.0001450676572353248,0.00036436341986523127
2020-04-27,MT,0.9994640703391421,0.0001507791092426736,0.00038515055161522215
2020-04-28,MT,0.9994365288590683,0.00015671476024627334,0.0004067563806854293
2020-04-29,MT,0.9994079035174783,0.00016288336658429277,0.0004292131159374004
2020-04-30,MT,0.9993781520874483,0.00016929395479311243,0.00045255395775865864
2020-05-01,MT,0.9993472309540751,0.00017595584562989623,0.0004768132002950454
2020-05-02,MT,0.9993150949986389,0.00018287867806043062,0.000502026323300603
2020-05-03,MT,0.9992816957311546,0.0001900727959730495,0.0005282314728723871
2020-05-04,MT,0.9992469833323193,0.00019754882532906055,0.0005554678423515826
2020-05-05,MT,0.9992109067546339,0.00020531765322264817,0.0005837755921434833
2020-05-06,MT,0.9991734132788469,0.00021339051973282282,0.0006131962014203129
2020-05-07,MT,0.999134449004009,0.00022177891753841607,0.0006437720784524282
2020-05-08,MT,0.9990939528111974,0.0002304958284182369,0.0006755513603842516
2020-05-09,MT,0.9990518666721113,0.00023955361158797624,0.0007085797163006483
2020-05-10,MT,0.9990081286729893,0.000248965432715084,0.0007429058942955466
2020-05-11,MT,0.9989626750581357,0.00025874484531285215,0.000778580096551314
2020-05-12,MT,0.9989154393862045,0.00026890596134865243,0.0008156546524468154
2020-05-13,MT,0.9988663507498081,0.0002794638110411245,0.0008541854391507091
2020-05-14,MT,0.9988153370681121,0.00029043367801872573,0.0008942292538691454
2020-05-15,MT,0.998762323747061,0.0003018313701213383,0.000935844882817665
2020-05-16,MT,0.998707233434217,0.00031367326911273453,0.0009790932966702586
2020-05-17,MT,0.9986499859026127,0.0003259763543348257,0.0010240377430524538
2020-05-18,MT,0.9985904977956623,0.00033875825158024994,0.0010707439527573813
2020-05-19,MT,0.9985286817025559,0.00035203740348470445,0.0011192808939593636
2020-05-20,MT,0.9984644471976766,0.00036583288344211527,0.0011697199188813168
2020-05-21,MT,0.9983977004467449,0.00038016446966393334,0.0012221350835911551
2020-05-22,MT,0.9983283439601156,0.0003950526925297892,0.0012766033473546482
2020-05-23,MT,0.9982562764596499,0.0004105188613236527,0.0013332046790264906
2020-05-24,MT,0.9981813927862326,0.0004265850804762941,0.001392022133290983
2020-05-25,MT,0.998103584433953,0.0004432741040125706,0.0014531414620343782
2020-05-26,MT,0.9980227386978974,0.0004606095479430692,0.001516651754159493
2020-05-27,MT,0.9979387385302897,0.00047861591977142563,0.0015826455499388476
2020-05-28,MT,0.9978514625837545,0.0004973185996890117,0.00165121881655642
2020-05-29,MT,0.9977607850915172,0.0005167438638702314,0.0017224710446124619
2020-05-30,MT,0.9976665757373843,0.0005369189093087548,0.001796505353306914
2020-05-31,MT,0.9975686985395211,0.000557872027356787,0.0018734294331219804
2020-06-01,MT,0.9974670123860783,0.0005796325281929838,0.001953355085728699
2020-06-02,MT,0.9973613714641796,0.0006022306813693848,0.0020363978544509402
2020-06-03,MT,0.997251624683882,0.000625697807900336,0.0021226775082176185
2020-06-04,MT,0.9971376155356961,0.0006500663069773316,0.0022123181573264735
2020-06-05,MT,0.9970191819481082,0.0006753696826838569,0.0023054483692078595
2020-06-06,MT,0.9968961551989504,0.0007016427019659868,0.002402202099083527
2020-06-07,MT,0.9967683596359003,0.0007289214403557425,0.002502718923743843
2020-06-08,MT,0.9966356141205648,0.0007572430885883911,0.002607142790846654
2020-06-09,MT,0.9964977310423173,0.0007866460963582643,0.0027156228613243014
2020-06-10,MT,0.996354516141025,0.0008171702038604209,0.002828313655114478
2020-06-11,MT,0.996205768333867,0.0008488564727648523,0.0029453751933680625
2020-06-12,MT,0.9960512789808651,0.0008817473689571125,0.0030669736501776675
2020-06-13,MT,0.9958908308111593,0.000915886876567826,0.0031932823122727914
2020-06-14,MT,0.9957241997666397,0.0009513203429400085,0.0033244798904201508
2020-06-15,MT,0.9955511540013309,0.0009880945859159244,0.0034607514127530468
2020-06-16,MT,0.9953714536233093,0.0010262579326414702,0.0036022884440491906
2020-06-17,MT,0.995184850491809,0.0010658602532806476,0.003749289254910132
2020-06-18,MT,0.9949910876943664,0.0011069530064192153,0.0039019592992143148
2020-06-19,MT,0.9947898979140334,0.0011495893250172632,0.004060512760949313
2020-06-20,MT,0.9945810054348073,0.0011938239694472053,0.004225170595745432
2020-06-21,MT,0.9943641253082179,0.0012397133842429462,0.004396161307539109
2020-06-22,MT,0.9941389629482805,0.0012873157391995837,0.004573721312519795
2020-06-23,MT,0.9939052138969919,0.0013366909642427139,0.004758095138765286
2020-06-24,MT,0.993663657490991,0.0013867916123356811,0.004949550896673078
2020-06-25,MT,0.9934594111593528,0.0013954964032793918,0.005145092437367713
2020-06-26,MT,0.9932539993642618,0.0014041702464967873,0.005341830389241279
2020-06-27,MT,0.993047357070934,0.0014128552394890022,0.005539787689576976
2020-06-28,MT,0.9928394827891743,0.001421549901067949,0.005738967309757583
2020-06-29,MT,0.9926303768526671,0.0014302544237902285,0.005939368723542488
