day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR_sin,SEIIR_sin_beta_variante,SEIIR_asin,SEIIR_asin_beta_variante
2020-08-27,RR,2685,4037,3471,2834,2220,1165,6017,2732
2020-08-28,RR,2663,4126,3545,2806,2168,1150,5867,2697
2020-08-29,RR,2640,4215,3621,2779,2116,1135,5718,2662
2020-08-30,RR,2618,4306,3699,2751,2063,1120,5569,2626
2020-08-31,RR,2595,4398,3777,2724,2011,1105,5420,2591
2020-09-01,RR,2572,4491,3857,2696,1959,1090,5273,2556
2020-09-02,RR,2550,4585,3937,2669,1908,1074,5127,2520
2020-09-03,RR,2527,4680,4019,2642,1856,1059,4983,2484
2020-09-04,RR,2505,4775,4102,2616,1805,1044,4840,2449
2020-09-05,RR,2482,4872,4187,2589,1755,1029,4699,2413
2020-09-06,RR,2460,4970,4272,2562,1705,1013,4560,2378
2020-09-07,RR,2437,5068,4359,2536,1656,998,4423,2342
2020-09-08,RR,2415,5167,4446,2510,1607,983,4288,2306
2020-09-09,RR,2392,5267,4535,2484,1559,968,4155,2271
2020-09-10,RR,2370,5367,4625,2458,1512,953,4025,2236
2020-09-11,RR,2348,5468,4716,2433,1466,937,3898,2200
2020-09-12,RR,2325,5569,4808,2407,1420,922,3773,2165
2020-09-13,RR,2303,5671,4901,2382,1375,907,3650,2130
2020-09-14,RR,2281,5773,4995,2357,1332,893,3531,2095
2020-09-15,RR,2259,5876,5091,2332,1289,878,3414,2061
2020-09-16,RR,2237,5979,5187,2307,1247,863,3300,2026
2020-09-17,RR,2215,6081,5284,2282,1206,848,3188,1992
2020-09-18,RR,2193,6184,5382,2258,1166,834,3080,1958
2020-09-19,RR,2171,6287,5480,2234,1127,820,2974,1925
2020-09-20,RR,2149,6390,5580,2210,1089,805,2871,1891
2020-09-21,RR,2128,6493,5680,2186,1051,791,2771,1858
2020-09-22,RR,2106,6595,5782,2162,1015,777,2673,1825
2020-09-23,RR,2084,6697,5883,2139,980,763,2579,1792
2020-09-24,RR,2063,6798,5986,2116,946,749,2487,1760
2020-09-25,RR,2042,6899,6089,2092,912,736,2397,1728
2020-09-26,RR,2021,7000,6193,2069,880,722,2311,1697
2020-09-27,RR,1999,7099,6297,2047,849,709,2227,1665
2020-09-28,RR,1978,7198,6402,2024,818,696,2145,1634
2020-09-29,RR,1958,7295,6507,2002,789,683,2066,1604
2020-09-30,RR,1937,7392,6613,1980,760,670,1990,1573
2020-10-01,RR,1916,7487,6719,1957,732,657,1916,1543
2020-10-02,RR,1896,7581,6825,1936,705,644,1845,1514
2020-10-03,RR,1875,7674,6931,1914,679,632,1776,1485
2020-10-04,RR,1855,7765,7037,1893,654,620,1709,1456
2020-10-05,RR,1835,7855,7144,1871,630,607,1644,1427
2020-10-06,RR,1815,7943,7250,1850,606,595,1582,1399
2020-10-07,RR,1795,8029,7356,1829,583,584,1521,1372
2020-10-08,RR,1775,8113,7463,1808,561,572,1463,1344
2020-10-09,RR,1755,8196,7568,1788,540,561,1407,1318
2020-10-10,RR,1736,8276,7674,1768,519,549,1353,1291
2020-10-11,RR,1716,8354,7779,1747,499,538,1301,1265
2020-10-12,RR,1697,8429,7884,1727,480,527,1250,1239
2020-10-13,RR,1678,8503,7988,1708,462,516,1202,1214
2020-10-14,RR,1659,8573,8091,1688,444,506,1155,1189
2020-10-15,RR,1640,8641,8194,1668,427,495,1110,1164
2020-10-16,RR,1621,8707,8296,1649,410,485,1066,1140
2020-10-17,RR,1602,8770,8396,1630,394,475,1024,1117
2020-10-18,RR,1584,8829,8496,1611,379,465,984,1093
2020-10-19,RR,1566,8886,8595,1592,364,455,945,1070
2020-10-20,RR,1547,8940,8693,1574,350,445,908,1048
2020-10-21,RR,1529,8991,8789,1555,336,436,872,1025
2020-10-22,RR,1511,9039,8884,1537,323,427,837,1004
2020-10-23,RR,1494,9083,8978,1519,310,418,804,982
2020-10-24,RR,1476,9125,9070,1501,298,409,772,961
2020-10-25,RR,1459,9163,9160,1484,286,400,741,940
2020-10-26,RR,1441,9197,9249,1466,274,391,711,920
2020-10-27,RR,1424,9228,9335,1449,263,383,683,900
2020-10-28,RR,1407,9256,9420,1432,253,374,655,880
2020-10-29,RR,1390,9280,9503,1415,243,366,629,861
2020-10-30,RR,1374,9301,9584,1398,233,358,604,842
2020-10-31,RR,1357,9318,9662,1381,224,350,579,824
2020-11-01,RR,1340,9332,9739,1365,215,342,556,806
2020-11-02,RR,1324,9342,9813,1348,206,335,534,788
2020-11-03,RR,1308,9349,9884,1332,198,327,512,770
2020-11-04,RR,1292,9352,9953,1316,190,320,491,753
2020-11-05,RR,1276,9351,10020,1300,182,313,471,736
2020-11-06,RR,1261,9347,10084,1285,175,306,452,720
2020-11-07,RR,1245,9340,10145,1269,168,299,434,704
2020-11-08,RR,1230,9328,10203,1254,161,292,416,688
2020-11-09,RR,1214,9314,10259,1239,154,286,399,672
2020-11-10,RR,1199,9296,10311,1224,148,279,383,657
2020-11-11,RR,1184,9274,10361,1209,142,273,367,642
2020-11-12,RR,1169,9250,10407,1194,136,267,352,628
2020-11-13,RR,1155,9221,10451,1180,131,261,338,613
2020-11-14,RR,1140,9190,10491,1165,125,255,324,599
2020-11-15,RR,1126,9155,10528,1151,120,249,311,586
2020-11-16,RR,1112,9118,10562,1137,115,243,298,572
2020-11-17,RR,1098,9077,10592,1123,111,238,286,559
2020-11-18,RR,1084,9033,10619,1109,106,232,274,546
2020-11-19,RR,1070,8986,10643,1096,102,227,263,533
2020-11-20,RR,1056,8936,10664,1082,98,221,252,521
2020-11-21,RR,1043,8883,10681,1069,94,216,242,509
2020-11-22,RR,1029,8828,10695,1056,90,211,232,497
2020-11-23,RR,1016,8770,10705,1042,86,206,222,486
2020-11-24,RR,1003,8709,10712,1030,83,202,213,474
2020-11-25,RR,990,8646,10715,1017,79,197,204,463
2020-11-26,RR,977,8581,10715,1004,76,192,196,452
2020-11-27,RR,965,8513,10712,992,73,188,188,442
2020-11-28,RR,952,8443,10705,979,70,183,180,432
2020-11-29,RR,940,8371,10694,967,67,179,173,421
2020-11-30,RR,927,8297,10681,955,64,175,166,411
2020-12-01,RR,915,8221,10663,943,62,171,159,402
2020-12-02,RR,903,8143,10643,931,59,167,152,392
2020-12-03,RR,891,8063,10619,920,57,163,146,383
2020-12-04,RR,880,7982,10592,908,54,159,140,374
2020-12-05,RR,868,7899,10562,897,52,155,134,365
2020-12-06,RR,857,7814,10528,886,50,151,129,356
2020-12-07,RR,845,7729,10492,874,48,148,123,348
2020-12-08,RR,834,7642,10452,863,46,144,118,340
2020-12-09,RR,823,7554,10409,853,44,141,113,332
2020-12-10,RR,812,7464,10363,842,42,138,109,324
2020-12-11,RR,801,7374,10315,831,40,134,104,316
2020-12-12,RR,791,7283,10263,821,39,131,100,308
2020-12-13,RR,780,7191,10208,810,37,128,96,301
2020-12-14,RR,770,7098,10151,800,36,125,92,294
2020-12-15,RR,759,7005,10091,790,34,122,88,287
2020-12-16,RR,749,6911,10029,780,33,119,84,280
2020-12-17,RR,739,6817,9964,770,31,116,81,273
2020-12-18,RR,729,6722,9896,760,30,113,77,267
2020-12-19,RR,719,6627,9826,751,29,111,74,260
2020-12-20,RR,710,6532,9754,741,28,108,71,254
2020-12-21,RR,700,6436,9680,732,26,105,68,248
2020-12-22,RR,691,6341,9603,722,25,103,65,242
2020-12-23,RR,681,6245,9524,713,24,100,63,236
2020-12-24,RR,672,6150,9444,704,23,98,60,230
2020-12-25,RR,663,6054,9361,695,22,95,58,225
2020-12-26,RR,654,5959,9277,686,21,93,55,219
2020-12-27,RR,645,5864,9191,677,21,91,53,214
2020-12-28,RR,636,5769,9104,668,20,89,51,209
2020-12-29,RR,627,5675,9015,660,19,87,49,204
2020-12-30,RR,619,5581,8924,651,18,84,47,199
2020-12-31,RR,610,5488,8832,643,17,82,45,194
2020-03-12,PR,1,50,50,12,50,1,50,5
2020-03-13,PR,1,52,58,12,39,1,59,7
2020-03-14,PR,2,53,64,11,33,2,78,8
2020-03-15,PR,4,55,68,12,30,2,99,9
2020-03-16,PR,7,56,71,12,28,2,118,10
2020-03-17,PR,12,58,74,13,27,2,136,12
2020-03-18,PR,22,60,77,14,27,3,151,13
2020-03-19,PR,38,62,79,14,27,3,165,15
2020-03-20,PR,47,64,82,15,28,3,177,18
2020-03-21,PR,50,66,84,16,28,4,187,20
2020-03-22,PR,52,68,87,17,29,4,198,23
2020-03-23,PR,56,70,89,19,30,5,207,26
2020-03-24,PR,59,72,92,20,31,6,217,30
2020-03-25,PR,62,74,94,21,32,7,226,34
2020-03-26,PR,66,76,97,23,33,8,235,39
2020-03-27,PR,70,79,100,24,34,9,245,45
2020-03-28,PR,74,81,103,26,36,10,254,52
2020-03-29,PR,78,84,106,28,37,12,264,59
2020-03-30,PR,82,86,109,30,38,13,274,67
2020-03-31,PR,87,89,112,32,40,15,285,77
2020-04-01,PR,92,91,115,34,41,17,295,88
2020-04-02,PR,98,94,119,36,43,20,306,101
2020-04-03,PR,103,97,122,39,44,23,318,116
2020-04-04,PR,109,100,126,42,46,26,330,132
2020-04-05,PR,116,103,129,45,48,30,342,151
2020-04-06,PR,122,106,133,48,49,34,355,173
2020-04-07,PR,129,110,137,51,51,39,368,198
2020-04-08,PR,137,113,141,55,53,44,381,227
2020-04-09,PR,145,116,145,58,55,51,396,259
2020-04-10,PR,153,120,149,62,57,58,410,297
2020-04-11,PR,162,124,153,67,59,66,426,340
2020-04-12,PR,172,127,158,71,62,75,441,381
2020-04-13,PR,182,131,162,76,64,81,458,416
2020-04-14,PR,192,135,167,82,66,88,475,448
2020-04-15,PR,203,140,172,87,69,94,492,480
2020-04-16,PR,215,144,177,93,71,100,511,512
2020-04-17,PR,227,148,182,100,74,107,529,544
2020-04-18,PR,241,153,187,107,77,113,549,578
2020-04-19,PR,255,157,193,114,79,120,569,614
2020-04-20,PR,269,162,198,122,82,128,591,651
2020-04-21,PR,285,167,204,131,85,135,612,691
2020-04-22,PR,301,172,210,140,89,144,635,733
2020-04-23,PR,319,178,216,149,92,152,659,778
2020-04-24,PR,337,183,222,160,95,162,683,825
2020-04-25,PR,357,189,229,171,99,171,708,876
2020-04-26,PR,378,195,235,183,102,182,735,929
2020-04-27,PR,400,200,242,196,106,193,762,986
2020-04-28,PR,423,207,249,209,110,205,790,1046
2020-04-29,PR,447,213,256,224,114,217,819,1109
2020-04-30,PR,473,219,264,239,118,230,850,1177
2020-05-01,PR,501,226,271,256,123,244,881,1248
2020-05-02,PR,530,233,279,274,127,259,914,1324
2020-05-03,PR,560,240,287,293,132,275,947,1405
2020-05-04,PR,593,248,296,313,137,292,982,1490
2020-05-05,PR,627,255,304,335,142,309,1019,1581
2020-05-06,PR,663,263,313,358,147,328,1056,1677
2020-05-07,PR,702,271,322,383,153,348,1096,1779
2020-05-08,PR,743,279,331,410,158,369,1136,1887
2020-05-09,PR,786,288,341,438,164,392,1178,2001
2020-05-10,PR,831,297,351,469,170,416,1222,2123
2020-05-11,PR,879,306,361,501,177,441,1267,2252
2020-05-12,PR,930,315,371,536,183,468,1313,2388
2020-05-13,PR,984,325,382,573,190,496,1362,2533
2020-05-14,PR,1041,335,393,613,197,526,1412,2687
2020-05-15,PR,1101,345,405,655,204,558,1464,2850
2020-05-16,PR,1165,356,416,701,212,592,1518,3023
2020-05-17,PR,1233,367,428,750,220,628,1574,3206
2020-05-18,PR,1304,378,441,802,228,666,1632,3400
2020-05-19,PR,1379,389,453,857,236,706,1693,3606
2020-05-20,PR,1459,401,467,917,245,749,1755,3824
2020-05-21,PR,1544,414,480,980,254,794,1820,4056
2020-05-22,PR,1633,426,494,1048,263,842,1887,4301
2020-05-23,PR,1728,439,508,1121,273,893,1956,4561
2020-05-24,PR,1828,453,523,1199,283,947,2028,4836
2020-05-25,PR,1934,467,538,1282,293,1004,2103,5128
2020-05-26,PR,2045,481,554,1371,304,1065,2180,5438
2020-05-27,PR,2164,496,570,1466,315,1129,2260,5766
2020-05-28,PR,2289,511,586,1568,327,1197,2343,6113
2020-05-29,PR,2421,526,603,1677,339,1269,2429,6481
2020-05-30,PR,2561,543,621,1793,351,1345,2518,6871
2020-05-31,PR,2709,559,638,1918,364,1426,2610,7285
2020-06-01,PR,2866,576,657,2051,377,1512,2706,7722
2020-06-02,PR,3032,594,676,2193,391,1602,2805,8186
2020-06-03,PR,3207,612,695,2345,405,1699,2908,8677
2020-06-04,PR,3392,631,716,2508,420,1800,3015,9196
2020-06-05,PR,3588,650,736,2682,436,1908,3125,9747
2020-06-06,PR,3795,670,758,2868,452,2022,3239,10329
2020-06-07,PR,4014,690,779,3067,468,2143,3357,10946
2020-06-08,PR,4246,712,802,3279,485,2271,3480,11598
2020-06-09,PR,4491,733,825,3506,503,2406,3607,12289
2020-06-10,PR,4750,756,849,3749,521,2529,3739,12917
2020-06-11,PR,5024,779,873,4009,540,2616,3875,13364
2020-06-12,PR,5314,803,899,4287,560,2682,4016,13700
2020-06-13,PR,5620,827,925,4584,580,2734,4162,13968
2020-06-14,PR,5944,853,951,4902,601,2779,4314,14194
2020-06-15,PR,6286,879,979,5241,623,2818,4470,14397
2020-06-16,PR,6533,905,1007,5604,646,2855,4632,14584
2020-06-17,PR,6576,933,1036,5992,669,2890,4801,14763
2020-06-18,PR,6619,962,1066,6406,694,2924,4974,14937
2020-06-19,PR,6662,991,1097,6848,719,2957,5155,15108
2020-06-20,PR,6706,1021,1129,7218,745,2991,5341,15278
2020-06-21,PR,6750,1053,1161,7483,772,3024,5534,15448
2020-06-22,PR,6794,1085,1195,7677,799,3057,5734,15617
2020-06-23,PR,6838,1118,1229,7822,828,3090,5940,15787
2020-06-24,PR,6882,1152,1265,7932,858,3124,6154,15957
2020-06-25,PR,6927,1187,1301,8020,889,3157,6376,16128
2020-06-26,PR,6972,1223,1339,8092,921,3191,6605,16300
2020-06-27,PR,7017,1261,1377,8153,954,3224,6842,16472
2020-06-28,PR,7062,1299,1417,8206,988,3258,7087,16645
2020-06-29,PR,7107,1339,1458,8254,1023,3292,7340,16818
2020-06-30,PR,7153,1380,1500,8299,1060,3326,7603,16992
2020-07-01,PR,7199,1422,1543,8341,1098,3360,7874,17167
2020-07-02,PR,7245,1465,1588,8382,1137,3395,8154,17342
2020-07-03,PR,7291,1510,1634,8421,1177,3429,8444,17518
2020-07-04,PR,7337,1556,1681,8460,1219,3464,8744,17694
2020-07-05,PR,7384,1604,1729,8498,1262,3498,9054,17871
2020-07-06,PR,7430,1653,1779,8537,1307,3533,9375,18048
2020-07-07,PR,7477,1703,1830,8575,1353,3568,9706,18226
2020-07-08,PR,7524,1755,1883,8612,1401,3603,10048,18404
2020-07-09,PR,7572,1809,1937,8650,1450,3637,10402,18582
2020-07-10,PR,7619,1864,1993,8688,1501,3672,10767,18761
2020-07-11,PR,7667,1921,2051,8726,1553,3707,11144,18940
2020-07-12,PR,7714,1979,2110,8764,1608,3742,11534,19119
2020-07-13,PR,7762,2039,2171,8801,1664,3778,11936,19298
2020-07-14,PR,7811,2102,2233,8839,1722,3813,12352,19478
2020-07-15,PR,7859,2166,2297,8877,1781,3848,12781,19657
2020-07-16,PR,7908,2231,2364,8916,1843,3883,13223,19837
2020-07-17,PR,7956,2299,2432,8954,1907,3918,13680,20016
2020-07-18,PR,8005,2369,2502,8992,1972,3953,14151,20196
2020-07-19,PR,8054,2442,2574,9030,2040,3988,14637,20375
2020-07-20,PR,8104,2516,2648,9068,2110,4024,15139,20555
2020-07-21,PR,8153,2592,2724,9107,2182,4059,15656,20734
2020-07-22,PR,8203,2671,2802,9145,2256,4094,16188,20913
2020-07-23,PR,8252,2752,2883,9184,2333,4129,16738,21092
2020-07-24,PR,8302,2836,2966,9222,2412,4164,17304,21271
2020-07-25,PR,8352,2922,3051,9261,2493,4199,17887,21449
2020-07-26,PR,8403,3011,3139,9300,2576,4233,18487,21627
2020-07-27,PR,8453,3103,3229,9339,2662,4268,19105,21804
2020-07-28,PR,8504,3197,3322,9377,2751,4303,19742,21981
2020-07-29,PR,8555,3294,3417,9416,2842,4337,20397,22157
2020-07-30,PR,8606,3394,3515,9455,2936,4372,21071,22333
2020-07-31,PR,8657,3497,3616,9494,3033,4406,21764,22508
2020-08-01,PR,8708,3603,3720,9533,3132,4440,22477,22682
2020-08-02,PR,8759,3712,3827,9573,3234,4474,23209,22856
2020-08-03,PR,8811,3825,3936,9612,3339,4508,23962,23028
2020-08-04,PR,8863,3941,4049,9651,3446,4541,24736,23200
2020-08-05,PR,8915,4060,4165,9690,3557,4575,25530,23371
2020-08-06,PR,8967,4183,4285,9730,3670,4608,26345,23541
2020-08-07,PR,9019,4310,4408,9769,3787,4641,27181,23710
2020-08-08,PR,9071,4440,4534,9809,3906,4674,28039,23878
2020-08-09,PR,9124,4574,4664,9848,4029,4707,28919,24045
2020-08-10,PR,9176,4713,4797,9888,4154,4739,29821,24210
2020-08-11,PR,9229,4855,4935,9927,4283,4771,30744,24374
2020-08-12,PR,9282,5002,5076,9967,4414,4803,31690,24537
2020-08-13,PR,9335,5153,5221,10007,4549,4835,32658,24699
2020-08-14,PR,9388,5308,5371,10046,4687,4866,33649,24859
2020-08-15,PR,9442,5468,5524,10086,4828,4897,34662,25018
2020-08-16,PR,9495,5633,5682,10126,4971,4928,35697,25175
2020-08-17,PR,9549,5803,5844,10166,5119,4958,36755,25330
2020-08-18,PR,9602,5978,6011,10206,5269,4988,37834,25484
2020-08-19,PR,9656,6158,6183,10246,5422,5018,38936,25636
2020-08-20,PR,9710,6343,6359,10285,5578,5048,40060,25787
2020-08-21,PR,9764,6534,6541,10325,5737,5077,41205,25935
2020-08-22,PR,9818,6730,6727,10365,5899,5105,42371,26082
2020-08-23,PR,9873,6933,6919,10406,6064,5134,43559,26227
2020-08-24,PR,9927,7141,7116,10446,6232,5162,44766,26369
2020-08-25,PR,9982,7355,7319,10486,6403,5189,45994,26510
2020-08-26,PR,10036,7575,7527,10526,6576,5216,47241,26648
2020-08-27,PR,10091,7802,7741,10566,6752,5243,48508,26785
2020-08-28,PR,10146,8036,7961,10606,6930,5269,49792,26919
2020-08-29,PR,10201,8276,8187,10646,7111,5295,51093,27051
2020-08-30,PR,10256,8524,8420,10687,7294,5321,52411,27181
2020-08-31,PR,10311,8778,8659,10727,7479,5345,53745,27308
2020-09-01,PR,10366,9040,8905,10767,7666,5370,55093,27433
2020-09-02,PR,10421,9310,9157,10808,7855,5394,56455,27555
2020-09-03,PR,10477,9587,9417,10848,8045,5417,57829,27675
2020-09-04,PR,10532,9873,9683,10888,8238,5440,59215,27792
2020-09-05,PR,10588,10166,9957,10929,8431,5463,60610,27907
2020-09-06,PR,10644,10469,10239,10969,8626,5485,62013,28019
2020-09-07,PR,10699,10779,10528,11009,8821,5506,63424,28128
2020-09-08,PR,10755,11099,10826,11050,9017,5527,64840,28234
2020-09-09,PR,10811,11428,11131,11090,9214,5547,66259,28338
2020-09-10,PR,10867,11766,11445,11130,9411,5567,67681,28438
2020-09-11,PR,10923,12114,11768,11171,9608,5586,69103,28536
2020-09-12,PR,10979,12472,12099,11211,9804,5604,70523,28631
2020-09-13,PR,11035,12840,12440,11252,10000,5622,71939,28723
2020-09-14,PR,11091,13218,12790,11292,10195,5640,73350,28812
2020-09-15,PR,11147,13607,13149,11332,10389,5657,74752,28898
2020-09-16,PR,11204,14007,13518,11373,10582,5673,76145,28980
2020-09-17,PR,11260,14419,13897,11413,10773,5688,77526,29060
2020-09-18,PR,11316,14842,14287,11454,10961,5703,78893,29136
2020-09-19,PR,11373,15276,14687,11494,11148,5718,80242,29209
2020-09-20,PR,11429,15723,15097,11534,11331,5731,81573,29279
2020-09-21,PR,11486,16182,15519,11575,11512,5744,82882,29346
2020-09-22,PR,11542,16654,15952,11615,11689,5757,84168,29409
2020-09-23,PR,11599,17139,16397,11655,11863,5768,85427,29469
2020-09-24,PR,11655,17637,16854,11696,12032,5780,86658,29526
2020-09-25,PR,11712,18148,17322,11736,12198,5790,87857,29579
2020-09-26,PR,11768,18674,17804,11776,12358,5800,89023,29629
2020-09-27,PR,11825,19214,18298,11816,12513,5809,90154,29675
2020-09-28,PR,11881,19769,18805,11857,12663,5817,91246,29718
2020-09-29,PR,11938,20339,19326,11897,12808,5825,92297,29758
2020-09-30,PR,11994,20924,19860,11937,12946,5832,93306,29794
2020-10-01,PR,12051,21524,20409,11977,13078,5838,94270,29826
2020-10-02,PR,12108,22141,20971,12017,13204,5844,95186,29855
2020-10-03,PR,12164,22774,21549,12057,13322,5849,96054,29880
2020-10-04,PR,12221,23424,22141,12097,13434,5853,96870,29902
2020-10-05,PR,12277,24090,22749,12137,13538,5857,97633,29920
2020-10-06,PR,12333,24775,23373,12177,13634,5860,98341,29935
2020-10-07,PR,12390,25477,24013,12217,13722,5862,98993,29946
2020-10-08,PR,12446,26197,24669,12257,13803,5863,99587,29954
2020-10-09,PR,12503,26936,25342,12297,13875,5864,100121,29958
2020-10-10,PR,12559,27693,26032,12337,13938,5864,100595,29958
2020-10-11,PR,12615,28470,26740,12377,13993,5864,101007,29955
2020-10-12,PR,12671,29267,27466,12417,14040,5862,101356,29948
2020-10-13,PR,12728,30083,28210,12456,14077,5860,101641,29938
2020-10-14,PR,12784,30920,28973,12496,14106,5857,101862,29924
2020-10-15,PR,12840,31778,29755,12535,14125,5854,102019,29907
2020-10-16,PR,12896,32657,30556,12575,14136,5850,102110,29886
2020-10-17,PR,12952,33557,31377,12614,14137,5845,102136,29861
2020-10-18,PR,13007,34479,32219,12654,14130,5840,102097,29833
2020-10-19,PR,13063,35424,33081,12693,14113,5833,101992,29802
2020-10-20,PR,13119,36391,33964,12733,14088,5827,101823,29767
2020-10-21,PR,13174,37380,34869,12772,14053,5819,101590,29728
2020-10-22,PR,13230,38393,35795,12811,14010,5811,101293,29686
2020-10-23,PR,13285,39430,36744,12850,13958,5802,100933,29641
2020-10-24,PR,13340,40491,37715,12889,13898,5792,100511,29592
2020-10-25,PR,13396,41575,38710,12928,13829,5782,100029,29540
2020-10-26,PR,13451,42685,39728,12967,13752,5771,99487,29484
2020-10-27,PR,13506,43819,40770,13006,13667,5760,98886,29425
2020-10-28,PR,13560,44978,41836,13044,13574,5748,98230,29363
2020-10-29,PR,13615,46162,42927,13083,13473,5735,97518,29298
2020-10-30,PR,13670,47372,44043,13121,13366,5721,96753,29229
2020-10-31,PR,13724,48608,45185,13160,13251,5707,95937,29157
2020-11-01,PR,13778,49870,46352,13198,13129,5693,95071,29082
2020-11-02,PR,13832,51159,47545,13237,13001,5677,94158,29004
2020-11-03,PR,13886,52473,48766,13275,12867,5661,93199,28923
2020-11-04,PR,13940,53815,50013,13313,12727,5645,92197,28838
2020-11-05,PR,13994,55183,51287,13351,12581,5628,91155,28751
2020-11-06,PR,14047,56578,52590,13389,12430,5610,90073,28660
2020-11-07,PR,14101,57999,53920,13427,12274,5592,88955,28567
2020-11-08,PR,14154,59448,55279,13465,12113,5573,87803,28471
2020-11-09,PR,14207,60924,56666,13502,11948,5554,86620,28372
2020-11-10,PR,14259,62427,58082,13540,11779,5534,85406,28270
2020-11-11,PR,14312,63956,59528,13577,11607,5513,84166,28165
2020-11-12,PR,14364,65513,61003,13614,11430,5492,82901,28057
2020-11-13,PR,14417,67097,62508,13652,11251,5470,81614,27947
2020-11-14,PR,14469,68707,64043,13689,11070,5448,80306,27834
2020-11-15,PR,14520,70343,65608,13726,10886,5426,78981,27719
2020-11-16,PR,14572,72006,67203,13763,10699,5403,77640,27601
2020-11-17,PR,14623,73695,68830,13799,10511,5379,76286,27481
2020-11-18,PR,14674,75409,70487,13836,10322,5355,74921,27358
2020-11-19,PR,14725,77149,72175,13873,10131,5331,73546,27233
2020-11-20,PR,14776,78913,73894,13909,9940,5306,72164,27105
2020-11-21,PR,14826,80702,75644,13945,9747,5280,70777,26975
2020-11-22,PR,14877,82515,77425,13981,9555,5254,69387,26843
2020-11-23,PR,14927,84352,79237,14017,9362,5228,67996,26709
2020-11-24,PR,14976,86211,81081,14053,9169,5201,66605,26573
2020-11-25,PR,15026,88092,82955,14089,8977,5174,65216,26435
2020-11-26,PR,15075,89994,84861,14124,8785,5147,63830,26294
2020-11-27,PR,15124,91917,86797,14160,8594,5119,62450,26152
2020-11-28,PR,15172,93859,88764,14195,8405,5091,61077,26008
2020-11-29,PR,15221,95821,90761,14230,8216,5062,59711,25862
2020-11-30,PR,15269,97800,92788,14266,8028,5033,58355,25714
2020-12-01,PR,15317,99796,94846,14300,7842,5004,57010,25564
2020-12-02,PR,15364,101807,96932,14335,7658,4974,55676,25413
2020-12-03,PR,15411,103834,99048,14370,7476,4944,54356,25260
2020-12-04,PR,15458,105873,101193,14404,7295,4914,53049,25105
2020-12-05,PR,15505,107924,103365,14438,7117,4884,51757,24949
2020-12-06,PR,15551,109986,105565,14473,6941,4853,50481,24792
2020-12-07,PR,15597,112058,107792,14506,6767,4822,49221,24633
2020-12-08,PR,15643,114137,110046,14540,6596,4790,47978,24473
2020-12-09,PR,15688,116222,112324,14574,6427,4759,46753,24311
2020-12-10,PR,15733,118312,114628,14607,6260,4727,45547,24149
2020-12-11,PR,15777,120405,116955,14641,6097,4695,44359,23985
2020-12-12,PR,15822,122499,119306,14674,5936,4663,43191,23820
2020-12-13,PR,15866,124593,121678,14707,5777,4630,42043,23654
2020-12-14,PR,15909,126684,124071,14740,5622,4597,40915,23487
2020-12-15,PR,15952,128771,126484,14772,5469,4564,39807,23319
2020-12-16,PR,15995,130852,128915,14805,5319,4531,38720,23150
2020-12-17,PR,16038,132925,131364,14837,5173,4498,37654,22980
2020-12-18,PR,16080,134987,133829,14869,5029,4465,36609,22809
2020-12-19,PR,16122,137037,136309,14901,4888,4431,35585,22638
2020-12-20,PR,16163,139073,138802,14933,4750,4397,34582,22466
2020-12-21,PR,16204,141093,141306,14964,4615,4364,33601,22293
2020-12-22,PR,16245,143093,143820,14996,4482,4330,32641,22120
2020-12-23,PR,16285,145073,146343,15027,4353,4296,31702,21946
2020-12-24,PR,16325,147030,148873,15058,4227,4262,30784,21772
