day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR,SEIIR_beta_variante
2020-07-06,GO,42341,8190,9128,33602,129646,131788
2020-07-07,GO,43157,8455,9407,34869,134812,137084
2020-07-08,GO,43982,8728,9695,36144,140169,142430
2020-07-09,GO,44817,9009,9992,37426,145725,147827
2020-07-10,GO,45661,9300,10297,38716,151485,153274
2020-07-11,GO,46514,9599,10611,40012,157457,158772
2020-07-12,GO,47377,9908,10935,41316,163646,164321
2020-07-13,GO,48250,10226,11268,42627,170059,169920
2020-07-14,GO,49133,10554,11611,43946,176704,175570
2020-07-15,GO,50025,10893,11964,45272,183586,181270
2020-07-16,GO,50927,11242,12327,46605,190714,187020
2020-07-17,GO,51840,11602,12701,47946,198093,192821
2020-07-18,GO,52762,11973,13086,49294,205732,198672
2020-07-19,GO,53695,12356,13483,50649,213638,204572
2020-07-20,GO,54638,12750,13891,52012,221817,210522
2020-07-21,GO,55591,13157,14311,53383,230277,216521
2020-07-22,GO,56555,13577,14743,54760,239026,222569
2020-07-23,GO,57530,14010,15188,56146,248071,228667
2020-07-24,GO,58515,14456,15646,57538,257419,234813
2020-07-25,GO,59512,14916,16118,58939,267077,241008
2020-07-26,GO,60519,15390,16603,60346,277053,247250
2020-07-27,GO,61537,15880,17103,61762,287355,253541
2020-07-28,GO,62566,16384,17618,63185,297988,259879
2020-07-29,GO,63606,16904,18147,64615,308962,266264
2020-07-30,GO,64658,17440,18692,66053,320281,272696
2020-07-31,GO,65721,17993,19253,67498,331954,279175
2020-08-01,GO,66795,18563,19830,68952,343987,285699
2020-08-02,GO,67882,19150,20425,70412,356387,292270
2020-08-03,GO,68979,19756,21036,71881,369159,298885
2020-08-04,GO,70089,20380,21666,73357,382310,305546
2020-08-05,GO,71210,21024,22314,74840,395845,312250
2020-08-06,GO,72344,21688,22981,76331,409771,318999
2020-08-07,GO,73489,22372,23667,77830,424091,325790
2020-08-08,GO,74647,23077,24374,79337,438811,332625
2020-08-09,GO,75817,23804,25101,80851,453935,339502
2020-08-10,GO,76999,24554,25849,82373,469467,346420
2020-08-11,GO,78194,25326,26619,83902,485410,353380
2020-08-12,GO,79402,26122,27412,85440,501768,360380
2020-08-13,GO,80622,26943,28227,86985,518542,367420
2020-08-14,GO,81855,27789,29066,88537,535734,374500
2020-08-15,GO,83100,28661,29930,90098,553346,381618
2020-08-16,GO,84359,29560,30819,91666,571377,388774
2020-08-17,GO,85631,30486,31734,93241,589829,395967
2020-08-18,GO,86916,31440,32675,94825,608699,403198
2020-08-19,GO,88214,32424,33643,96416,627987,410464
2020-08-20,GO,89526,33438,34640,98015,647690,417765
2020-08-21,GO,90851,34482,35665,99621,667805,425100
2020-08-22,GO,92189,35559,36720,101236,688328,432470
2020-08-23,GO,93542,36668,37806,102858,709254,439872
2020-08-24,GO,94908,37811,38923,104488,730578,447306
2020-08-25,GO,96288,38989,40072,106125,752292,454772
2020-08-26,GO,97682,40203,41255,107770,774391,462268
2020-08-27,GO,99089,41453,42471,109423,796865,469793
2020-08-28,GO,100512,42741,43723,111084,819706,477348
2020-08-29,GO,101948,44068,45010,112752,842903,484930
2020-08-30,GO,103399,45435,46335,114429,866445,492539
2020-08-31,GO,104864,46844,47697,116112,890321,500175
2020-09-01,GO,106344,48294,49099,117804,914519,507835
2020-09-02,GO,107838,49789,50541,119503,939024,515520
2020-09-03,GO,109347,51328,52024,121210,963822,523229
2020-09-04,GO,110871,52913,53549,122925,988899,530959
2020-09-05,GO,112410,54546,55118,124647,1014238,538712
2020-09-06,GO,113964,56227,56732,126377,1039823,546484
2020-09-07,GO,115533,57959,58392,128115,1065636,554276
2020-09-08,GO,117117,59742,60099,129861,1091660,562087
2020-09-09,GO,118716,61578,61855,131614,1117876,569916
2020-09-10,GO,120331,63469,63660,133375,1144264,577760
2020-09-11,GO,121962,65415,65517,135143,1170806,585621
2020-09-12,GO,123608,67419,67426,136919,1197480,593496
2020-09-13,GO,125269,69482,69389,138703,1224267,601384
2020-09-14,GO,126947,71606,71408,140494,1251146,609285
2020-09-15,GO,128640,73792,73483,142293,1278095,617197
2020-09-16,GO,130349,76042,75617,144100,1305094,625119
2020-09-17,GO,132074,78357,77811,145914,1332121,633051
2020-09-18,GO,133815,80741,80066,147736,1359154,640991
2020-09-19,GO,135572,83193,82385,149565,1386172,648939
2020-09-20,GO,137346,85716,84768,151402,1413154,656892
2020-09-21,GO,139135,88313,87218,153246,1440079,664850
2020-09-22,GO,140942,90984,89736,155098,1466924,672813
2020-09-23,GO,142764,93732,92324,156957,1493671,680778
2020-09-24,GO,144604,96559,94984,158824,1520298,688745
2020-09-25,GO,146460,99467,97717,160698,1546785,696713
2020-09-26,GO,148332,102457,100526,162580,1573112,704681
2020-09-27,GO,150222,105533,103413,164469,1599261,712647
2020-09-28,GO,152128,108695,106379,166366,1625214,720611
2020-09-29,GO,154051,111947,109426,168270,1650951,728571
2020-09-30,GO,155991,115290,112557,170181,1676456,736527
2020-10-01,GO,157948,118726,115773,172100,1701713,744477
2020-10-02,GO,159923,122259,119077,174026,1726705,752420
2020-10-03,GO,161914,125890,122470,175960,1751417,760356
2020-10-04,GO,163923,129621,125956,177900,1775836,768283
2020-10-05,GO,165949,133455,129536,179848,1799947,776200
2020-10-06,GO,167992,137394,133213,181803,1823738,784106
2020-10-07,GO,170053,141441,136988,183765,1847198,792000
2020-10-08,GO,172132,145599,140864,185735,1870314,799881
2020-10-09,GO,174227,149868,144844,187712,1893078,807748
2020-10-10,GO,176341,154253,148930,189695,1915480,815600
2020-10-11,GO,178472,158756,153125,191686,1937511,823436
2020-10-12,GO,180621,163379,157430,193684,1959164,831255
2020-10-13,GO,182787,168124,161850,195689,1980432,839056
2020-10-14,GO,184971,172995,166385,197701,2001309,846838
2020-10-15,GO,187173,177993,171039,199720,2021791,854600
2020-10-16,GO,189393,183123,175814,201746,2041873,862341
2020-10-17,GO,191631,188385,180714,203779,2061551,870061
2020-10-18,GO,193886,193783,185740,205819,2080823,877757
2020-10-19,GO,196160,199320,190896,207865,2099688,885430
2020-10-20,GO,198451,204997,196185,209919,2118142,893079
2020-10-21,GO,200761,210818,201608,211979,2136187,900701
2020-10-22,GO,203088,216786,207170,214046,2153822,908298
2020-10-23,GO,205434,222902,212872,216119,2171048,915867
2020-10-24,GO,207797,229170,218718,218200,2187866,923408
2020-10-25,GO,210179,235592,224711,220287,2204277,930920
2020-10-26,GO,212579,242171,230854,222380,2220285,938402
2020-10-27,GO,214997,248909,237149,224480,2235892,945854
2020-10-28,GO,217433,255808,243600,226587,2251101,953274
2020-10-29,GO,219887,262872,250209,228700,2265917,960662
2020-10-30,GO,222359,270102,256980,230819,2280343,968017
2020-10-31,GO,224849,277501,263915,232945,2294383,975339
2020-11-01,GO,227358,285072,271018,235078,2308043,982625
2020-11-02,GO,229884,292816,278291,237216,2321328,989877
2020-11-03,GO,232429,300736,285738,239361,2334243,997093
2020-11-04,GO,234992,308834,293361,241512,2346795,1004273
2020-11-05,GO,237573,317112,301163,243669,2358988,1011415
2020-11-06,GO,240171,325572,309148,245833,2370829,1018519
2020-11-07,GO,242788,334217,317319,248002,2382325,1025585
2020-11-08,GO,245423,343047,325678,250178,2393481,1032611
2020-11-09,GO,248076,352064,334227,252359,2404305,1039598
2020-11-10,GO,250747,361271,342971,254547,2414804,1046545
2020-11-11,GO,253436,370668,351912,256740,2424983,1053451
2020-11-12,GO,256142,380258,361053,258939,2434850,1060315
2020-11-13,GO,258867,390040,370396,261144,2444411,1067137
2020-11-14,GO,261609,400018,379944,263355,2453675,1073917
2020-11-15,GO,264369,410190,389699,265572,2462647,1080654
2020-11-16,GO,267147,420560,399665,267794,2471335,1087347
2020-11-17,GO,269942,431126,409844,270021,2479745,1093997
2020-11-18,GO,272755,441890,420238,272255,2487885,1100602
2020-11-19,GO,275585,452852,430850,274493,2495761,1107163
2020-11-20,GO,278433,464012,441681,276737,2503381,1113678
2020-11-21,GO,281299,475370,452734,278987,2510750,1120148
2020-11-22,GO,284181,486927,464012,281242,2517877,1126572
2020-11-23,GO,287081,498682,475515,283502,2524767,1132949
2020-11-24,GO,289998,510634,487246,285767,2531426,1139280
2020-11-25,GO,292932,522782,499206,288038,2537863,1145564
2020-11-26,GO,295883,535127,511398,290313,2544082,1151801
2020-11-27,GO,298851,547666,523822,292594,2550090,1157990
2020-11-28,GO,301836,560398,536480,294879,2555894,1164132
2020-11-29,GO,304837,573322,549373,297170,2561499,1170225
2020-11-30,GO,307856,586437,562502,299465,2566911,1176271
2020-12-01,GO,310890,599739,575868,301765,2572136,1182267
2020-12-02,GO,313941,613227,589471,304070,2577180,1188215
2020-12-03,GO,317009,626899,603312,306379,2582049,1194115
2020-12-04,GO,320092,640752,617391,308694,2586748,1199965
2020-12-05,GO,323192,654783,631709,311012,2591281,1205766
2020-12-06,GO,326307,668988,646265,313335,2595656,1211517
2020-12-07,GO,329438,683366,661059,315663,2599876,1217219
2020-12-08,GO,332585,697911,676091,317995,2603946,1222872
2020-12-09,GO,335748,712621,691359,320331,2607872,1228475
2020-12-10,GO,338926,727491,706864,322671,2611658,1234028
2020-12-11,GO,342119,742517,722603,325016,2615308,1239531
2020-12-12,GO,345327,757695,738575,327364,2618828,1244985
2020-12-13,GO,348550,773020,754780,329717,2622221,1250389
2020-12-14,GO,351788,788487,771214,332074,2625492,1255743
2020-12-15,GO,355041,804091,787876,334434,2628645,1261046
2020-12-16,GO,358308,819827,804763,336798,2631684,1266301
2020-12-17,GO,361590,835690,821873,339166,2634613,1271505
2020-12-18,GO,364885,851674,839204,341538,2637435,1276659
2020-12-19,GO,368195,867773,856751,343913,2640154,1281763
2020-12-20,GO,371519,883981,874512,346292,2642774,1286818
2020-12-21,GO,374856,900292,892483,348674,2645299,1291823
2020-12-22,GO,378206,916700,910660,351060,2647730,1296779
2020-12-23,GO,381570,933199,929039,353449,2650073,1301685
2020-12-24,GO,384947,949781,947615,355841,2652329,1306541
2020-12-25,GO,388337,966441,966385,358237,2654502,1311349
2020-12-26,GO,391740,983171,985343,360635,2656595,1316107
2020-12-27,GO,395155,999964,1004485,363037,2658611,1320816
2020-12-28,GO,398582,1016814,1023804,365441,2660552,1325476
2020-12-29,GO,402022,1033714,1043295,367848,2662421,1330088
2020-12-30,GO,405473,1050657,1062952,370259,2664221,1334651
2020-12-31,GO,408936,1067635,1082770,372671,2665954,1339165
2020-03-12,RN,0,0,0,0,0,0
2020-03-13,RN,0,7,8,1,31,25
2020-03-14,RN,1,15,16,3,64,49
2020-03-15,RN,3,22,26,5,102,72
2020-03-16,RN,5,30,36,8,145,95
2020-03-17,RN,8,38,46,11,193,120
2020-03-18,RN,10,47,57,15,247,146
2020-03-19,RN,13,55,67,19,305,173
2020-03-20,RN,17,64,79,23,367,201
2020-03-21,RN,20,73,90,27,433,230
2020-03-22,RN,24,82,102,33,502,261
2020-03-23,RN,28,91,114,38,574,292
2020-03-24,RN,33,101,127,44,650,325
2020-03-25,RN,38,111,140,50,729,358
2020-03-26,RN,44,121,153,57,812,392
2020-03-27,RN,50,132,166,64,898,428
2020-03-28,RN,57,143,180,72,987,464
2020-03-29,RN,64,154,194,80,1079,501
2020-03-30,RN,72,165,209,88,1176,540
2020-03-31,RN,81,177,224,97,1275,579
2020-04-01,RN,91,189,239,106,1379,619
2020-04-02,RN,101,202,255,117,1487,660
2020-04-03,RN,113,214,271,127,1598,702
2020-04-04,RN,126,228,287,138,1714,745
2020-04-05,RN,140,241,304,150,1834,789
2020-04-06,RN,155,255,321,163,1959,834
2020-04-07,RN,172,269,339,176,2088,881
2020-04-08,RN,190,284,357,191,2222,930
2020-04-09,RN,210,299,376,205,2362,982
2020-04-10,RN,232,314,395,221,2506,1037
2020-04-11,RN,256,330,414,238,2656,1096
2020-04-12,RN,282,346,435,256,2812,1159
2020-04-13,RN,311,363,455,275,2973,1226
2020-04-14,RN,342,380,476,295,3140,1298
2020-04-15,RN,377,397,498,316,3314,1375
2020-04-16,RN,414,415,520,338,3494,1457
2020-04-17,RN,456,434,543,362,3681,1545
2020-04-18,RN,501,453,566,387,3875,1638
2020-04-19,RN,550,473,590,413,4076,1739
2020-04-20,RN,604,493,614,441,4284,1846
2020-04-21,RN,663,513,640,471,4501,1961
2020-04-22,RN,728,535,665,502,4725,2083
2020-04-23,RN,799,556,692,536,4958,2214
2020-04-24,RN,877,579,719,571,5200,2354
2020-04-25,RN,962,602,746,608,5450,2504
2020-04-26,RN,1055,626,775,648,5710,2664
2020-04-27,RN,1156,650,804,689,5979,2835
2020-04-28,RN,1268,675,834,734,6259,3018
2020-04-29,RN,1390,700,865,780,6549,3214
2020-04-30,RN,1523,727,896,830,6850,3423
2020-05-01,RN,1669,754,928,882,7162,3646
2020-05-02,RN,1829,782,961,938,7485,3885
2020-05-03,RN,2004,810,995,997,7821,4141
2020-05-04,RN,2195,840,1030,1059,8169,4414
2020-05-05,RN,2405,870,1065,1125,8530,4705
2020-05-06,RN,2634,901,1102,1195,8904,5017
2020-05-07,RN,2885,932,1139,1269,9292,5351
2020-05-08,RN,3159,965,1178,1347,9694,5707
2020-05-09,RN,3460,999,1217,1430,10112,6088
2020-05-10,RN,3789,1033,1257,1517,10545,6495
2020-05-11,RN,4148,1068,1298,1610,10993,6930
2020-05-12,RN,4542,1105,1341,1708,11459,7395
2020-05-13,RN,4961,1142,1384,1812,11941,7891
2020-05-14,RN,5381,1180,1429,1922,12441,8422
2020-05-15,RN,5801,1220,1474,2039,12960,8990
2020-05-16,RN,6223,1260,1521,2162,13498,9596
2020-05-17,RN,6645,1302,1569,2293,14056,10244
2020-05-18,RN,7068,1345,1618,2431,14634,10936
2020-05-19,RN,7491,1388,1668,2577,15233,11676
2020-05-20,RN,7915,1434,1720,2732,15854,12466
2020-05-21,RN,8340,1480,1773,2896,16498,13310
2020-05-22,RN,8765,1527,1827,3069,17165,14212
2020-05-23,RN,9191,1576,1883,3253,17857,15176
2020-05-24,RN,9617,1626,1940,3447,18574,16205
2020-05-25,RN,10044,1678,1998,3653,19317,17304
2020-05-26,RN,10472,1731,2058,3871,20088,18478
2020-05-27,RN,10900,1785,2120,4101,20886,19732
2020-05-28,RN,11329,1841,2183,4345,21713,21071
2020-05-29,RN,11759,1898,2247,4603,22570,22501
2020-05-30,RN,12189,1957,2313,4877,23458,24028
2020-05-31,RN,12620,2018,2381,5166,24378,25657
2020-06-01,RN,13051,2080,2451,5472,25332,27397
2020-06-02,RN,13483,2144,2522,5796,26319,29254
2020-06-03,RN,13915,2210,2595,6139,27342,31236
2020-06-04,RN,14348,2277,2670,6502,28402,33350
2020-06-05,RN,14781,2346,2747,6886,29500,35607
2020-06-06,RN,15215,2417,2826,7293,30637,38014
2020-06-07,RN,15650,2490,2907,7723,31815,40582
2020-06-08,RN,16085,2565,2989,8178,33034,43320
2020-06-09,RN,16521,2642,3074,8660,34297,46237
2020-06-10,RN,16957,2721,3161,9170,35605,49294
2020-06-11,RN,17393,2803,3250,9710,36958,52436
2020-06-12,RN,17830,2886,3342,10281,38360,55627
2020-06-13,RN,18268,2972,3435,10885,39811,58843
2020-06-14,RN,18706,3060,3531,11524,41312,62071
2020-06-15,RN,19145,3150,3630,12200,42867,65300
2020-06-16,RN,19584,3243,3731,12915,44475,68526
2020-06-17,RN,20023,3338,3834,13662,46139,71744
2020-06-18,RN,20463,3436,3940,14430,47861,74952
2020-06-19,RN,20904,3537,4049,15212,49643,78148
2020-06-20,RN,21345,3640,4160,16003,51486,81331
2020-06-21,RN,21786,3747,4274,16798,53392,84501
2020-06-22,RN,22228,3856,4391,17595,55364,87656
2020-06-23,RN,22670,3968,4511,18391,57403,90797
2020-06-24,RN,23113,4083,4634,19185,59511,93923
2020-06-25,RN,23556,4201,4760,19975,61690,97034
2020-06-26,RN,23999,4322,4890,20762,63943,100129
2020-06-27,RN,24443,4447,5022,21543,66271,103209
2020-06-28,RN,24888,4575,5158,22319,68677,106273
2020-06-29,RN,25332,4706,5297,23089,71163,109320
2020-06-30,RN,25777,4841,5440,23854,73732,112352
2020-07-01,RN,26223,4980,5586,24612,76385,115367
2020-07-02,RN,26669,5122,5736,25365,79125,118365
2020-07-03,RN,27115,5268,5889,26111,81954,121346
2020-07-04,RN,27561,5418,6047,26851,84875,124311
2020-07-05,RN,28008,5572,6208,27585,87890,127258
2020-07-06,RN,28456,5731,6373,28313,91002,130188
2020-07-07,RN,28903,5893,6543,29035,94213,133100
2020-07-08,RN,29351,6060,6717,29751,97525,135995
2020-07-09,RN,29799,6232,6895,30460,100942,138872
2020-07-10,RN,30248,6408,7077,31164,104466,141731
2020-07-11,RN,30697,6589,7264,31861,108098,144572
2020-07-12,RN,31146,6774,7456,32553,111843,147394
2020-07-13,RN,31595,6965,7653,33238,115701,150199
2020-07-14,RN,32045,7161,7854,33918,119677,152985
2020-07-15,RN,32495,7362,8060,34592,123773,155752
2020-07-16,RN,32945,7568,8272,35260,127990,158501
2020-07-17,RN,33396,7780,8489,35922,132332,161231
2020-07-18,RN,33847,7998,8711,36578,136801,163942
2020-07-19,RN,34298,8222,8939,37229,141399,166635
2020-07-20,RN,34749,8451,9172,37874,146130,169308
2020-07-21,RN,35201,8687,9412,38513,150995,171962
2020-07-22,RN,35652,8929,9657,39147,155996,174597
2020-07-23,RN,36104,9177,9908,39775,161137,177213
2020-07-24,RN,36557,9432,10165,40397,166419,179810
2020-07-25,RN,37009,9694,10429,41015,171844,182387
2020-07-26,RN,37462,9963,10700,41626,177415,184945
2020-07-27,RN,37914,10239,10977,42233,183133,187483
2020-07-28,RN,38367,10522,11261,42834,189001,190002
2020-07-29,RN,38821,10813,11552,43429,195019,192501
2020-07-30,RN,39274,11112,11850,44020,201191,194981
2020-07-31,RN,39727,11419,12156,44605,207516,197441
2020-08-01,RN,40181,11734,12469,45185,213998,199881
2020-08-02,RN,40635,12057,12790,45760,220636,202302
2020-08-03,RN,41089,12389,13119,46330,227432,204703
2020-08-04,RN,41543,12729,13456,46895,234388,207085
2020-08-05,RN,41997,13079,13801,47454,241503,209447
2020-08-06,RN,42451,13438,14155,48009,248778,211789
2020-08-07,RN,42906,13806,14517,48559,256214,214111
2020-08-08,RN,43360,14185,14888,49104,263810,216414
2020-08-09,RN,43815,14573,15269,49643,271568,218697
2020-08-10,RN,44270,14971,15659,50179,279486,220960
2020-08-11,RN,44725,15380,16059,50709,287564,223204
2020-08-12,RN,45180,15800,16468,51234,295801,225428
2020-08-13,RN,45635,16231,16887,51756,304197,227633
2020-08-14,RN,46090,16673,17317,52272,312749,229818
2020-08-15,RN,46545,17127,17757,52783,321457,231983
2020-08-16,RN,47000,17592,18208,53290,330319,234129
2020-08-17,RN,47455,18070,18670,53792,339333,236256
2020-08-18,RN,47910,18561,19144,54290,348497,238363
2020-08-19,RN,48365,19064,19629,54783,357807,240451
2020-08-20,RN,48821,19581,20125,55272,367261,242519
2020-08-21,RN,49276,20111,20634,55756,376856,244568
2020-08-22,RN,49731,20654,21156,56236,386589,246598
2020-08-23,RN,50186,21212,21690,56712,396456,248609
2020-08-24,RN,50641,21785,22237,57183,406452,250600
2020-08-25,RN,51097,22372,22797,57650,416574,252573
2020-08-26,RN,51552,22975,23371,58113,426817,254527
2020-08-27,RN,52007,23593,23959,58571,437177,256462
2020-08-28,RN,52462,24227,24561,59026,447648,258377
2020-08-29,RN,52917,24878,25178,59476,458224,260275
2020-08-30,RN,53372,25545,25809,59922,468901,262153
2020-08-31,RN,53827,26230,26456,60364,479673,264013
2020-09-01,RN,54282,26932,27119,60802,490533,265855
2020-09-02,RN,54736,27653,27797,61236,501476,267678
2020-09-03,RN,55191,28391,28492,61665,512495,269482
2020-09-04,RN,55646,29149,29204,62091,523583,271269
2020-09-05,RN,56100,29926,29933,62513,534734,273037
2020-09-06,RN,56554,30723,30679,62932,545940,274787
2020-09-07,RN,57009,31540,31443,63346,557195,276519
2020-09-08,RN,57463,32378,32226,63756,568492,278233
2020-09-09,RN,57917,33238,33027,64163,579823,279930
2020-09-10,RN,58371,34119,33847,64566,591181,281609
2020-09-11,RN,58824,35022,34687,64965,602558,283270
2020-09-12,RN,59278,35948,35547,65361,613947,284914
2020-09-13,RN,59731,36898,36427,65752,625341,286540
2020-09-14,RN,60184,37871,37328,66141,636732,288149
2020-09-15,RN,60637,38868,38251,66525,648112,289741
2020-09-16,RN,61090,39891,39196,66906,659475,291316
2020-09-17,RN,61543,40939,40163,67284,670812,292874
2020-09-18,RN,61995,42013,41152,67658,682117,294416
2020-09-19,RN,62447,43114,42165,68028,693382,295940
2020-09-20,RN,62899,44242,43202,68395,704600,297448
2020-09-21,RN,63351,45398,44263,68759,715765,298939
2020-09-22,RN,63803,46582,45349,69119,726868,300414
2020-09-23,RN,64254,47796,46461,69476,737905,301873
2020-09-24,RN,64705,49039,47598,69830,748867,303315
2020-09-25,RN,65156,50313,48762,70180,759749,304742
2020-09-26,RN,65607,51617,49953,70527,770545,306153
2020-09-27,RN,66057,52953,51172,70871,781249,307547
2020-09-28,RN,66507,54322,52419,71211,791855,308927
2020-09-29,RN,66957,55723,53694,71548,802358,310290
2020-09-30,RN,67406,57158,55000,71883,812752,311638
2020-10-01,RN,67855,58628,56335,72214,823033,312971
2020-10-02,RN,68304,60132,57701,72541,833196,314289
2020-10-03,RN,68753,61673,59098,72866,843236,315592
2020-10-04,RN,69201,63249,60527,73188,853149,316879
2020-10-05,RN,69649,64863,61988,73507,862932,318152
2020-10-06,RN,70097,66515,63483,73823,872581,319410
2020-10-07,RN,70544,68206,65012,74135,882092,320654
2020-10-08,RN,70991,69936,66575,74445,891462,321883
2020-10-09,RN,71438,71706,68174,74752,900689,323098
2020-10-10,RN,71884,73517,69809,75056,909770,324298
2020-10-11,RN,72330,75369,71480,75357,918703,325485
2020-10-12,RN,72775,77264,73188,75655,927486,326657
2020-10-13,RN,73221,79203,74935,75951,936117,327816
2020-10-14,RN,73665,81185,76720,76243,944594,328961
2020-10-15,RN,74110,83212,78545,76533,952917,330093
2020-10-16,RN,74554,85284,80411,76820,961084,331211
2020-10-17,RN,74997,87403,82317,77105,969094,332315
2020-10-18,RN,75440,89568,84265,77387,976948,333407
2020-10-19,RN,75883,91782,86256,77666,984645,334485
2020-10-20,RN,76325,94044,88290,77942,992184,335550
2020-10-21,RN,76767,96355,90368,78216,999566,336603
2020-10-22,RN,77209,98717,92491,78487,1006791,337643
2020-10-23,RN,77650,101129,94660,78756,1013859,338670
2020-10-24,RN,78090,103593,96876,79022,1020772,339685
2020-10-25,RN,78531,106110,99138,79285,1027529,340687
2020-10-26,RN,78970,108680,101449,79546,1034133,341677
2020-10-27,RN,79409,111303,103808,79805,1040584,342655
2020-10-28,RN,79848,113982,106218,80061,1046883,343621
2020-10-29,RN,80286,116716,108678,80314,1053032,344575
2020-10-30,RN,80724,119506,111189,80565,1059032,345518
2020-10-31,RN,81161,122353,113753,80814,1064885,346448
2020-11-01,RN,81598,125257,116369,81060,1070593,347368
2020-11-02,RN,82034,128220,119039,81304,1076158,348275
2020-11-03,RN,82470,131241,121765,81546,1081581,349172
2020-11-04,RN,82905,134322,124545,81786,1086864,350057
2020-11-05,RN,83340,137464,127382,82023,1092010,350932
2020-11-06,RN,83774,140666,130276,82257,1097021,351795
2020-11-07,RN,84208,143930,133228,82490,1101898,352647
2020-11-08,RN,84641,147256,136239,82720,1106645,353489
2020-11-09,RN,85074,150644,139310,82948,1111263,354321
2020-11-10,RN,85506,154096,142440,83174,1115755,355141
2020-11-11,RN,85937,157611,145633,83398,1120123,355952
2020-11-12,RN,86368,161190,148887,83620,1124370,356752
2020-11-13,RN,86798,164834,152204,83839,1128497,357542
2020-11-14,RN,87228,168543,155584,84057,1132508,358322
2020-11-15,RN,87657,172318,159029,84272,1136405,359092
2020-11-16,RN,88086,176158,162539,84485,1140189,359852
2020-11-17,RN,88514,180065,166115,84696,1143865,360603
2020-11-18,RN,88941,184037,169758,84905,1147433,361344
2020-11-19,RN,89368,188077,173468,85113,1150897,362075
2020-11-20,RN,89794,192184,177246,85318,1154259,362797
2020-11-21,RN,90219,196357,181093,85521,1157522,363510
2020-11-22,RN,90644,200598,185009,85722,1160687,364213
2020-11-23,RN,91069,204906,188995,85921,1163757,364908
2020-11-24,RN,91492,209282,193052,86119,1166734,365593
2020-11-25,RN,91915,213725,197180,86314,1169621,366270
2020-11-26,RN,92338,218235,201380,86507,1172420,366938
2020-11-27,RN,92759,222813,205653,86699,1175134,367597
2020-11-28,RN,93180,227458,209999,86889,1177764,368248
2020-11-29,RN,93601,232170,214418,87077,1180312,368890
2020-11-30,RN,94021,236949,218911,87263,1182782,369524
2020-12-01,RN,94440,241794,223479,87447,1185175,370149
2020-12-02,RN,94858,246705,228121,87630,1187492,370767
2020-12-03,RN,95276,251682,232839,87811,1189737,371376
2020-12-04,RN,95693,256724,237633,87990,1191911,371977
2020-12-05,RN,96109,261831,242502,88167,1194016,372571
2020-12-06,RN,96525,267003,247448,88343,1196054,373156
2020-12-07,RN,96940,272238,252471,88516,1198028,373734
2020-12-08,RN,97354,277536,257570,88689,1199938,374305
2020-12-09,RN,97767,282896,262746,88859,1201786,374867
2020-12-10,RN,98180,288318,267999,89028,1203576,375423
2020-12-11,RN,98592,293800,273329,89195,1205307,375971
2020-12-12,RN,99004,299342,278736,89361,1206982,376512
2020-12-13,RN,99414,304942,284221,89525,1208603,377045
2020-12-14,RN,99824,310600,289783,89687,1210172,377572
2020-12-15,RN,100233,316315,295421,89848,1211689,378091
2020-12-16,RN,100642,322085,301137,90007,1213156,378604
2020-12-17,RN,101049,327910,306929,90165,1214575,379109
2020-12-18,RN,101456,333787,312798,90321,1215948,379608
2020-12-19,RN,101862,339717,318743,90476,1217275,380101
2020-12-20,RN,102268,345696,324763,90629,1218559,380587
2020-12-21,RN,102672,351725,330859,90780,1219800,381066
2020-12-22,RN,103076,357801,337030,90931,1221000,381539
2020-12-23,RN,103479,363923,343275,91079,1222160,382005
2020-12-24,RN,103882,370089,349594,91227,1223281,382466
2020-12-25,RN,104283,376298,355986,91372,1224365,382920
2020-12-26,RN,104684,382548,362451,91517,1225413,383368
2020-12-27,RN,105084,388837,368987,91660,1226426,383810
2020-12-28,RN,105483,395164,375594,91801,1227404,384246
2020-12-29,RN,105881,401526,382271,91942,1228350,384676
2020-12-30,RN,106279,407923,389017,92080,1229265,385100
2020-12-31,RN,106676,414351,395832,92218,1230148,385519
2020-02-25,TOTAL,0,0,0,0,0,0
2020-02-26,TOTAL,3,7,8,0,31,5
2020-02-27,TOTAL,11,15,17,1,64,10
2020-02-28,TOTAL,27,23,26,2,103,16
2020-02-29,TOTAL,62,32,36,4,148,23
2020-03-01,TOTAL,116,40,47,6,199,33
2020-03-02,TOTAL,172,50,59,8,256,44
2020-03-03,TOTAL,232,59,71,11,320,58
2020-03-04,TOTAL,296,70,83,16,389,74
2020-03-05,TOTAL,365,80,96,22,465,94
2020-03-06,TOTAL,439,92,110,30,546,118
2020-03-07,TOTAL,518,103,124,40,633,146
2020-03-08,TOTAL,601,116,140,55,727,179
2020-03-09,TOTAL,693,129,155,74,827,218
2020-03-10,TOTAL,792,142,172,99,935,265
2020-03-11,TOTAL,896,157,189,133,1049,319
2020-03-12,TOTAL,1008,171,207,178,1171,384
2020-03-13,TOTAL,1127,187,226,238,1302,462
2020-03-14,TOTAL,1255,204,246,318,1441,553
2020-03-15,TOTAL,1393,221,267,425,1590,660
2020-03-16,TOTAL,1540,239,289,567,1749,787
2020-03-17,TOTAL,1698,258,312,743,1918,937
2020-03-18,TOTAL,1867,278,336,947,2098,1115
2020-03-19,TOTAL,2049,299,361,1178,2291,1325
2020-03-20,TOTAL,2243,320,387,1431,2493,1574
