day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR,SEIIR_beta_variante
2020-03-20,MT,0,0,0,0,0,0
2020-03-21,MT,0,7,8,1,31,6
2020-03-22,MT,0,15,16,2,64,10
2020-03-23,MT,1,22,26,3,102,15
2020-03-24,MT,2,30,36,5,145,18
2020-03-25,MT,4,39,46,7,195,22
2020-03-26,MT,8,47,57,9,249,26
2020-03-27,MT,16,56,68,11,308,31
2020-03-28,MT,31,65,79,13,371,35
2020-03-29,MT,54,74,91,15,439,40
2020-03-30,MT,79,83,103,18,510,46
2020-03-31,MT,104,93,116,21,586,52
2020-04-01,MT,131,103,129,24,665,59
2020-04-02,MT,158,114,142,27,748,66
2020-04-03,MT,187,125,156,30,835,74
2020-04-04,MT,217,136,170,34,926,84
2020-04-05,MT,248,147,184,38,1021,94
2020-04-06,MT,280,159,199,42,1120,106
2020-04-07,MT,313,171,214,46,1224,119
2020-04-08,MT,348,183,230,51,1332,133
2020-04-09,MT,384,196,246,56,1445,149
2020-04-10,MT,422,210,263,62,1563,167
2020-04-11,MT,461,223,280,68,1686,187
2020-04-12,MT,501,237,297,74,1815,209
2020-04-13,MT,544,252,315,81,1949,234
2020-04-14,MT,587,267,334,88,2089,262
2020-04-15,MT,633,282,353,95,2235,293
2020-04-16,MT,680,298,373,103,2387,327
2020-04-17,MT,730,315,393,112,2546,366
2020-04-18,MT,781,332,414,122,2712,409
2020-04-19,MT,834,349,435,132,2885,457
2020-04-20,MT,889,367,457,142,3065,510
2020-04-21,MT,947,386,480,154,3254,570
2020-04-22,MT,1006,405,503,166,3450,636
2020-04-23,MT,1068,424,527,179,3655,711
2020-04-24,MT,1133,445,552,193,3869,793
2020-04-25,MT,1200,465,577,208,4092,883
2020-04-26,MT,1270,487,603,224,4325,981
2020-04-27,MT,1342,509,630,241,4567,1086
2020-04-28,MT,1417,532,658,259,4821,1198
2020-04-29,MT,1496,556,686,278,5085,1318
2020-04-30,MT,1577,580,715,299,5360,1447
2020-05-01,MT,1661,605,745,322,5648,1584
2020-05-02,MT,1749,631,776,346,5948,1731
2020-05-03,MT,1841,657,808,371,6261,1887
2020-05-04,MT,1936,685,840,398,6587,2055
2020-05-05,MT,2034,713,874,427,6927,2234
2020-05-06,MT,2137,742,909,459,7282,2424
2020-05-07,MT,2243,772,944,492,7652,2628
2020-05-08,MT,2354,803,981,528,8039,2846
2020-05-09,MT,2469,835,1018,566,8441,3079
2020-05-10,MT,2589,868,1057,607,8861,3327
2020-05-11,MT,2713,902,1097,650,9299,3592
2020-05-12,MT,2842,937,1138,697,9756,3875
2020-05-13,MT,2976,973,1180,747,10233,4177
2020-05-14,MT,3116,1010,1223,800,10730,4500
2020-05-15,MT,3261,1048,1268,857,11248,4845
2020-05-16,MT,3412,1087,1313,918,11788,5213
2020-05-17,MT,3568,1128,1360,983,12351,5606
2020-05-18,MT,3731,1170,1409,1053,12939,6026
2020-05-19,MT,3900,1213,1459,1128,13551,6474
2020-05-20,MT,4076,1257,1510,1207,14190,6952
2020-05-21,MT,4258,1303,1563,1293,14855,7463
2020-05-22,MT,4448,1350,1617,1384,15549,8008
2020-05-23,MT,4646,1399,1673,1481,16273,8590
2020-05-24,MT,4850,1449,1730,1585,17027,9211
2020-05-25,MT,5063,1501,1789,1697,17813,9874
2020-05-26,MT,5285,1554,1849,1816,18632,10582
2020-05-27,MT,5515,1609,1912,1943,19486,11338
2020-05-28,MT,5754,1666,1976,2079,20376,12144
2020-05-29,MT,6002,1724,2042,2225,21304,13005
2020-05-30,MT,6260,1784,2110,2381,22271,13923
2020-05-31,MT,6528,1846,2180,2547,23278,14903
2020-06-01,MT,6806,1910,2251,2725,24327,15949
2020-06-02,MT,7096,1976,2325,2916,25421,17065
2020-06-03,MT,7396,2043,2401,3119,26560,18256
2020-06-04,MT,7709,2113,2479,3337,27746,19526
2020-06-05,MT,8033,2185,2560,3569,28982,20881
2020-06-06,MT,8370,2260,2642,3818,30270,22326
2020-06-07,MT,8721,2336,2727,4084,31611,23867
2020-06-08,MT,9085,2415,2815,4368,33007,25511
2020-06-09,MT,9462,2496,2905,4672,34461,27264
2020-06-10,MT,9855,2580,2997,4997,35975,29132
2020-06-11,MT,10263,2666,3092,5344,37551,31125
2020-06-12,MT,10687,2755,3190,5716,39192,33248
2020-06-13,MT,11127,2846,3291,6113,40900,35512
2020-06-14,MT,11584,2941,3394,6537,42677,37903
2020-06-15,MT,12059,3038,3500,6990,44527,40389
2020-06-16,MT,12552,3138,3610,7475,46452,42943
2020-06-17,MT,13064,3242,3722,7994,48454,45552
2020-06-18,MT,13596,3348,3838,8547,50537,48208
2020-06-19,MT,14149,3458,3957,9139,52704,50905
2020-06-20,MT,14722,3571,4079,9772,54957,53640
2020-06-21,MT,15318,3687,4205,10448,57300,56410
2020-06-22,MT,15937,3807,4335,11171,59736,59216
2020-06-23,MT,16579,3931,4468,11942,62269,62057
2020-06-24,MT,17247,4058,4605,12753,64901,64931
2020-06-25,MT,17928,4190,4745,13591,67636,67839
2020-06-26,MT,18613,4325,4890,14450,70478,70781
2020-06-27,MT,19303,4465,5039,15322,73430,73756
2020-06-28,MT,19997,4608,5192,16206,76496,76764
2020-06-29,MT,20696,4756,5350,17096,79680,79807
2020-06-30,MT,21398,4909,5512,17993,82985,82882
2020-07-01,MT,22105,5066,5678,18895,86416,85991
2020-07-02,MT,22816,5228,5849,19800,89977,89134
2020-07-03,MT,23531,5395,6025,20709,93671,92309
2020-07-04,MT,24251,5567,6206,21620,97502,95518
2020-07-05,MT,24975,5744,6393,22534,101476,98761
2020-07-06,MT,25703,5927,6584,23450,105596,102036
2020-07-07,MT,26436,6115,6781,24368,109866,105344
2020-07-08,MT,27172,6309,6984,25288,114291,108685
2020-07-09,MT,27914,6509,7192,26210,118874,112059
2020-07-10,MT,28659,6714,7406,27134,123621,115466
2020-07-11,MT,29409,6926,7626,28059,128535,118905
2020-07-12,MT,30163,7145,7852,28987,133622,122376
2020-07-13,MT,30921,7370,8085,29916,138884,125880
2020-07-14,MT,31683,7602,8325,30847,144327,129415
2020-07-15,MT,32450,7840,8571,31779,149955,132983
2020-07-16,MT,33221,8086,8824,32713,155772,136581
2020-07-17,MT,33997,8340,9084,33649,161782,140211
2020-07-18,MT,34776,8601,9351,34586,167989,143872
2020-07-19,MT,35560,8870,9627,35525,174397,147564
2020-07-20,MT,36348,9147,9909,36465,181010,151286
2020-07-21,MT,37141,9433,10200,37407,187832,155039
2020-07-22,MT,37937,9727,10499,38351,194866,158821
2020-07-23,MT,38738,10030,10807,39296,202115,162633
2020-07-24,MT,39544,10342,11123,40242,209584,166474
2020-07-25,MT,40353,10663,11448,41190,217274,170343
2020-07-26,MT,41167,10994,11782,42139,225189,174241
2020-07-27,MT,41985,11335,12125,43090,233332,178167
2020-07-28,MT,42807,11686,12478,44042,241703,182121
2020-07-29,MT,43633,12048,12841,44995,250306,186102
2020-07-30,MT,44464,12421,13215,45950,259142,190109
2020-07-31,MT,45299,12805,13598,46906,268212,194143
2020-08-01,MT,46138,13200,13993,47863,277517,198203
2020-08-02,MT,46981,13607,14398,48822,287058,202287
2020-08-03,MT,47828,14026,14815,49782,296836,206397
2020-08-04,MT,48680,14458,15243,50743,306848,210531
2020-08-05,MT,49535,14902,15684,51705,317096,214688
2020-08-06,MT,50395,15360,16137,52668,327578,218869
2020-08-07,MT,51259,15832,16602,53633,338292,223073
2020-08-08,MT,52127,16317,17080,54599,349236,227298
2020-08-09,MT,52999,16817,17572,55565,360407,231545
2020-08-10,MT,53875,17332,18077,56533,371803,235813
2020-08-11,MT,54755,17862,18597,57502,383420,240101
2020-08-12,MT,55640,18407,19131,58472,395253,244408
2020-08-13,MT,56528,18969,19680,59443,407297,248735
2020-08-14,MT,57420,19547,20244,60416,419549,253079
2020-08-15,MT,58316,20143,20823,61389,432000,257442
2020-08-16,MT,59217,20756,21419,62363,444646,261821
2020-08-17,MT,60121,21387,22031,63337,457480,266217
2020-08-18,MT,61029,22036,22660,64313,470493,270628
2020-08-19,MT,61941,22705,23307,65290,483679,275054
2020-08-20,MT,62858,23393,23971,66267,497027,279494
2020-08-21,MT,63777,24101,24654,67246,510531,283947
2020-08-22,MT,64701,24831,25355,68225,524179,288413
2020-08-23,MT,65629,25581,26076,69205,537963,292891
2020-08-24,MT,66560,26353,26817,70185,551871,297381
2020-08-25,MT,67496,27148,27578,71167,565894,301880
2020-08-26,MT,68435,27965,28359,72149,580020,306389
2020-08-27,MT,69378,28807,29163,73132,594238,310907
2020-08-28,MT,70324,29672,29988,74115,608536,315433
2020-08-29,MT,71274,30563,30836,75099,622903,319967
2020-08-30,MT,72228,31479,31706,76084,637325,324506
2020-08-31,MT,73186,32422,32601,77069,651791,329052
2020-09-01,MT,74147,33392,33520,78055,666289,333602
2020-09-02,MT,75112,34389,34464,79041,680805,338157
2020-09-03,MT,76081,35415,35434,80028,695328,342714
2020-09-04,MT,77053,36471,36430,81016,709844,347275
2020-09-05,MT,78028,37556,37452,82003,724342,351836
2020-09-06,MT,79007,38672,38503,82992,738808,356399
2020-09-07,MT,79989,39820,39582,83980,753230,360962
2020-09-08,MT,80975,41000,40689,84969,767596,365524
2020-09-09,MT,81965,42214,41827,85959,781895,370084
2020-09-10,MT,82957,43461,42995,86949,796113,374642
2020-09-11,MT,83953,44744,44195,87939,810241,379196
2020-09-12,MT,84953,46062,45426,88929,824267,383747
2020-09-13,MT,85955,47417,46690,89919,838180,388293
2020-09-14,MT,86961,48810,47988,90910,851969,392833
2020-09-15,MT,87970,50241,49321,91901,865625,397367
2020-09-16,MT,88983,51712,50689,92892,879138,401894
2020-09-17,MT,89998,53224,52093,93884,892499,406412
2020-09-18,MT,91016,54777,53534,94875,905699,410922
2020-09-19,MT,92038,56372,55013,95867,918730,415423
2020-09-20,MT,93062,58011,56531,96858,931585,419913
2020-09-21,MT,94090,59694,58088,97850,944256,424392
2020-09-22,MT,95121,61423,59687,98842,956738,428859
2020-09-23,MT,96154,63198,61327,99834,969022,433314
2020-09-24,MT,97190,65021,63010,100825,981105,437756
2020-09-25,MT,98230,66893,64736,101817,992981,442184
2020-09-26,MT,99272,68814,66507,102808,1004645,446596
2020-09-27,MT,100316,70787,68324,103800,1016094,450994
2020-09-28,MT,101364,72811,70188,104791,1027324,455376
2020-09-29,MT,102414,74889,72099,105783,1038333,459740
2020-09-30,MT,103467,77021,74059,106774,1049116,464088
2020-10-01,MT,104522,79208,76069,107764,1059673,468417
2020-10-02,MT,105581,81452,78131,108755,1070002,472727
2020-10-03,MT,106641,83754,80244,109745,1080103,477018
2020-10-04,MT,107704,86114,82411,110735,1089973,481290
2020-10-05,MT,108770,88535,84632,111725,1099613,485540
2020-10-06,MT,109837,91017,86909,112715,1109023,489770
2020-10-07,MT,110908,93561,89242,113704,1118204,493977
2020-10-08,MT,111980,96169,91634,114692,1127156,498163
2020-10-09,MT,113055,98842,94085,115681,1135881,502325
2020-10-10,MT,114132,101581,96596,116668,1144380,506464
2020-10-11,MT,115211,104387,99169,117656,1152654,510579
2020-10-12,MT,116292,107261,101804,118643,1160707,514670
2020-10-13,MT,117376,110205,104504,119629,1168540,518736
2020-10-14,MT,118461,113219,107269,120615,1176156,522776
2020-10-15,MT,119549,116306,110101,121600,1183558,526791
2020-10-16,MT,120638,119465,113001,122585,1190748,530779
2020-10-17,MT,121729,122699,115970,123569,1197730,534740
2020-10-18,MT,122822,126008,119010,124553,1204507,538674
2020-10-19,MT,123917,129393,122121,125536,1211082,542581
2020-10-20,MT,125014,132856,125305,126518,1217460,546460
2020-10-21,MT,126112,136397,128564,127500,1223644,550310
2020-10-22,MT,127212,140018,131898,128480,1229637,554132
2020-10-23,MT,128314,143719,135310,129460,1235444,557924
2020-10-24,MT,129417,147502,138799,130440,1241068,561687
2020-10-25,MT,130521,151368,142368,131418,1246514,565421
2020-10-26,MT,131627,155317,146019,132396,1251785,569125
2020-10-27,MT,132735,159350,149751,133372,1256886,572798
2020-10-28,MT,133844,163469,153566,134348,1261820,576441
2020-10-29,MT,134954,167673,157467,135323,1266592,580053
2020-10-30,MT,136065,171965,161453,136297,1271205,583634
2020-10-31,MT,137178,176344,165526,137271,1275665,587184
2020-11-01,MT,138291,180811,169688,138243,1279974,590702
2020-11-02,MT,139406,185367,173939,139214,1284137,594189
2020-11-03,MT,140522,190012,178281,140184,1288158,597644
2020-11-04,MT,141639,194748,182715,141153,1292041,601067
2020-11-05,MT,142756,199573,187243,142121,1295790,604458
2020-11-06,MT,143875,204490,191864,143088,1299409,607817
2020-11-07,MT,144994,209498,196581,144054,1302901,611143
2020-11-08,MT,146115,214597,201394,145019,1306270,614437
2020-11-09,MT,147236,219787,206305,145983,1309520,617699
2020-11-10,MT,148357,225069,211313,146945,1312654,620928
2020-11-11,MT,149479,230443,216422,147907,1315677,624124
2020-11-12,MT,150602,235909,221630,148867,1318591,627287
2020-11-13,MT,151726,241466,226940,149825,1321400,630418
2020-11-14,MT,152849,247114,232351,150783,1324108,633515
2020-11-15,MT,153973,252854,237866,151739,1326717,636580
2020-11-16,MT,155098,258684,243483,152694,1329231,639612
2020-11-17,MT,156223,264604,249205,153648,1331654,642612
2020-11-18,MT,157348,270614,255032,154600,1333987,645578
2020-11-19,MT,158473,276712,260963,155551,1336234,648512
2020-11-20,MT,159598,282899,267001,156501,1338398,651413
2020-11-21,MT,160724,289174,273144,157449,1340481,654281
2020-11-22,MT,161849,295535,279394,158395,1342487,657116
2020-11-23,MT,162975,301981,285751,159341,1344419,659919
2020-11-24,MT,164100,308511,292215,160284,1346277,662690
2020-11-25,MT,165225,315125,298786,161227,1348067,665428
2020-11-26,MT,166351,321820,305464,162167,1349788,668134
2020-11-27,MT,167475,328595,312249,163107,1351445,670807
2020-11-28,MT,168600,335450,319141,164044,1353039,673449
2020-11-29,MT,169724,342381,326140,164980,1354573,676058
2020-11-30,MT,170848,349387,333245,165915,1356048,678636
2020-12-01,MT,171971,356467,340457,166848,1357467,681182
2020-12-02,MT,173094,363619,347774,167779,1358833,683697
2020-12-03,MT,174216,370840,355196,168709,1360145,686180
2020-12-04,MT,175338,378129,362722,169637,1361408,688632
2020-12-05,MT,176459,385483,370352,170563,1362622,691052
2020-12-06,MT,177579,392900,378085,171487,1363790,693442
2020-12-07,MT,178699,400377,385919,172410,1364912,695802
2020-12-08,MT,179817,407913,393854,173331,1365991,698130
2020-12-09,MT,180935,415504,401889,174250,1367029,700429
2020-12-10,MT,182052,423148,410021,175168,1368026,702697
2020-12-11,MT,183168,430843,418251,176083,1368985,704936
2020-12-12,MT,184283,438584,426576,176997,1369907,707144
2020-12-13,MT,185396,446371,434994,177909,1370793,709323
2020-12-14,MT,186509,454200,443504,178819,1371644,711473
2020-12-15,MT,187620,462067,452105,179728,1372462,713594
2020-12-16,MT,188731,469970,460793,180634,1373249,715686
2020-12-17,MT,189840,477906,469568,181538,1374004,717749
2020-12-18,MT,190947,485872,478427,182441,1374731,719784
2020-12-19,MT,192053,493864,487368,183342,1375428,721791
2020-12-20,MT,193158,501880,496388,184240,1376099,723770
2020-12-21,MT,194261,509916,505485,185137,1376743,725721
2020-12-22,MT,195363,517969,514657,186031,1377362,727645
2020-12-23,MT,196463,526035,523900,186924,1377957,729542
2020-12-24,MT,197562,534112,533213,187815,1378528,731412
2020-12-25,MT,198659,542197,542592,188703,1379077,733255
2020-12-26,MT,199754,550285,552034,189590,1379604,735071
2020-12-27,MT,200847,558375,561537,190474,1380111,736862
2020-12-28,MT,201939,566462,571098,191357,1380597,738627
2020-12-29,MT,203029,574543,580712,192237,1381065,740365
2020-12-30,MT,204116,582615,590378,193115,1381514,742079
2020-12-31,MT,205202,590675,600091,193991,1381945,743768
2020-03-21,RR,0,0,0,0,0,0
2020-03-22,RR,0,7,8,0,24,4
2020-03-23,RR,0,15,16,0,50,7
2020-03-24,RR,0,22,26,1,80,11
2020-03-25,RR,1,30,36,1,115,14
2020-03-26,RR,1,38,46,1,153,18
2020-03-27,RR,2,47,57,2,196,23
2020-03-28,RR,5,55,68,2,243,28
2020-03-29,RR,9,64,79,3,293,33
2020-03-30,RR,13,74,91,4,347,39
2020-03-31,RR,18,83,103,5,404,45
2020-04-01,RR,23,93,115,6,464,52
2020-04-02,RR,28,103,128,7,528,60
2020-04-03,RR,33,113,140,9,595,69
2020-04-04,RR,39,124,154,10,666,79
2020-04-05,RR,45,135,167,12,739,90
2020-04-06,RR,52,146,182,15,817,102
2020-04-07,RR,59,157,196,18,898,116
2020-04-08,RR,66,169,211,21,983,131
2020-04-09,RR,74,182,226,25,1072,148
2020-04-10,RR,82,194,241,29,1165,166
2020-04-11,RR,91,207,257,34,1262,187
2020-04-12,RR,100,221,274,41,1364,210
2020-04-13,RR,110,234,291,48,1471,235
2020-04-14,RR,120,249,308,56,1582,264
2020-04-15,RR,131,263,326,66,1699,295
2020-04-16,RR,142,278,344,78,1820,330
2020-04-17,RR,154,294,362,91,1948,369
2020-04-18,RR,167,310,382,106,2081,412
2020-04-19,RR,181,326,401,121,2221,460
2020-04-20,RR,195,343,421,139,2366,514
2020-04-21,RR,210,360,442,157,2519,573
2020-04-22,RR,226,378,463,176,2678,639
2020-04-23,RR,243,397,485,197,2844,711
2020-04-24,RR,261,416,508,218,3018,788
2020-04-25,RR,280,435,531,241,3200,871
2020-04-26,RR,300,456,554,265,3391,959
2020-04-27,RR,322,476,578,290,3589,1052
2020-04-28,RR,344,498,603,316,3797,1150
2020-04-29,RR,368,520,629,344,4014,1254
2020-04-30,RR,393,542,655,373,4241,1363
2020-05-01,RR,420,566,682,403,4478,1479
2020-05-02,RR,448,590,709,435,4726,1600
2020-05-03,RR,478,614,738,469,4985,1728
2020-05-04,RR,510,640,767,505,5255,1863
2020-05-05,RR,543,666,796,542,5538,2005
2020-05-06,RR,579,693,827,581,5833,2155
2020-05-07,RR,616,721,858,622,6141,2313
2020-05-08,RR,656,749,891,665,6462,2480
2020-05-09,RR,697,779,924,711,6798,2655
2020-05-10,RR,742,809,957,759,7149,2840
2020-05-11,RR,789,840,992,809,7515,3034
2020-05-12,RR,838,872,1028,862,7898,3239
2020-05-13,RR,890,905,1065,917,8297,3455
2020-05-14,RR,946,939,1102,975,8713,3682
2020-05-15,RR,1004,974,1141,1036,9147,3921
2020-05-16,RR,1066,1010,1180,1100,9601,4174
2020-05-17,RR,1132,1047,1221,1168,10073,4439
2020-05-18,RR,1201,1085,1263,1239,10567,4718
2020-05-19,RR,1275,1124,1305,1313,11081,5013
2020-05-20,RR,1352,1165,1349,1391,11617,5322
2020-05-21,RR,1434,1207,1394,1473,12176,5648
2020-05-22,RR,1521,1249,1440,1560,12759,5992
2020-05-23,RR,1612,1293,1488,1650,13366,6353
2020-05-24,RR,1709,1339,1536,1746,13999,6733
2020-05-25,RR,1812,1385,1586,1846,14658,7132
2020-05-26,RR,1920,1434,1638,1951,15344,7553
2020-05-27,RR,2035,1483,1690,2061,16059,7995
2020-05-28,RR,2156,1534,1744,2177,16803,8460
2020-05-29,RR,2284,1586,1799,2299,17578,8949
2020-05-30,RR,2419,1640,1856,2427,18384,9464
2020-05-31,RR,2562,1696,1914,2561,19222,10004
2020-06-01,RR,2713,1753,1974,2702,20094,10572
2020-06-02,RR,2873,1812,2035,2850,21001,11169
2020-06-03,RR,3041,1872,2098,3005,21943,11796
2020-06-04,RR,3219,1934,2163,3168,22923,12455
2020-06-05,RR,3408,1998,2229,3340,23940,13147
2020-06-06,RR,3607,2064,2297,3520,24997,13874
2020-06-07,RR,3817,2132,2366,3709,26094,14636
2020-06-08,RR,4039,2202,2438,3907,27232,15436
2020-06-09,RR,4274,2274,2511,4115,28413,16276
2020-06-10,RR,4521,2347,2586,4334,29638,17157
2020-06-11,RR,4783,2423,2663,4563,30908,18080
2020-06-12,RR,5059,2502,2742,4804,32224,19048
2020-06-13,RR,5350,2582,2823,5057,33587,20063
2020-06-14,RR,5658,2665,2907,5322,34998,21126
2020-06-15,RR,5983,2750,2992,5600,36459,22239
2020-06-16,RR,6325,2837,3079,5892,37970,23405
2020-06-17,RR,6687,2928,3169,6198,39532,24624
2020-06-18,RR,7068,3020,3261,6520,41147,25900
2020-06-19,RR,7470,3116,3356,6857,42815,27234
2020-06-20,RR,7895,3214,3453,7211,44537,28619
2020-06-21,RR,8342,3315,3552,7582,46315,30039
2020-06-22,RR,8813,3418,3654,7971,48148,31486
2020-06-23,RR,9310,3525,3759,8378,50038,32953
2020-06-24,RR,9829,3635,3866,8806,51984,34437
2020-06-25,RR,10351,3748,3976,9254,53989,35935
2020-06-26,RR,10871,3864,4088,9724,56051,37445
2020-06-27,RR,11390,3983,4204,10217,58172,38967
2020-06-28,RR,11908,4106,4322,10733,60351,40498
2020-06-29,RR,12424,4232,4444,11270,62589,42040
2020-06-30,RR,12940,4362,4569,11822,64886,43590
2020-07-01,RR,13454,4495,4696,12382,67242,45148
2020-07-02,RR,13966,4632,4827,12946,69656,46714
2020-07-03,RR,14477,4773,4962,13514,72129,48287
2020-07-04,RR,14987,4918,5099,14082,74659,49867
2020-07-05,RR,15495,5067,5240,14649,77246,51453
2020-07-06,RR,16001,5220,5385,15214,79889,53045
2020-07-07,RR,16506,5378,5534,15777,82588,54641
2020-07-08,RR,17009,5540,5686,16338,85341,56242
2020-07-09,RR,17510,5706,5841,16895,88147,57847
2020-07-10,RR,18010,5877,6001,17448,91005,59456
2020-07-11,RR,18507,6053,6165,17999,93913,61067
2020-07-12,RR,19003,6233,6333,18545,96869,62681
2020-07-13,RR,19496,6419,6505,19088,99872,64297
2020-07-14,RR,19988,6609,6681,19627,102920,65914
2020-07-15,RR,20477,6805,6862,20162,106010,67532
2020-07-16,RR,20965,7006,7047,20693,109141,69150
2020-07-17,RR,21450,7213,7237,21220,112309,70768
2020-07-18,RR,21933,7425,7432,21743,115513,72385
2020-07-19,RR,22414,7643,7631,22262,118750,74001
2020-07-20,RR,22892,7867,7835,22778,122016,75615
2020-07-21,RR,23369,8097,8044,23289,125309,77226
2020-07-22,RR,23842,8333,8258,23796,128627,78834
2020-07-23,RR,24314,8575,8478,24300,131966,80439
2020-07-24,RR,24783,8824,8703,24799,135322,82040
2020-07-25,RR,25249,9080,8933,25294,138693,83636
2020-07-26,RR,25714,9342,9169,25786,142076,85227
2020-07-27,RR,26175,9611,9411,26273,145467,86813
2020-07-28,RR,26634,9888,9659,26756,148863,88392
2020-07-29,RR,27090,10171,9912,27236,152260,89965
2020-07-30,RR,27544,10462,10172,27711,155655,91531
2020-07-31,RR,27995,10761,10438,28183,159046,93090
2020-08-01,RR,28444,11067,10710,28650,162428,94640
2020-08-02,RR,28889,11381,10989,29114,165799,96182
2020-08-03,RR,29332,11704,11274,29573,169155,97716
2020-08-04,RR,29772,12034,11566,30029,172493,99240
2020-08-05,RR,30210,12373,11865,30480,175810,100754
2020-08-06,RR,30644,12721,12171,30928,179103,102259
2020-08-07,RR,31076,13078,12485,31372,182370,103753
2020-08-08,RR,31505,13443,12806,31812,185607,105236
2020-08-09,RR,31931,13818,13134,32248,188812,106708
2020-08-10,RR,32354,14201,13470,32680,191982,108168
2020-08-11,RR,32774,14595,13813,33108,195115,109616
2020-08-12,RR,33191,14998,14165,33533,198209,111053
2020-08-13,RR,33605,15411,14525,33953,201261,112476
2020-08-14,RR,34016,15834,14893,34370,204270,113887
2020-08-15,RR,34425,16267,15269,34783,207233,115285
2020-08-16,RR,34830,16711,15654,35192,210149,116670
2020-08-17,RR,35232,17165,16048,35597,213017,118040
2020-08-18,RR,35631,17631,16451,35998,215835,119397
2020-08-19,RR,36027,18107,16863,36396,218601,120740
2020-08-20,RR,36421,18594,17284,36790,221315,122069
2020-08-21,RR,36811,19093,17714,37180,223975,123383
2020-08-22,RR,37198,19603,18155,37566,226581,124683
2020-08-23,RR,37582,20125,18604,37949,229132,125967
2020-08-24,RR,37962,20659,19064,38328,231628,127237
2020-08-25,RR,38340,21204,19534,38704,234067,128491
2020-08-26,RR,38715,21762,20014,39075,236450,129730
2020-08-27,RR,39086,22333,20505,39443,238777,130954
2020-08-28,RR,39455,22916,21006,39808,241047,132162
2020-08-29,RR,39820,23512,21518,40169,243260,133355
2020-08-30,RR,40182,24120,22040,40526,245417,134532
2020-08-31,RR,40541,24742,22574,40880,247518,135693
2020-09-01,RR,40897,25377,23120,41230,249562,136839
2020-09-02,RR,41250,26025,23676,41577,251552,137968
2020-09-03,RR,41600,26687,24245,41920,253486,139082
2020-09-04,RR,41947,27362,24825,42260,255365,140180
2020-09-05,RR,42290,28051,25417,42596,257191,141262
2020-09-06,RR,42631,28754,26021,42929,258963,142328
2020-09-07,RR,42968,29471,26637,43258,260683,143378
2020-09-08,RR,43302,30202,27266,43585,262352,144413
2020-09-09,RR,43633,30948,27908,43907,263969,145431
2020-09-10,RR,43961,31707,28562,44227,265537,146434
2020-09-11,RR,44286,32481,29229,44543,267055,147421
2020-09-12,RR,44608,33269,29910,44855,268525,148392
2020-09-13,RR,44927,34072,30603,45165,269949,149348
2020-09-14,RR,45243,34890,31310,45471,271326,150288
2020-09-15,RR,45556,35722,32030,45774,272658,151213
2020-09-16,RR,45865,36569,32764,46074,273946,152122
2020-09-17,RR,46172,37430,33512,46370,275191,153016
2020-09-18,RR,46476,38306,34274,46664,276393,153895
2020-09-19,RR,46776,39197,35050,46954,277555,154759
2020-09-20,RR,47074,40102,35840,47241,278677,155608
2020-09-21,RR,47368,41023,36644,47525,279761,156442
2020-09-22,RR,47660,41958,37463,47806,280806,157261
2020-09-23,RR,47949,42907,38296,48084,281815,158066
2020-09-24,RR,48234,43871,39144,48359,282788,158856
2020-09-25,RR,48517,44849,40007,48631,283726,159632
2020-09-26,RR,48797,45842,40884,48900,284630,160394
2020-09-27,RR,49074,46849,41776,49166,285502,161141
2020-09-28,RR,49348,47870,42683,49429,286343,161875
2020-09-29,RR,49619,48906,43605,49689,287152,162596
2020-09-30,RR,49888,49955,44542,49946,287932,163302
2020-10-01,RR,50153,51017,45495,50201,288683,163995
2020-10-02,RR,50416,52094,46462,50452,289406,164675
2020-10-03,RR,50675,53183,47444,50701,290102,165342
2020-10-04,RR,50932,54286,48442,50947,290772,165996
2020-10-05,RR,51186,55402,49455,51190,291417,166638
2020-10-06,RR,51438,56531,50483,51431,292038,167266
2020-10-07,RR,51686,57671,51527,51668,292635,167883
2020-10-08,RR,51932,58825,52585,51903,293209,168487
2020-10-09,RR,52176,59989,53659,52136,293761,169079
2020-10-10,RR,52416,61166,54747,52366,294292,169659
2020-10-11,RR,52654,62354,55851,52593,294803,170227
2020-10-12,RR,52889,63553,56970,52817,295294,170784
2020-10-13,RR,53121,64762,58104,53039,295766,171330
2020-10-14,RR,53351,65982,59252,53259,296220,171864
2020-10-15,RR,53578,67212,60415,53476,296655,172388
2020-10-16,RR,53803,68451,61593,53690,297074,172900
2020-10-17,RR,54025,69699,62786,53902,297477,173402
2020-10-18,RR,54245,70956,63992,54111,297863,173893
2020-10-19,RR,54462,72222,65213,54318,298235,174374
2020-10-20,RR,54676,73495,66448,54523,298592,174845
2020-10-21,RR,54888,74776,67697,54725,298934,175306
2020-10-22,RR,55098,76064,68959,54925,299263,175757
2020-10-23,RR,55305,77358,70235,55122,299579,176199
2020-10-24,RR,55509,78659,71524,55318,299883,176631
2020-10-25,RR,55711,79965,72826,55510,300174,177054
2020-10-26,RR,55911,81277,74141,55701,300454,177467
2020-10-27,RR,56109,82593,75468,55889,300723,177872
2020-10-28,RR,56304,83913,76808,56076,300980,178268
2020-10-29,RR,56496,85237,78160,56260,301228,178655
2020-10-30,RR,56687,86564,79523,56441,301465,179034
2020-10-31,RR,56875,87894,80898,56621,301693,179404
2020-11-01,RR,57061,89227,82284,56798,301912,179767
