day,state,suscetivel,exposto,infectado,recuperado
2020-03-28,AM,0.999897942428795,4.8192412750377905e-05,3.008717707070196e-05,2.663413339421356e-05
2020-03-29,AM,0.9998821386470681,5.523052732201075e-05,3.448110326134389e-05,3.10058743588119e-05
2020-03-30,AM,0.9998640393420276,6.329059557455458e-05,3.951351444524946e-05,3.601269996299846e-05
2020-03-31,AM,0.9998432963798111,7.252827983295059e-05,4.528053804380533e-05,4.175095432261368e-05
2020-04-01,AM,0.9998195260287693,8.311381978024644e-05,5.188946280477208e-05,4.8326840656005654e-05
2020-04-02,AM,0.9997922879989233,9.52432798831427e-05,5.9462647206624476e-05,5.586222599726393e-05
2020-04-03,AM,0.9997610731861551,0.00010914332132947447,6.81416036148926e-05,6.449804091078318e-05
2020-04-04,AM,0.9997253078999073,0.00012506940204989598,7.8085741640322e-05,7.439310841278231e-05
2020-04-05,AM,0.9996843246953269,0.00014331852285529912,8.948069521434966e-05,8.573223861378461e-05
2020-04-06,AM,0.9996373639793947,0.00016422838301093098,0.000102537888689683,9.872590091504144e-05
2020-04-07,AM,0.999605232496503,0.00016799827540255941,0.00011606434984054861,0.00011356103026464865
2020-04-08,AM,0.9995726754030442,0.00017177193646555612,0.00012827464732339673,0.00013013416517762642
2020-04-09,AM,0.9995369822854299,0.00017783488215545855,0.00013973467501094279,0.00014830430941441497
2020-04-10,AM,0.9994982923191034,0.00018570671571649323,0.0001508563375451775,0.0001680007796457271
2020-04-11,AM,0.999456651918978,0.0001950645640525727,0.00016193954600424837,0.000189200122975836
2020-04-12,AM,0.9994120437640416,0.0002056907932654818,0.0001732102488570538,0.0002119113458466276
2020-04-13,AM,0.9993643939257392,0.00021745725492915163,0.00018483267908425726,0.00023617229225813709
2020-04-14,AM,0.9993135907714235,0.00023028961732315923,0.000196935737400536,0.0002620400258635602
2020-04-15,AM,0.9992594911454539,0.0002441533893378061,0.00020962392587770725,0.00028958769134130853
2020-04-16,AM,0.9992019308716829,0.0002590378488515179,0.00022298826715785324,0.000318899164318569
2020-04-17,AM,0.9991407185160521,0.0002749605444796529,0.00023710484712048183,0.0003500722443584848
2020-04-18,AM,0.9990756443641182,0.00029195302338400335,0.0002520446807560191,0.0003832140837525416
2020-04-19,AM,0.9990064816596276,0.0003100579699312533,0.0002678759618035305,0.00041844056064843275
2020-04-20,AM,0.9989329843289112,0.00032932767524617747,0.0002846666914813272,0.0004558774563720767
2020-04-21,AM,0.9988548868951413,0.0003498232316361682,0.00030248551670040156,0.00049566050853276
2020-04-22,AM,0.9987719126190908,0.0003716104291329366,0.0003214018658838978,0.0005379312379030138
2020-04-23,AM,0.9986837576003991,0.0003947657942562584,0.00034148763931569735,0.000582845118039697
2020-04-24,AM,0.99859010320471,0.0004193698796666843,0.0003628178596742676,0.0006305652079597685
2020-04-25,AM,0.9984906089105082,0.00044550982749337403,0.0003854715827008815,0.0006812658313081486
