day,state,suscetivel,exposto,infectadoA,infectadoS,recuperado
2020-03-18,AL,0.9999844394787872,5.658814773025311e-06,3.0743932113433035e-06,6.363111685033073e-07,6.258047380786279e-06
2020-03-19,AL,0.9999819892068607,6.4159757437510445e-06,3.511454392355937e-06,7.057708808557058e-07,7.444637443221351e-06
2020-03-20,AL,0.9999792197081557,7.271456436455538e-06,3.997938824949537e-06,7.886658176039321e-07,8.789276086072734e-06
2020-03-21,AL,0.9999760802330329,8.241430755614524e-06,4.544253833967098e-06,8.853712971210541e-07,1.0315756401277386e-05
2020-03-22,AL,0.9999725204173465,9.341811697605562e-06,5.160354043846709e-06,9.965540996059817e-07,1.2047908133351628e-05
2020-03-23,AL,0.9999684803670872,1.0590893139119193e-05,5.856622512747833e-06,1.124211433781535e-06,1.4014951148030732e-05
2020-03-24,AL,0.9999639042106925,1.200596689640357e-05,6.643272451802378e-06,1.269771027329741e-06,1.6243824252827555e-05
2020-03-25,AL,0.9999587171551725,1.3609628731478903e-05,7.533567026553712e-06,1.4357167416416992e-06,1.8770977648724175e-05
2020-03-26,AL,0.999952835310411,1.542701817368871e-05,8.542211799084905e-06,1.6250574927033227e-06,2.163744744441142e-05
2020-03-27,AL,0.9999460067973218,1.7534435951193228e-05,9.713990832244484e-06,1.845960200921298e-06,2.4965861014785615e-05
2020-03-28,AL,0.9999386017149207,1.9819690804846006e-05,1.0983051419487435e-05,2.0865025146704667e-06,2.8576085661299945e-05
2020-03-29,AL,0.9999300732873213,2.2448616620315608e-05,1.2446736030880203e-05,2.364214164599434e-06,3.273419118384616e-05
2020-03-30,AL,0.9999203757828503,2.5436828840252418e-05,1.4111769631462955e-05,2.6802541934755117e-06,3.746240980536014e-05
2020-03-31,AL,0.9999093810994842,2.882671972763992e-05,1.5997891034580005e-05,3.0382133783686893e-06,4.282312169613985e-05
2020-04-01,AL,0.9998969216668407,3.267063069742911e-05,1.8133127521989097e-05,3.4435103260295324e-06,4.889810993478752e-05
2020-04-02,AL,0.9998828084570568,3.702580006948357e-05,2.055074599084147e-05,3.902467585273602e-06,5.5779574618618674e-05
2020-04-03,AL,0.9998668371443625,4.195444941972324e-05,2.3286431685322224e-05,4.4218475990721275e-06,6.35671722542964e-05
2020-04-04,AL,0.999848722991914,4.754350431995782e-05,2.638971730849399e-05,5.011045658831385e-06,7.239978611969273e-05
2020-04-05,AL,0.999828192746617,5.387740385496573e-05,2.9907266421085765e-05,5.678915552803925e-06,8.241071287511657e-05
2020-04-06,AL,0.9998049241374857,6.105610142192607e-05,3.3893787238107245e-05,6.435843336955161e-06,9.375717583840932e-05
2020-04-07,AL,0.9997784341480566,6.922941886204151e-05,3.8431241550441614e-05,7.297392388985594e-06,0.00010667484446307537
2020-04-08,AL,0.9997486767341983,7.841147786978758e-05,4.3527573364865486e-05,8.265070895221352e-06,0.0001211861889928888
2020-04-09,AL,0.999714812511243,8.886024653450959e-05,4.9327187440920164e-05,9.366293543712783e-06,0.00013770080655906721
2020-04-10,AL,0.9996764313461042,0.00010070116241504877,5.590110487303222e-05,1.0614542476517336e-05,0.00015641888945227487
2020-04-11,AL,0.9996329652424736,0.00011411010921306263,6.334584401475106e-05,1.2028146171466154e-05,0.0001776177034481438
2020-04-12,AL,0.9995837188480453,0.00012930141844100213,7.178035552207317e-05,1.362969081206311e-05,0.00020163673250060866
2020-04-13,AL,0.9995279024684443,0.00014651822633827415,8.133990006896535e-05,1.5444859232877173e-05,0.00022886159123671276
2020-04-14,AL,0.9994646543847113,0.00016602575383016605,9.217206881697306e-05,1.7501675769983456e-05,0.00025971316219270936
2020-04-15,AL,0.9993929913406464,0.00018812669037203712,0.00010444512542447569,1.9832090573654783e-05,0.00029467179830456973
2020-04-16,AL,0.9993118032993431,0.00021316275090076608,0.0001183489145603419,2.2472152055874617e-05,0.0003342799284610542
2020-04-17,AL,0.9992198216826432,0.0002415241717041416,0.00013410046014058176,2.546306939318705e-05,0.0003791576614400358
2020-04-18,AL,0.9991156147965361,0.00027364479137862276,0.00015194611930311694,2.8851621911268525e-05,0.00043000971619194084
2020-04-19,AL,0.9990226988697883,0.0002874641364302677,0.0001701566817954465,3.231276385415297e-05,0.00048743459345304866
2020-04-20,AL,0.9989263345035622,0.00030142996659162486,0.00018606769388046762,3.534339062884877e-05,0.0005508914906582199
2020-04-21,AL,0.9988216496375862,0.00031923035927012666,0.00020113801803600304,3.8216331167361906e-05,0.0006198326992615103
2020-04-22,AL,0.9987088447635151,0.00033976102230653943,0.0002162385211140057,4.1095007006212456e-05,0.0006941277313794809
2020-04-23,AL,0.998587761357272,0.0003625001017995468,0.00023185223438661578,4.4070442675115134e-05,0.0007738829091880037
2020-04-24,AL,0.998458041972132,0.00038722129328751736,0.0002482701684349651,4.719774274876916e-05,0.0008593358687179843
2020-04-25,AL,0.9983192031759409,0.0004138640488562092,0.00026567970112852444,5.051258904792671e-05,0.0009508075303477192
2020-04-26,AL,0.9981706727233233,0.0004424615633577872,0.0002842145325056191,5.404056473911287e-05,0.0010486776613954725
2020-04-27,AL,0.9980118168476423,0.00047308919208572677,0.0003039902512164674,5.780380659939642e-05,0.0011533669477775202
2020-04-28,AL,0.9978419426894737,0.0005058558197773104,0.0003251108249537571,6.182223817171464e-05,0.001265335472944953
2020-04-29,AL,0.9976603022308057,0.0005408923439199787,0.0003476770945773297,6.611516958248209e-05,0.0013850802064357768
2020-04-30,AL,0.9974660935571309,0.0005783442085402392,0.0003717926148404832,7.070239950078785e-05,0.0015131342653089033
2020-05-01,AL,0.9972584586424801,0.0006183701735524202,0.0003975652316977467,7.560452100441144e-05,0.0016500684765866336
2020-05-02,AL,0.9970364820348019,0.0006611413602383267,0.00042510817508226514,8.084313390441909e-05,0.0017964923412943962
2020-05-03,AL,0.9967991848077226,0.000706841235904933,0.0004545416553847441,8.644114986634867e-05,0.0019530581964428508
2020-05-04,AL,0.9965455270873872,0.0007556644753639613,0.00048599305128359054,9.242283258617255e-05,0.0021204595987005417
2020-05-05,AL,0.9962743942547392,0.0008078194241316543,0.0005195984689744582,9.88140971989347e-05,0.0022994408002771595
2020-05-06,AL,0.9959846037833976,0.0008635268730861058,0.0005555019321325719,0.00010564235650357781,0.002490792100201565
2020-05-07,AL,0.9956748929619295,0.0009230220160365808,0.0005938568127930622,0.00011293679691668012,0.0026953584576456763
2020-05-08,AL,0.9953439120379649,0.0009865556654323421,0.0006348266175040515,0.00012072852849416782,0.0029140441959260655
2020-05-09,AL,0.9949902235608895,0.0010543939504647692,0.0006785852390493473,0.00012905063421836431,0.0031478136606994805
2020-05-10,AL,0.9946123039060151,0.0011268176121456647,0.0007253168442723338,0.0001379381545312372,0.0033976905283571975
2020-05-11,AL,0.9942085313545078,0.0012041244375006273,0.0007752170636891493,0.00014742830580174594,0.0036647658838220793
2020-05-12,AL,0.9937771741149376,0.0012866307331473176,0.000828494376205206,0.00015756074562731746,0.003950207075403962
2020-05-13,AL,0.9933163981691394,0.0013746704593044236,0.0008853689327692504,0.00016837735107067328,0.0042552521330376444
2020-05-14,AL,0.9928242439221218,0.0014685990920983388,0.0009460745514667457,0.0001799226006163648,0.004581226879018186
2020-05-15,AL,0.9922986394590266,0.001568791072402596,0.0010108578050068513,0.00019224339903624538,0.004929535309849089
2020-05-16,AL,0.991737372850718,0.001675643674270625,0.0010799805814624502,0.0002053895697248299,0.0053016803691455835
2020-05-17,AL,0.9911381079691242,0.001789574558200391,0.0011537187720235156,0.0002194135999830906,0.005699252145990245
2020-05-18,AL,0.9904983548117678,0.0019110239045401396,0.0012323661275222483,0.00023437137109486543,0.0061239508303964066
2020-05-19,AL,0.9898154862383468,0.0020404535500727025,0.0013162317955482243,0.00025032169353790247,0.006577573767815842
2020-05-20,AL,0.9890867041574312,0.0021783501895352303,0.001405643361547189,0.00026732688484333583,0.007062042451964565
2020-05-21,AL,0.9883090612055235,0.0023252233409645313,0.0015009448814423685,0.0002854523960616098,0.00757938522132935
2020-05-22,AL,0.9874794269660483,0.0024816101733457054,0.00160249776122122,0.00030476698878007105,0.008131765155926183
2020-05-23,AL,0.9865944934587906,0.0026480745340583846,0.0017106808625116895,0.00032534275241748845,0.008721475437543333
2020-05-24,AL,0.9856507679368705,0.0028252064306256834,0.001825891049753434,0.0003472552076960689,0.009350946420375851
2020-05-25,AL,0.9846445617903286,0.0030136217887120577,0.001948543768281868,0.0003705834172132382,0.010022756280785744
2020-05-26,AL,0.9835719779219727,0.003213963170126017,0.002079075086139419,0.00039541037070606443,0.010739640496377207
2020-05-27,AL,0.9824289356601966,0.003426875250950858,0.002217953284913226,0.00042182512628655757,0.01150447772297421
2020-05-28,AL,0.9812111199043009,0.0036530578588555426,0.002365645606765398,0.0004499166437131922,0.012320327031686482
2020-05-29,AL,0.9799140076880646,0.003893215155371214,0.0025226511040444136,0.0004797798859724693,0.013190413211868821
2020-05-30,AL,0.9785328466346654,0.004148082550093051,0.0026894809364317097,0.0005115121570191495,0.014118144767112182
2020-05-31,AL,0.9770626609990207,0.004418408145033688,0.0028666690038453794,0.0005452150753339831,0.015107113822087808
2020-06-01,AL,0.9754982419221283,0.004704962640584103,0.003054762616849048,0.0005809928376601567,0.016161107028100058
2020-06-02,AL,0.9738341508237404,0.005008526978303493,0.003254327752123692,0.0006189531915663704,0.017284108299587684
2020-06-03,AL,0.9720647144893859,0.005329894967677852,0.0034659433266025818,0.0006592063664666425,0.01848030789518849
2020-06-04,AL,0.9701840352531466,0.005669865902931266,0.0036902008680481406,0.0007018650033954184,0.019754100017800102
2020-06-05,AL,0.9681859874261257,0.006029240647094288,0.003927701688006453,0.0007470436228052802,0.02111009366128971
2020-06-06,AL,0.9660642270436882,0.00640881555176314,0.0041790532375987535,0.000794857933742054,0.022553113278529373
2020-06-07,AL,0.9640078190054595,0.0066210351164063905,0.0044389092119285515,0.0008443037172659021,0.02408799999426167
2020-06-08,AL,0.9623808811813874,0.006423095254610193,0.004615023297732786,0.0008780031224974405,0.025703064189093974
2020-06-09,AL,0.9607083927618587,0.00631269010704193,0.004715428903702769,0.0008974061886134725,0.02736614908410503
2020-06-10,AL,0.9590111703336286,0.0062505256806178995,0.004772968431581941,0.0009086658359770238,0.02905673676351648
2020-06-11,AL,0.9573010489382624,0.006214630489804237,0.004806003709603389,0.0009152343455376194,0.030763149562114303
2020-06-12,AL,0.9555848580240487,0.006192688839951741,0.0048248242366740945,0.0009190553456878403,0.03247864059895977
2020-06-13,AL,0.953866586350713,0.006177865048404474,0.004835138591032634,0.0009212140697025862,0.03419926298546944
2020-06-14,AL,0.9521486722081965,0.006166313363438301,0.004840157627052866,0.0009223258690254394,0.035922597977608904
2020-06-15,AL,0.9504326693762549,0.006155892037500941,0.004841670166339184,0.0009227373531201917,0.03764709811210687
2020-06-16,AL,0.9487196380861794,0.006145407652403987,0.004840675406669152,0.0009226449304503842,0.039371700969619165
2020-06-17,AL,0.9470103605600884,0.006134197984207322,0.004837731966583805,0.0009221604812155249,0.041095616053227126
2020-06-18,AL,0.9453054620975516,0.006121897235719361,0.004833154251046507,0.0009213484997780987,0.04281820496122659
2020-06-19,AL,0.9436054764345287,0.006108308432998379,0.004827119226039906,0.0009202463794229473,0.044538916572332214
2020-06-20,AL,0.9419108856701784,0.006093326071685284,0.004819730626555946,0.0009188768286272059,0.046257247848275285
2020-06-21,AL,0.9402221389496135,0.006076898838619788,0.004811050184730134,0.000917253880963345,0.047972725191395504
2020-06-22,AL,0.9385396633324266,0.00605900784880244,0.004801115577293427,0.0009153864560045941,0.049684893830795246
2020-06-23,AL,0.9368638703367388,0.0060396530974404245,0.0047899516352787495,0.0009132806030502449,0.051393311372813964
2020-06-24,AL,0.9351951613395183,0.006018842311654568,0.004777579515021526,0.0009109413423187196,0.05309754253680905
2020-06-25,AL,0.9335339277103532,0.005996589985863677,0.004764017322004092,0.0009083728665439309,0.05479715916055734
2020-06-26,AL,0.9318805514199741,0.005972915524706513,0.004749281518299959,0.0009055788702662485,0.05649173971207548
2020-06-27,AL,0.9302354056846245,0.005947841054293853,0.004733388681125766,0.0009025629257214813,0.05818086869955664
2020-06-28,AL,0.9285988554227514,0.005921390662860374,0.0047163559011948845,0.000899328600453464,0.05986413645806213
2020-06-29,AL,0.9269712566538283,0.005893590311933033,0.004698200850215408,0.0008958794892500686,0.061541139740095424
2020-06-30,AL,0.9253529563525399,0.005864467386853944,0.004678942058821041,0.0008922192900677906,0.06321148195703952
2020-07-01,AL,0.923744293073901,0.005834050331143518,0.004658598948539614,0.0008883518300830966,0.0648747728616549
2020-07-02,AL,0.9221455943725275,0.005802368756893555,0.004637191939031984,0.0008842810987427648,0.06653063087812632
2020-07-03,AL,0.9205571805879599,0.00576945309681671,0.00461474214366547,0.0008800111931476569,0.06817868002373237
2020-07-04,AL,0.9189793628938345,0.005735334914568275,0.004591271647961554,0.0008755463529010678,0.0698185512360567
2020-07-05,AL,0.9174124417153302,0.005700046654529327,0.004566803308796379,0.0008708909500690095,0.07144988441659723
2020-07-06,AL,0.9158567070206107,0.005663621158894599,0.004541360363877891,0.0008660494492321518,0.07307232905270676
2020-07-07,AL,0.9143124376844173,0.005626092722182541,0.00451496728451027,0.0008610264947183195,0.07468554285949373
2020-07-08,AL,0.9127799020650195,0.005587496495084053,0.004487649337999125,0.0008558268697674867,0.07628919227745208
2020-07-09,AL,0.9112593605092909,0.005547866932516787,0.004459431654032563,0.0008504554293993216,0.07788295252008255
2020-07-10,AL,0.9097510625886511,0.005507239498325847,0.004430340247650649,0.0008449171736686096,0.07946650753702593
2020-07-11,AL,0.9082552474039425,0.005465650464337804,0.004400401902042431,0.0008392172389035196,0.08103955003609599
2020-07-12,AL,0.9067721432004662,0.005423135780555518,0.004369643848578412,0.0008333608357578778,0.08260178337996424
2020-07-13,AL,0.905301967626235,0.005379731436142668,0.004338093847200817,0.0008273532698214744,0.08415292086592219
2020-07-14,AL,0.9038449281800843,0.005335474085791452,0.00430578032591399,0.0008211999773823466,0.08569268447615003
2020-07-15,AL,0.9024012418234173,0.005290400168111434,0.004272731283213613,0.000814906322483739,0.08722078744809608
2020-07-16,AL,0.9009710372955764,0.005244547222736495,0.004238977501608744,0.0008084780196978029,0.0887370270057027
2020-07-17,AL,0.8995545418270589,0.005197951307563474,0.004204546318157232,0.0008019203029661947,0.09024110728957642
2020-07-18,AL,0.8981519086496516,0.0051506500573519735,0.0041694675558826095,0.0007952387733914297,0.09173280200904467
2020-07-19,AL,0.8967632865632835,0.005102684787469054,0.004133766712047762,0.0007884382961289836,0.0932118906863929
2020-07-20,AL,0.8953888193584413,0.0050540950232123155,0.00409747067336897,0.0007815240409066926,0.09467815794939287
2020-07-21,AL,0.894028642293551,0.005004915655639799,0.00406061044237084,0.0007745019950423418,0.09613139665871821
2020-07-22,AL,0.8926828796677623,0.004955180818121997,0.004023217593633108,0.0007673781642331504,0.09757141080157156
2020-07-23,AL,0.8913516466814885,0.004904925923357331,0.0039853223936649924,0.0007601582994818654,0.09899801374732939
2020-07-24,AL,0.8900350462080884,0.004854188979578961,0.003946952520223396,0.0007528476717375548,0.10041103166569372
2020-07-25,AL,0.8887331709483735,0.00480300809481749,0.0039081351093882225,0.0007454514675602532,0.10181030142518262
2020-07-26,AL,0.8874461048108598,0.00475141808054481,0.003868899681679587,0.0007379753138496473,0.1031956691583881
2020-07-27,AL,0.8861739227593791,0.004699453434899564,0.003829275505552893,0.000730424786547958,0.1045669905589425
2020-07-28,AL,0.8849166896224859,0.004647149461968449,0.003789290514163052,0.000722805213897002,0.1059241322328075
2020-07-29,AL,0.8836744611917293,0.0045945406839776135,0.0037489726386074544,0.0007151219228934816,0.10726697060811406
2020-07-30,AL,0.8824472843276846,0.004541660869092455,0.0037083497193858405,0.0007073802224390097,0.10859539190672005
2020-07-31,AL,0.8812351969101154,0.004488543376054099,0.0036674491414257944,0.0006995853356169979,0.10990929228210967
2020-08-01,AL,0.8800382280119196,0.004435221010264844,0.003626297875329087,0.0006917424070601082,0.11120857774074844
2020-08-02,AL,0.8788563978091615,0.004381725883586627,0.0035849224370293016,0.0006838564949565608,0.11249316442058802
2020-08-03,AL,0.8776897200935427,0.004328089714752821,0.0035433490687594464,0.0006759326056702744,0.1137629755625967
2020-08-04,AL,0.8765381990715861,0.004274343599697747,0.0035016035840454126,0.0006679756643126487,0.11501794512568007
2020-08-05,AL,0.8754018317140843,0.004220517760438125,0.0034597113034884994,0.0006599905019759658,0.11625801576533512
2020-08-06,AL,0.8742806079212032,0.004166641532789759,0.0034176970525675535,0.0006519818552833237,0.11748313868347811
2020-08-07,AL,0.8731745069318786,0.004112743633500593,0.0033755852094372826,0.0006439543761765127,0.118693276894329
2020-08-08,AL,0.8720834997471368,0.0040588520232168225,0.003333399683185007,0.0006359126272894413,0.11988840296449386
2020-08-09,AL,0.8710075563515007,0.00400499376164143,0.003291163913100774,0.0006278610802191419,0.12106849193885981
2020-08-10,AL,0.869946637954327,0.003951195163150645,0.0032489008694613266,0.0006198041173833576,0.12223352894099958
2020-08-11,AL,0.8689006974848547,0.00389748178686469,0.0032066330534800858,0.0006117460319020167,0.12338350868822048
2020-08-12,AL,0.8678696821395637,0.003843878450296647,0.003164382286431794,0.0006036909875876152,0.12451843318144225
2020-08-13,AL,0.8668535346951424,0.0037904092591723396,0.0031221695268382464,0.0005956429844571168,0.12563831057971198
2020-08-14,AL,0.8658521900933482,0.0037370975298663144,0.0030800153459835788,0.000587605948438402,0.12674315812768547
2020-08-15,AL,0.864865576730709,0.0036839660293689056,0.0030379395519275253,0.0005795836611094231,0.1278330010722073
2020-08-16,AL,0.8638936159888009,0.003631043199874858,0.002995955455969184,0.0005715786980199806,0.12890787370265727
2020-08-17,AL,0.8629362297038581,0.003578346088936104,0.002954085160809199,0.0005635952605098371,0.12996781083120892
2020-08-18,AL,0.8619933341680307,0.0035258902274186606,0.0029123508716340334,0.0005556375644962941,0.1310128542137425
2020-08-19,AL,0.8610648365653015,0.0034736993728800374,0.002870766135304079,0.0005477082188831088,0.13204305675295333
2020-08-20,AL,0.860150642367138,0.0034217905964482207,0.0028293491011554353,0.0005398106816260662,0.13305847429895432
2020-08-21,AL,0.8592506522872254,0.003370181317760164,0.0027881163336580164,0.0005319481138675837,0.13405916899281087
2020-08-22,AL,0.8583647620728517,0.0033188898880683972,0.00274708226192424,0.0005241232780355254,0.13504520954444213
2020-08-23,AL,0.857492864242812,0.003267932389497527,0.0027062620173273354,0.0005163390631923746,0.13601666933249285
2020-08-24,AL,0.8566348378762088,0.003217325422812366,0.0026656712618547867,0.0005085984600193403,0.1369736340244268
2020-08-25,AL,0.8557905771597947,0.003167082612576965,0.0026253223060695038,0.0005009038212368102,0.13791618114564413
2020-08-26,AL,0.854959964002527,0.0031172180512997623,0.0025852282168854408,0.0004932576436950263,0.1388443991309147
2020-08-27,AL,0.8541428971762342,0.0030677425947460892,0.0025453992002886783,0.00048566187767930204,0.13975836619637386
2020-08-28,AL,0.853339235778136,0.0030186709522902516,0.002505849078925859,0.00047811916479004337,0.14065819207117988
2020-08-29,AL,0.8525488391169852,0.0029700171581017376,0.0024665911966860977,0.0004706320550370324,0.14154398751851197
2020-08-30,AL,0.851771587747361,0.002921790415205172,0.00242763470522947,0.000463202297592025,0.1424158518799344
2020-08-31,AL,0.8510073522200045,0.002874001634717858,0.00238899016273504,0.0004558319104995684,0.14327389111736516
2020-09-01,AL,0.8502559967382297,0.002826660367929166,0.002350666573119761,0.00044852261581792175,0.14411822075022548
2020-09-02,AL,0.8495173858513848,0.00277977613417944,0.002312673031004002,0.0004412761528988308,0.14494895587585485
2020-09-03,AL,0.8487913829746058,0.00273335802519773,0.002275018307340064,0.00043409419946730774,0.14576621353871108
2020-09-04,AL,0.8480778470398945,0.0026874135836098597,0.002237709898461675,0.00042697819051553787,0.14657011833284042
2020-09-05,AL,0.8473766382674749,0.002641950483047276,0.0022007555614954846,0.0004199296098051016,0.14736079312349926
2020-09-06,AL,0.8466876141363742,0.0025969753398746814,0.0021641622372504826,0.00041294978532801466,0.1481383655464946
2020-09-07,AL,0.8460106302404324,0.0025524941243603317,0.0021279363323335222,0.0004060399433602893,0.14890296640483533
2020-09-08,AL,0.8453455408691767,0.0025085120933532727,0.002092083747764533,0.00039920121335297273,0.1496547291216744
2020-09-09,AL,0.8446922023373471,0.0024650344290297757,0.0020566105247106824,0.00039243475001440924,0.15039378500422
2020-09-10,AL,0.844050467815533,0.0024220652471868428,0.002021521841930862,0.0003857415437674648,0.15112027059690378
2020-09-11,AL,0.843420188849144,0.0023796078927412006,0.0019868223068224503,0.00037912247579272463,0.15183432552082135
2020-09-12,AL,0.8428012183807374,0.002337665800935122,0.0019525162979716652,0.0003725783840280453,0.15253608818164954
2020-09-13,AL,0.8421934093092222,0.0022962420772701447,0.0019186078100910011,0.00036611003322090287,0.15322569781551765
2020-09-14,AL,0.8415966129437187,0.0022553390467269824,0.0018851002876190289,0.00035971808279107074,0.153903296684466
2020-09-15,AL,0.8410106796483667,0.002214959605238162,0.0018519958049601196,0.00035340293609400375,0.1545690290506628
2020-09-16,AL,0.8404354582610182,0.0021751117506927024,0.0018192913395026647,0.00034716405223580787,0.15522304164187248
2020-09-17,AL,0.8398708039221974,0.0021357889631789216,0.0017869960650850822,0.0003410031466380066,0.15586547494822248
2020-09-18,AL,0.8393165677684526,0.0020969926809341673,0.0017551112717597288,0.00033492047141229955,0.15649647485276313
2020-09-19,AL,0.8387726005108654,0.002058725224350368,0.001723636711522172,0.00032891599211433355,0.15711618860646956
2020-09-20,AL,0.8382387548243929,0.0020209852180610643,0.0016925748549625828,0.0003229901757641261,0.15772476197214128
2020-09-21,AL,0.8377148828615153,0.0019837727443707954,0.0016619261935481538,0.00031714312102567563,0.158322342124862
2020-09-22,AL,0.8372008371411032,0.0019470877475101169,0.001631690733403477,0.0003113748349404608,0.1589090765883646
2020-09-23,AL,0.8366964711796785,0.0019109289487287747,0.0016018689858677134,0.0003056854163098687,0.15948511251473702
2020-09-24,AL,0.8362016389891407,0.0018752950141043127,0.0015724609447472053,0.00030007486644658137,0.160050597230883
2020-09-25,AL,0.8357161951918287,0.0018401844862231222,0.0015434661699925878,0.0002945431047249213,0.16060567809255238
2020-09-26,AL,0.8352399952298458,0.001805595509336773,0.0015148840638556564,0.0002890900197755808,0.16115050222250799
2020-09-27,AL,0.8347728954023131,0.0017715259373986463,0.0014867137844754704,0.00028371545351521684,0.1616852164676193
2020-09-28,AL,0.8343147528854045,0.0017379733930890174,0.0014589542284157812,0.00027841919801840145,0.16220996734039406
2020-09-29,AL,0.8338654257624822,0.001704935266956328,0.0014316040767374009,0.00027320100416808573,0.1627249009349777
2020-09-30,AL,0.8334247730809159,0.0016724087171388134,0.0014046617995039398,0.00026806058249955145,0.1632301628652636
2020-10-01,AL,0.8329926550153752,0.0016403906586018133,0.0013781256484630138,0.00026299760178894816,0.1637258981210928
2020-10-02,AL,0.8325689328669073,0.0016088777987488833,0.0013519936752070631,0.0002580116925644883,0.16421225101189413
2020-10-03,AL,0.832153469957733,0.001577866512885348,0.001326263630492373,0.0002531024278260808,0.16468936451638502
2020-10-04,AL,0.8317461298877863,0.0015473531335413783,0.0013009332272919736,0.0002482693733463145,0.16515738142335593
2020-10-05,AL,0.8313467755830309,0.001517334104516855,0.0012760002786833854,0.00024351211404100001,0.16561644496504965
2020-10-06,AL,0.8309552741897085,0.0014878052882056148,0.001251462031523438,0.0002388301265300261,0.16606669540935434
2020-10-07,AL,0.8305714940087879,0.0014587623879205249,0.00122731557774292,0.00023422285780197569,0.16650827221306852
2020-10-08,AL,0.8301953016329667,0.0014302013433639543,0.0012035582390832397,0.00022968979879990235,0.16694131603110807
2020-10-09,AL,0.8298265680521197,0.0014021176693340264,0.0011801868537250116,0.00022523034809554095,0.1673659641220475
2020-10-10,AL,0.8294651658777483,0.001374506723929298,0.0011571980815174574,0.0002208438701951973,0.16778235249193155
2020-10-11,AL,0.8291109703066938,0.0013473637213172124,0.0011345884206001352,0.0002165296987596877,0.16819061489795104
2020-10-12,AL,0.8287638434746744,0.0013206848374124037,0.0011123554576955837,0.00021228737526732128,0.16859089590027226
2020-10-13,AL,0.8284236736795769,0.0012944643216954528,0.0010904945990330229,0.00020811602492620747,0.16898331842009032
2020-10-14,AL,0.8280903337086287,0.0012686975657936886,0.0010690025436422086,0.0002040150197483049,0.16936801820750896
2020-10-15,AL,0.8277637009938134,0.0012433796789015111,0.0010478757249261681,0.0001999836808569988,0.16974512696682387
2020-10-16,AL,0.8274436566655013,0.0012185055400455826,0.0010271103540150542,0.00019602128681588528,0.170114773198944
2020-10-17,AL,0.8271300820756025,0.0011940699901009338,0.001006702579043054,0.00019212710422773454,0.17047708529634772
2020-10-18,AL,0.8268228606934479,0.001170067727086931,0.0009866483982966404,0.0001883003710492507,0.17083218985544119
2020-10-19,AL,0.8265218778583429,0.001146493355203175,0.0009669437050198985,0.0001845403051154436,0.17118021182164053
2020-10-20,AL,0.8262270186801759,0.0011233418008582928,0.0009475846675504245,0.0001808461764618283,0.17152127572027542
2020-10-21,AL,0.8259381707124546,0.0011006077829639029,0.0009285672453136891,0.0001772172152406408,0.17185550408934902
2020-10-22,AL,0.8256552236283823,0.0010782858771253183,0.0009098872474756874,0.0001736526228797118,0.17218301766945893
2020-10-23,AL,0.8253780688713473,0.001056370584902811,0.0008915403962286838,0.00017015158412280392,0.1725039356087202
2020-10-24,AL,0.8251065997825269,0.0010348552556678305,0.0008735234914156797,0.0001667134832045915,0.17281837503250683
2020-10-25,AL,0.8248407112796595,0.0010137305354698085,0.0008558363019537454,0.0001633382557344243,0.17312645067250437
2020-10-26,AL,0.824580295838599,0.0009929967568917475,0.000838469281031717,0.00016002411242824189,0.17342828105637104
2020-10-27,AL,0.8243252492658854,0.0009726507684630536,0.0008214160642993231,0.0001567698518974418,0.1737239810947766
2020-10-28,AL,0.824075471602689,0.0009526838164593188,0.0008046754130863139,0.00015357522118408332,0.17401366099190313
2020-10-29,AL,0.8238308635603231,0.0009330892195894647,0.0007882441795036044,0.00015043961413186894,0.17429743047177373
2020-10-30,AL,0.8235913254459958,0.0009138637215760472,0.0007721160928243917,0.00014736184651156797,0.17457539993841412
2020-10-31,AL,0.8233567603080412,0.0008950018561465921,0.0007562869044213094,0.0001443411082185227,0.17484767686849426
2020-11-01,AL,0.8231270732473386,0.0008764969930485258,0.0007407534412877024,0.00014137678823792575,0.1751143665754091
2020-11-02,AL,0.8229021701201238,0.0008583440498497008,0.0007255111380496631,0.00013846801784211525,0.17537557371945658
2020-11-03,AL,0.8226819583408876,0.0008405378368973233,0.0007105555532251953,0.00013561395123932573,0.1756314013630722
2020-11-04,AL,0.8224663469609775,0.0008230728579224119,0.0006958825568322961,0.00013281380031820246,0.17588195086927125
2020-11-05,AL,0.8222552464510542,0.0008059437596705679,0.0006814879256957432,0.00013006675976067882,0.1761273221491406
2020-11-06,AL,0.822048568759981,0.0007891452789323112,0.0006673673984785227,0.00012737201724623498,0.17636761359068365
2020-11-07,AL,0.8218462278435205,0.0007726721592544514,0.0006535167741103765,0.00012472877171981452,0.17660292149671664
2020-11-08,AL,0.8216481376628089,0.0007565191441861671,0.000639931852274518,0.0001221362222679397,0.1768333421637843
2020-11-09,AL,0.8214542147588421,0.000740681031355438,0.000626608483794843,0.00011959357761350738,0.17705896919371591
2020-11-10,AL,0.8212643767451951,0.0007251526394716791,0.0006135425415008559,0.00011710005062258201,0.1772798950685316
2020-11-11,AL,0.8210785424067182,0.0007099288398679433,0.0006007299096555352,0.00011465485639732573,0.1774962110326827
2020-11-12,AL,0.8208966326850364,0.0006950045772545932,0.0005881665035854991,0.00011225721597582253,0.17770800606346943
