day,state,suscetivel,exposto,infectadoA,infectadoS,recuperado
2020-10-01,RR,0.6346761032520728,0.005523139894570815,0.0026153380905486784,0.0008953363550361588,0.3563207516743646
2020-10-02,RR,0.6339128827964997,0.005372970478725546,0.0025453197970586195,0.0008714143339578381,0.3573280818603513
2020-10-03,RR,0.6331709986723605,0.005226344694079907,0.0024768932521767118,0.0008480333875093949,0.3583083992604666
2020-10-04,RR,0.6324499125907009,0.005083211718539203,0.0024100369947126854,0.0008251865201862746,0.3592623214424539
2020-10-05,RR,0.6317490973483965,0.004943517688160078,0.0023447306945496675,0.0008028669506848174,0.36019045658480203
2020-10-06,RR,0.6310680356476246,0.0048072070895149215,0.002280954071518891,0.0007810678436269709,0.3610934046143077
2020-10-07,RR,0.6304062202238211,0.004674224489518724,0.0022186851412817872,0.0007597818591312123,0.36197175755284017
2020-10-08,RR,0.6297631540033968,0.0045445140452588986,0.002157901018859887,0.0007390013727247621,0.36282609882635264
2020-10-09,RR,0.6291383508848426,0.004418018942786261,0.00209857866772266,0.0007187186691011961,0.36365700210214025
2020-10-10,RR,0.6285313320845223,0.004294681937320216,0.0020406948613976494,0.0006989259528550203,0.36446503443049777
2020-10-11,RR,0.6279416313717634,0.004174445224135461,0.0019842259449399605,0.0006796152670165678,0.36525075145873753
2020-10-12,RR,0.6273687923110096,0.004057250924637429,0.0019291478667769351,0.0006607785235386393,0.36601469964063027
2020-10-13,RR,0.6268123664289025,0.003943041054952101,0.001875436349808133,0.0006424075539521408,0.36675741787897814
2020-10-14,RR,0.6262719168119225,0.003831757532808958,0.00182306689783342,0.0006244941059141757,0.36747943391811394
2020-10-15,RR,0.6257470164705814,0.003723342463470865,0.0017720150552553975,0.0006070299309496606,0.3681812653463357
2020-10-16,RR,0.6252372462289914,0.003617737915694903,0.001722256234031147,0.0005900067295568436,0.36886342215831874
2020-10-17,RR,0.624742196412828,0.0035148858464424068,0.0016737656248833064,0.0005734161203932619,0.36952640526204605
2020-10-18,RR,0.6242614691364903,0.003414728226286555,0.001626518236071468,0.0005572496513482902,0.37017070401639635
2020-10-19,RR,0.6237946719707017,0.003317208537632769,0.0015804895353138206,0.000541499025676183,0.3707968001972684
2020-10-20,RR,0.623341423912981,0.0032222703621291333,0.001535654844554554,0.0005261558887876717,0.3714051642581407
2020-10-21,RR,0.6229013561671517,0.00312985719623735,0.00149198926094411,0.0005112118004132696,0.37199625484184656
2020-10-22,RR,0.6224741101170437,0.0030399128619549125,0.0014494678586253926,0.0004966583069045613,0.3725705201220644
2020-10-23,RR,0.6220593283912044,0.002952382648634893,0.0014080665432518239,0.00048248725948475495,0.3731284044240171
2020-10-24,RR,0.6216566638763913,0.002867212161172581,0.0013677611899902693,0.00046869049321269786,0.3736703415458261
2020-10-25,RR,0.6212657801723155,0.0027843472618949397,0.0013285276000321185,0.00045525981078617557,0.37419675442156425
2020-10-26,RR,0.6208863496116171,0.0027037343306380206,0.001290341745208002,0.0004421870692078344,0.3747080565099219
2020-10-27,RR,0.6205180508346613,0.0026253206559652834,0.0012531806367677403,0.0004294644522143292,0.37520465268698433
2020-10-28,RR,0.6201605713908974,0.00254905401553297,0.0012170213934962028,0.0004170841780591711,0.3756869382886071
2020-10-29,RR,0.6198136076994156,0.002474882682453092,0.0011818412558436196,0.00040503850394366466,0.37615529912493684
2020-10-30,RR,0.6194768126108388,0.0024027508361235115,0.0011476156447908325,0.0003933191394881495,0.37661017103535166
2020-10-31,RR,0.6191500373087777,0.002332621712520648,0.0011143284045619245,0.0003819203214204845,0.37705176151931213
2020-11-01,RR,0.6188328843974918,0.0022644355415257396,0.0010819531154817872,0.000370833190888422,0.3774805630212051
2020-11-02,RR,0.618525096563343,0.002198145224692571,0.0010504690440625549,0.00036005060956100556,0.37789690782493374
2020-11-03,RR,0.6182264162666264,0.0021337040133159384,0.0010198551907796766,0.00034956537221685064,0.378301128423654
2020-11-04,RR,0.6179365837649101,0.0020710685664660214,0.0009900879639239788,0.0003393696218735568,0.3786935593494192
2020-11-05,RR,0.6176553429964445,0.0020101950047514924,0.0009611447763365652,0.00032945580291925244,0.37907453068614105
2020-11-06,RR,0.6173824489951789,0.0019510374941925962,0.0009330062825547633,0.000319817318323436,0.3794443591763432
2020-11-07,RR,0.6171176619131743,0.0018935511200592649,0.0009056533467424724,0.00031044758778385,0.37980335529883297
2020-11-08,RR,0.6168607486059411,0.0018376916060501782,0.0008790674783049826,0.0003013401931852158,0.3801518213831115
2020-11-09,RR,0.6166114827697207,0.0017834172663905232,0.0008532290833345709,0.00029248846755301067,0.38049005167959415
2020-11-10,RR,0.6163696413703553,0.0017306870436154557,0.0008281185978087516,0.00028388577006233795,0.38081833648475105
2020-11-11,RR,0.6161350101223971,0.0016794611135672675,0.0008037169526311642,0.0002755256453890541,0.38113695543260845
2020-11-12,RR,0.6159073801100654,0.0016296997696607042,0.0007800060288596146,0.0002674019028070715,0.38144618145520026
2020-11-13,RR,0.6156865474453653,0.0015813638077311635,0.0007569682446231465,0.0002595085123283363,0.3817462812565451
2020-11-14,RR,0.6154723151463356,0.0015344153444866715,0.0007345862122678432,0.00025183952950069406,0.3820375130340022
2020-11-15,RR,0.615264489635633,0.0014888171644245082,0.0007128426418201532,0.0002443890557608588,0.38232013076895455
2020-11-16,RR,0.6150628843546949,0.0014445332397036237,0.0006917206327685333,0.00023715133310650452,0.38259437970631943
2020-11-17,RR,0.6148673174005456,0.0014015281278068007,0.000671203769916713,0.00023012075479864028,0.3828604992135252
2020-11-18,RR,0.6146776109025343,0.0013597672164508852,0.0006512756945333407,0.00022329175195594768,0.3831187237011186
2020-11-19,RR,0.6144935934965843,0.001319217052755953,0.0006319203421185917,0.0002166588687859404,0.3833692795063482
2020-11-20,RR,0.614315097460346,0.0012798445746104445,0.0006131222337807965,0.00021021682157779733,0.3836123881762779
2020-11-21,RR,0.6141419593741126,0.0012416172853104068,0.0005948664129410097,0.00020396048610467416,0.38384826570812425
2020-11-22,RR,0.6139740229880198,0.001204504011182356,0.0005771381707437077,0.00019788484297219983,0.3840771192536748
2020-11-23,RR,0.613811137547874,0.0011684744627287293,0.0005599231974260564,0.00019198500745297903,0.3842991490511112
2020-11-24,RR,0.6136531527023009,0.0011334979693602455,0.0005432078654515853,0.0001862562791624743,0.38451455445031774
2020-11-25,RR,0.6134999227612266,0.0010995445373726625,0.0005269789927627697,0.00018069410052160573,0.3847235288747094
2020-11-26,RR,0.6133513077865004,0.0010665851209011384,0.0005112237821485599,0.00017529404611876678,0.3849262585309241
2020-11-27,RR,0.6132071720547606,0.0010345913762786,0.000495929792195173,0.00017005180968697155,0.3851229242336715
2020-11-28,RR,0.6130673819791822,0.0010035360282838238,0.00048108431107741237,0.0001649630428908695,0.38531370390515857
2020-11-29,RR,0.6129318086756264,0.0009733924179116838,0.00046667512977827325,0.00016002355438665114,0.3854987694888899
2020-11-30,RR,0.6128003275662561,0.0009441345722275461,0.00045269042265233165,0.00015522927907393925,0.38567828742638294
2020-12-01,RR,0.612672804925949,0.0009157336212289908,0.0004391187101978038,0.0001505761682085055,0.3858524358410086
2020-12-02,RR,0.6125491540054233,0.0008881799122904849,0.0004259431221826434,0.00014605919570358531,0.38602133303099284
2020-12-03,RR,0.6124292295816607,0.0008614416917234296,0.00041315198320368796,0.00014167417736006554,0.38618517183264506
2020-12-04,RR,0.6123129243318974,0.0008355004996924004,0.00040073110932309185,0.0001374165955766264,0.38634409673010334
2020-12-05,RR,0.6122001344236309,0.0008103313450547813,0.0003886730104995641,0.00013328361577911738,0.3864982468716286
2020-12-06,RR,0.6120907609350772,0.0007859010587892222,0.00037697873479715393,0.00012927455548447295,0.3866477539824449
2020-12-07,RR,0.6119846988270284,0.0007621934043146901,0.0003656328194433975,0.00012538460965989172,0.3867927596061465
2020-12-08,RR,0.6118818468706745,0.000739191304409153,0.0003546215194339011,0.00012160943020733852,0.386933400141868
2020-12-09,RR,0.611782108553345,0.0007168750359285778,0.00034393463726579716,0.00011794558222196519,0.38706980545783154
2020-12-10,RR,0.6116853917355034,0.0006952228440674442,0.0003335648999728692,0.00011439038690546014,0.3872020994001436
2020-12-11,RR,0.6115916061161348,0.0006742152291472268,0.00032350353818171674,0.0001109408134590723,0.3873304035696699
2020-12-12,RR,0.6115006635518675,0.000653833979986804,0.00031374122064016275,0.00010759371220026487,0.3874548368018981
2020-12-13,RR,0.6114124785370516,0.0006340611981187927,0.00030426904041050163,0.0001043460608787148,0.38757551443013316
2020-12-14,RR,0.6113269682316701,0.0006148790798579354,0.00029507871635288705,0.0001011950144444386,0.3876925482242674
2020-12-15,RR,0.6112440526162879,0.0005962703188097375,0.0002861622860045425,9.813783122361568e-05,0.38780604621426706
2020-12-16,RR,0.6111636547554974,0.0005782184100022661,0.0002775119141200096,9.517182864709593e-05,0.38791611235832607
2020-12-17,RR,0.6110856969870001,0.0005607066716785098,0.00026911972538311757,9.229430776304782e-05,0.3880228515747681
2020-12-18,RR,0.6110101066965328,0.0005437195310207407,0.0002609782406372168,8.950271258447087e-05,0.38812636208581774
2020-12-19,RR,0.6109368125920236,0.0005272417076642622,0.0002530800825482233,8.679452409049051e-05,0.38822674036026633
2020-12-20,RR,0.6108657444996034,0.0005112580923505167,0.00024541803355583304,8.416727290094022e-05,0.38832408136818225
2020-12-21,RR,0.610796836908328,0.0004957544737819493,0.0002379853641242238,8.161865216997299e-05,0.3884184738681888
2020-12-22,RR,0.610730023737002,0.00048071653033115243,0.00023077528969551515,7.914633656585567e-05,0.38851000737299834
2020-12-23,RR,0.6106652409767268,0.0004661303388157983,0.00022378124828232777,7.674807468658894e-05,0.38859876862808135
2020-12-24,RR,0.6106024285098595,0.00045198272647901,0.00021699709399167943,7.442175350234098e-05,0.3886848391827605
2020-12-25,RR,0.6105415259974382,0.00043826056989783633,0.00021041659225312588,7.21652368222633e-05,0.38876830087018155
2020-12-26,RR,0.6104824758058737,0.00042495128508504234,0.00020403378527284258,6.997648171541274e-05,0.38884923190864595
2020-12-27,RR,0.6104252217908667,0.0004120425610476944,0.00019784288455037104,6.785350057172496e-05,0.38892770852955644
2020-12-28,RR,0.6103697103946996,0.0003995226002017949,0.0001918383678625924,6.579439533504537e-05,0.389003803508494
2020-12-29,RR,0.6103158896248203,0.00038737996260560886,0.00018601484595707086,6.379731549462183e-05,0.3890775875177153
2020-12-30,RR,0.6102637064144123,0.0003756031634446216,0.00018036671807570767,6.18603495313576e-05,0.38914913262112893
2020-12-31,RR,0.6102131114528212,0.00036418140967512557,0.00017488880238159343,5.998172358224176e-05,0.3892185058781328
2020-02-25,SP,0.9999995176859414,4.5925975278769956e-07,1.8958258333253498e-07,2.9273147521885585e-07,0.0
2020-02-26,SP,0.9999990443785443,7.826291663525625e-07,2.3316983894212654e-07,2.601512928644377e-07,1.389309104161634e-07
2020-02-27,SP,0.9999985792073632,1.0301696614419827e-06,3.0689425110098304e-07,2.5288794627176057e-07,2.9010053072255553e-07
2020-02-28,SP,0.9999980838908162,1.2521444222126045e-06,3.9555009531837877e-07,2.616059354717179e-07,4.6606848348924315e-07
2020-02-29,SP,0.9999975350755419,1.474604070818367e-06,4.9373974953366e-07,2.818269012597911e-07,6.740134892303988e-07
2020-03-01,SP,0.9999969141464438,1.7143143161120945e-06,5.999865203896165e-07,3.111546927817665e-07,9.196577796389836e-07
2020-03-02,SP,0.9999962055816125,1.9813291886645664e-06,7.156086314496891e-07,3.4879273218980785e-07,1.2079475878772683e-06
2020-03-03,SP,0.9999953939446963,2.283534963724022e-06,8.428813399210479e-07,3.946851127740072e-07,1.544213639960704e-06
2020-03-04,SP,0.9999944614003274,2.6287513370174435e-06,9.847158981347987e-07,4.492854448554646e-07,1.9351067452775804e-06
2020-03-05,SP,0.9999933871359835,3.0251844302870242e-06,1.144625827472952e-06,5.135101668613302e-07,2.3888033445536594e-06
2020-03-06,SP,0.9999921539305504,3.479487873930456e-06,1.3253445966525504e-06,5.882171574772565e-07,2.9122795742680934e-06
2020-03-07,SP,0.9999907524806105,3.995407204030998e-06,1.528433895165444e-06,6.737833182647183e-07,3.509154724703746e-06
2020-03-08,SP,0.9999891043866346,4.6023639089605575e-06,1.765631429603941e-06,7.746602738015526e-07,4.212217505787603e-06
2020-03-09,SP,0.9999872350332705,5.290794367236993e-06,2.033119017016798e-06,8.894273156605988e-07,5.010885782391406e-06
2020-03-10,SP,0.9999850913313016,6.080337854835126e-06,2.3387084872052553e-06,1.0212563852343704e-06,5.9276257239059916e-06
2020-03-11,SP,0.9999826264110034,6.988372746684468e-06,2.6893156099232494e-06,1.172925720132662e-06,6.982234672604654e-06
2020-03-12,SP,0.9999797906125764,8.033203195615696e-06,3.092184516091842e-06,1.347446008371601e-06,8.195813456429781e-06
2020-03-13,SP,0.9999765248327018,9.236395942066752e-06,3.5557781786475454e-06,1.5485332145538967e-06,9.593719715721917e-06
2020-03-14,SP,0.9999727749608882,1.0617796376346375e-05,4.087918074685535e-06,1.7795281653392747e-06,1.119905624818442e-05
2020-03-15,SP,0.9999684629038719,1.2205919209534628e-05,4.699831853885456e-06,2.045321999774512e-06,1.3045282817734717e-05
2020-03-16,SP,0.9999635021486263,1.4032321711513595e-05,5.403942157573735e-06,2.3513507781374243e-06,1.5169496479253537e-05
2020-03-17,SP,0.9999578111255025,1.612682299809223e-05,6.21196466975923e-06,2.702710096397603e-06,1.7606636485916768e-05
2020-03-18,SP,0.9999512610928557,1.8536780554075954e-05,7.14225529780563e-06,3.107338681153866e-06,2.041179236399002e-05
2020-03-19,SP,0.9999437320353375,2.130630746026187e-05,8.211941581303493e-06,3.5726493113293105e-06,2.363632606240293e-05
2020-03-20,SP,0.9999350943661363,2.4483349389344976e-05,9.439277148917115e-06,4.1065570098169955e-06,2.7335710068496472e-05
2020-03-21,SP,0.9999251612567145,2.8138074284516412e-05,1.0849814171579653e-05,4.720170730362153e-06,3.158994385182741e-05
2020-03-22,SP,0.9999137431029057,3.234095767379984e-05,1.2469973483755892e-05,5.424985945382406e-06,3.6480239744211106e-05
2020-03-23,SP,0.9999006148607572,3.717466922275868e-05,1.4331740394319917e-05,6.23494617222085e-06,4.210304320633581e-05
2020-03-24,SP,0.9998855269134304,4.273036311221302e-05,1.6471020648657557e-05,7.165664496739126e-06,4.856529806482191e-05
2020-03-25,SP,0.9998681870763519,4.9113927915377676e-05,1.8930436346756812e-05,8.23564683984235e-06,5.5992172298940633e-05
2020-03-26,SP,0.9998482563261898,5.644946820474948e-05,2.1758547955757633e-05,9.465999987279973e-06,6.452891741526328e-05
2020-03-27,SP,0.9998253560889689,6.487600907895472e-05,2.5009262777607387e-05,1.0880161100770567e-05,7.433773782646115e-05
2020-03-28,SP,0.9997990277721168,7.456339825735103e-05,2.874681059760313e-05,1.250610098017201e-05,8.561517780081004e-05
2020-03-29,SP,0.9997687827765938,8.569317917829599e-05,3.303919502431509e-05,1.4373450264477776e-05,9.857065869181871e-05
2020-03-30,SP,0.999739576795302,9.318801074321151e-05,3.7798294820263945e-05,1.644710410366094e-05,0.00011344905478370733
2020-03-31,SP,0.9997155723882254,9.478422840084477e-05,4.172929387260284e-05,1.8184904107351672e-05,0.00013018844514659064
2020-04-01,SP,0.9996893930453076,9.79660242147941e-05,4.5013210049177674e-05,1.9653844028686558e-05,0.00014843313615260764
2020-04-02,SP,0.9996613021902729,0.00010216955408449602,4.799587503494863e-05,2.099446805164813e-05,0.00016799717230880394
2020-04-03,SP,0.999631417062691,0.0001070739541561788,5.087938580358616e-05,2.229008763164899e-05,0.00018879876947037905
2020-04-04,SP,0.9995997630128768,0.00011250879287484204,5.377747919129278e-05,2.358863086130624e-05,0.00021082134394865206
2020-04-05,SP,0.9995663105372105,0.00011839015882110772,5.675389442362454e-05,2.4917768168886003e-05,0.00023408690112883065
2020-04-06,SP,0.9995309969116256,0.00012467289174866635,5.985210499888233e-05,2.6296816369465823e-05,0.0002586405350102265
2020-04-07,SP,0.999493747265259,0.00013134446401809072,6.309549746024126e-05,2.7736543725635452e-05,0.0002845354892899097
2020-04-08,SP,0.9994544717159486,0.00013840267125829405,6.650348326334762e-05,2.924602341339234e-05,0.00031183536586913045
2020-04-09,SP,0.9994130822013798,0.0001458532821341003,7.008981958319e-05,3.0831742254677044e-05,0.00034060221440105135
2020-04-10,SP,0.9993694571799617,0.0001537104669715526,7.386933549748988e-05,3.250077929810414e-05,0.00037092149802390165
2020-04-11,SP,0.9993234731725034,0.0001619932526343054,7.785414125750671e-05,3.4258892783829066e-05,0.00040287980057382135
2020-04-12,SP,0.9992750088248917,0.0001707239879487638,8.205378504520204e-05,3.611061662516527e-05,0.00043656204524179695
2020-04-13,SP,0.9992238647639767,0.00017993994636401683,8.648384945159318e-05,3.8063154209896905e-05,0.00047210754575045696
2020-04-14,SP,0.9991700917154394,0.00018963374455642956,9.113883263152503e-05,4.0114075309190276e-05,0.0005094808918162248
2020-04-15,SP,0.9991133528591679,0.0001998599895150361,9.605118788217688e-05,4.22779267367597e-05,0.0005489172964508116
2020-04-16,SP,0.9990535616532635,0.00021063276316843113,0.00010122933972970138,4.455838846501765e-05,0.0005904771151260128
2020-04-17,SP,0.9989905412285304,0.00022198554214429203,0.00010668699138107271,4.6961649195068966e-05,0.0006342838485019135
2020-04-18,SP,0.9989241475400265,0.0002339440947669994,0.00011243641142849465,4.949315820872027e-05,0.0006804380553220047
2020-04-19,SP,0.9988541735315292,0.0002465457147339899,0.00011849504540138999,5.2160683729675506e-05,0.000729084284358496
2020-04-20,SP,0.9987804242411084,0.000259824966783277,0.0001248797227000737,5.497166365617775e-05,0.0007803586655047871
2020-04-21,SP,0.9987027065521361,0.00027381591344312784,0.00013160724179213913,5.793350527147942e-05,0.0008343960471097721
2020-04-22,SP,0.998620809975831,0.0002885557668795139,0.00013869582659701348,6.105424253525348e-05,0.0008913434479097963
2020-04-23,SP,0.9985345073053108,0.00030408458823469824,0.00014616520366978614,6.434255153568526e-05,0.0009513596110017449
2020-04-24,SP,0.9984435679098961,0.0003204433018960343,0.00015403517622652937,6.780716106004433e-05,0.0010146057106739687
2020-04-25,SP,0.9983477419747433,0.0003376765246829997,0.00016232692224889435,7.14574175409111e-05,0.0010812564205365065
2020-04-26,SP,0.998246773164404,0.00035583006242731106,0.00017106213131514282,7.530289420208177e-05,0.0011514910074040777
2020-04-27,SP,0.9981403860188282,0.00037495293277119254,0.0001802641783679534,7.935389976026727e-05,0.0012255022300251036
2020-04-28,SP,0.9980282897515249,0.00039509704631067964,0.00018995757492467472,8.362125092334303e-05,0.0013034936360690472
2020-04-29,SP,0.997910177695861,0.0004163170519983027,0.0002001681813679146,8.81163564322991e-05,0.0013856799740930843
2020-04-30,SP,0.9977857322474593,0.0004386687389583382,0.00021092327912726765,9.285122174690564e-05,0.0014722837724608375
2020-05-01,SP,0.9976546158164099,0.0004622115763860545,0.00022225169337619798,9.783853825799114e-05,0.0015635416353224879
2020-05-02,SP,0.9975164735795192,0.0004870075878319151,0.00023418397330685412,0.00010309174337650443,0.0016597023757180627
2020-05-03,SP,0.9973709343332705,0.0005131206852526131,0.0002467526433947825,0.0001086251174822087,0.0017610264803524563
2020-05-04,SP,0.9972176095050894,0.0005406177296362898,0.00025999173418491447,0.00011445360020869574,0.0018677866906331281
2020-05-05,SP,0.9970560877584814,0.0005695699758032447,0.00027393675495235406,0.00012059280434338027,0.0019802719661721167
2020-05-06,SP,0.996885934080431,0.0006000533533264212,0.00028862466777765193,0.0001270590096321703,0.0020987881485852156
2020-05-07,SP,0.9967066959008619,0.0006321466666558405,0.0003040939950811961,0.0001338691785309822,0.0022236535186224535
2020-05-08,SP,0.9965178873062429,0.0006659457451745713,0.0003203776800212127,0.0001410382222720701,0.002355210306041663
2020-05-09,SP,0.9963190081198594,0.0007015305731723426,0.00033752304103442504,0.00014858673129406199,0.002493810794392109
2020-05-10,SP,0.9961095312984137,0.0007389902533333613,0.00035557623193364565,0.00015653495408205438,0.0026398265219895827
2020-05-11,SP,0.9958888996152355,0.0007784227340878015,0.0003745830705384264,0.00016490312923885,0.002793650710651796
2020-05-12,SP,0.9956565301754083,0.0008199270974210493,0.0003945936920735892,0.00017371328875491989,0.0029556950060946187
2020-05-13,SP,0.9954118091933566,0.0008636104110945028,0.00041565860585628274,0.00018298773478557198,0.0031263933146595518
2020-05-14,SP,0.9951540927656057,0.0009095830650404123,0.0004378318814891368,0.00019275028354933228,0.0033062012640679454
2020-05-15,SP,0.9948827045959195,0.0009579603570602291,0.00046117041577559137,0.00020302598691757998,0.003495597904079618
2020-05-16,SP,0.9945969348900842,0.0010088635580158152,0.00048573334115287295,0.0002138409047468982,0.0036950865657528024
2020-05-17,SP,0.9942960384118268,0.0010624195195552957,0.0005115826433189171,0.0002252223538733456,0.003905196331178176
2020-05-18,SP,0.9939792332887427,0.00111876069146558,0.0005387833297746328,0.00023719897814593856,0.0041264829716237215
2020-05-19,SP,0.9936456992250693,0.0011780255537285108,0.0005674033921306396,0.00024980073972216763,0.0043595303491020575
2020-05-20,SP,0.993294575463094,0.0012403588844755755,0.0005975139404516308,0.0002630589786351151,0.004604951993096316
2020-05-21,SP,0.9929249630782251,0.0013059114214993295,0.0006291890632859943,0.00027700635007811054,0.004863389346664033
2020-05-22,SP,0.992535916674568,0.001374840726592139,0.0006625064316518078,0.0002916770900688632,0.0051355183368717704
2020-05-23,SP,0.9921264426162769,0.001447311730245274,0.0006975474588616066,0.0003071070867994802,0.005422050367569319
2020-05-24,SP,0.9916955008915995,0.00152349615327057,0.000734397081575764,0.0003233337829429801,0.005723731350363744
2020-05-25,SP,0.9912420064857894,0.0016035720604608119,0.000773143607080314,0.0003403961074528904,0.0060413409989691705
2020-05-26,SP,0.9907648254779433,0.0016877247770147922,0.0008138791073861121,0.0003583346505988009,0.0063756952468096055
2020-05-27,SP,0.9903359211818382,0.0017075444761071325,0.0008536581666987355,0.0003759239751487549,0.006727411459959482
2020-05-28,SP,0.9899508730183256,0.0016874363173234104,0.0008806310930249472,0.00038817428857265625,0.007093344542505838
2020-05-29,SP,0.989555863138112,0.0016803904610509838,0.0008987961813671172,0.00039666954303190513,0.007468739936190474
2020-05-30,SP,0.9891538631709859,0.0016810189545734804,0.0009118814125582418,0.00040293359527136574,0.00785076212636356
2020-05-31,SP,0.9887466214134024,0.0016861542062573992,0.0009220523196608734,0.000407867704865116,0.008237763615566574
2020-06-01,SP,0.9883351709916641,0.001693927308384355,0.0009305667561476497,0.00041200748895286386,0.008628786714603362
2020-06-02,SP,0.9879201161746448,0.001703248674050937,0.0009381425098717993,0.0004156680571970821,0.009023283843987711
2020-06-03,SP,0.987501820062749,0.0017134675121840378,0.0009451971975390749,0.0004190394543558472,0.009420935032924349
2020-06-04,SP,0.9870804968692719,0.0017242043781771688,0.0009519650278676787,0.00042223386086255013,0.009821559123572974
2020-06-05,SP,0.9866562745673935,0.0017352374929704099,0.0009585758121173037,0.00042531771230708694,0.01022505367496399
2020-06-06,SP,0.9862292338670116,0.0017464319251969849,0.0009651033928899901,0.0004283318939016502,0.010631358180752063
2020-06-07,SP,0.9857994299153995,0.0017577022245712894,0.0009715892960795915,0.0004313025677560399,0.011040435255945873
2020-06-08,SP,0.985366882981621,0.0017690193113308876,0.000978045607100955,0.0004342387562669697,0.011452272603432373
2020-06-09,SP,0.9849316303405509,0.0017803379668018368,0.0009844872313059042,0.0004371542245116983,0.01186684949658197
2020-06-10,SP,0.9844936845647809,0.0017916476869467967,0.0009909155420347157,0.0004400519096042584,0.012284159556385548
2020-06-11,SP,0.9840530622347125,0.001802935180972642,0.000997332233502773,0.00044293544769974955,0.012704194162864661
2020-06-12,SP,0.9836097783186698,0.0018141915896923006,0.0010037369297724143,0.00044580693559811556,0.013126945486019649
2020-06-13,SP,0.9831638456856332,0.0018254119041579203,0.001010127782583789,0.00044866719248044817,0.013552406694896782
2020-06-14,SP,0.9827152776570605,0.0018365920414783689,0.0010165026807141527,0.00045151660605360845,0.013980570274445533
2020-06-15,SP,0.9822640878159392,0.0018477285979550727,0.0010228595555343092,0.00045435523689726237,0.014411428053426269
2020-06-16,SP,0.9818102919381454,0.0018588183120678535,0.0010291961899396584,0.0004571828609493067,0.014844969958649892
2020-06-17,SP,0.9813539003206275,0.001869859200984774,0.0010355112208628994,0.000459999275231409,0.01528118924204551
2020-06-18,SP,0.98089493124692,0.001880847933495113,0.0010418024739777638,0.0004628040622446335,0.015720073543114683
2020-06-19,SP,0.980433395365676,0.0018917827215956385,0.0010480687976083057,0.0004655969307561335,0.016161615444116106
2020-06-20,SP,0.9799693137778391,0.0019026601597420475,0.0010543080139522102,0.0004683772611370278,0.01660580004708177
2020-06-21,SP,0.9795026929702845,0.0019134794539151304,0.0010605196783093278,0.0004711448289996268,0.017052622328243686
2020-06-22,SP,0.9790335553787217,0.0019242372523256665,0.0010667017143725472,0.00047389893943947017,0.017502065974892806
2020-06-23,SP,0.9785619211484914,0.0019349304814736308,0.0010728522010163776,0.0004766389770546031,0.017954116451716216
2020-06-24,SP,0.9780878097259802,0.001945556348048014,0.0010789694332572325,0.00047936434562994776,0.018408759406836776
2020-06-25,SP,0.9776112383051219,0.001956112961677107,0.0010850524026521104,0.00048207451078220514,0.01886598107951896
2020-06-26,SP,0.9771322253312466,0.001966597930342637,0.0010910997137805116,0.0004847689037761554,0.019325767380606318
2020-06-27,SP,0.9766507894388368,0.0019770088099620915,0.0010971099304452495,0.0004874469499872378,0.019788104130520817
2020-06-28,SP,0.9761669519101986,0.0019873433048243684,0.0011030816996646558,0.0004901079666196928,0.02025297437844485
2020-06-29,SP,0.975680734250445,0.0019975991317033965,0.0011090136754594096,0.0004927512617754643,0.02072036094036894
2020-06-30,SP,0.9751921569836536,0.0020077739524005716,0.0011149044810183225,0.0004953761836345992,0.021190247659045126
2020-07-01,SP,0.9747012415418976,0.0020178654353876792,0.0011207526874765505,0.0004979820853334705,0.021662617509656798
2020-07-02,SP,0.9742080123039842,0.002027871270784029,0.0011265566970386305,0.0005005683360933023,0.022137450651851923
2020-07-03,SP,0.9737124920164034,0.0020377891367174784,0.0011323150054867118,0.0005031342962252586,0.022614728804919253
2020-07-04,SP,0.973214703289697,0.0020476167024523805,0.0011380261218730983,0.0005056793277633611,0.023094433817966366
2020-07-05,SP,0.972714671242615,0.0020573512177287034,0.0011436887164176265,0.0005082029436926383,0.02357654513929816
2020-07-06,SP,0.972212421692827,0.0020669898153848204,0.0011493015042498998,0.0005107046990610218,0.024061041548229408
2020-07-07,SP,0.9717079801981081,0.002076529735857803,0.0011548632743239168,0.0005131840885472223,0.024547901962915057
2020-07-08,SP,0.9712013736280516,0.002085968160489425,0.0011603731261940595,0.0005156405739597447,0.02503710377105728
2020-07-09,SP,0.970692628362918,0.002095302350809308,0.0011658299852085698,0.0005180736171912848,0.02552862494362492
2020-07-10,SP,0.9701817719906529,0.002104530286769806,0.0011712322871459166,0.0005204824880221483,0.02602244220716126
2020-07-11,SP,0.9696688320117449,0.002113649897934993,0.0011765785015942628,0.0005228664698018635,0.0265185323786761
2020-07-12,SP,0.9691538505661699,0.0021226582901070047,0.001181866103514907,0.000525224480351205,0.027016859819609166
2020-07-13,SP,0.9686368150573195,0.0021315564711190185,0.0011870957639051219,0.0005275568357730224,0.02751743513163546
2020-07-14,SP,0.9681177968668021,0.0021403395881583343,0.0011922632455722223,0.0005298617547840175,0.02802019780443543
2020-07-15,SP,0.9675968132910416,0.0021490057112693215,0.0011973683442172397,0.0005321391311812824,0.028525132782042557
2020-07-16,SP,0.9670738918917258,0.0021575519679324063,0.0012024105421176068,0.0005343886624024805,0.029032216195573776
2020-07-17,SP,0.9665490695495468,0.002165975572167146,0.0012073883377812346,0.0005366096660674834,0.02954141613418943
