reproductionNumber,reproductionNumberLow,reproductionNumberHigh,date,city,ibgeID
1.12,0.6900000000000001,1.51,2020-07-01,São José do Rio Preto/SP,3549805
1.1500000000000001,0.71,1.53,2020-07-02,São José do Rio Preto/SP,3549805
1.1300000000000001,0.7000000000000001,1.51,2020-07-03,São José do Rio Preto/SP,3549805
1.09,0.65,1.46,2020-07-04,São José do Rio Preto/SP,3549805
1.06,0.62,1.43,2020-07-05,São José do Rio Preto/SP,3549805
1.1400000000000001,0.72,1.52,2020-07-06,São José do Rio Preto/SP,3549805
1.26,0.84,1.6300000000000001,2020-07-07,São José do Rio Preto/SP,3549805
1.42,1.01,1.78,2020-07-08,São José do Rio Preto/SP,3549805
1.41,1.02,1.76,2020-07-09,São José do Rio Preto/SP,3549805
1.33,0.9500000000000001,1.67,2020-07-10,São José do Rio Preto/SP,3549805
1.19,0.81,1.52,2020-07-11,São José do Rio Preto/SP,3549805
1.06,0.68,1.3900000000000001,2020-07-12,São José do Rio Preto/SP,3549805
1.09,0.6900000000000001,1.41,2020-07-13,São José do Rio Preto/SP,3549805
1.2,0.8200000000000001,1.53,2020-07-14,São José do Rio Preto/SP,3549805
1.25,0.88,1.58,2020-07-15,São José do Rio Preto/SP,3549805
1.2,0.8300000000000001,1.52,2020-07-16,São José do Rio Preto/SP,3549805
1.0,0.62,1.31,2020-07-17,São José do Rio Preto/SP,3549805
0.84,0.46,1.16,2020-07-18,São José do Rio Preto/SP,3549805
0.93,0.56,1.27,2020-07-19,São José do Rio Preto/SP,3549805
1.11,0.73,1.44,2020-07-20,São José do Rio Preto/SP,3549805
1.3900000000000001,1.04,1.73,2020-07-21,São José do Rio Preto/SP,3549805
1.54,1.2,1.86,2020-07-22,São José do Rio Preto/SP,3549805
1.43,1.1,1.73,2020-07-23,São José do Rio Preto/SP,3549805
1.21,0.88,1.5,2020-07-24,São José do Rio Preto/SP,3549805
0.97,0.63,1.26,2020-07-25,São José do Rio Preto/SP,3549805
0.88,0.53,1.17,2020-07-26,São José do Rio Preto/SP,3549805
0.97,0.62,1.27,2020-07-27,São José do Rio Preto/SP,3549805
1.07,0.72,1.37,2020-07-28,São José do Rio Preto/SP,3549805
1.11,0.78,1.42,2020-07-29,São José do Rio Preto/SP,3549805
1.07,0.72,1.36,2020-07-30,São José do Rio Preto/SP,3549805
0.92,0.58,1.22,2020-07-31,São José do Rio Preto/SP,3549805
0.8200000000000001,0.47000000000000003,1.12,2020-08-01,São José do Rio Preto/SP,3549805
0.78,0.43,1.09,2020-08-02,São José do Rio Preto/SP,3549805
0.96,0.6,1.27,2020-08-03,São José do Rio Preto/SP,3549805
1.29,0.93,1.59,2020-08-04,São José do Rio Preto/SP,3549805
1.55,1.21,1.84,2020-08-05,São José do Rio Preto/SP,3549805
1.6,1.29,1.8800000000000001,2020-08-06,São José do Rio Preto/SP,3549805
1.43,1.12,1.69,2020-08-07,São José do Rio Preto/SP,3549805
1.11,0.8200000000000001,1.3800000000000001,2020-08-08,São José do Rio Preto/SP,3549805
0.84,0.52,1.1,2020-08-09,São José do Rio Preto/SP,3549805
0.64,0.32,0.92,2020-08-10,São José do Rio Preto/SP,3549805
0.64,0.31,0.93,2020-08-11,São José do Rio Preto/SP,3549805
0.8300000000000001,0.48,1.12,2020-08-12,São José do Rio Preto/SP,3549805
1.0,0.65,1.29,2020-08-13,São José do Rio Preto/SP,3549805
1.01,0.68,1.31,2020-08-14,São José do Rio Preto/SP,3549805
0.87,0.53,1.16,2020-08-15,São José do Rio Preto/SP,3549805
0.6900000000000001,0.35000000000000003,0.99,2020-08-16,São José do Rio Preto/SP,3549805
0.68,0.32,0.98,2020-08-17,São José do Rio Preto/SP,3549805
0.74,0.39,1.06,2020-08-18,São José do Rio Preto/SP,3549805
0.99,0.62,1.3,2020-08-19,São José do Rio Preto/SP,3549805
1.19,0.84,1.5,2020-08-20,São José do Rio Preto/SP,3549805
1.17,0.8200000000000001,1.47,2020-08-21,São José do Rio Preto/SP,3549805
1.02,0.68,1.32,2020-08-22,São José do Rio Preto/SP,3549805
0.92,0.58,1.22,2020-08-23,São José do Rio Preto/SP,3549805
0.8300000000000001,0.49,1.1400000000000001,2020-08-24,São José do Rio Preto/SP,3549805
0.89,0.54,1.2,2020-08-25,São José do Rio Preto/SP,3549805
0.93,0.5700000000000001,1.24,2020-08-26,São José do Rio Preto/SP,3549805
3.0,0.65,7.86,2020-05-18,São José dos Campos/SP,3549904
2.2,0.88,3.5700000000000003,2020-05-19,São José dos Campos/SP,3549904
2.02,0.9500000000000001,3.02,2020-05-20,São José dos Campos/SP,3549904
1.74,0.86,2.58,2020-05-21,São José dos Campos/SP,3549904
1.5,0.73,2.25,2020-05-22,São José dos Campos/SP,3549904
1.27,0.54,1.95,2020-05-23,São José dos Campos/SP,3549904
1.12,0.41000000000000003,1.76,2020-05-24,São José dos Campos/SP,3549904
1.1300000000000001,0.45,1.77,2020-05-25,São José dos Campos/SP,3549904
1.18,0.51,1.81,2020-05-26,São José dos Campos/SP,3549904
1.3,0.65,1.92,2020-05-27,São José dos Campos/SP,3549904
1.34,0.6900000000000001,1.92,2020-05-28,São José dos Campos/SP,3549904
1.27,0.65,1.84,2020-05-29,São José dos Campos/SP,3549904
1.22,0.59,1.76,2020-05-30,São José dos Campos/SP,3549904
1.1400000000000001,0.54,1.69,2020-05-31,São José dos Campos/SP,3549904
1.1400000000000001,0.55,1.69,2020-06-01,São José dos Campos/SP,3549904
1.2,0.61,1.74,2020-06-02,São José dos Campos/SP,3549904
1.22,0.66,1.77,2020-06-03,São José dos Campos/SP,3549904
1.22,0.64,1.74,2020-06-04,São José dos Campos/SP,3549904
1.16,0.6,1.68,2020-06-05,São José dos Campos/SP,3549904
1.1,0.52,1.6,2020-06-06,São José dos Campos/SP,3549904
1.1,0.55,1.62,2020-06-07,São José dos Campos/SP,3549904
1.18,0.6,1.67,2020-06-08,São José dos Campos/SP,3549904
1.25,0.7000000000000001,1.75,2020-06-09,São José dos Campos/SP,3549904
1.27,0.73,1.76,2020-06-10,São José dos Campos/SP,3549904
1.2,0.68,1.69,2020-06-11,São José dos Campos/SP,3549904
1.08,0.54,1.55,2020-06-12,São José dos Campos/SP,3549904
1.03,0.5,1.51,2020-06-13,São José dos Campos/SP,3549904
1.0,0.45,1.47,2020-06-14,São José dos Campos/SP,3549904
1.0,0.47000000000000003,1.49,2020-06-15,São José dos Campos/SP,3549904
1.29,0.75,1.77,2020-06-16,São José dos Campos/SP,3549904
1.41,0.87,1.86,2020-06-17,São José dos Campos/SP,3549904
1.47,0.96,1.9100000000000001,2020-06-18,São José dos Campos/SP,3549904
1.42,0.9400000000000001,1.85,2020-06-19,São José dos Campos/SP,3549904
1.28,0.81,1.7,2020-06-20,São José dos Campos/SP,3549904
1.19,0.72,1.6,2020-06-21,São José dos Campos/SP,3549904
1.1500000000000001,0.67,1.55,2020-06-22,São José dos Campos/SP,3549904
1.09,0.62,1.5,2020-06-23,São José dos Campos/SP,3549904
1.2,0.76,1.6300000000000001,2020-06-24,São José dos Campos/SP,3549904
1.26,0.81,1.67,2020-06-25,São José dos Campos/SP,3549904
1.25,0.79,1.6400000000000001,2020-06-26,São José dos Campos/SP,3549904
1.17,0.72,1.56,2020-06-27,São José dos Campos/SP,3549904
1.11,0.67,1.5,2020-06-28,São José dos Campos/SP,3549904
1.04,0.6,1.43,2020-06-29,São José dos Campos/SP,3549904
1.01,0.56,1.4000000000000001,2020-06-30,São José dos Campos/SP,3549904
0.97,0.53,1.37,2020-07-01,São José dos Campos/SP,3549904
1.03,0.58,1.43,2020-07-02,São José dos Campos/SP,3549904
1.05,0.59,1.44,2020-07-03,São José dos Campos/SP,3549904
1.07,0.63,1.47,2020-07-04,São José dos Campos/SP,3549904
1.04,0.59,1.43,2020-07-05,São José dos Campos/SP,3549904
1.01,0.56,1.4000000000000001,2020-07-06,São José dos Campos/SP,3549904
0.97,0.53,1.37,2020-07-07,São José dos Campos/SP,3549904
1.01,0.58,1.42,2020-07-08,São José dos Campos/SP,3549904
1.01,0.5700000000000001,1.41,2020-07-09,São José dos Campos/SP,3549904
1.03,0.6,1.44,2020-07-10,São José dos Campos/SP,3549904
1.01,0.5700000000000001,1.41,2020-07-11,São José dos Campos/SP,3549904
0.97,0.53,1.37,2020-07-12,São José dos Campos/SP,3549904
0.96,0.5,1.35,2020-07-13,São José dos Campos/SP,3549904
0.96,0.5,1.35,2020-07-14,São José dos Campos/SP,3549904
0.97,0.53,1.3800000000000001,2020-07-15,São José dos Campos/SP,3549904
0.9500000000000001,0.51,1.36,2020-07-16,São José dos Campos/SP,3549904
0.88,0.43,1.29,2020-07-17,São José dos Campos/SP,3549904
0.76,0.31,1.18,2020-07-18,São José dos Campos/SP,3549904
0.93,0.45,1.34,2020-07-19,São José dos Campos/SP,3549904
1.26,0.79,1.67,2020-07-20,São José dos Campos/SP,3549904
1.6600000000000001,1.24,2.07,2020-07-21,São José dos Campos/SP,3549904
1.87,1.46,2.23,2020-07-22,São José dos Campos/SP,3549904
1.77,1.41,2.12,2020-07-23,São José dos Campos/SP,3549904
1.48,1.12,1.8,2020-07-24,São José dos Campos/SP,3549904
1.1300000000000001,0.76,1.44,2020-07-25,São José dos Campos/SP,3549904
0.88,0.51,1.2,2020-07-26,São José dos Campos/SP,3549904
0.76,0.37,1.09,2020-07-27,São José dos Campos/SP,3549904
0.88,0.48,1.22,2020-07-28,São José dos Campos/SP,3549904
1.03,0.64,1.3800000000000001,2020-07-29,São José dos Campos/SP,3549904
1.1500000000000001,0.78,1.51,2020-07-30,São José dos Campos/SP,3549904
1.1,0.73,1.45,2020-07-31,São José dos Campos/SP,3549904
1.03,0.65,1.37,2020-08-01,São José dos Campos/SP,3549904
0.88,0.48,1.21,2020-08-02,São José dos Campos/SP,3549904
0.98,0.6,1.33,2020-08-03,São José dos Campos/SP,3549904
1.07,0.6900000000000001,1.42,2020-08-04,São José dos Campos/SP,3549904
1.29,0.9,1.62,2020-08-05,São José dos Campos/SP,3549904
1.36,0.98,1.68,2020-08-06,São José dos Campos/SP,3549904
1.27,0.9,1.58,2020-08-07,São José dos Campos/SP,3549904
1.08,0.72,1.3900000000000001,2020-08-08,São José dos Campos/SP,3549904
0.9400000000000001,0.5700000000000001,1.25,2020-08-09,São José dos Campos/SP,3549904
0.93,0.56,1.25,2020-08-10,São José dos Campos/SP,3549904
1.07,0.7000000000000001,1.3900000000000001,2020-08-11,São José dos Campos/SP,3549904
1.26,0.89,1.57,2020-08-12,São José dos Campos/SP,3549904
1.28,0.93,1.59,2020-08-13,São José dos Campos/SP,3549904
1.17,0.8300000000000001,1.48,2020-08-14,São José dos Campos/SP,3549904
0.93,0.59,1.24,2020-08-15,São José dos Campos/SP,3549904
0.75,0.39,1.06,2020-08-16,São José dos Campos/SP,3549904
0.67,0.3,0.99,2020-08-17,São José dos Campos/SP,3549904
0.8200000000000001,0.43,1.1400000000000001,2020-08-18,São José dos Campos/SP,3549904
0.99,0.61,1.32,2020-08-19,São José dos Campos/SP,3549904
1.17,0.79,1.49,2020-08-20,São José dos Campos/SP,3549904
1.12,0.76,1.44,2020-08-21,São José dos Campos/SP,3549904
1.01,0.64,1.32,2020-08-22,São José dos Campos/SP,3549904
0.9400000000000001,0.58,1.26,2020-08-23,São José dos Campos/SP,3549904
0.9,0.53,1.22,2020-08-24,São José dos Campos/SP,3549904
0.9400000000000001,0.58,1.27,2020-08-25,São José dos Campos/SP,3549904
1.02,0.66,1.35,2020-08-26,São José dos Campos/SP,3549904
3.0,0.65,7.86,2020-07-21,São José dos Pinhais/PR,4125506
1.93,0.71,3.22,2020-07-22,São José dos Pinhais/PR,4125506
1.59,0.63,2.56,2020-07-23,São José dos Pinhais/PR,4125506
1.4000000000000001,0.55,2.22,2020-07-24,São José dos Pinhais/PR,4125506
1.23,0.47000000000000003,1.98,2020-07-25,São José dos Pinhais/PR,4125506
1.19,0.45,1.8900000000000001,2020-07-26,São José dos Pinhais/PR,4125506
1.29,0.58,1.97,2020-07-27,São José dos Pinhais/PR,4125506
1.34,0.65,1.98,2020-07-28,São José dos Pinhais/PR,4125506
1.41,0.75,2.02,2020-07-29,São José dos Pinhais/PR,4125506
1.4000000000000001,0.77,1.98,2020-07-30,São José dos Pinhais/PR,4125506
1.28,0.66,1.83,2020-07-31,São José dos Pinhais/PR,4125506
1.19,0.59,1.73,2020-08-01,São José dos Pinhais/PR,4125506
1.12,0.51,1.6400000000000001,2020-08-02,São José dos Pinhais/PR,4125506
1.02,0.45,1.57,2020-08-03,São José dos Pinhais/PR,4125506
1.0,0.41000000000000003,1.54,2020-08-04,São José dos Pinhais/PR,4125506
0.99,0.38,1.52,2020-08-05,São José dos Pinhais/PR,4125506
1.02,0.42,1.56,2020-08-06,São José dos Pinhais/PR,4125506
1.05,0.45,1.59,2020-08-07,São José dos Pinhais/PR,4125506
1.05,0.44,1.58,2020-08-08,São José dos Pinhais/PR,4125506
1.02,0.41000000000000003,1.55,2020-08-09,São José dos Pinhais/PR,4125506
1.0,0.4,1.54,2020-08-10,São José dos Pinhais/PR,4125506
0.97,0.37,1.51,2020-08-11,São José dos Pinhais/PR,4125506
0.96,0.34,1.49,2020-08-12,São José dos Pinhais/PR,4125506
0.98,0.38,1.53,2020-08-13,São José dos Pinhais/PR,4125506
1.01,0.39,1.55,2020-08-14,São José dos Pinhais/PR,4125506
1.06,0.46,1.61,2020-08-15,São José dos Pinhais/PR,4125506
1.11,0.51,1.6500000000000001,2020-08-16,São José dos Pinhais/PR,4125506
1.17,0.5700000000000001,1.7,2020-08-17,São José dos Pinhais/PR,4125506
1.26,0.7000000000000001,1.8,2020-08-18,São José dos Pinhais/PR,4125506
1.36,0.8,1.87,2020-08-19,São José dos Pinhais/PR,4125506
1.37,0.81,1.85,2020-08-20,São José dos Pinhais/PR,4125506
1.26,0.74,1.75,2020-08-21,São José dos Pinhais/PR,4125506
1.09,0.5700000000000001,1.57,2020-08-22,São José dos Pinhais/PR,4125506
0.88,0.36,1.37,2020-08-23,São José dos Pinhais/PR,4125506
0.6900000000000001,0.14,1.17,2020-08-24,São José dos Pinhais/PR,4125506
0.52,0.0,0.98,2020-08-25,São José dos Pinhais/PR,4125506
0.39,0.0,0.9,2020-08-26,São José dos Pinhais/PR,4125506
3.0,0.65,7.86,2020-06-30,São José/SC,4216602
1.97,0.77,3.34,2020-07-01,São José/SC,4216602
1.79,0.76,2.79,2020-07-02,São José/SC,4216602
1.6,0.71,2.44,2020-07-03,São José/SC,4216602
1.5,0.7000000000000001,2.25,2020-07-04,São José/SC,4216602
1.51,0.79,2.22,2020-07-05,São José/SC,4216602
1.56,0.85,2.19,2020-07-06,São José/SC,4216602
1.57,0.91,2.16,2020-07-07,São José/SC,4216602
1.61,0.99,2.16,2020-07-08,São José/SC,4216602
1.52,0.93,2.04,2020-07-09,São José/SC,4216602
1.41,0.86,1.92,2020-07-10,São José/SC,4216602
1.26,0.7000000000000001,1.74,2020-07-11,São José/SC,4216602
1.17,0.61,1.6400000000000001,2020-07-12,São José/SC,4216602
1.1,0.58,1.6,2020-07-13,São José/SC,4216602
1.09,0.54,1.57,2020-07-14,São José/SC,4216602
1.08,0.53,1.56,2020-07-15,São José/SC,4216602
1.08,0.53,1.56,2020-07-16,São José/SC,4216602
1.02,0.47000000000000003,1.5,2020-07-17,São José/SC,4216602
0.96,0.4,1.44,2020-07-18,São José/SC,4216602
0.92,0.36,1.41,2020-07-19,São José/SC,4216602
0.9400000000000001,0.38,1.44,2020-07-20,São José/SC,4216602
1.04,0.5,1.56,2020-07-21,São José/SC,4216602
1.12,0.55,1.61,2020-07-22,São José/SC,4216602
1.19,0.65,1.69,2020-07-23,São José/SC,4216602
1.24,0.71,1.73,2020-07-24,São José/SC,4216602
1.29,0.76,1.76,2020-07-25,São José/SC,4216602
1.41,0.9,1.87,2020-07-26,São José/SC,4216602
1.49,1.0,1.93,2020-07-27,São José/SC,4216602
1.44,0.96,1.86,2020-07-28,São José/SC,4216602
1.48,1.02,1.8900000000000001,2020-07-29,São José/SC,4216602
1.41,0.96,1.8,2020-07-30,São José/SC,4216602
1.35,0.92,1.74,2020-07-31,São José/SC,4216602
1.29,0.85,1.6600000000000001,2020-08-01,São José/SC,4216602
1.18,0.76,1.56,2020-08-02,São José/SC,4216602
1.08,0.66,1.46,2020-08-03,São José/SC,4216602
0.9500000000000001,0.53,1.34,2020-08-04,São José/SC,4216602
0.81,0.37,1.2,2020-08-05,São José/SC,4216602
0.8200000000000001,0.37,1.22,2020-08-06,São José/SC,4216602
0.8200000000000001,0.35000000000000003,1.22,2020-08-07,São José/SC,4216602
0.81,0.35000000000000003,1.23,2020-08-08,São José/SC,4216602
0.8300000000000001,0.34,1.24,2020-08-09,São José/SC,4216602
0.8200000000000001,0.33,1.24,2020-08-10,São José/SC,4216602
0.87,0.41000000000000003,1.32,2020-08-11,São José/SC,4216602
0.87,0.38,1.3,2020-08-12,São José/SC,4216602
0.85,0.35000000000000003,1.28,2020-08-13,São José/SC,4216602
0.8300000000000001,0.32,1.26,2020-08-14,São José/SC,4216602
0.75,0.24,1.19,2020-08-15,São José/SC,4216602
0.65,0.13,1.09,2020-08-16,São José/SC,4216602
0.64,0.13,1.11,2020-08-17,São José/SC,4216602
0.64,0.11,1.11,2020-08-18,São José/SC,4216602
0.64,0.11,1.1300000000000001,2020-08-19,São José/SC,4216602
0.63,0.06,1.1,2020-08-20,São José/SC,4216602
0.55,0.0,1.01,2020-08-21,São José/SC,4216602
0.56,0.01,1.04,2020-08-22,São José/SC,4216602
0.59,0.01,1.08,2020-08-23,São José/SC,4216602
0.62,0.03,1.1300000000000001,2020-08-24,São José/SC,4216602
0.72,0.08,1.25,2020-08-25,São José/SC,4216602
0.78,0.15,1.34,2020-08-26,São José/SC,4216602
3.0,0.65,7.86,2020-07-20,São João de Meriti/RJ,3305109
2.66,1.31,4.03,2020-07-21,São João de Meriti/RJ,3305109
2.17,1.1400000000000001,3.11,2020-07-22,São João de Meriti/RJ,3305109
1.71,0.87,2.49,2020-07-23,São João de Meriti/RJ,3305109
1.35,0.6,2.04,2020-07-24,São João de Meriti/RJ,3305109
1.1,0.39,1.74,2020-07-25,São João de Meriti/RJ,3305109
0.97,0.3,1.61,2020-07-26,São João de Meriti/RJ,3305109
0.93,0.24,1.55,2020-07-27,São João de Meriti/RJ,3305109
0.98,0.31,1.62,2020-07-28,São João de Meriti/RJ,3305109
1.09,0.41000000000000003,1.72,2020-07-29,São João de Meriti/RJ,3305109
1.1500000000000001,0.48,1.77,2020-07-30,São João de Meriti/RJ,3305109
1.11,0.44,1.71,2020-07-31,São João de Meriti/RJ,3305109
1.04,0.36,1.62,2020-08-01,São João de Meriti/RJ,3305109
0.97,0.32,1.57,2020-08-02,São João de Meriti/RJ,3305109
0.93,0.26,1.52,2020-08-03,São João de Meriti/RJ,3305109
0.92,0.24,1.51,2020-08-04,São João de Meriti/RJ,3305109
0.92,0.24,1.52,2020-08-05,São João de Meriti/RJ,3305109
1.01,0.35000000000000003,1.6300000000000001,2020-08-06,São João de Meriti/RJ,3305109
1.03,0.35000000000000003,1.6300000000000001,2020-08-07,São João de Meriti/RJ,3305109
1.03,0.36,1.6300000000000001,2020-08-08,São João de Meriti/RJ,3305109
1.01,0.33,1.6,2020-08-09,São João de Meriti/RJ,3305109
0.98,0.31,1.58,2020-08-10,São João de Meriti/RJ,3305109
0.9400000000000001,0.27,1.54,2020-08-11,São João de Meriti/RJ,3305109
0.89,0.24,1.51,2020-08-12,São João de Meriti/RJ,3305109
0.87,0.18,1.47,2020-08-13,São João de Meriti/RJ,3305109
0.86,0.16,1.46,2020-08-14,São João de Meriti/RJ,3305109
0.93,0.24,1.56,2020-08-15,São João de Meriti/RJ,3305109
1.07,0.38,1.7,2020-08-16,São João de Meriti/RJ,3305109
1.28,0.62,1.9100000000000001,2020-08-17,São João de Meriti/RJ,3305109
1.36,0.7000000000000001,1.95,2020-08-18,São João de Meriti/RJ,3305109
1.3800000000000001,0.75,1.95,2020-08-19,São João de Meriti/RJ,3305109
1.25,0.63,1.8,2020-08-20,São João de Meriti/RJ,3305109
1.12,0.51,1.6600000000000001,2020-08-21,São João de Meriti/RJ,3305109
0.99,0.38,1.53,2020-08-22,São João de Meriti/RJ,3305109
0.86,0.26,1.42,2020-08-23,São João de Meriti/RJ,3305109
0.8200000000000001,0.21,1.3900000000000001,2020-08-24,São João de Meriti/RJ,3305109
0.85,0.21,1.42,2020-08-25,São João de Meriti/RJ,3305109
0.8200000000000001,0.16,1.3900000000000001,2020-08-26,São João de Meriti/RJ,3305109
3.0,0.65,7.86,2020-07-17,São João dos Patos/MA,2111102
1.6,0.53,2.91,2020-07-18,São João dos Patos/MA,2111102
1.48,0.53,2.5,2020-07-19,São João dos Patos/MA,2111102
1.67,0.75,2.56,2020-07-20,São João dos Patos/MA,2111102
1.82,1.0,2.61,2020-07-21,São João dos Patos/MA,2111102
1.78,1.04,2.47,2020-07-22,São João dos Patos/MA,2111102
1.62,0.9500000000000001,2.25,2020-07-23,São João dos Patos/MA,2111102
1.33,0.6900000000000001,1.9100000000000001,2020-07-24,São João dos Patos/MA,2111102
1.1300000000000001,0.5,1.69,2020-07-25,São João dos Patos/MA,2111102
0.99,0.37,1.55,2020-07-26,São João dos Patos/MA,2111102
0.9,0.26,1.45,2020-07-27,São João dos Patos/MA,2111102
0.96,0.34,1.54,2020-07-28,São João dos Patos/MA,2111102
1.04,0.4,1.61,2020-07-29,São João dos Patos/MA,2111102
1.06,0.44,1.6400000000000001,2020-07-30,São João dos Patos/MA,2111102
0.99,0.37,1.57,2020-07-31,São João dos Patos/MA,2111102
0.9,0.25,1.46,2020-08-01,São João dos Patos/MA,2111102
0.8300000000000001,0.18,1.4000000000000001,2020-08-02,São João dos Patos/MA,2111102
0.8,0.16,1.3900000000000001,2020-08-03,São João dos Patos/MA,2111102
0.8300000000000001,0.16,1.42,2020-08-04,São João dos Patos/MA,2111102
0.89,0.22,1.5,2020-08-05,São João dos Patos/MA,2111102
0.92,0.21,1.51,2020-08-06,São João dos Patos/MA,2111102
0.9,0.21,1.51,2020-08-07,São João dos Patos/MA,2111102
0.86,0.18,1.48,2020-08-08,São João dos Patos/MA,2111102
0.8,0.1,1.4000000000000001,2020-08-09,São João dos Patos/MA,2111102
0.77,0.05,1.35,2020-08-10,São João dos Patos/MA,2111102
0.75,0.06,1.36,2020-08-11,São João dos Patos/MA,2111102
0.76,0.03,1.36,2020-08-12,São João dos Patos/MA,2111102
0.77,0.03,1.3800000000000001,2020-08-13,São João dos Patos/MA,2111102
0.81,0.06,1.44,2020-08-14,São João dos Patos/MA,2111102
0.8200000000000001,0.08,1.47,2020-08-15,São João dos Patos/MA,2111102
0.86,0.09,1.51,2020-08-16,São João dos Patos/MA,2111102
0.89,0.12,1.56,2020-08-17,São João dos Patos/MA,2111102
0.93,0.17,1.62,2020-08-18,São João dos Patos/MA,2111102
0.96,0.17,1.6300000000000001,2020-08-19,São João dos Patos/MA,2111102
0.93,0.15,1.6,2020-08-20,São João dos Patos/MA,2111102
0.91,0.14,1.58,2020-08-21,São João dos Patos/MA,2111102
0.86,0.07,1.5,2020-08-22,São João dos Patos/MA,2111102
0.81,0.03,1.44,2020-08-23,São João dos Patos/MA,2111102
0.79,0.03,1.43,2020-08-24,São João dos Patos/MA,2111102
0.74,0.0,1.37,2020-08-25,São João dos Patos/MA,2111102
0.74,0.0,1.3900000000000001,2020-08-26,São João dos Patos/MA,2111102
3.0,0.65,7.86,2020-07-19,São Leopoldo/RS,4318705
2.6,1.2,3.95,2020-07-20,São Leopoldo/RS,4318705
2.8000000000000003,1.75,3.74,2020-07-21,São Leopoldo/RS,4318705
2.7800000000000002,1.98,3.5,2020-07-22,São Leopoldo/RS,4318705
2.35,1.71,2.96,2020-07-23,São Leopoldo/RS,4318705
1.94,1.34,2.45,2020-07-24,São Leopoldo/RS,4318705
1.56,1.02,2.05,2020-07-25,São Leopoldo/RS,4318705
1.37,0.84,1.84,2020-07-26,São Leopoldo/RS,4318705
1.36,0.8300000000000001,1.81,2020-07-27,São Leopoldo/RS,4318705
1.37,0.88,1.83,2020-07-28,São Leopoldo/RS,4318705
1.44,0.9400000000000001,1.87,2020-07-29,São Leopoldo/RS,4318705
1.42,0.9500000000000001,1.85,2020-07-30,São Leopoldo/RS,4318705
1.24,0.76,1.6500000000000001,2020-07-31,São Leopoldo/RS,4318705
1.04,0.56,1.45,2020-08-01,São Leopoldo/RS,4318705
0.87,0.41000000000000003,1.31,2020-08-02,São Leopoldo/RS,4318705
0.8,0.31,1.24,2020-08-03,São Leopoldo/RS,4318705
0.84,0.32,1.28,2020-08-04,São Leopoldo/RS,4318705
0.88,0.38,1.35,2020-08-05,São Leopoldo/RS,4318705
0.9500000000000001,0.45,1.43,2020-08-06,São Leopoldo/RS,4318705
0.9400000000000001,0.4,1.3900000000000001,2020-08-07,São Leopoldo/RS,4318705
1.1300000000000001,0.62,1.6,2020-08-08,São Leopoldo/RS,4318705
1.27,0.77,1.73,2020-08-09,São Leopoldo/RS,4318705
1.44,0.9500000000000001,1.8800000000000001,2020-08-10,São Leopoldo/RS,4318705
1.5,1.02,1.9100000000000001,2020-08-11,São Leopoldo/RS,4318705
1.37,0.93,1.78,2020-08-12,São Leopoldo/RS,4318705
1.18,0.74,1.58,2020-08-13,São Leopoldo/RS,4318705
0.9500000000000001,0.52,1.36,2020-08-14,São Leopoldo/RS,4318705
0.78,0.31,1.18,2020-08-15,São Leopoldo/RS,4318705
0.81,0.34,1.23,2020-08-16,São Leopoldo/RS,4318705
0.8300000000000001,0.35000000000000003,1.26,2020-08-17,São Leopoldo/RS,4318705
0.8300000000000001,0.33,1.26,2020-08-18,São Leopoldo/RS,4318705
0.9400000000000001,0.44,1.3800000000000001,2020-08-19,São Leopoldo/RS,4318705
0.99,0.51,1.44,2020-08-20,São Leopoldo/RS,4318705
1.0,0.51,1.44,2020-08-21,São Leopoldo/RS,4318705
0.96,0.46,1.3900000000000001,2020-08-22,São Leopoldo/RS,4318705
0.92,0.43,1.36,2020-08-23,São Leopoldo/RS,4318705
0.8300000000000001,0.33,1.27,2020-08-24,São Leopoldo/RS,4318705
0.72,0.2,1.16,2020-08-25,São Leopoldo/RS,4318705
0.49,0.0,0.91,2020-08-26,São Leopoldo/RS,4318705
3.0,0.65,7.86,2020-04-06,São Luís/MA,2111300
1.92,0.7000000000000001,3.18,2020-04-07,São Luís/MA,2111300
1.68,0.6900000000000001,2.63,2020-04-08,São Luís/MA,2111300
1.49,0.64,2.3000000000000003,2020-04-09,São Luís/MA,2111300
1.3900000000000001,0.62,2.12,2020-04-10,São Luís/MA,2111300
1.5,0.75,2.16,2020-04-11,São Luís/MA,2111300
1.58,0.88,2.19,2020-04-12,São Luís/MA,2111300
1.67,1.04,2.25,2020-04-13,São Luís/MA,2111300
1.81,1.21,2.33,2020-04-14,São Luís/MA,2111300
1.86,1.34,2.36,2020-04-15,São Luís/MA,2111300
1.81,1.31,2.2600000000000002,2020-04-16,São Luís/MA,2111300
1.69,1.22,2.11,2020-04-17,São Luís/MA,2111300
1.53,1.07,1.93,2020-04-18,São Luís/MA,2111300
1.42,0.99,1.82,2020-04-19,São Luís/MA,2111300
1.35,0.91,1.73,2020-04-20,São Luís/MA,2111300
1.27,0.84,1.6500000000000001,2020-04-21,São Luís/MA,2111300
1.24,0.8,1.61,2020-04-22,São Luís/MA,2111300
1.21,0.78,1.58,2020-04-23,São Luís/MA,2111300
1.1400000000000001,0.71,1.51,2020-04-24,São Luís/MA,2111300
1.09,0.66,1.46,2020-04-25,São Luís/MA,2111300
1.18,0.75,1.55,2020-04-26,São Luís/MA,2111300
