reproductionNumber,reproductionNumberLow,reproductionNumberHigh,date,city,ibgeID
3.0,0.65,7.86,2020-05-10,Abaetetuba/PA,1500107
2.45,1.1400000000000001,3.74,2020-05-11,Abaetetuba/PA,1500107
1.96,0.98,2.88,2020-05-12,Abaetetuba/PA,1500107
1.52,0.7000000000000001,2.2800000000000002,2020-05-13,Abaetetuba/PA,1500107
1.27,0.54,1.96,2020-05-14,Abaetetuba/PA,1500107
1.06,0.4,1.73,2020-05-15,Abaetetuba/PA,1500107
1.01,0.32,1.6300000000000001,2020-05-16,Abaetetuba/PA,1500107
1.07,0.39,1.69,2020-05-17,Abaetetuba/PA,1500107
1.1300000000000001,0.49,1.76,2020-05-18,Abaetetuba/PA,1500107
1.19,0.53,1.78,2020-05-19,Abaetetuba/PA,1500107
1.1500000000000001,0.51,1.73,2020-05-20,Abaetetuba/PA,1500107
1.04,0.41000000000000003,1.61,2020-05-21,Abaetetuba/PA,1500107
1.25,0.62,1.81,2020-05-22,Abaetetuba/PA,1500107
2.0100000000000002,1.42,2.54,2020-05-23,Abaetetuba/PA,1500107
2.4,1.87,2.86,2020-05-24,Abaetetuba/PA,1500107
2.47,2.0100000000000002,2.87,2020-05-25,Abaetetuba/PA,1500107
2.13,1.72,2.49,2020-05-26,Abaetetuba/PA,1500107
1.6400000000000001,1.24,1.97,2020-05-27,Abaetetuba/PA,1500107
1.1400000000000001,0.77,1.49,2020-05-28,Abaetetuba/PA,1500107
0.67,0.29,1.04,2020-05-29,Abaetetuba/PA,1500107
0.32,0.0,0.67,2020-05-30,Abaetetuba/PA,1500107
0.23,0.0,0.65,2020-05-31,Abaetetuba/PA,1500107
0.22,0.0,0.7000000000000001,2020-06-01,Abaetetuba/PA,1500107
0.36,0.0,0.8200000000000001,2020-06-02,Abaetetuba/PA,1500107
0.45,0.0,0.91,2020-06-03,Abaetetuba/PA,1500107
0.49,0.0,0.96,2020-06-04,Abaetetuba/PA,1500107
0.48,0.0,0.96,2020-06-05,Abaetetuba/PA,1500107
0.42,0.0,0.93,2020-06-06,Abaetetuba/PA,1500107
0.44,0.0,0.96,2020-06-07,Abaetetuba/PA,1500107
0.49,0.0,1.02,2020-06-08,Abaetetuba/PA,1500107
0.75,0.09,1.29,2020-06-09,Abaetetuba/PA,1500107
1.08,0.43,1.6400000000000001,2020-06-10,Abaetetuba/PA,1500107
1.29,0.68,1.83,2020-06-11,Abaetetuba/PA,1500107
1.3,0.73,1.82,2020-06-12,Abaetetuba/PA,1500107
1.28,0.72,1.77,2020-06-13,Abaetetuba/PA,1500107
1.1,0.5700000000000001,1.59,2020-06-14,Abaetetuba/PA,1500107
0.98,0.43,1.45,2020-06-15,Abaetetuba/PA,1500107
0.8200000000000001,0.27,1.3,2020-06-16,Abaetetuba/PA,1500107
0.72,0.19,1.23,2020-06-17,Abaetetuba/PA,1500107
0.65,0.07,1.1300000000000001,2020-06-18,Abaetetuba/PA,1500107
0.58,0.02,1.06,2020-06-19,Abaetetuba/PA,1500107
0.48,0.0,0.97,2020-06-20,Abaetetuba/PA,1500107
0.51,0.0,1.03,2020-06-21,Abaetetuba/PA,1500107
0.56,0.0,1.1,2020-06-22,Abaetetuba/PA,1500107
0.58,0.0,1.1300000000000001,2020-06-23,Abaetetuba/PA,1500107
0.62,0.0,1.18,2020-06-24,Abaetetuba/PA,1500107
0.64,0.0,1.2,2020-06-25,Abaetetuba/PA,1500107
0.63,0.0,1.21,2020-06-26,Abaetetuba/PA,1500107
0.63,0.0,1.21,2020-06-27,Abaetetuba/PA,1500107
0.64,0.0,1.24,2020-06-28,Abaetetuba/PA,1500107
0.66,0.0,1.26,2020-06-29,Abaetetuba/PA,1500107
0.68,0.0,1.28,2020-06-30,Abaetetuba/PA,1500107
0.66,0.0,1.28,2020-07-01,Abaetetuba/PA,1500107
0.62,0.0,1.25,2020-07-02,Abaetetuba/PA,1500107
0.63,0.0,1.27,2020-07-03,Abaetetuba/PA,1500107
0.67,0.0,1.32,2020-07-04,Abaetetuba/PA,1500107
0.72,0.0,1.37,2020-07-05,Abaetetuba/PA,1500107
0.73,0.0,1.3800000000000001,2020-07-06,Abaetetuba/PA,1500107
0.75,0.0,1.4000000000000001,2020-07-07,Abaetetuba/PA,1500107
0.73,0.0,1.3800000000000001,2020-07-08,Abaetetuba/PA,1500107
0.67,0.0,1.34,2020-07-09,Abaetetuba/PA,1500107
0.5700000000000001,0.0,1.27,2020-07-10,Abaetetuba/PA,1500107
0.65,0.0,1.35,2020-07-11,Abaetetuba/PA,1500107
0.81,0.03,1.52,2020-07-12,Abaetetuba/PA,1500107
0.97,0.09,1.68,2020-07-13,Abaetetuba/PA,1500107
1.1,0.22,1.83,2020-07-14,Abaetetuba/PA,1500107
1.1500000000000001,0.34,1.9000000000000001,2020-07-15,Abaetetuba/PA,1500107
1.1,0.3,1.82,2020-07-16,Abaetetuba/PA,1500107
1.01,0.2,1.69,2020-07-17,Abaetetuba/PA,1500107
0.92,0.13,1.59,2020-07-18,Abaetetuba/PA,1500107
0.9,0.12,1.57,2020-07-19,Abaetetuba/PA,1500107
0.96,0.19,1.6600000000000001,2020-07-20,Abaetetuba/PA,1500107
1.05,0.25,1.73,2020-07-21,Abaetetuba/PA,1500107
1.07,0.3,1.76,2020-07-22,Abaetetuba/PA,1500107
1.06,0.31,1.75,2020-07-23,Abaetetuba/PA,1500107
1.0,0.24,1.67,2020-07-24,Abaetetuba/PA,1500107
0.93,0.15,1.57,2020-07-25,Abaetetuba/PA,1500107
0.88,0.11,1.52,2020-07-26,Abaetetuba/PA,1500107
0.91,0.14,1.57,2020-07-27,Abaetetuba/PA,1500107
1.05,0.3,1.75,2020-07-28,Abaetetuba/PA,1500107
1.1500000000000001,0.42,1.85,2020-07-29,Abaetetuba/PA,1500107
1.19,0.47000000000000003,1.87,2020-07-30,Abaetetuba/PA,1500107
1.1400000000000001,0.41000000000000003,1.79,2020-07-31,Abaetetuba/PA,1500107
1.08,0.37,1.73,2020-08-01,Abaetetuba/PA,1500107
1.09,0.39,1.74,2020-08-02,Abaetetuba/PA,1500107
1.1300000000000001,0.42,1.76,2020-08-03,Abaetetuba/PA,1500107
1.19,0.48,1.8,2020-08-04,Abaetetuba/PA,1500107
1.21,0.55,1.84,2020-08-05,Abaetetuba/PA,1500107
1.12,0.44,1.72,2020-08-06,Abaetetuba/PA,1500107
0.98,0.33,1.6,2020-08-07,Abaetetuba/PA,1500107
0.88,0.2,1.48,2020-08-08,Abaetetuba/PA,1500107
0.8200000000000001,0.13,1.42,2020-08-09,Abaetetuba/PA,1500107
0.8,0.09,1.4000000000000001,2020-08-10,Abaetetuba/PA,1500107
0.84,0.11,1.45,2020-08-11,Abaetetuba/PA,1500107
0.8200000000000001,0.08,1.43,2020-08-12,Abaetetuba/PA,1500107
0.77,0.05,1.3900000000000001,2020-08-13,Abaetetuba/PA,1500107
0.73,0.0,1.33,2020-08-14,Abaetetuba/PA,1500107
0.68,0.0,1.3,2020-08-15,Abaetetuba/PA,1500107
0.65,0.0,1.29,2020-08-16,Abaetetuba/PA,1500107
0.62,0.0,1.29,2020-08-17,Abaetetuba/PA,1500107
0.72,0.0,1.4000000000000001,2020-08-18,Abaetetuba/PA,1500107
0.87,0.03,1.56,2020-08-19,Abaetetuba/PA,1500107
1.01,0.16,1.76,2020-08-20,Abaetetuba/PA,1500107
1.08,0.22,1.82,2020-08-21,Abaetetuba/PA,1500107
1.04,0.2,1.77,2020-08-22,Abaetetuba/PA,1500107
0.9400000000000001,0.11,1.6400000000000001,2020-08-23,Abaetetuba/PA,1500107
0.8200000000000001,0.01,1.47,2020-08-24,Abaetetuba/PA,1500107
0.65,0.0,1.33,2020-08-25,Abaetetuba/PA,1500107
0.61,0.0,1.32,2020-08-26,Abaetetuba/PA,1500107
3.0,0.65,7.86,2020-07-09,Acarape/CE,2300150
1.62,0.52,2.93,2020-07-10,Acarape/CE,2300150
1.12,0.31,2.11,2020-07-11,Acarape/CE,2300150
0.91,0.18,1.77,2020-07-12,Acarape/CE,2300150
0.8200000000000001,0.1,1.61,2020-07-13,Acarape/CE,2300150
0.78,0.04,1.51,2020-07-14,Acarape/CE,2300150
0.8200000000000001,0.07,1.57,2020-07-15,Acarape/CE,2300150
0.87,0.08,1.61,2020-07-16,Acarape/CE,2300150
0.81,0.07,1.55,2020-07-17,Acarape/CE,2300150
0.73,0.02,1.43,2020-07-18,Acarape/CE,2300150
0.71,0.0,1.4000000000000001,2020-07-19,Acarape/CE,2300150
0.71,0.0,1.42,2020-07-20,Acarape/CE,2300150
1.08,0.21,1.87,2020-07-21,Acarape/CE,2300150
1.42,0.5700000000000001,2.21,2020-07-22,Acarape/CE,2300150
1.6,0.81,2.35,2020-07-23,Acarape/CE,2300150
1.57,0.8300000000000001,2.2600000000000002,2020-07-24,Acarape/CE,2300150
1.3800000000000001,0.68,2.0300000000000002,2020-07-25,Acarape/CE,2300150
1.1500000000000001,0.48,1.79,2020-07-26,Acarape/CE,2300150
1.02,0.32,1.6300000000000001,2020-07-27,Acarape/CE,2300150
1.06,0.37,1.68,2020-07-28,Acarape/CE,2300150
1.25,0.59,1.8800000000000001,2020-07-29,Acarape/CE,2300150
1.35,0.68,1.94,2020-07-30,Acarape/CE,2300150
1.3,0.66,1.8800000000000001,2020-07-31,Acarape/CE,2300150
1.16,0.53,1.73,2020-08-01,Acarape/CE,2300150
1.02,0.38,1.58,2020-08-02,Acarape/CE,2300150
0.96,0.31,1.52,2020-08-03,Acarape/CE,2300150
0.92,0.29,1.51,2020-08-04,Acarape/CE,2300150
0.97,0.31,1.55,2020-08-05,Acarape/CE,2300150
0.9500000000000001,0.28,1.53,2020-08-06,Acarape/CE,2300150
0.87,0.19,1.45,2020-08-07,Acarape/CE,2300150
0.79,0.12,1.3800000000000001,2020-08-08,Acarape/CE,2300150
0.74,0.05,1.31,2020-08-09,Acarape/CE,2300150
0.79,0.08,1.3900000000000001,2020-08-10,Acarape/CE,2300150
0.8300000000000001,0.1,1.44,2020-08-11,Acarape/CE,2300150
0.86,0.14,1.5,2020-08-12,Acarape/CE,2300150
0.84,0.1,1.47,2020-08-13,Acarape/CE,2300150
0.77,0.06,1.4000000000000001,2020-08-14,Acarape/CE,2300150
0.7000000000000001,0.01,1.31,2020-08-15,Acarape/CE,2300150
0.71,0.0,1.33,2020-08-16,Acarape/CE,2300150
0.77,0.03,1.42,2020-08-17,Acarape/CE,2300150
0.9,0.11,1.59,2020-08-18,Acarape/CE,2300150
1.03,0.2,1.72,2020-08-19,Acarape/CE,2300150
1.03,0.22,1.72,2020-08-20,Acarape/CE,2300150
0.97,0.16,1.6400000000000001,2020-08-21,Acarape/CE,2300150
0.85,0.06,1.5,2020-08-22,Acarape/CE,2300150
0.74,0.0,1.37,2020-08-23,Acarape/CE,2300150
0.65,0.0,1.31,2020-08-24,Acarape/CE,2300150
0.62,0.0,1.3,2020-08-25,Acarape/CE,2300150
0.62,0.0,1.32,2020-08-26,Acarape/CE,2300150
3.0,0.65,7.86,2020-05-29,Acaraú/CE,2300200
2.42,1.1500000000000001,3.64,2020-05-30,Acaraú/CE,2300200
1.92,1.0,2.81,2020-05-31,Acaraú/CE,2300200
1.87,1.08,2.6,2020-06-01,Acaraú/CE,2300200
1.79,1.08,2.41,2020-06-02,Acaraú/CE,2300200
1.61,0.97,2.17,2020-06-03,Acaraú/CE,2300200
1.51,0.9400000000000001,2.05,2020-06-04,Acaraú/CE,2300200
1.25,0.68,1.75,2020-06-05,Acaraú/CE,2300200
1.0,0.45,1.5,2020-06-06,Acaraú/CE,2300200
0.87,0.32,1.3800000000000001,2020-06-07,Acaraú/CE,2300200
0.86,0.3,1.3800000000000001,2020-06-08,Acaraú/CE,2300200
1.02,0.43,1.53,2020-06-09,Acaraú/CE,2300200
1.11,0.53,1.62,2020-06-10,Acaraú/CE,2300200
1.05,0.48,1.56,2020-06-11,Acaraú/CE,2300200
0.89,0.33,1.41,2020-06-12,Acaraú/CE,2300200
0.7000000000000001,0.11,1.2,2020-06-13,Acaraú/CE,2300200
0.61,0.02,1.1,2020-06-14,Acaraú/CE,2300200
0.76,0.12,1.29,2020-06-15,Acaraú/CE,2300200
1.05,0.43,1.62,2020-06-16,Acaraú/CE,2300200
1.29,0.66,1.83,2020-06-17,Acaraú/CE,2300200
1.34,0.75,1.87,2020-06-18,Acaraú/CE,2300200
1.28,0.72,1.8,2020-06-19,Acaraú/CE,2300200
1.18,0.62,1.68,2020-06-20,Acaraú/CE,2300200
1.05,0.5,1.55,2020-06-21,Acaraú/CE,2300200
1.03,0.48,1.53,2020-06-22,Acaraú/CE,2300200
1.07,0.52,1.57,2020-06-23,Acaraú/CE,2300200
1.1,0.54,1.59,2020-06-24,Acaraú/CE,2300200
1.08,0.53,1.57,2020-06-25,Acaraú/CE,2300200
0.98,0.43,1.47,2020-06-26,Acaraú/CE,2300200
0.89,0.33,1.3800000000000001,2020-06-27,Acaraú/CE,2300200
0.8200000000000001,0.25,1.32,2020-06-28,Acaraú/CE,2300200
0.75,0.16,1.25,2020-06-29,Acaraú/CE,2300200
0.78,0.21,1.32,2020-06-30,Acaraú/CE,2300200
0.78,0.16,1.3,2020-07-01,Acaraú/CE,2300200
0.81,0.19,1.35,2020-07-02,Acaraú/CE,2300200
0.78,0.14,1.31,2020-07-03,Acaraú/CE,2300200
0.72,0.08,1.25,2020-07-04,Acaraú/CE,2300200
0.72,0.1,1.28,2020-07-05,Acaraú/CE,2300200
0.77,0.13,1.35,2020-07-06,Acaraú/CE,2300200
0.89,0.24,1.49,2020-07-07,Acaraú/CE,2300200
1.0,0.34,1.59,2020-07-08,Acaraú/CE,2300200
1.04,0.41000000000000003,1.6400000000000001,2020-07-09,Acaraú/CE,2300200
0.98,0.34,1.56,2020-07-10,Acaraú/CE,2300200
0.9,0.26,1.48,2020-07-11,Acaraú/CE,2300200
0.8300000000000001,0.19,1.41,2020-07-12,Acaraú/CE,2300200
0.87,0.2,1.44,2020-07-13,Acaraú/CE,2300200
0.9,0.23,1.48,2020-07-14,Acaraú/CE,2300200
0.92,0.28,1.53,2020-07-15,Acaraú/CE,2300200
0.91,0.23,1.49,2020-07-16,Acaraú/CE,2300200
0.84,0.15,1.41,2020-07-17,Acaraú/CE,2300200
0.7000000000000001,0.03,1.25,2020-07-18,Acaraú/CE,2300200
0.73,0.04,1.3,2020-07-19,Acaraú/CE,2300200
0.93,0.23,1.56,2020-07-20,Acaraú/CE,2300200
1.2,0.5,1.82,2020-07-21,Acaraú/CE,2300200
1.3900000000000001,0.71,1.98,2020-07-22,Acaraú/CE,2300200
1.3800000000000001,0.74,1.95,2020-07-23,Acaraú/CE,2300200
1.2,0.59,1.76,2020-07-24,Acaraú/CE,2300200
1.07,0.45,1.61,2020-07-25,Acaraú/CE,2300200
0.9500000000000001,0.35000000000000003,1.51,2020-07-26,Acaraú/CE,2300200
0.9400000000000001,0.33,1.5,2020-07-27,Acaraú/CE,2300200
1.05,0.43,1.61,2020-07-28,Acaraú/CE,2300200
1.08,0.47000000000000003,1.6400000000000001,2020-07-29,Acaraú/CE,2300200
1.04,0.41000000000000003,1.58,2020-07-30,Acaraú/CE,2300200
0.91,0.29,1.46,2020-07-31,Acaraú/CE,2300200
0.77,0.13,1.31,2020-08-01,Acaraú/CE,2300200
0.71,0.07,1.25,2020-08-02,Acaraú/CE,2300200
0.68,0.03,1.22,2020-08-03,Acaraú/CE,2300200
0.6900000000000001,0.02,1.24,2020-08-04,Acaraú/CE,2300200
0.75,0.06,1.33,2020-08-05,Acaraú/CE,2300200
0.76,0.07,1.36,2020-08-06,Acaraú/CE,2300200
0.75,0.04,1.34,2020-08-07,Acaraú/CE,2300200
0.78,0.08,1.41,2020-08-08,Acaraú/CE,2300200
0.8200000000000001,0.1,1.46,2020-08-09,Acaraú/CE,2300200
0.88,0.12,1.52,2020-08-10,Acaraú/CE,2300200
0.92,0.15,1.56,2020-08-11,Acaraú/CE,2300200
0.9,0.14,1.54,2020-08-12,Acaraú/CE,2300200
0.8300000000000001,0.06,1.44,2020-08-13,Acaraú/CE,2300200
0.73,0.02,1.34,2020-08-14,Acaraú/CE,2300200
0.62,0.0,1.25,2020-08-15,Acaraú/CE,2300200
0.63,0.0,1.27,2020-08-16,Acaraú/CE,2300200
0.63,0.0,1.29,2020-08-17,Acaraú/CE,2300200
0.6,0.0,1.28,2020-08-18,Acaraú/CE,2300200
0.6,0.0,1.3,2020-08-19,Acaraú/CE,2300200
0.55,0.0,1.29,2020-08-20,Acaraú/CE,2300200
0.49,0.0,1.28,2020-08-21,Acaraú/CE,2300200
0.47000000000000003,0.0,1.3,2020-08-22,Acaraú/CE,2300200
0.45,0.0,1.32,2020-08-23,Acaraú/CE,2300200
0.42,0.0,1.34,2020-08-24,Acaraú/CE,2300200
0.39,0.0,1.36,2020-08-25,Acaraú/CE,2300200
0.36,0.0,1.37,2020-08-26,Acaraú/CE,2300200
3.0,0.65,7.86,2020-07-06,Afuá/PA,1500305
2.38,1.02,3.73,2020-07-07,Afuá/PA,1500305
2.08,1.06,3.08,2020-07-08,Afuá/PA,1500305
1.77,0.89,2.57,2020-07-09,Afuá/PA,1500305
1.52,0.77,2.25,2020-07-10,Afuá/PA,1500305
1.22,0.5,1.87,2020-07-11,Afuá/PA,1500305
1.05,0.36,1.68,2020-07-12,Afuá/PA,1500305
0.96,0.28,1.58,2020-07-13,Afuá/PA,1500305
0.9400000000000001,0.26,1.56,2020-07-14,Afuá/PA,1500305
0.97,0.27,1.58,2020-07-15,Afuá/PA,1500305
0.9500000000000001,0.25,1.56,2020-07-16,Afuá/PA,1500305
0.84,0.15,1.45,2020-07-17,Afuá/PA,1500305
0.85,0.14,1.46,2020-07-18,Afuá/PA,1500305
0.9500000000000001,0.27,1.61,2020-07-19,Afuá/PA,1500305
1.1400000000000001,0.44,1.78,2020-07-20,Afuá/PA,1500305
1.33,0.62,1.93,2020-07-21,Afuá/PA,1500305
1.34,0.67,1.93,2020-07-22,Afuá/PA,1500305
1.29,0.64,1.86,2020-07-23,Afuá/PA,1500305
1.16,0.54,1.73,2020-07-24,Afuá/PA,1500305
1.01,0.38,1.57,2020-07-25,Afuá/PA,1500305
0.92,0.27,1.47,2020-07-26,Afuá/PA,1500305
0.91,0.27,1.48,2020-07-27,Afuá/PA,1500305
0.91,0.26,1.49,2020-07-28,Afuá/PA,1500305
0.96,0.3,1.54,2020-07-29,Afuá/PA,1500305
0.96,0.29,1.54,2020-07-30,Afuá/PA,1500305
0.96,0.31,1.56,2020-07-31,Afuá/PA,1500305
0.93,0.25,1.51,2020-08-01,Afuá/PA,1500305
0.85,0.18,1.44,2020-08-02,Afuá/PA,1500305
0.79,0.1,1.37,2020-08-03,Afuá/PA,1500305
0.85,0.15,1.45,2020-08-04,Afuá/PA,1500305
0.93,0.24,1.56,2020-08-05,Afuá/PA,1500305
1.0,0.29,1.62,2020-08-06,Afuá/PA,1500305
1.04,0.35000000000000003,1.67,2020-08-07,Afuá/PA,1500305
1.08,0.38,1.69,2020-08-08,Afuá/PA,1500305
1.1400000000000001,0.45,1.74,2020-08-09,Afuá/PA,1500305
1.23,0.56,1.82,2020-08-10,Afuá/PA,1500305
1.27,0.62,1.85,2020-08-11,Afuá/PA,1500305
1.29,0.65,1.85,2020-08-12,Afuá/PA,1500305
1.18,0.56,1.73,2020-08-13,Afuá/PA,1500305
1.02,0.42,1.58,2020-08-14,Afuá/PA,1500305
0.84,0.23,1.4000000000000001,2020-08-15,Afuá/PA,1500305
0.79,0.17,1.36,2020-08-16,Afuá/PA,1500305
0.8,0.16,1.3800000000000001,2020-08-17,Afuá/PA,1500305
0.86,0.2,1.45,2020-08-18,Afuá/PA,1500305
0.91,0.24,1.51,2020-08-19,Afuá/PA,1500305
0.87,0.19,1.47,2020-08-20,Afuá/PA,1500305
0.9,0.23,1.52,2020-08-21,Afuá/PA,1500305
0.97,0.3,1.6,2020-08-22,Afuá/PA,1500305
1.02,0.33,1.6300000000000001,2020-08-23,Afuá/PA,1500305
1.1400000000000001,0.45,1.74,2020-08-24,Afuá/PA,1500305
1.1500000000000001,0.49,1.75,2020-08-25,Afuá/PA,1500305
1.1300000000000001,0.48,1.72,2020-08-26,Afuá/PA,1500305
3.0,0.65,7.86,2020-07-02,Alagoinhas/BA,2900702
1.8,0.61,3.13,2020-07-03,Alagoinhas/BA,2900702
1.53,0.59,2.58,2020-07-04,Alagoinhas/BA,2900702
1.45,0.58,2.34,2020-07-05,Alagoinhas/BA,2900702
1.4000000000000001,0.59,2.2,2020-07-06,Alagoinhas/BA,2900702
1.45,0.68,2.19,2020-07-07,Alagoinhas/BA,2900702
1.5,0.76,2.18,2020-07-08,Alagoinhas/BA,2900702
1.48,0.78,2.11,2020-07-09,Alagoinhas/BA,2900702
1.4000000000000001,0.73,1.99,2020-07-10,Alagoinhas/BA,2900702
1.26,0.63,1.84,2020-07-11,Alagoinhas/BA,2900702
1.1300000000000001,0.5,1.69,2020-07-12,Alagoinhas/BA,2900702
1.04,0.43,1.61,2020-07-13,Alagoinhas/BA,2900702
1.04,0.43,1.61,2020-07-14,Alagoinhas/BA,2900702
1.04,0.4,1.59,2020-07-15,Alagoinhas/BA,2900702
1.16,0.54,1.72,2020-07-16,Alagoinhas/BA,2900702
1.19,0.59,1.75,2020-07-17,Alagoinhas/BA,2900702
1.2,0.58,1.73,2020-07-18,Alagoinhas/BA,2900702
1.19,0.59,1.72,2020-07-19,Alagoinhas/BA,2900702
1.23,0.65,1.76,2020-07-20,Alagoinhas/BA,2900702
1.35,0.77,1.86,2020-07-21,Alagoinhas/BA,2900702
1.51,0.9500000000000001,2.0,2020-07-22,Alagoinhas/BA,2900702
1.54,1.02,2.02,2020-07-23,Alagoinhas/BA,2900702
1.48,0.97,1.93,2020-07-24,Alagoinhas/BA,2900702
1.32,0.85,1.78,2020-07-25,Alagoinhas/BA,2900702
1.18,0.67,1.6,2020-07-26,Alagoinhas/BA,2900702
1.12,0.61,1.54,2020-07-27,Alagoinhas/BA,2900702
1.18,0.67,1.6,2020-07-28,Alagoinhas/BA,2900702
1.3,0.84,1.75,2020-07-29,Alagoinhas/BA,2900702
1.35,0.89,1.78,2020-07-30,Alagoinhas/BA,2900702
1.28,0.8,1.68,2020-07-31,Alagoinhas/BA,2900702
1.12,0.65,1.52,2020-08-01,Alagoinhas/BA,2900702
0.9500000000000001,0.5,1.37,2020-08-02,Alagoinhas/BA,2900702
0.86,0.39,1.28,2020-08-03,Alagoinhas/BA,2900702
0.8300000000000001,0.35000000000000003,1.26,2020-08-04,Alagoinhas/BA,2900702
0.86,0.37,1.3,2020-08-05,Alagoinhas/BA,2900702
0.92,0.42,1.36,2020-08-06,Alagoinhas/BA,2900702
0.92,0.41000000000000003,1.36,2020-08-07,Alagoinhas/BA,2900702
0.88,0.39,1.34,2020-08-08,Alagoinhas/BA,2900702
0.85,0.35000000000000003,1.31,2020-08-09,Alagoinhas/BA,2900702
0.81,0.28,1.26,2020-08-10,Alagoinhas/BA,2900702
0.97,0.43,1.42,2020-08-11,Alagoinhas/BA,2900702
1.18,0.68,1.6500000000000001,2020-08-12,Alagoinhas/BA,2900702
1.34,0.86,1.8,2020-08-13,Alagoinhas/BA,2900702
1.3800000000000001,0.89,1.8,2020-08-14,Alagoinhas/BA,2900702
1.25,0.79,1.67,2020-08-15,Alagoinhas/BA,2900702
1.07,0.61,1.48,2020-08-16,Alagoinhas/BA,2900702
0.98,0.5,1.3800000000000001,2020-08-17,Alagoinhas/BA,2900702
0.8300000000000001,0.36,1.25,2020-08-18,Alagoinhas/BA,2900702
0.79,0.32,1.23,2020-08-19,Alagoinhas/BA,2900702
0.84,0.36,1.29,2020-08-20,Alagoinhas/BA,2900702
0.8300000000000001,0.32,1.27,2020-08-21,Alagoinhas/BA,2900702
0.97,0.45,1.41,2020-08-22,Alagoinhas/BA,2900702
1.02,0.52,1.47,2020-08-23,Alagoinhas/BA,2900702
1.1300000000000001,0.64,1.58,2020-08-24,Alagoinhas/BA,2900702
1.21,0.73,1.6500000000000001,2020-08-25,Alagoinhas/BA,2900702
1.2,0.73,1.6300000000000001,2020-08-26,Alagoinhas/BA,2900702
3.0,0.65,7.86,2020-05-31,Altamira/PA,1500602
2.2,0.88,3.5700000000000003,2020-06-01,Altamira/PA,1500602
2.25,1.17,3.2600000000000002,2020-06-02,Altamira/PA,1500602
1.87,0.98,2.68,2020-06-03,Altamira/PA,1500602
1.55,0.79,2.2800000000000002,2020-06-04,Altamira/PA,1500602
1.3,0.5700000000000001,1.95,2020-06-05,Altamira/PA,1500602
1.12,0.42,1.74,2020-06-06,Altamira/PA,1500602
1.06,0.37,1.67,2020-06-07,Altamira/PA,1500602
1.03,0.35000000000000003,1.6400000000000001,2020-06-08,Altamira/PA,1500602
0.99,0.32,1.6,2020-06-09,Altamira/PA,1500602
0.9400000000000001,0.28,1.56,2020-06-10,Altamira/PA,1500602
0.91,0.22,1.51,2020-06-11,Altamira/PA,1500602
0.85,0.17,1.46,2020-06-12,Altamira/PA,1500602
0.92,0.22,1.54,2020-06-13,Altamira/PA,1500602
1.1500000000000001,0.47000000000000003,1.79,2020-06-14,Altamira/PA,1500602
1.46,0.79,2.07,2020-06-15,Altamira/PA,1500602
1.69,1.05,2.2600000000000002,2020-06-16,Altamira/PA,1500602
1.68,1.08,2.21,2020-06-17,Altamira/PA,1500602
1.53,0.9500000000000001,2.02,2020-06-18,Altamira/PA,1500602
1.31,0.78,1.81,2020-06-19,Altamira/PA,1500602
1.1300000000000001,0.5700000000000001,1.6,2020-06-20,Altamira/PA,1500602
1.1,0.55,1.58,2020-06-21,Altamira/PA,1500602
1.1500000000000001,0.61,1.6400000000000001,2020-06-22,Altamira/PA,1500602
1.29,0.75,1.77,2020-06-23,Altamira/PA,1500602
1.34,0.8,1.8,2020-06-24,Altamira/PA,1500602
1.24,0.71,1.69,2020-06-25,Altamira/PA,1500602
1.09,0.58,1.55,2020-06-26,Altamira/PA,1500602
1.01,0.51,1.48,2020-06-27,Altamira/PA,1500602
0.97,0.47000000000000003,1.45,2020-06-28,Altamira/PA,1500602
1.07,0.55,1.54,2020-06-29,Altamira/PA,1500602
1.16,0.63,1.62,2020-06-30,Altamira/PA,1500602
1.2,0.6900000000000001,1.6600000000000001,2020-07-01,Altamira/PA,1500602
1.11,0.6,1.56,2020-07-02,Altamira/PA,1500602
0.98,0.48,1.44,2020-07-03,Altamira/PA,1500602
0.91,0.4,1.37,2020-07-04,Altamira/PA,1500602
0.96,0.45,1.43,2020-07-05,Altamira/PA,1500602
1.05,0.52,1.51,2020-07-06,Altamira/PA,1500602
1.1300000000000001,0.61,1.59,2020-07-07,Altamira/PA,1500602
1.12,0.6,1.57,2020-07-08,Altamira/PA,1500602
1.0,0.49,1.45,2020-07-09,Altamira/PA,1500602
0.89,0.37,1.34,2020-07-10,Altamira/PA,1500602
0.85,0.32,1.31,2020-07-11,Altamira/PA,1500602
0.96,0.42,1.42,2020-07-12,Altamira/PA,1500602
1.12,0.61,1.6,2020-07-13,Altamira/PA,1500602
1.25,0.72,1.7,2020-07-14,Altamira/PA,1500602
1.21,0.71,1.6600000000000001,2020-07-15,Altamira/PA,1500602
1.08,0.58,1.52,2020-07-16,Altamira/PA,1500602
0.91,0.42,1.36,2020-07-17,Altamira/PA,1500602
0.79,0.28,1.24,2020-07-18,Altamira/PA,1500602
0.73,0.22,1.2,2020-07-19,Altamira/PA,1500602
0.77,0.23,1.24,2020-07-20,Altamira/PA,1500602
0.86,0.31,1.34,2020-07-21,Altamira/PA,1500602
0.9400000000000001,0.38,1.42,2020-07-22,Altamira/PA,1500602
0.9400000000000001,0.41000000000000003,1.44,2020-07-23,Altamira/PA,1500602
