epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,day,totalCasesPred
10,2020-03-05,Brazil,RJ,TOTAL,0,0,1,1,0,1,0.0,0.00579,0.0,,,,,1,49
10,2020-03-06,Brazil,RJ,TOTAL,0,0,1,2,0,1,0.0,0.01158,0.0,,,,,2,64
10,2020-03-07,Brazil,RJ,TOTAL,0,0,0,2,0,2,0.0,0.01158,0.0,,,,,3,80
11,2020-03-08,Brazil,RJ,TOTAL,0,0,1,3,0,3,0.0,0.01738,0.0,,,,,4,96
11,2020-03-09,Brazil,RJ,TOTAL,0,0,0,3,0,3,0.0,0.01738,0.0,,,,,5,113
11,2020-03-10,Brazil,RJ,TOTAL,0,0,5,8,0,8,0.0,0.04634,0.0,,,,,6,131
11,2020-03-11,Brazil,RJ,TOTAL,0,0,5,13,0,13,0.0,0.0753,0.0,,,,,7,150
11,2020-03-12,Brazil,RJ,TOTAL,0,0,3,16,0,16,0.0,0.09267,0.0,,,,,8,169
11,2020-03-13,Brazil,RJ,TOTAL,0,0,0,16,0,16,0.0,0.09267,0.0,,,,,9,189
11,2020-03-14,Brazil,RJ,TOTAL,0,0,6,22,0,22,0.0,0.12743,0.0,,,,,10,211
12,2020-03-15,Brazil,RJ,TOTAL,0,0,2,24,0,24,0.0,0.13901,0.0,,,,,11,233
12,2020-03-16,Brazil,RJ,TOTAL,0,0,7,31,0,31,0.0,0.17955,0.0,,,,,12,256
12,2020-03-17,Brazil,RJ,TOTAL,0,0,2,33,0,33,0.0,0.19114,0.0,,,,,13,280
12,2020-03-18,Brazil,RJ,TOTAL,0,0,30,63,0,45,0.0,0.3649,0.0,,,,,14,305
12,2020-03-19,Brazil,RJ,TOTAL,2,2,3,66,2,65,0.01158,0.38228,0.0303,,,,,15,331
12,2020-03-20,Brazil,RJ,TOTAL,0,2,43,109,2,109,0.01158,0.63134,0.01835,,,,,16,358
12,2020-03-21,Brazil,RJ,TOTAL,1,3,10,119,3,119,0.01738,0.68926,0.02521,,,,,17,387
13,2020-03-22,Brazil,RJ,TOTAL,0,3,67,186,3,186,0.01738,1.07733,0.016130000000000002,,,,,18,416
13,2020-03-23,Brazil,RJ,TOTAL,1,4,47,233,4,233,0.02317,1.34956,0.017169999999999998,,,,,19,447
13,2020-03-24,Brazil,RJ,TOTAL,2,6,72,305,6,305,0.03475,1.76659,0.01967,1.0,,,,20,480
13,2020-03-25,Brazil,RJ,TOTAL,2,8,65,370,6,370,0.04634,2.1430700000000003,0.02162,1.0,,,,21,514
13,2020-03-26,Brazil,RJ,TOTAL,1,9,51,421,9,421,0.052129999999999996,2.43847,0.02138,1.0,4471.0,,,22,549
13,2020-03-27,Brazil,RJ,TOTAL,1,10,72,493,10,493,0.057920000000000006,2.8555,0.02028,1.0,4471.0,,,23,586
13,2020-03-28,Brazil,RJ,TOTAL,3,13,65,558,13,558,0.0753,3.23198,0.0233,1.0,4471.0,,,24,624
14,2020-03-29,Brazil,RJ,TOTAL,4,17,42,600,17,600,0.09847,3.47525,0.02833,1.0,4471.0,,,25,665
14,2020-03-30,Brazil,RJ,TOTAL,1,18,57,657,18,657,0.10425999999999999,3.8054,0.0274,1.0,4471.0,,,26,707
14,2020-03-31,Brazil,RJ,TOTAL,5,23,51,708,23,708,0.13322,4.1008,0.03249,1.0,4471.0,,,27,750
14,2020-04-01,Brazil,RJ,TOTAL,5,28,124,832,28,832,0.16218,4.81901,0.03365,1.0,4471.0,,,28,796
14,2020-04-02,Brazil,RJ,TOTAL,13,41,160,992,41,992,0.23748000000000002,5.74575,0.04133,1.0,4471.0,,,29,844
14,2020-04-03,Brazil,RJ,TOTAL,6,47,82,1074,47,1074,0.27223,6.2207,0.04376,1.0,4471.0,,,30,894
14,2020-04-04,Brazil,RJ,TOTAL,11,58,172,1246,58,1246,0.33594,7.216939999999999,0.04655,1.0,4471.0,,,31,946
15,2020-04-05,Brazil,RJ,TOTAL,6,64,148,1394,64,1394,0.37069,8.07417,0.04591,1.0,,,,32,1000
15,2020-04-06,Brazil,RJ,TOTAL,7,71,67,1461,71,1461,0.41123999999999994,8.46223,0.0486,1.0,,,,33,1056
15,2020-04-07,Brazil,RJ,TOTAL,18,89,227,1688,89,1688,0.5155,9.77704,0.05272999999999999,1.0,,,,34,1116
15,2020-04-08,Brazil,RJ,TOTAL,17,106,250,1938,106,1938,0.6139600000000001,11.225060000000001,0.0547,183.0,,,,35,1177
15,2020-04-09,Brazil,RJ,TOTAL,16,122,278,2216,122,2216,0.70663,12.83526,0.05505,183.0,,,,36,1242
15,2020-04-10,Brazil,RJ,TOTAL,25,147,248,2464,147,2464,0.85144,14.27169,0.059660000000000005,248.0,,,,37,1309
15,2020-04-11,Brazil,RJ,TOTAL,8,155,143,2607,155,2607,0.8977700000000001,15.099960000000001,0.05946,248.0,,,,38,1379
16,2020-04-12,Brazil,RJ,TOTAL,15,170,248,2855,170,2855,0.98465,16.5364,0.059539999999999996,251.0,,,,39,1452
16,2020-04-13,Brazil,RJ,TOTAL,18,188,376,3231,188,3231,1.08891,18.71422,0.05819,271.0,,,,40,1529
16,2020-04-14,Brazil,RJ,TOTAL,36,224,179,3410,224,3410,1.2974299999999999,19.75101,0.06569,271.0,,,,41,1609
16,2020-04-15,Brazil,RJ,TOTAL,41,265,333,3743,265,3743,1.5349,21.67977,0.0708,863.0,,,,42,1692
16,2020-04-16,Brazil,RJ,TOTAL,36,301,201,3944,300,3944,1.74342,22.84398,0.07632,863.0,,,,43,1779
16,2020-04-17,Brazil,RJ,TOTAL,40,341,405,4349,341,4349,1.9751,25.189770000000003,0.07841000000000001,870.0,,,,44,1870
16,2020-04-18,Brazil,RJ,TOTAL,46,387,194,4543,387,4543,2.24154,26.313440000000003,0.08519,870.0,,,,45,1964
17,2020-04-19,Brazil,RJ,TOTAL,15,402,222,4765,402,4765,2.32842,27.59928,0.08437,1119.0,,,,46,2063
17,2020-04-20,Brazil,RJ,TOTAL,20,422,134,4899,422,4899,2.44426,28.375420000000002,0.08614,1369.0,,,,47,2167
17,2020-04-21,Brazil,RJ,TOTAL,39,461,407,5306,461,5306,2.67015,30.7328,0.08688,1580.0,,,,48,2274
17,2020-04-22,Brazil,RJ,TOTAL,29,490,246,5552,490,5552,2.83812,32.15765,0.08826,1775.0,,,,49,2387
17,2020-04-23,Brazil,RJ,TOTAL,40,530,620,6172,530,6172,3.0698,35.748740000000005,0.08587,1888.0,,,,50,2504
17,2020-04-24,Brazil,RJ,TOTAL,40,570,110,6282,570,6282,3.3014900000000003,36.385870000000004,0.09074,2518.0,,,,51,2627
17,2020-04-25,Brazil,RJ,TOTAL,45,615,546,6828,615,6828,3.5621300000000002,39.54835,0.09007000000000001,3144.0,,,,52,2755
18,2020-04-26,Brazil,RJ,TOTAL,30,645,283,7111,645,7111,3.73589,41.187509999999996,0.0907,3144.0,,,,53,2888
18,2020-04-27,Brazil,RJ,TOTAL,32,677,833,7944,677,7944,3.92124,46.01232,0.08522,3650.0,,,,54,3028
18,2020-04-28,Brazil,RJ,TOTAL,61,738,560,8504,738,8504,4.27456,49.25588,0.08678,4002.0,,,,55,3173
18,2020-04-29,Brazil,RJ,TOTAL,56,794,365,8869,794,8869,4.59891,51.36999,0.08953,4002.0,,,,56,3325
18,2020-04-30,Brazil,RJ,TOTAL,60,854,584,9453,854,9453,4.94644,54.75257,0.09034,5032.0,,,,57,3484
18,2020-05-01,Brazil,RJ,TOTAL,67,921,713,10166,921,10166,5.33451,58.88233,0.0906,5711.0,,,,58,3649
18,2020-05-02,Brazil,RJ,TOTAL,50,971,380,10546,971,10546,5.62411,61.08331999999999,0.09207,6115.0,,,,59,3822
19,2020-05-03,Brazil,RJ,TOTAL,48,1019,593,11139,1019,11139,5.9021300000000005,64.51801999999999,0.09147999999999999,6284.0,,,,60,4002
19,2020-05-04,Brazil,RJ,TOTAL,46,1065,582,11721,1065,11721,6.16857,67.88902,0.09086,6284.0,,,,61,4190
19,2020-05-05,Brazil,RJ,TOTAL,58,1123,670,12391,1123,12391,6.50451,71.76971,0.09063,7260.0,,,,62,4387
19,2020-05-06,Brazil,RJ,TOTAL,82,1205,904,13295,1205,13295,6.97946,77.00576,0.09064,8300.0,,,,63,4592
19,2020-05-07,Brazil,RJ,TOTAL,189,1394,861,14156,1394,14156,8.07417,81.99274,0.09847,8968.0,,,,64,4806
19,2020-05-08,Brazil,RJ,TOTAL,109,1503,1585,15741,1503,15741,8.7055,91.17319,0.09548,8968.0,,,,65,5029
19,2020-05-09,Brazil,RJ,TOTAL,150,1653,1188,16929,1653,16929,9.57431,98.05419,0.09764,10732.0,,,,66,5262
20,2020-05-10,Brazil,RJ,TOTAL,61,1714,133,17062,1714,17062,9.92763,98.82454,0.10046000000000001,10732.0,,,,67,5506
20,2020-05-11,Brazil,RJ,TOTAL,56,1770,877,17939,1770,17939,10.25199,103.90419,0.09867000000000001,11654.0,,,,68,5759
20,2020-05-12,Brazil,RJ,TOTAL,158,1928,547,18486,1928,18486,11.16714,107.07246,0.1043,13124.0,,,,69,6025
20,2020-05-13,Brazil,RJ,TOTAL,122,2050,242,18728,2050,18728,11.87377,108.47415,0.10945999999999999,13917.0,,,,70,6301
20,2020-05-14,Brazil,RJ,TOTAL,197,2247,739,19467,2247,19467,13.01481,112.7545,0.11542999999999999,14818.0,,,,71,6590
20,2020-05-15,Brazil,RJ,TOTAL,191,2438,520,19987,2438,19987,14.1211,115.76638,0.12197999999999999,14818.0,,,,72,6891
20,2020-05-16,Brazil,RJ,TOTAL,176,2614,1614,21601,2614,21601,15.14051,125.11481,0.12100999999999999,17557.0,,,,73,7206
21,2020-05-17,Brazil,RJ,TOTAL,101,2715,637,22238,2715,22238,15.72551,128.80436,0.12209,17557.0,,,,74,7534
21,2020-05-18,Brazil,RJ,TOTAL,137,2852,4427,26665,2852,26665,16.51902,154.44592,0.10695999999999999,21961.0,,,,75,7877
21,2020-05-19,Brazil,RJ,TOTAL,227,3079,1140,27805,3079,27805,17.83383,161.0489,0.11074,22953.0,,,,76,8234
21,2020-05-20,Brazil,RJ,TOTAL,158,3237,2567,30372,3237,30372,18.74898,175.91718,0.10658,25397.0,,,,77,8608
21,2020-05-21,Brazil,RJ,TOTAL,175,3412,1717,32089,3412,32089,19.76259,185.86218,0.10633,26843.0,,,,78,8997
21,2020-05-22,Brazil,RJ,TOTAL,245,3657,1500,33589,3657,33589,21.18165,194.55031,0.10887000000000001,28120.0,,,,79,9404
21,2020-05-23,Brazil,RJ,TOTAL,248,3905,944,34533,3905,34533,22.61809,200.01803999999998,0.11308,28120.0,,,,80,9828
22,2020-05-24,Brazil,RJ,TOTAL,88,3993,3379,37912,3993,37912,23.12779,219.58948999999998,0.10532000000000001,31687.0,,,,81,10271
22,2020-05-25,Brazil,RJ,TOTAL,112,4105,1386,39298,4105,39298,23.7765,227.61732,0.10446,31778.0,,,,82,10733
22,2020-05-26,Brazil,RJ,TOTAL,256,4361,726,40024,4361,40024,25.25928,231.82237,0.10895999999999999,31934.0,,,,83,11215
22,2020-05-27,Brazil,RJ,TOTAL,244,4605,2374,42398,4605,42398,26.67255,245.57278,0.10860999999999998,31934.0,,,,84,11719
22,2020-05-28,Brazil,RJ,TOTAL,251,4856,2488,44886,4856,44886,28.12636,259.98348,0.10819000000000001,31934.0,,,,85,12244
22,2020-05-29,Brazil,RJ,TOTAL,223,5079,3067,47953,5079,47953,29.417990000000003,277.7478,0.10592,34136.0,,,,86,12792
22,2020-05-30,Brazil,RJ,TOTAL,198,5277,4467,52420,5277,52420,30.56483,303.62104,0.10067000000000001,37470.0,,,,87,13365
23,2020-05-31,Brazil,RJ,TOTAL,67,5344,968,53388,5344,53388,30.9529,309.22778,0.1001,38735.0,,,,88,13962
23,2020-06-01,Brazil,RJ,TOTAL,118,5462,1142,54530,5462,54530,31.636359999999996,315.84234,0.10017000000000001,40355.0,,,,89,14585
23,2020-06-02,Brazil,RJ,TOTAL,224,5686,2202,56732,5686,56732,32.93379,328.59651,0.10023,41838.0,,,,90,15235
23,2020-06-03,Brazil,RJ,TOTAL,324,6010,2508,59240,6010,59240,34.81042,343.12306,0.10145,41838.0,,,,91,15914
23,2020-06-04,Brazil,RJ,TOTAL,317,6327,1692,60932,6327,60932,36.64652,352.92326,0.10384000000000002,45319.0,,,,92,16622
23,2020-06-05,Brazil,RJ,TOTAL,146,6473,2134,63066,6473,63066,37.49216,365.28357,0.10264000000000001,47091.0,23687.0,69498.0,402.53825,93,17361
23,2020-06-06,Brazil,RJ,TOTAL,166,6639,1467,64533,6639,64533,38.45365,373.78056000000004,0.10288,48783.0,23687.0,69498.0,402.53825,94,18132
24,2020-06-07,Brazil,RJ,TOTAL,68,6707,3223,67756,6707,67756,38.84751,392.44844,0.09899,51546.0,23687.0,69498.0,402.53825,95,18936
24,2020-06-08,Brazil,RJ,TOTAL,74,6781,1743,69499,6781,69499,39.27612,402.54405,0.09757,53445.0,23687.0,69498.0,402.53825,96,19776
24,2020-06-09,Brazil,RJ,TOTAL,147,6928,3480,72979,6928,72979,40.127559999999995,422.7005,0.09493,56552.0,23687.0,94048.0,544.73392,97,20652
24,2020-06-10,Brazil,RJ,TOTAL,210,7138,1394,74373,7138,74373,41.3439,430.77466,0.09598,57933.0,23687.0,94048.0,544.73392,98,21566
24,2020-06-11,Brazil,RJ,TOTAL,225,7363,1402,75775,7363,75775,42.64711,438.89516,0.09717,60005.0,41465.0,94048.0,544.73392,99,22520
24,2020-06-12,Brazil,RJ,TOTAL,54,7417,2009,77784,7417,77784,42.95989,450.53146,0.09535,61690.0,41465.0,94048.0,544.73392,100,23515
24,2020-06-13,Brazil,RJ,TOTAL,175,7592,1052,78836,7592,78836,43.9735,456.62473,0.0963,62375.0,41465.0,94181.0,545.5042599999999,101,24554
25,2020-06-14,Brazil,RJ,TOTAL,80,7672,736,79572,7672,79572,44.43687,460.88770999999997,0.09642,63817.0,41465.0,94181.0,545.5042599999999,102,25637
25,2020-06-15,Brazil,RJ,TOTAL,56,7728,1374,80946,7728,80946,44.76123,468.84603,0.09547,65063.0,41465.0,94181.0,545.5042599999999,103,26767
25,2020-06-16,Brazil,RJ,TOTAL,239,7967,2397,83343,7967,83343,46.14553,482.72965999999997,0.09559,65063.0,42809.0,94181.0,545.5042599999999,104,27947
25,2020-06-17,Brazil,RJ,TOTAL,171,8138,3620,86963,8138,86963,47.135979999999996,503.697,0.09358,69559.0,42809.0,103790.0,601.1604,105,29177
25,2020-06-18,Brazil,RJ,TOTAL,274,8412,354,87317,8412,87317,48.723009999999995,505.7474,0.09634,70407.0,42809.0,103790.0,601.1604,106,30461
25,2020-06-19,Brazil,RJ,TOTAL,183,8595,6061,93378,8595,93378,49.782959999999996,540.85322,0.09205,70407.0,44229.0,103790.0,601.1604,107,31800
25,2020-06-20,Brazil,RJ,TOTAL,229,8824,2159,95537,8824,95537,51.10935,553.35833,0.09236,75899.0,44229.0,103790.0,601.1604,108,33197
26,2020-06-21,Brazil,RJ,TOTAL,51,8875,596,96133,8875,96133,51.40475,556.8104099999999,0.09232,76821.0,44229.0,103790.0,601.1604,109,34654
26,2020-06-22,Brazil,RJ,TOTAL,58,8933,1439,97572,8933,97572,51.74069,565.14522,0.09155,78316.0,44229.0,103790.0,601.1604,110,36174
26,2020-06-23,Brazil,RJ,TOTAL,220,9153,3297,100869,9153,100869,53.01494,584.24172,0.09074,78316.0,32669.0,103790.0,601.1604,111,37760
26,2020-06-24,Brazil,RJ,TOTAL,142,9295,2624,103493,9295,103493,53.837419999999995,599.44015,0.08981,83800.0,32669.0,103790.0,601.1604,112,39414
26,2020-06-25,Brazil,RJ,TOTAL,155,9450,2404,105897,9450,105897,54.73519,613.36432,0.08924,85690.0,32669.0,103790.0,601.1604,113,41139
26,2020-06-26,Brazil,RJ,TOTAL,137,9587,2600,108497,9587,108497,55.52871,628.4237400000001,0.08836000000000001,87850.0,32669.0,103790.0,601.1604,114,42939
26,2020-06-27,Brazil,RJ,TOTAL,202,9789,306,108803,9789,108803,56.69871,630.19611,0.08997000000000001,88784.0,32669.0,103790.0,601.1604,115,44816
27,2020-06-28,Brazil,RJ,TOTAL,30,9819,2495,111298,9819,111298,56.87246999999999,644.6473599999999,0.08822,91106.0,32669.0,103790.0,601.1604,116,46773
27,2020-06-29,Brazil,RJ,TOTAL,29,9848,585,111883,9848,111883,57.040440000000004,648.03573,0.08802,92161.0,32669.0,150441.0,871.36691,117,48815
27,2020-06-30,Brazil,RJ,TOTAL,232,10080,728,112611,10080,112611,58.384209999999996,652.25237,0.08951,93423.0,32669.0,150441.0,871.36691,118,50944
27,2020-07-01,Brazil,RJ,TOTAL,118,10198,2667,115278,10198,115278,59.06766999999999,667.69986,0.08846,95028.0,10508.0,150441.0,871.36691,119,53164
27,2020-07-02,Brazil,RJ,TOTAL,134,10332,1545,116823,10332,116823,59.84381,676.64863,0.08843999999999999,95028.0,10508.0,150441.0,871.36691,120,55479
27,2020-07-03,Brazil,RJ,TOTAL,168,10500,2133,118956,10500,118956,60.816880000000005,689.00314,0.08827,98540.0,10508.0,150441.0,871.36691,121,57893
27,2020-07-04,Brazil,RJ,TOTAL,124,10624,1484,120440,10624,120440,61.5351,697.5986,0.08821,99805.0,10508.0,150441.0,871.36691,122,60410
28,2020-07-05,Brazil,RJ,TOTAL,43,10667,852,121292,10667,121292,61.78416,702.53345,0.08794,97719.0,10508.0,150441.0,871.36691,123,63035
28,2020-07-06,Brazil,RJ,TOTAL,31,10698,587,121879,10698,121879,61.96371,705.93341,0.08778,101554.0,10508.0,150441.0,871.36691,124,65771
28,2020-07-07,Brazil,RJ,TOTAL,183,10881,2207,124086,10881,124086,63.023669999999996,718.71653,0.08769,101554.0,10508.0,150441.0,871.36691,125,68623
28,2020-07-08,Brazil,RJ,TOTAL,89,10970,2243,126329,10970,126329,63.539159999999995,731.70818,0.08684,105231.0,10865.0,150441.0,871.36691,126,71597
28,2020-07-09,Brazil,RJ,TOTAL,145,11115,1995,128324,11115,128324,64.37901,743.2633900000001,0.08662,105231.0,10865.0,150441.0,871.36691,127,74696
28,2020-07-10,Brazil,RJ,TOTAL,165,11280,1119,129443,11280,129443,65.33471,749.74473,0.08714,108151.0,10865.0,150441.0,871.36691,128,77927
28,2020-07-11,Brazil,RJ,TOTAL,126,11406,232,129675,11406,129675,66.06451,751.0884900000001,0.08796,109061.0,10865.0,176761.0,1023.8145599999999,129,81295
29,2020-07-12,Brazil,RJ,TOTAL,9,11415,9,129684,11415,129684,66.11664,751.14062,0.08802,110061.0,10865.0,176761.0,1023.8145599999999,130,84805
29,2020-07-13,Brazil,RJ,TOTAL,59,11474,2360,132044,11474,132044,66.45837,764.80994,0.0869,111189.0,10865.0,176761.0,1023.8145599999999,131,88462
29,2020-07-14,Brazil,RJ,TOTAL,150,11624,778,132822,11624,132822,67.32718,769.31618,0.08752,112355.0,10865.0,176761.0,1023.8145599999999,132,92274
29,2020-07-15,Brazil,RJ,TOTAL,133,11757,1627,134449,11757,134449,68.09753,778.7399,0.08745,114351.0,14880.0,165870.0,960.7329699999999,133,96245
29,2020-07-16,Brazil,RJ,TOTAL,92,11849,124,134573,11849,134573,68.6304,779.45812,0.08805,114351.0,14880.0,165870.0,960.7329699999999,134,100383
29,2020-07-17,Brazil,RJ,TOTAL,70,11919,657,135230,11919,135230,69.03585,783.26352,0.08814,115201.0,14880.0,165870.0,960.7329699999999,135,104694
29,2020-07-18,Brazil,RJ,TOTAL,0,11919,0,135230,11919,135230,69.03585,783.26352,0.08814,115201.0,14880.0,165870.0,960.7329699999999,136,109185
30,2020-07-19,Brazil,RJ,TOTAL,195,12114,3294,138524,12114,138524,70.16530999999999,802.3426400000001,0.08745,117262.0,14880.0,165870.0,960.7329699999999,137,113863
30,2020-07-20,Brazil,RJ,TOTAL,47,12161,2481,141005,12161,141005,70.43753000000001,816.7128,0.08625,118298.0,17335.0,174615.0,1011.38475,138,118735
30,2020-07-21,Brazil,RJ,TOTAL,132,12293,4116,145121,12293,145121,71.20209,840.55302,0.08471000000000001,124686.0,17335.0,174615.0,1011.38475,139,123809
30,2020-07-22,Brazil,RJ,TOTAL,150,12443,3502,148623,12443,148623,72.0709,860.8369,0.08372,127003.0,17335.0,174615.0,1011.38475,140,129093
30,2020-07-23,Brazil,RJ,TOTAL,92,12535,2926,151549,12535,151549,72.60377,877.78454,0.08271,129896.0,17335.0,174615.0,1011.38475,141,134596
30,2020-07-24,Brazil,RJ,TOTAL,119,12654,3330,154879,12654,154879,73.29303,897.0721800000001,0.0817,132225.0,22082.0,185145.0,1072.37539,142,140324
30,2020-07-25,Brazil,RJ,TOTAL,154,12808,1414,156293,12808,156293,74.18500999999999,905.2621800000001,0.08195,133831.0,22082.0,185145.0,1072.37539,143,146287
31,2020-07-26,Brazil,RJ,TOTAL,27,12835,32,156325,12835,156325,74.3414,905.44753,0.0821,134419.0,22082.0,185145.0,1072.37539,144,152495
31,2020-07-27,Brazil,RJ,TOTAL,41,12876,1509,157834,12876,157834,74.57887,914.1877900000001,0.08158,135552.0,22082.0,185145.0,1072.37539,145,158955
31,2020-07-28,Brazil,RJ,TOTAL,157,13033,1805,159639,13033,159639,75.48823,924.6425,0.08164,136941.0,23822.0,193183.0,1118.93216,146,165678
31,2020-07-29,Brazil,RJ,TOTAL,165,13198,2008,161647,13198,161647,76.44391999999999,936.273,0.08165,138498.0,23822.0,193183.0,1118.93216,147,172673
31,2020-07-30,Brazil,RJ,TOTAL,150,13348,1995,163642,13348,163642,77.31274,947.82821,0.08157,139967.0,23822.0,193183.0,1118.93216,148,179951
31,2020-07-31,Brazil,RJ,TOTAL,129,13477,1853,165495,13477,165495,78.05991999999999,958.5609400000001,0.08143,141413.0,23822.0,193183.0,1118.93216,149,187521
31,2020-08-01,Brazil,RJ,TOTAL,79,13556,1718,167213,13556,167213,78.51749000000001,968.51174,0.08107,143322.0,23822.0,193183.0,1118.93216,150,195395
32,2020-08-02,Brazil,RJ,TOTAL,16,13572,12,167225,13572,167225,78.61016,968.58125,0.08116,143822.0,27779.0,813560.0,4712.20785,151,203583
32,2020-08-03,Brazil,RJ,TOTAL,32,13604,839,168064,13604,168064,78.79551,973.4408,0.08095,144850.0,27779.0,813560.0,4712.20785,152,212096
32,2020-08-04,Brazil,RJ,TOTAL,111,13715,847,168911,13715,168911,79.43843000000001,978.3467,0.0812,150976.0,27779.0,813560.0,4712.20785,153,220947
32,2020-08-05,Brazil,RJ,TOTAL,140,13855,3768,172679,13855,172679,80.24932,1000.1712699999999,0.08023999999999999,153966.0,27779.0,813560.0,4712.20785,154,230146
32,2020-08-06,Brazil,RJ,TOTAL,86,13941,1385,174064,13941,174064,80.74744,1008.19331,0.08009,155312.0,27779.0,813560.0,4712.20785,155,239705
32,2020-08-07,Brazil,RJ,TOTAL,87,14028,1632,175696,14028,175696,81.25135,1017.64599,0.07984,156785.0,27522.0,813560.0,4712.20785,156,249638
32,2020-08-08,Brazil,RJ,TOTAL,42,14070,2828,178524,14070,178524,81.49462,1034.026,0.07881,159372.0,27522.0,813560.0,4712.20785,157,259957
33,2020-08-09,Brazil,RJ,TOTAL,10,14080,326,178850,14080,178850,81.55254000000001,1035.91422,0.07873,159372.0,32764.0,813560.0,4712.20785,158,270674
33,2020-08-10,Brazil,RJ,TOTAL,28,14108,1166,180016,14108,180016,81.71472,1042.66779,0.07837000000000001,161329.0,32764.0,813560.0,4712.20785,159,281803
33,2020-08-11,Brazil,RJ,TOTAL,104,14212,2547,182563,14212,182563,82.3171,1057.4202300000002,0.07785,163579.0,32764.0,813560.0,4712.20785,160,293356
33,2020-08-12,Brazil,RJ,TOTAL,83,14295,3047,185610,14295,185610,82.79784000000001,1075.06871,0.07702,165894.0,31071.0,813560.0,4712.20785,161,305348
33,2020-08-13,Brazil,RJ,TOTAL,117,14412,2475,188085,14412,188085,83.47551,1089.40412,0.07662000000000001,167609.0,31071.0,813560.0,4712.20785,162,317793
33,2020-08-14,Brazil,RJ,TOTAL,95,14507,1806,189891,14507,189891,84.02575999999999,1099.8646199999998,0.0764,169693.0,31071.0,813560.0,4712.20785,163,330703
33,2020-08-15,Brazil,RJ,TOTAL,19,14526,723,190614,14526,190614,84.13580999999999,1104.0523,0.07621,171123.0,31071.0,813560.0,4712.20785,164,344094
34,2020-08-16,Brazil,RJ,TOTAL,36,14562,3665,194279,14562,194279,84.34433,1125.2802900000002,0.07495,174747.0,34480.0,813560.0,4712.20785,165,357980
34,2020-08-17,Brazil,RJ,TOTAL,4,14566,372,194651,14566,194651,84.3675,1127.43494,0.07483,175355.0,34480.0,813560.0,4712.20785,166,372375
34,2020-08-18,Brazil,RJ,TOTAL,162,14728,4829,199480,14728,199480,85.30581,1155.40492,0.07382999999999999,179501.0,34480.0,813560.0,4712.20785,167,387294
34,2020-08-19,Brazil,RJ,TOTAL,185,14913,3513,202993,14913,202993,86.37735,1175.75251,0.07347000000000001,182513.0,34480.0,813560.0,4712.20785,168,402751
34,2020-08-20,Brazil,RJ,TOTAL,161,15074,2923,205916,15074,205916,87.30986999999999,1192.68277,0.0732,184641.0,32062.0,813560.0,4712.20785,169,418761
34,2020-08-21,Brazil,RJ,TOTAL,128,15202,1120,207036,15202,207036,88.05126,1199.1699,0.07343,185904.0,32062.0,813560.0,4712.20785,170,435338
34,2020-08-22,Brazil,RJ,TOTAL,65,15267,3428,210464,15267,210464,88.42775,1219.02517,0.07254,188731.0,32062.0,813560.0,4712.20785,171,452499
35,2020-08-23,Brazil,RJ,TOTAL,25,15292,484,210948,15292,210948,88.57255,1221.82853,0.07249,188731.0,32062.0,813560.0,4712.20785,172,470256
35,2020-08-24,Brazil,RJ,TOTAL,100,15392,412,211360,15392,211360,89.15176,1224.21487,0.07282000000000001,190562.0,32062.0,813560.0,4712.20785,173,488625
35,2020-08-25,Brazil,RJ,TOTAL,168,15560,2643,214003,15560,214003,90.12483,1239.52335,0.07271,192828.0,32062.0,813560.0,4712.20785,174,507620
35,2020-08-26,Brazil,RJ,TOTAL,140,15700,2672,216675,15700,216675,90.93571999999999,1254.9998,0.07246,195166.0,32062.0,813560.0,4712.20785,175,527256
35,2020-08-27,Brazil,RJ,TOTAL,159,15859,2523,219198,15859,219198,91.85665999999999,1269.6132300000002,0.07235,197196.0,32062.0,813560.0,4712.20785,176,547546
35,2020-08-28,Brazil,RJ,TOTAL,0,15859,0,219198,15859,219198,91.85665999999999,1269.6132300000002,0.07235,197196.0,32062.0,813560.0,4712.20785,177,568504
35,2020-08-29,Brazil,RJ,TOTAL,157,16016,3759,222957,16016,222957,92.76602,1291.38567,0.07182999999999999,200853.0,34873.0,813560.0,4712.20785,178,590144
11,2020-03-12,Brazil,PE,TOTAL,0,0,2,2,0,2,0.0,0.02093,0.0,,,,,1,49
11,2020-03-13,Brazil,PE,TOTAL,0,0,0,2,0,2,0.0,0.02093,0.0,,,,,2,64
11,2020-03-14,Brazil,PE,TOTAL,0,0,5,7,0,2,0.0,0.07324,0.0,,,,,3,80
12,2020-03-15,Brazil,PE,TOTAL,0,0,1,8,0,2,0.0,0.08371,0.0,,,,,4,96
12,2020-03-16,Brazil,PE,TOTAL,0,0,0,8,0,2,0.0,0.08371,0.0,,,,,5,113
12,2020-03-17,Brazil,PE,TOTAL,0,0,10,18,0,16,0.0,0.18834,0.0,,,,,6,130
12,2020-03-18,Brazil,PE,TOTAL,0,0,1,19,0,16,0.0,0.19881,0.0,,,,,7,148
12,2020-03-19,Brazil,PE,TOTAL,0,0,9,28,0,28,0.0,0.29298,0.0,,,,,8,167
