date,state,newCases,mortes,TOTAL,totalCasesPred,residuo_quadratico,res_quad_padronizado,suscetivel,infectado,recuperado
2020-06-23,MG,979.0,720.0,29897.0,32129.035184753437,4981981.065977308,155.05681949397282,21136661.96481524,6645.644338654041,25483.390846099403
2020-06-24,MG,1446.0,771.0,31343.0,33786.054062642346,5968513.152993273,176.65088947759241,21135004.945937354,6985.3711603369775,26800.682902305372
2020-06-25,MG,1426.0,806.0,32769.0,35527.622889130325,7610000.244433743,214.1935044367272,21133263.37711087,7342.321351631353,28185.301537498977
2020-06-26,MG,6122.0,833.0,38891.0,37358.01189548586,2350052.528581848,62.904568652839764,21131432.98810451,7717.353039658409,29640.658855827456
2020-06-27,MG,2075.0,882.0,40966.0,39281.702092671076,2836859.440632594,72.2165047083628,21129509.297907326,8111.365495116162,31170.33659755492
2020-06-28,MG,1775.0,899.0,42741.0,41303.39517249354,2066707.6400698798,50.03602235159211,21127487.604827505,8525.30093738844,32778.0942351051
2020-06-29,MG,1123.0,940.0,43864.0,43428.02457585435,190074.57045897652,4.376671415379983,21125362.97542414,8960.146461026177,34467.87811482818
2020-06-30,MG,1137.0,965.0,45001.0,45660.765669344924,435290.7384461561,9.532937065952948,21123130.234330654,9416.93592052107,36243.82974882385
2020-07-01,MG,2583.0,1007.0,47584.0,48007.046823696255,178968.6150394904,3.727887862148006,21120783.9531763,9896.751913288113,38110.294910408156
2020-07-02,MG,3123.0,1059.0,50707.0,50472.561785715305,54961.2763169967,1.0889121823883545,21118318.438214283,10400.727858106913,40071.8339276084
2020-07-03,MG,2644.0,1110.0,53351.0,53063.28134361777,82782.02523039715,1.5600329097899606,21115727.718656383,10930.0500926843,42133.23125093348
2020-07-04,MG,2607.0,1183.0,55958.0,55613.49484488945,118683.801897744,2.134044411061483,21113177.505155105,11319.765750151228,44293.72909473823
2020-07-05,MG,2325.0,1201.0,58283.0,57916.51334604922,134312.4675240376,2.3190302857365266,21110874.486653946,11424.366379477693,46492.14696657152
2020-07-06,MG,1343.0,1230.0,59626.0,60240.532040985345,377649.6293976135,6.268924720252458,21108550.46795901,11529.677702827354,48710.85433815798
2020-07-07,MG,1271.0,1282.0,60897.0,62585.68819898666,2851667.8333968082,45.5634882665509,21106205.311801005,11635.699223195772,50949.988975790875
2020-07-08,MG,3138.0,1355.0,64035.0,64952.11842638539,841106.2080156077,12.949435352651705,21103838.881573603,11742.430312131108,53209.68811425426
2020-07-09,MG,2829.0,1445.0,66864.0,67339.95904915135,226537.0164690589,3.364030148482327,21101451.04095084,11849.870205506855,55490.088843644495
2020-07-10,MG,3222.0,1504.0,70086.0,69749.34610578905,113335.84448739572,1.6248785965233972,21099041.6538942,11958.018002730136,57791.32810305895
2020-07-11,MG,3727.0,1550.0,73813.0,72180.41532289716,2665332.727910999,36.92547057975894,21096610.584677093,12066.872664576485,60113.542658320745
2020-07-12,MG,2038.0,1576.0,75851.0,74633.30207683741,1482788.2320744807,19.867382568244864,21094157.69792315,12176.43300984707,62456.869066990446
2020-07-13,MG,971.0,1615.0,76822.0,77108.14132268894,81876.85655017708,1.0618307394649364,21091682.858677298,12286.697709593154,64821.44361309592
2020-07-14,MG,1821.0,1688.0,78643.0,79605.06760310878,925574.0729514705,11.62692871058644,21089185.932396878,12397.665287362968,67207.402315746
2020-07-15,MG,3367.0,1752.0,82010.0,82124.21501042589,13045.068606586343,0.15884364631411016,21086666.784989562,12509.334115923857,69614.88089450228
2020-07-16,MG,2460.0,1834.0,84470.0,84665.71715364676,38305.20423159139,0.45242340224527666,21084125.282846346,12621.70241489652,72044.0147387505
2020-07-17,MG,2801.0,1904.0,87271.0,87229.70713856889,1705.1004051688094,0.019547020322329852,21081561.29286142,12734.768250562787,74494.93888800636
2020-07-18,MG,3604.0,1964.0,90875.0,89816.31751966653,1120808.5941650383,12.478758274200569,21078974.682480324,12848.529529729805,76967.78798993699
2020-07-19,MG,2097.0,1982.0,92972.0,92425.68027300073,298465.2441085536,3.22921090779174,21076365.31972699,12962.98399802107,79462.69627497993
2020-07-20,MG,1160.0,2004.0,94132.0,95057.92675722046,857340.359736788,9.019041019960458,21073733.073242772,13078.129237649997,81979.79751957071
2020-07-21,MG,1434.0,2071.0,95566.0,97713.18767203426,4610414.898935884,47.18265595585954,21071077.81232796,13193.96266511892,84519.22500691557
2020-07-22,MG,3175.0,2166.0,98741.0,100391.59304333029,2724457.394690334,27.13803192148285,21068399.40695666,13310.481527931886,87081.11151539866
2020-07-23,MG,3827.0,2238.0,102568.0,103093.27218363913,275910.86690501816,2.67629676276821,21065697.72781635,13427.682902219367,89665.58928142
2020-07-24,MG,4244.0,2315.0,106812.0,105818.35363916034,987333.0904098976,9.330364025626755,21062972.646360833,13545.56369011642,92272.78994904416
2020-07-25,MG,3281.0,2404.0,110093.0,108566.96515487072,2328782.348548749,21.4499953575327,21060224.03484512,13664.120617140092,94902.84453773088
2020-07-26,MG,2478.0,2429.0,112571.0,111339.23365959951,1517248.317343604,13.627134302432731,21057451.766340394,13783.350229572952,97555.8834300268
2020-07-27,MG,1147.0,2461.0,113718.0,114135.28522135773,174126.95596356806,1.5256056005841043,21054655.714778636,13903.248891844769,100232.03632951318
2020-07-28,MG,2927.0,2551.0,116645.0,116955.24498758836,96251.95232370243,0.822974030449737,21051835.755012404,14023.812784180987,102931.4322034076
2020-07-29,MG,2749.0,2608.0,119394.0,119799.23716188785,164217.15737492222,1.3707581993599323,21048991.762838103,14145.037899854697,105654.19926203339
2020-07-30,MG,4021.0,2692.0,123415.0,122667.3849763142,558928.2236407101,4.5564162579350205,21046123.615023676,14266.920042486567,108400.46493382787
2020-07-31,MG,3691.0,2769.0,127106.0,125559.81064391577,2390701.524868163,19.04018867517568,21043231.189356077,14389.454823621201,111170.3558202948
2020-08-01,MG,2879.0,2861.0,129985.0,128476.63527715117,2275164.1371348165,17.70863957938552,21040314.36472284,14512.637661231276,113963.99761592015
2020-08-02,MG,2816.0,2891.0,132801.0,131417.9789062795,1912747.3456758813,14.55457470142074,21037373.02109371,14636.463775756843,116781.5151305229
2020-08-03,MG,942.0,2894.0,133743.0,134383.96043589804,410830.28038660955,3.0571150153560276,21034407.039564095,14760.928187669668,119623.03224822861
2020-08-04,MG,1985.0,3043.0,135728.0,137374.69759870632,2711612.9815851594,19.738665782838538,21031416.302401286,14886.02571510593,122488.67188360062
2020-08-05,MG,3933.0,3195.0,139661.0,140390.30691788968,531888.5804817502,3.788614780777236,21028400.6930821,15011.750971286425,125378.55594660349
2020-08-06,MG,3167.0,3304.0,142828.0,143430.90366592712,363492.83038836316,2.5342536848356176,21025360.096334066,15138.098362061175,128292.80530386622
2020-08-07,MG,4495.0,3381.0,147323.0,146496.60169579968,682934.1571851708,4.661742917834753,21022294.39830419,15265.062087893992,131231.53960790593
2020-08-08,MG,3400.0,3449.0,150723.0,149587.51351679972,1289329.5535305366,8.619174849850598,21019203.48648319,15392.63613733591,134194.87737946407
2020-08-09,MG,3204.0,3537.0,153927.0,152703.7502932399,1496339.845088688,9.798908299939963,21016087.249706753,15520.814283181418,137182.9360100587
2020-08-10,MG,1148.0,3597.0,155075.0,155845.42176019482,593549.6885816824,3.808555126758019,21012945.5782398,15649.59008151158,140195.83167868352
2020-08-11,MG,1476.0,3613.0,156551.0,159012.63618313102,6059652.698099859,38.10775505517745,21009778.36381686,15778.956869210067,143233.6793139212
2020-08-12,MG,,,,162205.50031751508,,,21006585.499682475,15908.907761480497,146296.59255603486
2020-08-13,MG,,,,165424.11926834407,,,21003366.88073165,16039.435655614667,149384.68361272968
2020-08-14,MG,,,,168668.59647847014,,,21000122.40352152,16170.533226716294,152498.0632517541
2020-08-15,MG,,,,171939.03379515235,,,20996851.966204837,16302.19291853863,155636.840876614
2020-08-16,MG,,,,175235.53136371973,,,20993555.46863627,16434.406945120783,158801.12441859924
2020-08-17,MG,,,,178558.18758450396,,,20990232.812415488,16567.167288472185,161991.02029603205
2020-08-18,MG,,,,181907.09906977255,,,20986883.90093022,16700.465696257008,165206.63337351586
2020-03-10,RS,1.0,0.0,1.0,3.582703293866665,6.670356304149722,1.455550550932918,11377235.417296706,3.582703293866665,0.0
2020-03-11,RS,1.0,0.0,2.0,5.178631443171822,10.10369785152058,1.6352646932333954,11377233.821368556,4.614805692988244,0.5638257501835775
2020-03-12,RS,2.0,0.0,4.0,7.234302825347287,10.460714766049444,1.27038256764722,11377231.765697174,5.944228436817308,1.2900743885299788
2020-03-13,RS,0.0,0.0,4.0,9.882032030220666,34.59830080454184,3.179397074779633,11377229.117967969,7.656540559163471,2.2254914710571962
2020-03-14,RS,2.0,0.0,6.0,13.292500478258134,53.18056322539511,3.7208718870636948,11377225.70749952,9.862123216985996,3.4303772612721413
2020-03-15,RS,0.0,0.0,6.0,17.685430916914775,136.54929571398768,7.3077948440770495,11377221.314569082,12.703072935320751,4.982357981594024
2020-03-16,RS,2.0,0.0,8.0,23.34378881755083,235.43185527759792,9.671126259025941,11377215.65621118,16.36238569457231,6.98140312297852
2020-03-17,RS,2.0,0.0,10.0,30.63202956383647,425.68064392302205,13.457266251726203,11377208.367970435,21.075757406960033,9.556272156876437
2020-03-18,RS,9.0,0.0,19.0,40.01981897919501,441.8327899181267,10.771202821305026,11377198.98018102,27.14692394654775,12.872895032647254
2020-03-19,RS,12.0,0.0,31.0,52.11185174830885,445.7102842425715,8.391917614824331,11377186.88814825,34.96694457507623,17.144907173232625
2020-03-20,RS,12.0,0.0,43.0,67.68713095538378,609.454434808268,8.872905685988597,11377171.312869044,45.039603664625595,22.64752729075819
2020-03-21,RS,26.0,0.0,69.0,87.7489762642716,351.52411095822004,3.9608807420095946,11377151.251023734,58.013750254720485,29.735226009551113
2020-03-22,RS,8.0,0.0,77.0,100.1494811286858,535.8984765273802,5.2980842862218145,11377138.85051887,62.059159601741875,38.09032152694393
2020-03-23,RS,19.0,0.0,96.0,112.32807619274676,266.6060721561436,2.352515644073088,11377126.671923805,65.42512232604533,46.90295386670146
2020-03-24,RS,16.0,0.0,112.0,125.16731301947469,173.37813215282767,1.3741921580438645,11377113.83268698,68.9736653132845,56.19364770619023
2020-03-25,RS,50.0,1.0,162.0,138.70290408809464,542.7546779285174,3.8850636747412506,11377100.297095912,72.71465721567994,65.98824687241472
2020-03-26,RS,28.0,1.0,190.0,152.972599161043,1371.0284128887931,8.904366233727126,11377086.027400836,76.65852953546262,76.31406962558044
