reproductionNumber,reproductionNumberLow,reproductionNumberHigh,date,state
3.0,0.65,7.86,2020-04-28,AC
2.42,1.1500000000000001,3.71,2020-04-29,AC
2.41,1.42,3.3000000000000003,2020-04-30,AC
2.2600000000000002,1.49,2.97,2020-05-01,AC
2.09,1.43,2.67,2020-05-02,AC
1.96,1.3900000000000001,2.46,2020-05-03,AC
1.8,1.29,2.24,2020-05-04,AC
1.73,1.27,2.13,2020-05-05,AC
1.69,1.26,2.05,2020-05-06,AC
1.6400000000000001,1.25,1.98,2020-05-07,AC
1.56,1.19,1.87,2020-05-08,AC
1.49,1.1400000000000001,1.78,2020-05-09,AC
1.3900000000000001,1.06,1.67,2020-05-10,AC
1.31,1.01,1.59,2020-05-11,AC
1.23,0.92,1.49,2020-05-12,AC
1.18,0.9,1.45,2020-05-13,AC
1.17,0.89,1.43,2020-05-14,AC
1.21,0.93,1.46,2020-05-15,AC
1.27,0.99,1.51,2020-05-16,AC
1.3900000000000001,1.12,1.62,2020-05-17,AC
1.49,1.23,1.71,2020-05-18,AC
1.54,1.3,1.75,2020-05-19,AC
1.57,1.34,1.77,2020-05-20,AC
1.56,1.33,1.74,2020-05-21,AC
1.53,1.31,1.7,2020-05-22,AC
1.48,1.28,1.6500000000000001,2020-05-23,AC
1.44,1.24,1.6,2020-05-24,AC
1.4000000000000001,1.2,1.55,2020-05-25,AC
1.36,1.16,1.5,2020-05-26,AC
1.3,1.11,1.44,2020-05-27,AC
1.24,1.07,1.3900000000000001,2020-05-28,AC
1.17,0.99,1.31,2020-05-29,AC
1.1,0.92,1.24,2020-05-30,AC
1.04,0.86,1.18,2020-05-31,AC
1.03,0.85,1.17,2020-06-01,AC
1.04,0.87,1.19,2020-06-02,AC
1.07,0.9,1.22,2020-06-03,AC
1.12,0.9500000000000001,1.27,2020-06-04,AC
1.1400000000000001,0.97,1.29,2020-06-05,AC
1.1500000000000001,0.97,1.29,2020-06-06,AC
1.1400000000000001,0.96,1.28,2020-06-07,AC
1.1300000000000001,0.97,1.28,2020-06-08,AC
1.12,0.9500000000000001,1.26,2020-06-09,AC
1.1,0.93,1.24,2020-06-10,AC
1.07,0.9,1.21,2020-06-11,AC
1.04,0.87,1.18,2020-06-12,AC
1.0,0.8300000000000001,1.1400000000000001,2020-06-13,AC
0.98,0.8200000000000001,1.1300000000000001,2020-06-14,AC
0.99,0.8300000000000001,1.1400000000000001,2020-06-15,AC
1.03,0.87,1.18,2020-06-16,AC
1.07,0.91,1.22,2020-06-17,AC
1.08,0.92,1.23,2020-06-18,AC
1.07,0.9,1.21,2020-06-19,AC
1.03,0.87,1.18,2020-06-20,AC
1.0,0.8300000000000001,1.1400000000000001,2020-06-21,AC
0.99,0.8200000000000001,1.1300000000000001,2020-06-22,AC
1.0,0.84,1.1500000000000001,2020-06-23,AC
1.03,0.87,1.18,2020-06-24,AC
1.04,0.88,1.19,2020-06-25,AC
1.03,0.87,1.18,2020-06-26,AC
0.99,0.8300000000000001,1.1400000000000001,2020-06-27,AC
0.98,0.8200000000000001,1.1300000000000001,2020-06-28,AC
0.98,0.8,1.12,2020-06-29,AC
0.99,0.81,1.1300000000000001,2020-06-30,AC
1.02,0.84,1.16,2020-07-01,AC
1.03,0.85,1.17,2020-07-02,AC
1.02,0.84,1.16,2020-07-03,AC
0.99,0.81,1.1300000000000001,2020-07-04,AC
0.96,0.78,1.1,2020-07-05,AC
0.96,0.78,1.1,2020-07-06,AC
0.99,0.81,1.1300000000000001,2020-07-07,AC
1.01,0.84,1.16,2020-07-08,AC
1.04,0.86,1.18,2020-07-09,AC
1.03,0.85,1.17,2020-07-10,AC
1.0,0.8200000000000001,1.1400000000000001,2020-07-11,AC
0.96,0.79,1.11,2020-07-12,AC
0.9400000000000001,0.76,1.08,2020-07-13,AC
0.93,0.76,1.08,2020-07-14,AC
0.93,0.74,1.07,2020-07-15,AC
0.9400000000000001,0.75,1.08,2020-07-16,AC
0.9400000000000001,0.76,1.09,2020-07-17,AC
0.9400000000000001,0.76,1.09,2020-07-18,AC
0.9500000000000001,0.77,1.1,2020-07-19,AC
0.97,0.8,1.1300000000000001,2020-07-20,AC
1.0,0.8200000000000001,1.1500000000000001,2020-07-21,AC
1.02,0.84,1.17,2020-07-22,AC
1.02,0.84,1.17,2020-07-23,AC
0.99,0.81,1.1400000000000001,2020-07-24,AC
0.98,0.8,1.1300000000000001,2020-07-25,AC
0.97,0.79,1.12,2020-07-26,AC
0.98,0.8,1.1300000000000001,2020-07-27,AC
0.98,0.8,1.1300000000000001,2020-07-28,AC
0.99,0.81,1.1400000000000001,2020-07-29,AC
0.98,0.81,1.1400000000000001,2020-07-30,AC
0.99,0.81,1.1400000000000001,2020-07-31,AC
1.0,0.8200000000000001,1.1500000000000001,2020-08-01,AC
1.04,0.86,1.19,2020-08-02,AC
1.08,0.9,1.23,2020-08-03,AC
1.1,0.91,1.24,2020-08-04,AC
1.07,0.9,1.22,2020-08-05,AC
1.02,0.85,1.17,2020-08-06,AC
0.9500000000000001,0.78,1.1,2020-08-07,AC
0.89,0.71,1.04,2020-08-08,AC
0.87,0.6900000000000001,1.02,2020-08-09,AC
0.89,0.71,1.04,2020-08-10,AC
0.93,0.74,1.08,2020-08-11,AC
0.96,0.77,1.11,2020-08-12,AC
0.97,0.78,1.12,2020-08-13,AC
0.9400000000000001,0.76,1.1,2020-08-14,AC
0.93,0.74,1.08,2020-08-15,AC
0.92,0.74,1.08,2020-08-16,AC
0.9400000000000001,0.74,1.09,2020-08-17,AC
0.96,0.77,1.12,2020-08-18,AC
0.99,0.8,1.1500000000000001,2020-08-19,AC
0.99,0.79,1.1400000000000001,2020-08-20,AC
0.97,0.77,1.12,2020-08-21,AC
0.9400000000000001,0.74,1.09,2020-08-22,AC
0.93,0.73,1.08,2020-08-23,AC
0.93,0.74,1.09,2020-08-24,AC
0.9500000000000001,0.77,1.12,2020-08-25,AC
0.96,0.78,1.1300000000000001,2020-08-26,AC
0.97,0.79,1.1400000000000001,2020-08-27,AC
0.96,0.77,1.12,2020-08-28,AC
0.93,0.74,1.09,2020-08-29,AC
0.91,0.71,1.07,2020-08-30,AC
0.91,0.71,1.07,2020-08-31,AC
0.93,0.73,1.09,2020-09-01,AC
0.9500000000000001,0.76,1.12,2020-09-02,AC
0.9500000000000001,0.76,1.12,2020-09-03,AC
0.9400000000000001,0.75,1.11,2020-09-04,AC
0.9,0.71,1.07,2020-09-05,AC
0.88,0.67,1.04,2020-09-06,AC
0.89,0.6900000000000001,1.06,2020-09-07,AC
0.91,0.72,1.09,2020-09-08,AC
0.9500000000000001,0.76,1.1300000000000001,2020-09-09,AC
0.98,0.79,1.16,2020-09-10,AC
0.97,0.78,1.1500000000000001,2020-09-11,AC
0.9400000000000001,0.75,1.12,2020-09-12,AC
0.91,0.7000000000000001,1.08,2020-09-13,AC
0.92,0.71,1.09,2020-09-14,AC
0.97,0.77,1.1500000000000001,2020-09-15,AC
1.03,0.8200000000000001,1.2,2020-09-16,AC
1.05,0.84,1.22,2020-09-17,AC
1.03,0.84,1.21,2020-09-18,AC
0.99,0.79,1.16,2020-09-19,AC
0.9500000000000001,0.75,1.12,2020-09-20,AC
0.93,0.74,1.11,2020-09-21,AC
0.9500000000000001,0.76,1.1300000000000001,2020-09-22,AC
0.99,0.8,1.17,2020-09-23,AC
1.0,0.81,1.18,2020-09-24,AC
0.99,0.79,1.16,2020-09-25,AC
0.9500000000000001,0.76,1.1300000000000001,2020-09-26,AC
0.9400000000000001,0.73,1.11,2020-09-27,AC
0.9500000000000001,0.74,1.12,2020-09-28,AC
0.98,0.77,1.1500000000000001,2020-09-29,AC
1.01,0.8,1.18,2020-09-30,AC
1.02,0.81,1.19,2020-10-01,AC
0.99,0.78,1.16,2020-10-02,AC
0.9500000000000001,0.76,1.1300000000000001,2020-10-03,AC
0.9,0.6900000000000001,1.07,2020-10-04,AC
0.87,0.67,1.05,2020-10-05,AC
0.87,0.68,1.06,2020-10-06,AC
0.88,0.67,1.06,2020-10-07,AC
0.89,0.68,1.07,2020-10-08,AC
0.89,0.67,1.07,2020-10-09,AC
0.9,0.68,1.08,2020-10-10,AC
0.9,0.6900000000000001,1.09,2020-10-11,AC
0.92,0.71,1.11,2020-10-12,AC
0.9500000000000001,0.75,1.1500000000000001,2020-10-13,AC
0.99,0.78,1.18,2020-10-14,AC
1.0,0.79,1.19,2020-10-15,AC
1.0,0.78,1.18,2020-10-16,AC
0.97,0.75,1.1500000000000001,2020-10-17,AC
0.9500000000000001,0.74,1.1400000000000001,2020-10-18,AC
0.9400000000000001,0.73,1.1300000000000001,2020-10-19,AC
0.93,0.73,1.1300000000000001,2020-10-20,AC
0.9500000000000001,0.72,1.1300000000000001,2020-10-21,AC
0.97,0.74,1.1500000000000001,2020-10-22,AC
0.97,0.74,1.1500000000000001,2020-10-23,AC
0.9500000000000001,0.73,1.1400000000000001,2020-10-24,AC
0.96,0.73,1.1400000000000001,2020-10-25,AC
0.96,0.73,1.1400000000000001,2020-10-26,AC
0.97,0.75,1.16,2020-10-27,AC
0.99,0.76,1.17,2020-10-28,AC
1.0,0.78,1.19,2020-10-29,AC
1.0,0.77,1.18,2020-10-30,AC
0.97,0.75,1.16,2020-10-31,AC
0.97,0.74,1.1500000000000001,2020-11-01,AC
0.96,0.74,1.1500000000000001,2020-11-02,AC
0.97,0.75,1.16,2020-11-03,AC
1.01,0.79,1.2,2020-11-04,AC
1.04,0.81,1.22,2020-11-05,AC
1.06,0.85,1.25,2020-11-06,AC
1.08,0.86,1.26,2020-11-07,AC
1.07,0.85,1.25,2020-11-08,AC
1.11,0.91,1.3,2020-11-09,AC
1.1400000000000001,0.93,1.32,2020-11-10,AC
1.19,0.98,1.36,2020-11-11,AC
1.21,1.02,1.3900000000000001,2020-11-12,AC
1.21,1.0,1.37,2020-11-13,AC
1.18,0.98,1.34,2020-11-14,AC
1.1400000000000001,0.9400000000000001,1.3,2020-11-15,AC
1.11,0.92,1.27,2020-11-16,AC
1.12,0.93,1.28,2020-11-17,AC
1.12,0.92,1.27,2020-11-18,AC
1.1300000000000001,0.9500000000000001,1.29,2020-11-19,AC
1.12,0.9400000000000001,1.28,2020-11-20,AC
1.11,0.92,1.26,2020-11-21,AC
1.08,0.89,1.23,2020-11-22,AC
1.05,0.86,1.2,2020-11-23,AC
1.06,0.86,1.2,2020-11-24,AC
1.06,0.89,1.22,2020-11-25,AC
1.07,0.9,1.23,2020-11-26,AC
1.08,0.9,1.23,2020-11-27,AC
1.08,0.9,1.23,2020-11-28,AC
1.07,0.89,1.22,2020-11-29,AC
3.0,0.65,7.86,2020-04-20,AL
2.58,1.22,3.87,2020-04-21,AL
2.46,1.46,3.37,2020-04-22,AL
2.31,1.5,3.0100000000000002,2020-04-23,AL
2.11,1.43,2.69,2020-04-24,AL
1.96,1.3800000000000001,2.47,2020-04-25,AL
1.9100000000000001,1.41,2.37,2020-04-26,AL
1.82,1.37,2.23,2020-04-27,AL
1.79,1.3900000000000001,2.17,2020-04-28,AL
1.75,1.36,2.08,2020-04-29,AL
1.6600000000000001,1.31,1.97,2020-04-30,AL
1.56,1.22,1.84,2020-05-01,AL
1.43,1.11,1.7,2020-05-02,AL
1.33,1.02,1.59,2020-05-03,AL
1.29,0.99,1.54,2020-05-04,AL
1.27,0.99,1.52,2020-05-05,AL
1.28,1.0,1.52,2020-05-06,AL
1.3,1.04,1.54,2020-05-07,AL
1.29,1.02,1.51,2020-05-08,AL
1.28,1.04,1.51,2020-05-09,AL
1.27,1.03,1.49,2020-05-10,AL
1.28,1.03,1.48,2020-05-11,AL
1.3,1.06,1.5,2020-05-12,AL
1.35,1.12,1.55,2020-05-13,AL
1.3900000000000001,1.17,1.58,2020-05-14,AL
1.3900000000000001,1.17,1.57,2020-05-15,AL
1.37,1.1500000000000001,1.54,2020-05-16,AL
1.33,1.11,1.49,2020-05-17,AL
1.3,1.1,1.47,2020-05-18,AL
1.3,1.1,1.46,2020-05-19,AL
1.3,1.11,1.46,2020-05-20,AL
1.34,1.16,1.5,2020-05-21,AL
1.37,1.2,1.53,2020-05-22,AL
1.3800000000000001,1.21,1.53,2020-05-23,AL
1.3800000000000001,1.21,1.52,2020-05-24,AL
1.35,1.19,1.49,2020-05-25,AL
1.33,1.16,1.46,2020-05-26,AL
1.32,1.16,1.45,2020-05-27,AL
1.34,1.17,1.46,2020-05-28,AL
1.35,1.2,1.48,2020-05-29,AL
1.37,1.22,1.49,2020-05-30,AL
1.37,1.21,1.48,2020-05-31,AL
1.34,1.2,1.46,2020-06-01,AL
1.32,1.18,1.43,2020-06-02,AL
1.29,1.1500000000000001,1.4000000000000001,2020-06-03,AL
1.26,1.12,1.37,2020-06-04,AL
1.25,1.12,1.36,2020-06-05,AL
1.23,1.09,1.33,2020-06-06,AL
1.2,1.07,1.31,2020-06-07,AL
1.2,1.06,1.3,2020-06-08,AL
1.19,1.06,1.29,2020-06-09,AL
1.18,1.06,1.29,2020-06-10,AL
1.19,1.06,1.29,2020-06-11,AL
1.18,1.05,1.28,2020-06-12,AL
1.1500000000000001,1.02,1.25,2020-06-13,AL
1.1400000000000001,1.02,1.24,2020-06-14,AL
1.11,0.99,1.21,2020-06-15,AL
1.11,0.99,1.21,2020-06-16,AL
1.1,0.98,1.2,2020-06-17,AL
1.09,0.97,1.19,2020-06-18,AL
1.08,0.96,1.18,2020-06-19,AL
1.06,0.9400000000000001,1.16,2020-06-20,AL
1.03,0.91,1.1300000000000001,2020-06-21,AL
1.01,0.9,1.12,2020-06-22,AL
1.0,0.88,1.1,2020-06-23,AL
0.99,0.88,1.1,2020-06-24,AL
0.98,0.84,1.07,2020-06-25,AL
0.97,0.8300000000000001,1.06,2020-06-26,AL
0.96,0.8300000000000001,1.06,2020-06-27,AL
0.96,0.8300000000000001,1.06,2020-06-28,AL
0.96,0.8300000000000001,1.06,2020-06-29,AL
0.97,0.85,1.08,2020-06-30,AL
0.99,0.86,1.09,2020-07-01,AL
0.99,0.86,1.09,2020-07-02,AL
0.98,0.86,1.09,2020-07-03,AL
0.98,0.86,1.09,2020-07-04,AL
0.98,0.85,1.08,2020-07-05,AL
0.99,0.86,1.09,2020-07-06,AL
0.99,0.86,1.09,2020-07-07,AL
0.99,0.87,1.1,2020-07-08,AL
0.99,0.86,1.09,2020-07-09,AL
0.99,0.86,1.09,2020-07-10,AL
0.98,0.85,1.08,2020-07-11,AL
0.98,0.86,1.09,2020-07-12,AL
1.0,0.87,1.1,2020-07-13,AL
0.99,0.87,1.1,2020-07-14,AL
0.97,0.85,1.08,2020-07-15,AL
0.93,0.81,1.04,2020-07-16,AL
0.86,0.73,0.97,2020-07-17,AL
0.8200000000000001,0.6900000000000001,0.93,2020-07-18,AL
0.81,0.68,0.92,2020-07-19,AL
0.84,0.7000000000000001,0.9500000000000001,2020-07-20,AL
0.93,0.79,1.04,2020-07-21,AL
1.04,0.9,1.1500000000000001,2020-07-22,AL
1.11,0.98,1.22,2020-07-23,AL
1.1400000000000001,1.01,1.25,2020-07-24,AL
1.1300000000000001,0.99,1.23,2020-07-25,AL
1.11,0.99,1.22,2020-07-26,AL
1.09,0.96,1.19,2020-07-27,AL
1.07,0.9400000000000001,1.17,2020-07-28,AL
1.08,0.9500000000000001,1.18,2020-07-29,AL
1.1,0.97,1.2,2020-07-30,AL
1.1,0.97,1.2,2020-07-31,AL
1.08,0.96,1.18,2020-08-01,AL
1.04,0.93,1.1500000000000001,2020-08-02,AL
1.0,0.89,1.11,2020-08-03,AL
0.98,0.85,1.08,2020-08-04,AL
0.96,0.8300000000000001,1.06,2020-08-05,AL
0.97,0.84,1.07,2020-08-06,AL
0.99,0.86,1.09,2020-08-07,AL
0.99,0.86,1.09,2020-08-08,AL
0.97,0.84,1.07,2020-08-09,AL
0.96,0.8300000000000001,1.06,2020-08-10,AL
0.96,0.8300000000000001,1.06,2020-08-11,AL
0.96,0.84,1.07,2020-08-12,AL
0.96,0.84,1.07,2020-08-13,AL
0.9400000000000001,0.8200000000000001,1.05,2020-08-14,AL
0.92,0.8,1.03,2020-08-15,AL
0.88,0.75,0.99,2020-08-16,AL
0.86,0.72,0.96,2020-08-17,AL
0.8300000000000001,0.7000000000000001,0.9400000000000001,2020-08-18,AL
0.8200000000000001,0.68,0.93,2020-08-19,AL
0.81,0.67,0.92,2020-08-20,AL
0.84,0.7000000000000001,0.9500000000000001,2020-08-21,AL
0.84,0.71,0.96,2020-08-22,AL
0.87,0.72,0.98,2020-08-23,AL
0.88,0.73,0.99,2020-08-24,AL
0.88,0.74,1.0,2020-08-25,AL
0.87,0.72,0.98,2020-08-26,AL
0.85,0.71,0.97,2020-08-27,AL
0.81,0.66,0.93,2020-08-28,AL
0.79,0.64,0.91,2020-08-29,AL
0.78,0.63,0.9,2020-08-30,AL
0.78,0.62,0.9,2020-08-31,AL
0.8,0.64,0.92,2020-09-01,AL
0.8200000000000001,0.67,0.9500000000000001,2020-09-02,AL
0.84,0.6900000000000001,0.97,2020-09-03,AL
0.84,0.67,0.96,2020-09-04,AL
0.81,0.65,0.9400000000000001,2020-09-05,AL
0.78,0.63,0.92,2020-09-06,AL
0.76,0.59,0.89,2020-09-07,AL
0.75,0.58,0.88,2020-09-08,AL
0.78,0.62,0.92,2020-09-09,AL
0.8300000000000001,0.65,0.96,2020-09-10,AL
0.87,0.7000000000000001,1.01,2020-09-11,AL
0.9,0.72,1.03,2020-09-12,AL
0.91,0.73,1.04,2020-09-13,AL
0.89,0.72,1.03,2020-09-14,AL
0.89,0.72,1.03,2020-09-15,AL
0.9,0.73,1.04,2020-09-16,AL
0.97,0.8,1.11,2020-09-17,AL
1.03,0.86,1.17,2020-09-18,AL
1.06,0.91,1.21,2020-09-19,AL
1.08,0.92,1.22,2020-09-20,AL
1.07,0.9,1.2,2020-09-21,AL
1.03,0.88,1.17,2020-09-22,AL
0.97,0.8200000000000001,1.11,2020-09-23,AL
0.93,0.78,1.07,2020-09-24,AL
0.89,0.72,1.02,2020-09-25,AL
0.85,0.6900000000000001,0.99,2020-09-26,AL
0.8300000000000001,0.67,0.97,2020-09-27,AL
0.88,0.71,1.02,2020-09-28,AL
0.9400000000000001,0.77,1.08,2020-09-29,AL
0.99,0.8200000000000001,1.1300000000000001,2020-09-30,AL
1.01,0.84,1.1500000000000001,2020-10-01,AL
0.99,0.81,1.12,2020-10-02,AL
0.93,0.75,1.06,2020-10-03,AL
0.87,0.6900000000000001,1.0,2020-10-04,AL
0.8200000000000001,0.65,0.96,2020-10-05,AL
0.81,0.63,0.9500000000000001,2020-10-06,AL
0.81,0.64,0.96,2020-10-07,AL
0.81,0.62,0.9500000000000001,2020-10-08,AL
0.81,0.63,0.96,2020-10-09,AL
0.79,0.62,0.9500000000000001,2020-10-10,AL
0.78,0.6,0.9400000000000001,2020-10-11,AL
0.79,0.61,0.9500000000000001,2020-10-12,AL
0.79,0.6,0.9500000000000001,2020-10-13,AL
0.81,0.62,0.97,2020-10-14,AL
0.8300000000000001,0.63,0.99,2020-10-15,AL
0.8300000000000001,0.63,0.99,2020-10-16,AL
0.8300000000000001,0.64,1.0,2020-10-17,AL
0.8300000000000001,0.65,1.01,2020-10-18,AL
0.84,0.63,1.0,2020-10-19,AL
0.85,0.65,1.02,2020-10-20,AL
0.87,0.67,1.04,2020-10-21,AL
0.88,0.68,1.05,2020-10-22,AL
0.89,0.7000000000000001,1.07,2020-10-23,AL
0.88,0.67,1.05,2020-10-24,AL
0.88,0.67,1.05,2020-10-25,AL
0.88,0.67,1.05,2020-10-26,AL
0.88,0.67,1.05,2020-10-27,AL
0.89,0.68,1.06,2020-10-28,AL
0.89,0.6900000000000001,1.07,2020-10-29,AL
0.89,0.6900000000000001,1.07,2020-10-30,AL
0.88,0.68,1.06,2020-10-31,AL
0.88,0.67,1.06,2020-11-01,AL
0.9,0.68,1.07,2020-11-02,AL
0.92,0.71,1.1,2020-11-03,AL
0.9500000000000001,0.74,1.1300000000000001,2020-11-04,AL
0.98,0.76,1.1500000000000001,2020-11-05,AL
1.0,0.8,1.18,2020-11-06,AL
1.0,0.8,1.18,2020-11-07,AL
0.98,0.78,1.16,2020-11-08,AL
0.97,0.76,1.1400000000000001,2020-11-09,AL
0.96,0.76,1.1400000000000001,2020-11-10,AL
0.96,0.76,1.1400000000000001,2020-11-11,AL
0.98,0.77,1.1500000000000001,2020-11-12,AL
0.98,0.77,1.1500000000000001,2020-11-13,AL
0.98,0.77,1.1500000000000001,2020-11-14,AL
0.98,0.77,1.1500000000000001,2020-11-15,AL
0.98,0.77,1.1500000000000001,2020-11-16,AL
0.99,0.77,1.1500000000000001,2020-11-17,AL
1.0,0.78,1.16,2020-11-18,AL
0.99,0.8,1.17,2020-11-19,AL
0.99,0.8,1.17,2020-11-20,AL
0.98,0.78,1.1500000000000001,2020-11-21,AL
0.98,0.79,1.16,2020-11-22,AL
0.99,0.8,1.17,2020-11-23,AL
1.04,0.84,1.21,2020-11-24,AL
1.08,0.88,1.25,2020-11-25,AL
1.12,0.91,1.28,2020-11-26,AL
1.1400000000000001,0.9500000000000001,1.31,2020-11-27,AL
1.1500000000000001,0.97,1.32,2020-11-28,AL
1.1500000000000001,0.96,1.31,2020-11-29,AL
3.0,0.65,7.86,2020-04-01,AM
2.45,1.09,3.7800000000000002,2020-04-02,AM
2.57,1.53,3.5100000000000002,2020-04-03,AM
2.5100000000000002,1.69,3.23,2020-04-04,AM
2.47,1.8,3.0500000000000003,2020-04-05,AM
2.3000000000000003,1.73,2.7800000000000002,2020-04-06,AM
2.07,1.59,2.5,2020-04-07,AM
1.85,1.41,2.23,2020-04-08,AM
1.68,1.28,2.0300000000000002,2020-04-09,AM
1.54,1.16,1.86,2020-04-10,AM
1.5,1.1500000000000001,1.81,2020-04-11,AM
1.45,1.11,1.74,2020-04-12,AM
1.45,1.12,1.72,2020-04-13,AM
1.42,1.12,1.69,2020-04-14,AM
1.3800000000000001,1.08,1.6300000000000001,2020-04-15,AM
1.33,1.04,1.57,2020-04-16,AM
1.3,1.03,1.54,2020-04-17,AM
1.26,0.99,1.49,2020-04-18,AM
1.27,1.0,1.49,2020-04-19,AM
1.32,1.07,1.54,2020-04-20,AM
1.4000000000000001,1.1400000000000001,1.6,2020-04-21,AM
1.49,1.25,1.69,2020-04-22,AM
1.53,1.29,1.71,2020-04-23,AM
1.5,1.27,1.67,2020-04-24,AM
1.45,1.24,1.62,2020-04-25,AM
1.3900000000000001,1.19,1.56,2020-04-26,AM
1.37,1.17,1.53,2020-04-27,AM
1.3900000000000001,1.19,1.54,2020-04-28,AM
1.4000000000000001,1.21,1.55,2020-04-29,AM
1.42,1.23,1.56,2020-04-30,AM
1.42,1.24,1.56,2020-05-01,AM
1.43,1.25,1.56,2020-05-02,AM
1.47,1.3,1.6,2020-05-03,AM
1.51,1.36,1.6400000000000001,2020-05-04,AM
1.51,1.37,1.6400000000000001,2020-05-05,AM
1.51,1.37,1.6300000000000001,2020-05-06,AM
1.46,1.32,1.57,2020-05-07,AM
1.37,1.23,1.48,2020-05-08,AM
1.31,1.18,1.42,2020-05-09,AM
1.29,1.16,1.4000000000000001,2020-05-10,AM
1.32,1.18,1.42,2020-05-11,AM
1.37,1.24,1.47,2020-05-12,AM
1.3900000000000001,1.26,1.49,2020-05-13,AM
1.36,1.24,1.46,2020-05-14,AM
1.28,1.1500000000000001,1.37,2020-05-15,AM
1.18,1.05,1.27,2020-05-16,AM
1.11,1.0,1.21,2020-05-17,AM
1.12,1.01,1.22,2020-05-18,AM
1.18,1.07,1.28,2020-05-19,AM
1.25,1.1400000000000001,1.35,2020-05-20,AM
1.29,1.17,1.3800000000000001,2020-05-21,AM
1.24,1.1300000000000001,1.33,2020-05-22,AM
1.16,1.05,1.25,2020-05-23,AM
1.09,0.98,1.18,2020-05-24,AM
1.1,0.99,1.19,2020-05-25,AM
1.18,1.07,1.27,2020-05-26,AM
1.27,1.1500000000000001,1.35,2020-05-27,AM
1.29,1.19,1.3800000000000001,2020-05-28,AM
1.22,1.12,1.31,2020-05-29,AM
1.08,0.97,1.16,2020-05-30,AM
0.9500000000000001,0.84,1.03,2020-05-31,AM
0.88,0.78,0.97,2020-06-01,AM
0.88,0.76,0.96,2020-06-02,AM
0.9400000000000001,0.8300000000000001,1.03,2020-06-03,AM
0.96,0.85,1.05,2020-06-04,AM
0.93,0.8200000000000001,1.02,2020-06-05,AM
0.86,0.76,0.96,2020-06-06,AM
0.84,0.72,0.93,2020-06-07,AM
0.85,0.73,0.9400000000000001,2020-06-08,AM
0.92,0.8,1.01,2020-06-09,AM
0.96,0.85,1.06,2020-06-10,AM
0.96,0.85,1.06,2020-06-11,AM
0.9,0.79,1.0,2020-06-12,AM
0.8300000000000001,0.72,0.93,2020-06-13,AM
0.81,0.6900000000000001,0.91,2020-06-14,AM
0.86,0.73,0.9500000000000001,2020-06-15,AM
0.93,0.81,1.03,2020-06-16,AM
1.01,0.88,1.1,2020-06-17,AM
1.03,0.9,1.12,2020-06-18,AM
0.98,0.86,1.08,2020-06-19,AM
0.92,0.8,1.02,2020-06-20,AM
0.91,0.79,1.01,2020-06-21,AM
0.92,0.8,1.02,2020-06-22,AM
0.96,0.84,1.06,2020-06-23,AM
0.98,0.86,1.08,2020-06-24,AM
0.97,0.85,1.07,2020-06-25,AM
0.92,0.8,1.02,2020-06-26,AM
0.86,0.74,0.96,2020-06-27,AM
0.85,0.71,0.9400000000000001,2020-06-28,AM
0.91,0.78,1.01,2020-06-29,AM
0.99,0.86,1.09,2020-06-30,AM
1.08,0.9500000000000001,1.18,2020-07-01,AM
1.09,0.97,1.19,2020-07-02,AM
1.05,0.93,1.1500000000000001,2020-07-03,AM
1.04,0.92,1.1400000000000001,2020-07-04,AM
1.02,0.9,1.12,2020-07-05,AM
1.07,0.9500000000000001,1.17,2020-07-06,AM
1.1300000000000001,1.01,1.23,2020-07-07,AM
1.1300000000000001,1.02,1.23,2020-07-08,AM
1.08,0.97,1.18,2020-07-09,AM
0.99,0.88,1.09,2020-07-10,AM
0.9,0.79,1.0,2020-07-11,AM
0.91,0.78,1.0,2020-07-12,AM
0.9400000000000001,0.8200000000000001,1.04,2020-07-13,AM
0.99,0.86,1.08,2020-07-14,AM
1.05,0.93,1.1500000000000001,2020-07-15,AM
1.06,0.93,1.1500000000000001,2020-07-16,AM
1.01,0.89,1.11,2020-07-17,AM
0.9500000000000001,0.8200000000000001,1.04,2020-07-18,AM
0.89,0.76,0.98,2020-07-19,AM
0.87,0.75,0.97,2020-07-20,AM
0.91,0.79,1.01,2020-07-21,AM
0.9400000000000001,0.81,1.04,2020-07-22,AM
0.99,0.85,1.08,2020-07-23,AM
0.98,0.84,1.07,2020-07-24,AM
0.9400000000000001,0.81,1.04,2020-07-25,AM
0.92,0.79,1.02,2020-07-26,AM
0.92,0.79,1.02,2020-07-27,AM
0.9500000000000001,0.8300000000000001,1.06,2020-07-28,AM
1.0,0.87,1.1,2020-07-29,AM
1.0,0.87,1.1,2020-07-30,AM
0.9500000000000001,0.8200000000000001,1.05,2020-07-31,AM
0.89,0.76,0.99,2020-08-01,AM
0.86,0.74,0.97,2020-08-02,AM
0.87,0.75,0.98,2020-08-03,AM
0.92,0.78,1.02,2020-08-04,AM
0.96,0.8200000000000001,1.06,2020-08-05,AM
0.98,0.84,1.08,2020-08-06,AM
0.9500000000000001,0.81,1.05,2020-08-07,AM
0.9,0.77,1.01,2020-08-08,AM
0.88,0.75,0.99,2020-08-09,AM
0.91,0.78,1.02,2020-08-10,AM
0.97,0.8300000000000001,1.07,2020-08-11,AM
1.01,0.88,1.12,2020-08-12,AM
1.03,0.9,1.1400000000000001,2020-08-13,AM
1.01,0.87,1.11,2020-08-14,AM
