date,state,newCases,mortes,TOTAL,totalCasesPred,residuo_quadratico,res_quad_padronizado,sucetivel,exposto,infectado,recuperado
2020-06-18,RO,237,374,13804,13626.660583671857,31449.268583606347,269.40142918872664,1759789.2432875144,3815.5503464444805,2925.2613980650763,10701.39918560678
2020-06-19,RO,549,391,14353,14329.538575829269,550.4384241189765,4.598090200526676,1758904.7442995007,3997.569503488446,3065.492902130233,11264.045673699036
2020-06-20,RO,599,409,14952,15065.927739364883,12979.529796792633,105.74177762784926,1757978.3419916155,4188.001696611978,3212.2753506015174,11853.652388763365
2020-06-21,RO,229,417,15181,15837.375116188963,430828.29315207485,3423.331088191607,1757008.129170544,4387.208078110272,3365.8979269978454,12471.477189191119
2020-06-22,RO,646,432,15827,16645.49015816362,669926.1390107054,5192.36942750458,1755992.123912568,4595.562164079468,3526.660443049867,13118.82971511375
2020-06-23,RO,672,444,16499,17491.95033097275,985950.3597788968,7454.585810264319,1754928.2625185845,4813.45127987877,3694.8738072862934,13797.076523686457
2020-06-24,RO,1674,467,18173,18378.512650857603,42235.449662519095,311.5373536972607,1753814.3857578814,5041.278790532961,3870.859988137176,14507.652662720426
2020-06-25,RO,0,467,18173,19306.998218808218,1285951.9602602103,9254.567337652763,1752648.25762209,5279.460798744543,4054.951666818187,15252.04655199003
2020-06-26,RO,NA,NA,NA,20279.30860816435,NA,NA,1751427.548622522,5528.42647442807,4247.494334368951,16031.814273795397
2020-06-27,RO,NA,NA,NA,21297.42659474558,NA,NA,1750149.834961312,5788.618154088236,4448.846338871621,16848.58025587396
2020-06-28,RO,NA,NA,NA,22363.407233347792,NA,NA,1748812.6072549315,6060.491533056815,4659.377468247259,17704.029765100535
2020-06-29,RO,NA,NA,NA,23479.39896768335,NA,NA,1747413.2517222168,6344.513387032026,4879.472421680089,18599.926546003262
2020-06-30,RO,NA,NA,NA,24647.63113482679,NA,NA,1745949.061091798,6641.163148511233,5109.528739948845,19538.102394877944
2020-07-01,RO,NA,NA,NA,25870.420575968823,NA,NA,1744417.2263509748,6950.934555411749,5349.955304565557,20520.465271403267
2020-07-02,RO,NA,NA,NA,27150.17720025102,NA,NA,1742814.8305585587,7274.336280710197,5601.171867049075,21549.00533320194
2020-07-03,RO,NA,NA,NA,28489.39665779795,NA,NA,1741138.8583071192,7611.889788273926,5863.610701645078,22625.785956152875
2020-07-04,RO,NA,NA,NA,29890.676309179114,NA,NA,1739386.1797389789,7964.12936756633,6137.714804929368,23752.961504249746
2020-07-05,RO,NA,NA,NA,31356.70429269178,NA,NA,1737553.5608847472,8331.60271391989,6423.938896245188,24932.76539644659
2020-03-06,ES,1,0,1,1,0,0,4018649,0,1,0
2020-03-07,ES,0,0,1,1.083557133656237,0.0069817945848462655,0.004836869388258549,4018648.1385521106,0.777894480961791,0.8819563997498706,0.2016007339063664
2020-03-08,ES,0,0,1,1.3086499385248522,0.09526478455139506,0.06269795080739825,4018647.3159879306,1.3753767174762381,0.9145405195631353,0.3941094189617169
2020-03-09,ES,0,0,1,1.6519028788549655,0.42497736345939174,0.260967839690968,4018646.4139080904,1.9342217792750231,1.0466698639228686,0.6052330149320968
2020-03-10,ES,0,0,1,2.114406198332965,1.2419011748829316,0.7037192163762742,4018645.351565037,2.5340879992475163,1.26053778564698,0.8538684126859852
2020-03-11,ES,0,0,1,2.7103973451082917,2.9254590781534926,1.518741349318709,4018644.0540533494,3.235645014526035,1.5528513075380257,1.157546037570266
2020-03-12,ES,0,0,1,3.4681901721618282,6.091962725956235,2.881982988143598,4018642.4406019477,4.091352540676492,1.9330203622732811,1.5351698098885471
2020-03-13,ES,0,0,1,4.4229619742845285,11.716668677397838,5.031365524191119,4018640.4284294774,5.148817517006565,2.4168474675102267,2.006114506774302
2020-03-14,ES,0,0,1,5.620474788667396,21.348787272711018,8.29714427201606,4018637.9148605433,6.464956991742349,3.026063573669457,2.5944112149979386
2020-03-15,ES,0,0,1,7.124740641828446,37.51244792966512,13.160447361254134,4018634.762108736,8.113550434664424,3.792431693304564,3.332308948523882
2020-03-16,ES,0,0,1,9.004597221186799,64.07357667343142,20.257188208439455,4018630.8253586283,10.170581020448415,4.750895066775765,4.253702154411035
2020-03-17,ES,0,0,1,11.35812857603202,107.29082759761111,30.520120261968557,4018625.8964095092,12.746173171610199,5.950807964778752,5.407320611253266
2020-03-18,ES,8,0,9,14.314492770783929,28.24383341071464,7.217259696457741,4018619.704004394,15.982435996876978,7.457839565391658,6.856653205392272
2020-03-19,ES,4,0,13,18.030047064810795,25.30137347421169,5.799948884698812,4018611.9215072026,20.04966062958238,9.351896147324982,8.678150917485814
2020-03-20,ES,3,0,16,22.6708128146725,44.499743608398866,9.146415430996909,4018602.201735617,25.129021106708183,11.717738730001521,10.95307408467098
2020-03-21,ES,10,0,26,28.516003155971603,6.330271880859067,1.1651815226764344,4018589.9635557304,31.52246016201341,14.698560007496008,13.817443148475595
2020-03-22,ES,0,0,26,35.81129227333241,96.2614560727523,15.865797053877616,4018574.694995719,39.49629476396149,18.42020210921713,17.391090164115283
2020-03-23,ES,7,0,33,44.95086039029305,142.82306406827539,21.069368658976995,4018555.572855952,49.479575357316094,23.084162554330025,21.866697835963027
2020-03-24,ES,7,0,40,56.409872806656956,269.2839255306595,35.539976584867134,4018531.6026611268,61.99164938545853,28.93283133013993,27.477041476517027
2020-03-25,ES,0,0,40,70.78237621090003,947.5546851893838,111.83953893149666,4018501.5337227685,77.6892055308449,36.267501019390274,34.51487519150976
2020-03-26,ES,8,0,48,88.7974995317276,1664.4359680413133,175.64466793483754,4018463.836075597,97.37313764662518,45.45916442719043,43.338335104537165
2020-03-27,ES,6,0,54,111.3528438871219,3289.3487019405766,310.3257976278801,4018416.6303024283,122.02533253888005,56.96547501140375,54.38736887571815
2020-03-28,ES,7,0,61,139.61753262439464,6180.716435947756,521.2176124394781,4018357.4768759296,152.9162862368941,71.3844650866326,68.23306753776204
2020-03-29,ES,11,0,72,175.0523686050596,10619.790675113074,800.3777744931878,4018283.3230622737,191.638044773473,89.46225585522673,85.59011274983287
2020-03-30,ES,13,0,85,216.6651582663696,17335.71390130815,1175.0254484097857,4018232.9343965184,200.417404803043,109.47532283721596,107.18983542915362
2020-03-31,ES,12,0,97,257.62002948370457,25798.793871346126,1604.2362445422327,4018194.8528024885,197.54846698339912,124.96672637923191,132.65330310447266
2020-04-01,ES,23,0,120,298.4956564043863,31860.69935523273,1841.0265024217529,4018152.3075030125,199.22345968399557,137.3941762332925,161.10148017109375
2020-04-02,ES,19,2,139,340.04990323020417,40421.06358887446,2188.7631659448393,4018106.0572487568,203.92586536549902,148.02249084647556,192.0274123837286
2020-04-03,ES,14,5,153,382.7972639164037,52806.78250346531,2695.496484393914,4018056.5384775707,210.70483608768518,157.65771195749556,225.13955195890816
2020-04-04,ES,13,6,166,427.1111124352461,68179.01303717174,3295.1292904885413,4018003.9976714095,218.94059267509343,166.83780710062658,260.2733053346195
2020-04-05,ES,28,6,194,473.24595044628,77978.30084064626,3580.7331096343355,4017948.517850639,228.29568464500315,175.87262005553822,297.3733303907418
2020-04-06,ES,15,6,209,521.4048150553471,97596.7684697656,4270.039105432923,4017890.104059828,238.56210124546325,184.96840754188793,336.43640751345913
2020-04-07,ES,18,6,227,571.7774628283851,118871.49887437845,4966.892701640764,4017828.7049843976,249.60147945547382,194.28045165726775,377.49701117111726
2020-04-08,ES,46,6,273,624.500671755797,123552.72224477658,4940.130578824906,4017764.2398145646,261.3579179121754,203.89136236571161,420.6093093900854
2020-04-09,ES,27,7,300,679.7176773009625,144185.51445483786,5526.346568724591,4017696.600322246,273.79648457874634,213.8718547546832,465.8458225462793
2020-04-10,ES,49,8,349,737.5723523431166,150988.47300546314,5555.808525183809,4017625.659741254,286.9001525444958,224.28087273611857,513.291479606998
2020-04-11,ES,34,9,383,798.2043560993648,172394.6573238881,6098.104765976306,4017551.2733578966,300.67405864003786,235.16113549575564,563.0432206036091
2020-04-12,ES,47,14,430,861.7480995032182,186406.4214246408,6346.27465213105,4017473.2895992408,315.1354469193761,246.54552221169112,615.2025772915271
2020-04-13,ES,33,17,463,928.342455829147,216543.60119710158,7103.255987448855,4017391.545746525,330.3082490465148,258.4639055832914,669.8785502458555
2020-04-14,ES,94,18,557,998.1485740709991,194612.06440487577,6156.795422439349,4017305.849917209,346.2232992751331,270.94888900339424,727.1996850676048
2020-04-15,ES,177,21,734,1071.2821830799107,113759.27102315043,3474.0195289819308,4017216.061903887,362.9051490577172,284.02225582406396,787.2599272558467
2020-04-16,ES,201,28,935,1147.942611680172,45344.555869172495,1337.753155779884,4017121.942390939,380.39391023018544,297.72299837439874,850.2196133057732
2020-04-17,ES,17,28,952,1228.3165338012454,76350.82685193482,2177.618930550881,4017023.2666262416,398.7277782426175,312.087202849189,916.2293309520564
2020-04-18,ES,147,30,1099,1312.575600372407,45614.53707443412,1258.565246942883,4016919.823749207,417.946071606647,327.14519162972186,985.4304087426851
2020-04-19,ES,96,34,1195,1400.8972775045108,42393.688883769544,1132.2520408142118,4016811.397522038,438.08767411336083,342.9295181843966,1057.9677593201143
2020-04-20,ES,17,34,1212,1493.4731035433458,79227.10801832308,2049.4142506189555,4016697.7526653004,459.1964483122591,359.4740247039231,1133.9990788394227
2020-04-21,ES,101,34,1313,1590.5179081008569,77016.18931667563,1930.5286959333469,4016578.6215306423,481.3253500945971,376.8141050765801,1213.7038030242768
2020-04-22,ES,38,37,1351,1692.2330889071304,116440.02096510158,2829.7228488312862,4016453.7551525636,504.52207533079155,394.9842690053777,1297.2488199017528
2020-04-23,ES,102,43,1453,1798.8475276206614,119610.51236132413,2819.3662254464216,4016322.872035296,528.8393834723202,414.02464293404637,1384.822884686615
2020-04-24,ES,212,47,1665,1910.6044085398119,60321.525494190806,1379.6639112705475,4016185.6737115174,554.3327118698585,433.9782476581813,1476.6261608816305
2020-04-25,ES,46,52,1711,2027.7347413975858,100320.89640819556,2227.300276072993,4016041.8764989213,581.054879698902,454.88586662502996,1572.8488747725557
2020-04-26,ES,108,57,1819,2150.5043927200722,109895.16239270389,2369.231273093068,4015891.1638731863,609.0567113289194,476.8010313800482,1673.7033613400242
2020-04-27,ES,125,63,1944,2279.1931695233916,112354.46089513713,2352.9055819389814,4015733.197234422,638.3971762501334,499.77637060109186,1779.4167989222997
2020-04-28,ES,220,77,2164,2414.0810372947717,62540.525214429,1272.610992211827,4015567.6272917595,669.1457789744919,523.857491718252,1890.2235455765194
2020-04-29,ES,374,84,2538,2555.464685534288,305.0152408115698,6.032559880720408,4015394.087577018,701.3724872410146,549.0951540727169,2006.369531461571
2020-04-30,ES,150,93,2688,2703.6568614313596,245.13730988079672,4.713606551269773,4015212.1964505306,735.14639182226006,575.5459437717217,2128.110917659638
2020-05-01,ES,225,101,2913,2858.984837655128,2917.637763142867,54.556877509066716,4015021.553544076,770.5407960768517,603.2683547331185,2255.7164829220096
2020-05-02,ES,191,104,3104,3021.79097037639,6758.324551655611,122.92351933383942,4014821.738986605,807.6334325846636,632.3228203409533,2389.4681500354363
2020-05-03,ES,104,115,3208,3192.4336139921807,242.31237334443392,4.287919714387769,4014612.3132443456,846.5057086887213,662.7725129123176,2529.6611010798633
2020-05-04,ES,143,123,3351,3371.288528653944,411.62439494190727,7.088245367568449,4014392.8160851384,887.2423353875126,694.6840454120768,2676.6044832418675
2020-05-05,ES,189,133,3540,3558.750158191277,351.56843219791284,5.892507083494815,4014162.7645811723,929.9320476059092,728.127394089778,2830.622764101499
2020-05-06,ES,174,146,3714,3755.2345721239017,1700.2899382412488,27.742566263204406,4013921.6492197886,974.6685533606131,763.176198516568,2992.0583736073336
2020-05-07,ES,274,157,3988,3961.1705717360514,719.8182209703617,11.435528796988228,4013668.945125153,1021.5482001964599,799.90646372463425,3161.264108011417
2020-05-08,ES,254,165,4242,4177.007192310409,4224.065051376191,65.35006233244246,4013404.1029038597,1070.6716321552462,838.3978804861046,3338.609311824304
2020-05-09,ES,170,172,4412,4403.218484829445,77.11500869069454,1.1619956016830977,4013126.542413592,1122.145242674253,878.7343363987742,3524.4841484306708
2020-05-10,ES,187,181,4599,4640.30445029136,1706.057613871421,25.042268324841405,4012835.651507418,1176.081496625688,921.003983342125,3719.3004669492348
2020-05-11,ES,220,196,4819,4888.786202459429,4870.114053708379,69.64568219336819,4012530.7925349544,1232.5972630161089,965.2988882360719,3923.487314223357
2020-05-12,ES,268,212,5087,5149.208450052383,3869.8912579198727,53.92452871571176,4012211.2990152217,1291.8146616849808,1011.7152119922664,4137.493238060117
2020-05-13,ES,314,233,5401,5422.144721470011,447.09924604434684,6.071253130885248,4011876.4687278853,1353.8627511002944,1060.3535834307986,4361.7911380392125
2020-05-14,ES,412,249,5813,5708.192306337347,10984.652650884522,145.37810133057897,4011525.5704020276,1418.8758944024191,1111.318737266612,4596.873569070735
2020-05-15,ES,385,260,6198,6007.972055072579,36110.619853339034,465.8379341846398,4011157.843981176,1486.9936946615667,1164.7194997653748,4843.252555307204
2020-05-16,ES,397,271,6595,6322.13636578681,74454.56287602975,936.3216042980791,4010772.491163959,1558.362472598518,1220.6702433435787,5101.466122443231
2020-05-17,ES,149,285,6744,6651.380261385517,8578.41598101518,105.17646473397389,4010368.662481481,1633.137119337236,1279.2930615630048,5372.087199822512
2020-05-18,ES,413,302,7157,6996.419708476365,25786.03002581574,308.25882743378656,4009945.4825906367,1711.4774700319933,1340.7135120373212,5655.706196439043
2020-05-19,ES,536,325,7693,7357.999577771912,112225.28289299704,1308.2216130955626,4009502.041004997,1793.5496177724276,1405.0621893545376,5952.937388417375
2020-05-20,ES,802,346,8495,7736.913624213883,574694.9531525299,6533.192344693081,4009037.3695148085,1879.5285264594388,1472.479059148266,6264.434565065617
2020-05-21,ES,383,363,8878,8133.991951320393,553547.9765000363,6137.290828665447,4008550.4563441924,1969.5964011045282,1543.110733443842,6590.881217876551
2020-05-22,ES,642,397,9520,8550.093079922215,940719.4336147746,10173.00596081986,4008040.2551083537,2063.941656723879,1617.1087467793245,6932.984333142891
2020-05-23,ES,398,417,9918,8986.114149332578,868411.2386741454,9160.418314323451,4007505.672745911,2162.7607916483553,1694.6313747449049,7291.482774587674
2020-05-24,ES,89,447,10007,9443.009990100572,318084.7312663564,3273.1401668619706,4006945.5456875395,2266.2631592510857,1775.8461090443343,7667.163881056238
2020-05-25,ES,358,465,10365,9921.770576135337,196452.3221794009,1972.1533957223094,4006358.6680294857,2374.6653267944193,1860.9267314686442,8060.843844666693
2020-05-26,ES,524,487,10889,10423.429121173012,216756.24321173358,2122.9779081035153,4005743.780190777,2488.194327682888,1950.0534923319246,8473.375628841088
2020-05-27,ES,595,511,11484,10949.073052358848,286146.8393126796,2734.5158494620573,4005099.5517876768,2607.0938219793325,2043.412106098677,8905.660946260172
2020-05-28,ES,719,538,12203,11499.83085859323,494446.8414267341,4610.5740198072945,4004424.602691165,2731.61618017297,2141.195334084124,9358.635524509105
2020-05-29,ES,700,560,12903,12076.883448520452,682468.5566284613,6209.937507328354,4003717.489629152,2862.024530799693,2243.6048707783066,9833.278577742145
2020-05-30,ES,534,583,13437,12681.478559703057,570812.6467483675,5068.6408365626285,4002976.6915978747,2998.592949210779,2350.855373299104,10330.623186403953
2020-05-31,ES,253,604,13690,13314.908436457168,140693.68104100626,1219.2399722019532,4002200.632048392,3141.6065788744168,2463.1679380590826,10851.740498398085
2020-06-01,ES,595,628,14285,13978.528717294206,93924.64712333458,794.3891554767886,4001387.6624317653,3291.359210454144,2580.777137284305,11397.7515800099
2020-06-02,ES,866,664,15151,14673.770900637614,227747.61327823455,1880.0446752675614,4000536.052155051,3448.1508676600797,2703.9361972782326,11969.834703359382
2020-06-03,ES,970,698,16121,15402.117697921694,516791.7642414043,4164.005236686525,3999644.0082919635,3612.292728566399,2832.906663166511,12569.211034755182
2020-06-04,ES,773,737,16894,16165.084262917813,531318.1517660676,4178.806236402371,3998709.696924172,3784.1045436108475,2967.953852232509,13197.130410685304
2020-06-05,ES,1215,780,18109,16964.417955046505,1310068.0576299243,10057.998721340366,3997731.0019201064,3963.9562286240152,3109.3787580539824,13855.039196992522
2020-06-06,ES,841,806,18950,17801.698727619154,1318595.81215147,9882.544324642664,3996706.0102085914,4152.181931535294,3257.4563480525208,14544.242379566635
2020-06-07,ES,669,832,19619,18678.721748798176,884123.1896831602,6468.857442363628,3995632.517239959,4349.192217904991,3412.4739537227983,15266.247795075376
2020-06-08,ES,1040,871,20659,19597.33270212971,1127137.4513672069,8051.324250614474,3994508.2528279773,4555.412811174472,3574.7229038910596,16022.609798238647
2020-06-09,ES,1305,904,21964,20559.47934523161,1972678.2696710222,13757.503842936574,3993330.893654664,4771.220545026277,3744.558285905105,16814.921059326505
2020-06-10,ES,1427,937,23391,21567.187609557426,3326291.6355318553,22649.23289030976,3992097.996836025,4997.033705881853,3922.329510642763,17644.85809891466
2020-06-11,ES,1037,966,24428,22622.565415876677,3259594.0375485546,21671.20148173997,3990807.003379155,5233.30476126137,4108.386212839093,18514.179203037584
2020-06-12,ES,1074,999,25502,23727.81744920277,3147723.7235533716,20434.243282129468,3989455.246484368,5480.497286734552,4303.098198115713,19424.719251087055
2020-06-13,ES,509,1028,26011,24885.247563993627,1267318.547174282,8033.523755608018,3988039.946068907,5739.089039740646,4506.853772860988,20378.39379113264
2020-06-14,ES,458,1055,26469,26097.26040752906,138190.32461046183,855.4051426794425,3986558.2006285256,6009.578477803176,4720.055423448853,21377.204984080206
2020-06-15,ES,1183,1087,27652,27366.361313513666,81589.4592176384,493.1937809654355,3985006.988550133,6292.483552367253,4943.12032344158,22423.240990072085
2020-06-16,ES,1378,1132,29030,28695.1765109929,112106.76879088751,661.7894168046017,3983383.146183059,6588.343443412291,5176.48416794963,23518.69234304327
2020-06-17,ES,1478,1179,30508,30086.42552976799,177725.03395140127,1024.604105419314,3981683.399708468,6897.714264693275,5420.596796396974,24665.828733371014
2020-06-18,ES,1264,1223,31772,31542.947794910273,52464.91265646639,295.4002996584702,3979904.3339280486,7221.1736997747375,5675.926113483636,25867.02168142664
2020-06-19,ES,1460,1267,33232,33067.71472175145,26989.652649203406,148.41870487167336,3978042.381440779,7559.31974207281,5942.9597167470065,27124.755005004445
2020-06-20,ES,1006,1297,34238,34663.830713362666,181331.79644295687,973.9337644689776,3976093.818087488,7912.774250358705,6222.205281493808,28441.62543186886
2020-06-21,ES,628,1328,34866,36334.52971356656,2156579.5196278845,11313.571570755825,3974054.7685401132,8282.180806668746,6514.189210787481,29820.34050277908
2020-06-22,ES,1281,1387,36147,38083.168891293186,3748749.9756114846,19209.419227600516,3971921.216044036,8668.201289540128,6819.454160954364,31263.71473033882
2020-06-23,ES,680,1425,36827,39913.23796670178,9524864.787111545,47675.46066576688,3969688.9884000025,9071.520566388104,7138.562690238129,32774.675276463655
2020-06-24,ES,1656,1463,38483,41828.37958875414,11191564.59285283,54720.50466024104,3967353.736666115,9492.84743582053,7472.097215289323,34356.28237346482
2020-06-25,ES,1923,1490,40406,43832.39270189959,11740166.947630767,56075.315989837254,3964910.9315191032,9932.914903025983,7820.660107034435,36011.732594865156
2020-06-26,ES,NA,NA,NA,45929.20959092313,NA,NA,3962355.888680637,10392.477686873845,8184.872709818828,37744.336881104304
2020-06-27,ES,NA,NA,NA,48122.93962892088,NA,NA,3959683.7248226893,10872.312609435765,8565.378784959043,39557.56084396184
2020-06-28,ES,NA,NA,NA,50417.84997693848,NA,NA,3956889.376504435,11373.218940371848,8962.842805215552,41455.00717172293
2020-06-29,ES,NA,NA,NA,52818.35999567241,NA,NA,3953967.6062890813,11896.01786302093,9377.949706986188,43440.41028868622
2020-06-30,ES,NA,NA,NA,55329.08103963382,NA,NA,3950912.969074015,12441.546390672695,9811.410493259504,45517.67054637431
2020-07-01,ES,NA,NA,NA,57954.79997671397,NA,NA,3947719.8227140526,13010.663209075972,10263.956911308522,47690.84306540545
2020-07-02,ES,NA,NA,NA,60700.47339583091,NA,NA,3944382.325011188,13604.257479127513,10736.332948823669,49964.14044700724
2020-07-03,ES,NA,NA,NA,63571.24276465562,NA,NA,3940894.4293605587,14223.238045394799,11229.303333048283,52341.93943160733
2020-07-04,ES,NA,NA,NA,66572.43990186721,NA,NA,3937249.8805647036,14868.532157034379,11743.653462204315,54828.786439662894
2020-07-05,ES,NA,NA,NA,69709.59222594443,NA,NA,3933442.216931986,15541.078126696915,12280.193422422135,57429.398803522294
2020-03-20,MA,1,0,1,1,0,0,7075180,0,1,0
2020-03-21,MA,1,0,2,1.0894455691038143,0.8291093716246767,0.5735830289883135,7075179.013523338,0.8970346624752308,0.8961844655319914,0.1932611035718228
2020-03-22,MA,0,0,2,1.3354152949762117,0.44167283015155573,0.28901382917997837,7075178.054976431,1.6096223607403524,0.9543575426570727,0.381057752319139
2020-03-23,MA,6,0,8,1.716105345576978,39.48733202788624,23.959871600606956,7075176.974006083,2.3099203881710837,1.1232609887734022,0.5928443568035758
2020-03-24,MA,0,0,8,2.238774003774314,33.19172497958665,18.443336964110117,7075175.660969946,3.100314065357053,1.3886729111338916,0.8501010926404226
2020-03-25,MA,0,0,8,2.9287140181757563,25.717941509447083,12.975108435674674,7075174.014033751,4.057346930506278,1.7559347021989598,1.1727793159767965
2020-03-26,MA,2,0,10,3.8282448432790055,38.09056171451219,17.334955634747008,7075171.912116311,5.259783677270642,2.243643016590442,1.5846018266885638
2020-03-27,MA,3,0,13,4.997180166344157,64.04512528995532,26.152459099750196,7075169.206971572,6.796060665753642,2.8825660705777927,2.1146140957663646
2020-03-28,MA,2,0,15,6.506171959424492,72.14511478286677,26.33283840109965,7075165.729107839,8.765022285528833,3.71014759201642,2.7960243674080716
2020-03-29,MA,6,1,21,8.415967686386885,158.35786927005904,51.60682845257269,7075161.332830694,11.251619508807694,4.758589362376905,3.6573783240099806
2020-03-30,MA,9,1,30,10.943933157224263,363.13368351633676,105.07341629949691,7075155.5120913265,14.544549565830554,6.1461071760584565,4.797825981165807
2020-03-31,MA,21,1,51,14.118361537335007,1360.2552556907299,349.8388600652791,7075148.203610098,18.678800762496415,7.88859551332615,6.229766024008857
2020-04-01,MA,19,1,70,18.200011416573325,2683.238817243134,612.3624960145949,7075138.806316838,23.994701705963287,10.12904469207,8.070966724503327
2020-04-02,MA,10,1,80,23.45259656183938,3197.6088355980996,646.6404142372651,7075126.713028566,30.835738819556287,13.01220186327245,10.440394698566926
2020-04-03,MA,7,1,87,30.233454368938162,3222.4407028834257,576.6003808935329,7075111.104169578,39.66417370907292,16.734821772080203,13.498632596857961
2020-04-04,MA,8,2,95,38.916944649394964,3145.309097459028,497.83415060725184,7075091.119953331,50.965457524581616,21.502802315777952,17.414142333617015
2020-04-05,MA,37,2,132,50.09530735983934,6708.378676479188,938.4844084008655,7075065.399957486,65.50781127322796,27.641825879319835,22.453481480519507
2020-04-06,MA,39,4,171,64.45889461898247,11351.007135809083,1402.975422484964,7075032.35520241,84.18990752935787,35.53090020330219,28.927994415680274
2020-04-07,MA,58,11,229,82.9170571342356,21340.22619632218,2329.5599742230806,7074989.888747238,108.19939583030589,45.66849609348768,37.24856104074792
2020-04-08,MA,43,12,272,106.62733631144974,27348.11789544635,2636.1258960906325,7074935.333375428,139.04602688674277,58.689520764508444,47.937815546941295
2020-04-09,MA,21,16,293,137.09618642344074,24305.999087714543,2068.343350732154,7074865.22116628,178.6913654562125,75.42088053466767,61.675305888773075
2020-04-10,MA,51,21,344,176.24507310259634,28141.715498353245,2113.7979979459933,7074775.136488501,229.62970255565716,96.91875604578675,79.32631705680957
2020-04-11,MA,54,24,398,226.54621512168814,29396.400349098443,1948.7644359591889,7074659.394815268,295.07350755965643,124.541376012241,102.00483910944712
2020-04-12,MA,47,27,445,291.19602694043476,23655.66212890747,1383.8784783543322,7074510.640559071,379.1821621597788,160.04360274321226,131.15242419722253
2020-04-13,MA,33,32,478,374.2809418890806,10757.64301541627,555.3143207817201,7074319.469637247,487.2735824454691,205.66871024834705,168.61223164073354
2020-04-14,MA,152,34,630,480.9829069547504,22206.094019656583,1011.4778014970555,7074073.961509454,626.0867000324776,264.262059728004,216.7208472267464
2020-04-15,MA,65,37,695,618.0997017051682,5913.655877834115,237.67075811038012,7073758.481202726,804.4591520890402,339.55635971802536,278.5433419871428
2020-04-16,MA,102,40,797,794.2833385593619,7.3802493830496765,0.2617038400301273,7073353.128120505,1033.6400876595349,436.30169500813207,357.98164355122987
2020-04-17,MA,243,44,1040,1020.6496340083363,374.4366640113348,11.714597610367973,7072832.338409583,1328.0782693417568,560.6005203663166,460.0491136420197
2020-04-18,MA,165,48,1205,1311.2479211500374,11288.62074870457,311.62546248837765,7072191.301530667,1678.535831203292,720.0950899303396,591.1528312196979
2020-04-19,MA,115,54,1320,1626.2828293441382,93809.1715510505,2325.4862697907774,7071952.420276763,1602.4065111629498,870.6756420067932,755.6071873373451
2020-04-20,MA,90,60,1410,1931.669413692706,272138.9771824917,6190.303772703707,7071674.478445346,1574.9925702356136,984.6827320434974,946.9866816492087
2020-04-21,MA,194,66,1604,2235.1112866136054,398301.45609108044,8422.968707723036,7071366.188135253,1579.8791567740425,1075.841412705938,1159.2698739076677
2020-04-22,MA,153,76,1757,2541.7090532846755,615768.2983069317,12211.499376419679,7071032.924144609,1606.5915503371152,1152.9485331582237,1388.7605201264519
2020-04-23,MA,194,88,1951,2854.9850302238756,817188.9348688612,15291.303706198978,7070677.993173747,1648.3013149962007,1221.7996202134702,1633.1854100104053
2020-04-24,MA,154,100,2105,3177.3823535938745,1150003.9122995378,20398.406745665914,7070303.27065605,1700.690397123404,1286.1261002752744,1891.2562533186
2020-04-25,MA,118,112,2223,3510.6625715606506,1658074.8981981876,27980.002897251175,7069909.7079511685,1761.0463692699357,1348.3418332333276,2162.320738327323
2020-04-26,MA,187,125,2410,3856.185007200367,2091451.075051126,33675.37764038412,7069497.687886426,1827.6275467779278,1410.0670776315164,2446.1179295688507
2020-04-27,MA,118,145,2528,4215.044511955204,2846119.185318173,43832.928709468884,7069067.19900754,1899.3509942281744,1472.3861107351045,2742.6584012201
2020-04-28,MA,276,166,2804,4588.162096607331,3183234.386970266,46989.61845524477,7068617.949435938,1975.5880443589215,1536.0161742233038,3052.1459223840266
2020-04-29,MA,386,184,3190,4976.367366519868,3191108.368167127,45231.574406329644,7068149.467965166,2055.980773656553,1601.459444859008,3374.9079216608593
2020-04-30,MA,316,204,3506,5380.441722358631,3513531.7705187895,47895.483764687466,7067661.161183316,2140.3416818714495,1669.0855381542192,3711.3561842044114
2020-05-01,MA,299,224,3805,5801.144565691695,3984593.127140485,52310.60089291982,7067152.342201672,2228.5987610257184,1739.177447333624,4061.9671183580713
2020-05-02,MA,235,237,4040,6239.227415013674,4836601.222947725,61226.59008444304,7066622.247229298,2320.76480626524,1811.9570419397767,4427.270373073897
2020-05-03,MA,187,249,4227,6695.444874256344,6093220.097242416,74460.28888557016,7066070.047194907,2416.9148269688876,1887.6040116137208,4807.840862642623
2020-05-04,MA,303,271,4530,7170.572035149694,6972620.672814596,82335.82788128617,7065494.863948637,2517.152445583968,1966.284374792264,5204.28766035743
2020-05-05,MA,498,291,5028,7665.409255681836,6955927.581956216,79443.62490143122,7064895.774865659,2621.6005163530804,2048.1583991998245,5617.250856482012
2020-05-06,MA,361,305,5389,8180.78211882154,7794047.398971689,86166.62596729197,7064271.810811418,2730.403201936113,2133.379129706759,6047.402989114781
2020-05-07,MA,520,330,5909,8717.544803443127,7887923.91294739,84477.43345502584,7063621.957357638,2843.721387617985,2222.096559351657,6495.44824409147
2020-05-08,MA,856,355,6765,9276.582714212856,6308047.730332819,65490.38647243488,7062945.156616548,2961.7282178481923,2314.4614933466937,6962.121220866163
