reproductionNumber,reproductionNumberLow,reproductionNumberHigh,date,state
1.1300000000000001,1.01,1.23,2020-07-24,CE
0.98,0.85,1.07,2020-07-25,CE
0.91,0.79,1.01,2020-07-26,CE
0.97,0.85,1.07,2020-07-27,CE
1.09,0.96,1.18,2020-07-28,CE
1.2,1.08,1.3,2020-07-29,CE
1.2,1.09,1.3,2020-07-30,CE
1.06,0.9400000000000001,1.1500000000000001,2020-07-31,CE
0.9,0.78,0.99,2020-08-01,CE
0.81,0.68,0.9,2020-08-02,CE
0.8200000000000001,0.7000000000000001,0.92,2020-08-03,CE
0.9,0.78,1.0,2020-08-04,CE
1.01,0.89,1.11,2020-08-05,CE
1.02,0.9,1.12,2020-08-06,CE
0.9400000000000001,0.8200000000000001,1.04,2020-08-07,CE
0.8300000000000001,0.71,0.93,2020-08-08,CE
0.76,0.64,0.86,2020-08-09,CE
0.79,0.66,0.89,2020-08-10,CE
0.85,0.73,0.96,2020-08-11,CE
0.91,0.79,1.02,2020-08-12,CE
0.92,0.79,1.02,2020-08-13,CE
0.84,0.71,0.9400000000000001,2020-08-14,CE
0.72,0.59,0.8300000000000001,2020-08-15,CE
0.6900000000000001,0.55,0.79,2020-08-16,CE
0.6900000000000001,0.56,0.8,2020-08-17,CE
0.75,0.61,0.86,2020-08-18,CE
0.85,0.71,0.96,2020-08-19,CE
0.88,0.74,0.99,2020-08-20,CE
0.86,0.72,0.97,2020-08-21,CE
0.84,0.7000000000000001,0.9500000000000001,2020-08-22,CE
0.8300000000000001,0.7000000000000001,0.9500000000000001,2020-08-23,CE
0.85,0.71,0.96,2020-08-24,CE
0.9,0.77,1.02,2020-08-25,CE
3.0,0.65,7.86,2020-03-26,DF
1.96,0.59,3.69,2020-03-27,DF
1.77,0.62,3.14,2020-03-28,DF
1.62,0.6,2.7800000000000002,2020-03-29,DF
1.52,0.5700000000000001,2.54,2020-03-30,DF
1.45,0.56,2.38,2020-03-31,DF
1.43,0.6,2.31,2020-04-01,DF
1.3800000000000001,0.5700000000000001,2.19,2020-04-02,DF
1.32,0.56,2.09,2020-04-03,DF
1.25,0.54,1.99,2020-04-04,DF
1.16,0.47000000000000003,1.85,2020-04-05,DF
1.12,0.46,1.79,2020-04-06,DF
1.09,0.45,1.75,2020-04-07,DF
1.09,0.45,1.73,2020-04-08,DF
1.1500000000000001,0.53,1.8,2020-04-09,DF
1.19,0.55,1.81,2020-04-10,DF
1.19,0.5700000000000001,1.8,2020-04-11,DF
1.2,0.5700000000000001,1.78,2020-04-12,DF
1.19,0.58,1.76,2020-04-13,DF
1.19,0.61,1.76,2020-04-14,DF
1.21,0.63,1.76,2020-04-15,DF
1.26,0.6900000000000001,1.8,2020-04-16,DF
1.26,0.6900000000000001,1.78,2020-04-17,DF
1.28,0.73,1.79,2020-04-18,DF
1.27,0.73,1.76,2020-04-19,DF
1.23,0.7000000000000001,1.71,2020-04-20,DF
1.2,0.7000000000000001,1.68,2020-04-21,DF
1.17,0.67,1.6300000000000001,2020-04-22,DF
1.17,0.67,1.62,2020-04-23,DF
1.21,0.74,1.67,2020-04-24,DF
1.26,0.77,1.69,2020-04-25,DF
1.3,0.8300000000000001,1.73,2020-04-26,DF
1.36,0.88,1.76,2020-04-27,DF
1.4000000000000001,0.9500000000000001,1.8,2020-04-28,DF
1.43,1.01,1.83,2020-04-29,DF
1.44,1.0,1.8,2020-04-30,DF
1.43,1.02,1.79,2020-05-01,DF
1.3900000000000001,0.98,1.73,2020-05-02,DF
1.3800000000000001,0.98,1.71,2020-05-03,DF
1.4000000000000001,1.01,1.72,2020-05-04,DF
1.45,1.08,1.77,2020-05-05,DF
1.51,1.16,1.82,2020-05-06,DF
1.51,1.17,1.81,2020-05-07,DF
1.48,1.1400000000000001,1.76,2020-05-08,DF
1.43,1.1,1.7,2020-05-09,DF
1.3800000000000001,1.07,1.6500000000000001,2020-05-10,DF
1.37,1.06,1.6300000000000001,2020-05-11,DF
1.42,1.1300000000000001,1.68,2020-05-12,DF
1.49,1.2,1.74,2020-05-13,DF
1.54,1.26,1.78,2020-05-14,DF
1.55,1.28,1.78,2020-05-15,DF
1.51,1.27,1.75,2020-05-16,DF
1.48,1.22,1.69,2020-05-17,DF
1.44,1.19,1.6500000000000001,2020-05-18,DF
1.42,1.17,1.62,2020-05-19,DF
1.41,1.17,1.61,2020-05-20,DF
1.42,1.2,1.62,2020-05-21,DF
1.4000000000000001,1.16,1.58,2020-05-22,DF
1.37,1.1400000000000001,1.55,2020-05-23,DF
1.35,1.1300000000000001,1.53,2020-05-24,DF
1.36,1.1500000000000001,1.54,2020-05-25,DF
1.36,1.17,1.55,2020-05-26,DF
1.41,1.2,1.58,2020-05-27,DF
1.41,1.21,1.58,2020-05-28,DF
1.43,1.23,1.59,2020-05-29,DF
1.43,1.25,1.6,2020-05-30,DF
1.43,1.26,1.6,2020-05-31,DF
1.45,1.26,1.6,2020-06-01,DF
1.5,1.32,1.6500000000000001,2020-06-02,DF
1.57,1.4000000000000001,1.72,2020-06-03,DF
1.62,1.45,1.76,2020-06-04,DF
1.57,1.41,1.71,2020-06-05,DF
1.51,1.35,1.6400000000000001,2020-06-06,DF
1.43,1.28,1.56,2020-06-07,DF
1.37,1.21,1.49,2020-06-08,DF
1.33,1.17,1.45,2020-06-09,DF
1.29,1.1400000000000001,1.41,2020-06-10,DF
1.26,1.11,1.3800000000000001,2020-06-11,DF
1.21,1.06,1.33,2020-06-12,DF
1.19,1.04,1.31,2020-06-13,DF
1.22,1.06,1.33,2020-06-14,DF
1.29,1.1300000000000001,1.4000000000000001,2020-06-15,DF
1.4000000000000001,1.26,1.52,2020-06-16,DF
1.46,1.31,1.57,2020-06-17,DF
1.44,1.3,1.55,2020-06-18,DF
1.36,1.22,1.47,2020-06-19,DF
1.25,1.12,1.36,2020-06-20,DF
1.17,1.04,1.28,2020-06-21,DF
1.1400000000000001,1.01,1.25,2020-06-22,DF
1.17,1.04,1.28,2020-06-23,DF
1.23,1.1,1.34,2020-06-24,DF
1.3,1.16,1.4000000000000001,2020-06-25,DF
1.33,1.21,1.44,2020-06-26,DF
1.33,1.2,1.43,2020-06-27,DF
1.28,1.1500000000000001,1.3800000000000001,2020-06-28,DF
1.24,1.11,1.34,2020-06-29,DF
1.17,1.06,1.28,2020-06-30,DF
1.1300000000000001,1.01,1.23,2020-07-01,DF
1.09,0.97,1.19,2020-07-02,DF
1.1,0.98,1.2,2020-07-03,DF
1.1400000000000001,1.02,1.24,2020-07-04,DF
1.17,1.05,1.27,2020-07-05,DF
1.16,1.04,1.26,2020-07-06,DF
1.11,0.99,1.21,2020-07-07,DF
1.03,0.9,1.12,2020-07-08,DF
0.97,0.85,1.07,2020-07-09,DF
0.93,0.81,1.03,2020-07-10,DF
0.93,0.81,1.03,2020-07-11,DF
0.9500000000000001,0.84,1.06,2020-07-12,DF
0.99,0.86,1.09,2020-07-13,DF
1.01,0.88,1.11,2020-07-14,DF
1.03,0.9,1.1300000000000001,2020-07-15,DF
1.02,0.89,1.12,2020-07-16,DF
1.02,0.89,1.12,2020-07-17,DF
1.01,0.89,1.11,2020-07-18,DF
0.99,0.86,1.09,2020-07-19,DF
1.0,0.87,1.1,2020-07-20,DF
1.04,0.91,1.1400000000000001,2020-07-21,DF
1.08,0.96,1.18,2020-07-22,DF
1.11,1.0,1.22,2020-07-23,DF
1.12,1.0,1.22,2020-07-24,DF
1.12,1.0,1.22,2020-07-25,DF
1.1,0.98,1.2,2020-07-26,DF
1.08,0.9500000000000001,1.17,2020-07-27,DF
1.05,0.92,1.1400000000000001,2020-07-28,DF
1.02,0.9,1.12,2020-07-29,DF
1.0,0.87,1.09,2020-07-30,DF
0.99,0.87,1.09,2020-07-31,DF
0.99,0.86,1.08,2020-08-01,DF
1.01,0.88,1.1,2020-08-02,DF
1.01,0.89,1.11,2020-08-03,DF
1.02,0.9,1.12,2020-08-04,DF
1.02,0.9,1.12,2020-08-05,DF
0.99,0.87,1.09,2020-08-06,DF
1.0,0.88,1.1,2020-08-07,DF
0.99,0.87,1.09,2020-08-08,DF
0.99,0.87,1.09,2020-08-09,DF
0.99,0.87,1.09,2020-08-10,DF
0.99,0.87,1.09,2020-08-11,DF
0.99,0.86,1.08,2020-08-12,DF
0.98,0.86,1.08,2020-08-13,DF
0.97,0.84,1.06,2020-08-14,DF
0.97,0.85,1.07,2020-08-15,DF
0.96,0.84,1.06,2020-08-16,DF
0.9500000000000001,0.8300000000000001,1.05,2020-08-17,DF
0.9500000000000001,0.8300000000000001,1.05,2020-08-18,DF
0.9500000000000001,0.8300000000000001,1.05,2020-08-19,DF
0.96,0.84,1.06,2020-08-20,DF
0.9500000000000001,0.84,1.06,2020-08-21,DF
1.01,0.89,1.11,2020-08-22,DF
1.04,0.93,1.1500000000000001,2020-08-23,DF
1.09,0.97,1.19,2020-08-24,DF
1.1500000000000001,1.03,1.25,2020-08-25,DF
3.0,0.65,7.86,2020-04-07,ES
2.37,0.8300000000000001,4.14,2020-04-08,ES
2.18,0.91,3.52,2020-04-09,ES
2.0100000000000002,0.89,3.1,2020-04-10,ES
1.98,1.0,2.95,2020-04-11,ES
2.17,1.25,3.02,2020-04-12,ES
2.47,1.67,3.23,2020-04-13,ES
2.46,1.73,3.1,2020-04-14,ES
2.4,1.76,2.97,2020-04-15,ES
2.19,1.6,2.69,2020-04-16,ES
1.92,1.3900000000000001,2.39,2020-04-17,ES
1.69,1.2,2.13,2020-04-18,ES
1.49,1.01,1.9000000000000001,2020-04-19,ES
1.3900000000000001,0.9400000000000001,1.79,2020-04-20,ES
1.42,1.0,1.82,2020-04-21,ES
1.41,0.98,1.78,2020-04-22,ES
1.44,1.04,1.81,2020-04-23,ES
1.46,1.06,1.81,2020-04-24,ES
1.48,1.09,1.81,2020-04-25,ES
1.55,1.19,1.8800000000000001,2020-04-26,ES
1.61,1.26,1.92,2020-04-27,ES
1.6500000000000001,1.32,1.95,2020-04-28,ES
1.6600000000000001,1.35,1.95,2020-04-29,ES
1.59,1.28,1.86,2020-04-30,ES
1.49,1.19,1.75,2020-05-01,ES
1.4000000000000001,1.11,1.6500000000000001,2020-05-02,ES
1.32,1.04,1.57,2020-05-03,ES
1.32,1.04,1.56,2020-05-04,ES
1.33,1.06,1.57,2020-05-05,ES
1.34,1.08,1.58,2020-05-06,ES
1.36,1.09,1.58,2020-05-07,ES
1.34,1.08,1.56,2020-05-08,ES
1.32,1.07,1.54,2020-05-09,ES
1.31,1.07,1.53,2020-05-10,ES
1.33,1.1,1.55,2020-05-11,ES
1.37,1.1400000000000001,1.58,2020-05-12,ES
1.42,1.19,1.62,2020-05-13,ES
1.41,1.19,1.61,2020-05-14,ES
1.4000000000000001,1.18,1.59,2020-05-15,ES
1.3800000000000001,1.1500000000000001,1.56,2020-05-16,ES
1.4000000000000001,1.18,1.58,2020-05-17,ES
1.42,1.21,1.6,2020-05-18,ES
1.47,1.26,1.6400000000000001,2020-05-19,ES
1.47,1.27,1.6400000000000001,2020-05-20,ES
1.42,1.22,1.58,2020-05-21,ES
1.33,1.1400000000000001,1.49,2020-05-22,ES
1.24,1.05,1.4000000000000001,2020-05-23,ES
1.19,1.0,1.35,2020-05-24,ES
1.22,1.04,1.3800000000000001,2020-05-25,ES
1.27,1.08,1.42,2020-05-26,ES
1.32,1.1300000000000001,1.47,2020-05-27,ES
1.33,1.16,1.49,2020-05-28,ES
1.3,1.12,1.45,2020-05-29,ES
1.27,1.1,1.42,2020-05-30,ES
1.27,1.09,1.41,2020-05-31,ES
1.29,1.11,1.43,2020-06-01,ES
1.36,1.19,1.5,2020-06-02,ES
1.4000000000000001,1.23,1.54,2020-06-03,ES
1.41,1.25,1.55,2020-06-04,ES
1.3900000000000001,1.23,1.52,2020-06-05,ES
1.36,1.2,1.49,2020-06-06,ES
1.36,1.21,1.49,2020-06-07,ES
1.37,1.22,1.5,2020-06-08,ES
1.37,1.23,1.5,2020-06-09,ES
1.34,1.19,1.46,2020-06-10,ES
1.25,1.1,1.37,2020-06-11,ES
1.17,1.01,1.28,2020-06-12,ES
1.12,0.96,1.23,2020-06-13,ES
1.12,0.97,1.24,2020-06-14,ES
1.19,1.05,1.31,2020-06-15,ES
1.26,1.12,1.3800000000000001,2020-06-16,ES
1.29,1.1500000000000001,1.41,2020-06-17,ES
1.26,1.11,1.37,2020-06-18,ES
1.2,1.06,1.31,2020-06-19,ES
1.11,0.98,1.23,2020-06-20,ES
1.08,0.9400000000000001,1.19,2020-06-21,ES
1.1,0.97,1.22,2020-06-22,ES
1.1400000000000001,1.01,1.26,2020-06-23,ES
1.1500000000000001,1.01,1.26,2020-06-24,ES
1.17,1.03,1.28,2020-06-25,ES
1.1300000000000001,1.0,1.25,2020-06-26,ES
1.1400000000000001,1.0,1.25,2020-06-27,ES
1.17,1.02,1.27,2020-06-28,ES
1.2,1.08,1.32,2020-06-29,ES
1.24,1.11,1.35,2020-06-30,ES
1.23,1.1,1.34,2020-07-01,ES
1.1300000000000001,0.99,1.23,2020-07-02,ES
1.04,0.91,1.1500000000000001,2020-07-03,ES
1.0,0.86,1.1,2020-07-04,ES
1.01,0.88,1.12,2020-07-05,ES
1.06,0.93,1.17,2020-07-06,ES
1.12,0.98,1.22,2020-07-07,ES
1.1300000000000001,0.99,1.23,2020-07-08,ES
1.07,0.93,1.17,2020-07-09,ES
0.97,0.84,1.08,2020-07-10,ES
0.88,0.75,0.99,2020-07-11,ES
0.84,0.71,0.9500000000000001,2020-07-12,ES
0.89,0.76,1.0,2020-07-13,ES
0.9500000000000001,0.81,1.06,2020-07-14,ES
0.99,0.85,1.1,2020-07-15,ES
0.99,0.85,1.1,2020-07-16,ES
0.9400000000000001,0.8,1.05,2020-07-17,ES
0.88,0.74,0.99,2020-07-18,ES
0.85,0.71,0.96,2020-07-19,ES
0.8300000000000001,0.7000000000000001,0.9500000000000001,2020-07-20,ES
0.87,0.72,0.98,2020-07-21,ES
0.91,0.76,1.02,2020-07-22,ES
0.91,0.77,1.03,2020-07-23,ES
0.9,0.75,1.01,2020-07-24,ES
0.9,0.75,1.01,2020-07-25,ES
0.91,0.77,1.03,2020-07-26,ES
0.96,0.8200000000000001,1.08,2020-07-27,ES
1.01,0.87,1.1300000000000001,2020-07-28,ES
1.04,0.9,1.16,2020-07-29,ES
1.02,0.87,1.1300000000000001,2020-07-30,ES
0.96,0.8200000000000001,1.08,2020-07-31,ES
0.9,0.76,1.02,2020-08-01,ES
0.88,0.73,0.99,2020-08-02,ES
0.9,0.76,1.02,2020-08-03,ES
0.96,0.8200000000000001,1.08,2020-08-04,ES
1.04,0.9,1.16,2020-08-05,ES
1.08,0.93,1.19,2020-08-06,ES
1.08,0.93,1.19,2020-08-07,ES
1.07,0.92,1.18,2020-08-08,ES
1.06,0.91,1.17,2020-08-09,ES
1.07,0.92,1.18,2020-08-10,ES
1.07,0.9400000000000001,1.19,2020-08-11,ES
1.06,0.92,1.17,2020-08-12,ES
1.03,0.89,1.1400000000000001,2020-08-13,ES
0.98,0.85,1.1,2020-08-14,ES
0.9500000000000001,0.81,1.06,2020-08-15,ES
0.9500000000000001,0.8200000000000001,1.07,2020-08-16,ES
0.97,0.84,1.09,2020-08-17,ES
0.99,0.84,1.1,2020-08-18,ES
0.98,0.8300000000000001,1.09,2020-08-19,ES
0.93,0.78,1.04,2020-08-20,ES
0.85,0.71,0.97,2020-08-21,ES
0.79,0.65,0.91,2020-08-22,ES
0.75,0.6,0.87,2020-08-23,ES
0.74,0.59,0.86,2020-08-24,ES
0.75,0.61,0.88,2020-08-25,ES
3.0,0.65,7.86,2020-04-24,GO
2.56,0.97,4.3100000000000005,2020-04-25,GO
2.37,1.07,3.66,2020-04-26,GO
2.24,1.1300000000000001,3.29,2020-04-27,GO
1.97,1.02,2.87,2020-04-28,GO
1.78,0.97,2.61,2020-04-29,GO
1.55,0.79,2.2800000000000002,2020-04-30,GO
1.3800000000000001,0.66,2.04,2020-05-01,GO
1.26,0.59,1.8900000000000001,2020-05-02,GO
1.27,0.62,1.8800000000000001,2020-05-03,GO
1.28,0.65,1.87,2020-05-04,GO
1.34,0.72,1.9100000000000001,2020-05-05,GO
1.32,0.73,1.87,2020-05-06,GO
1.25,0.68,1.78,2020-05-07,GO
1.1500000000000001,0.6,1.6600000000000001,2020-05-08,GO
1.06,0.53,1.56,2020-05-09,GO
1.07,0.54,1.56,2020-05-10,GO
1.26,0.73,1.75,2020-05-11,GO
1.5,0.97,1.97,2020-05-12,GO
1.68,1.19,2.14,2020-05-13,GO
1.72,1.24,2.14,2020-05-14,GO
1.6400000000000001,1.2,2.05,2020-05-15,GO
1.51,1.09,1.9000000000000001,2020-05-16,GO
1.42,1.01,1.79,2020-05-17,GO
1.3800000000000001,0.97,1.73,2020-05-18,GO
1.43,1.05,1.78,2020-05-19,GO
1.47,1.09,1.8,2020-05-20,GO
1.45,1.07,1.76,2020-05-21,GO
1.3800000000000001,1.04,1.7,2020-05-22,GO
1.32,0.97,1.62,2020-05-23,GO
1.29,0.97,1.6,2020-05-24,GO
1.32,0.99,1.61,2020-05-25,GO
1.42,1.11,1.71,2020-05-26,GO
1.49,1.17,1.76,2020-05-27,GO
1.52,1.21,1.78,2020-05-28,GO
1.51,1.21,1.76,2020-05-29,GO
1.49,1.21,1.74,2020-05-30,GO
1.48,1.21,1.72,2020-05-31,GO
1.51,1.26,1.75,2020-06-01,GO
1.54,1.28,1.76,2020-06-02,GO
1.55,1.3,1.76,2020-06-03,GO
1.49,1.25,1.7,2020-06-04,GO
1.43,1.18,1.62,2020-06-05,GO
1.3900000000000001,1.1500000000000001,1.58,2020-06-06,GO
1.4000000000000001,1.17,1.59,2020-06-07,GO
1.42,1.19,1.6,2020-06-08,GO
1.41,1.19,1.59,2020-06-09,GO
1.36,1.1500000000000001,1.54,2020-06-10,GO
1.25,1.05,1.43,2020-06-11,GO
1.32,1.11,1.49,2020-06-12,GO
1.49,1.29,1.6600000000000001,2020-06-13,GO
1.72,1.52,1.8800000000000001,2020-06-14,GO
1.8800000000000001,1.7,2.04,2020-06-15,GO
1.8800000000000001,1.7,2.02,2020-06-16,GO
1.75,1.58,1.8900000000000001,2020-06-17,GO
1.57,1.4000000000000001,1.7,2020-06-18,GO
1.3900000000000001,1.23,1.52,2020-06-19,GO
1.32,1.16,1.45,2020-06-20,GO
1.32,1.17,1.45,2020-06-21,GO
1.33,1.18,1.46,2020-06-22,GO
1.35,1.19,1.47,2020-06-23,GO
1.32,1.17,1.44,2020-06-24,GO
1.25,1.1,1.37,2020-06-25,GO
1.17,1.02,1.29,2020-06-26,GO
1.1400000000000001,0.99,1.26,2020-06-27,GO
1.1500000000000001,1.0,1.27,2020-06-28,GO
1.16,1.01,1.28,2020-06-29,GO
1.19,1.03,1.3,2020-06-30,GO
1.18,1.03,1.3,2020-07-01,GO
1.11,0.96,1.23,2020-07-02,GO
1.07,0.92,1.19,2020-07-03,GO
1.09,0.93,1.2,2020-07-04,GO
1.1500000000000001,1.0,1.27,2020-07-05,GO
1.25,1.11,1.37,2020-07-06,GO
1.28,1.1400000000000001,1.4000000000000001,2020-07-07,GO
1.25,1.1,1.36,2020-07-08,GO
1.17,1.04,1.29,2020-07-09,GO
1.03,0.9,1.1500000000000001,2020-07-10,GO
0.93,0.78,1.04,2020-07-11,GO
0.9,0.75,1.01,2020-07-12,GO
0.92,0.78,1.04,2020-07-13,GO
0.9500000000000001,0.81,1.07,2020-07-14,GO
0.9400000000000001,0.79,1.06,2020-07-15,GO
0.87,0.72,0.99,2020-07-16,GO
0.77,0.63,0.9,2020-07-17,GO
0.85,0.71,0.98,2020-07-18,GO
1.1,0.9400000000000001,1.22,2020-07-19,GO
1.47,1.32,1.59,2020-07-20,GO
1.79,1.6500000000000001,1.9100000000000001,2020-07-21,GO
1.86,1.73,1.97,2020-07-22,GO
1.7,1.58,1.81,2020-07-23,GO
1.5,1.3900000000000001,1.61,2020-07-24,GO
1.3,1.18,1.4000000000000001,2020-07-25,GO
1.23,1.11,1.33,2020-07-26,GO
1.25,1.1300000000000001,1.35,2020-07-27,GO
1.29,1.16,1.3800000000000001,2020-07-28,GO
1.26,1.1500000000000001,1.36,2020-07-29,GO
1.16,1.05,1.26,2020-07-30,GO
0.9500000000000001,0.84,1.05,2020-07-31,GO
0.87,0.75,0.97,2020-08-01,GO
0.9,0.78,1.0,2020-08-02,GO
1.07,0.9500000000000001,1.17,2020-08-03,GO
1.28,1.1500000000000001,1.37,2020-08-04,GO
1.36,1.24,1.46,2020-08-05,GO
1.26,1.1500000000000001,1.36,2020-08-06,GO
1.1300000000000001,1.01,1.22,2020-08-07,GO
0.98,0.86,1.07,2020-08-08,GO
1.0,0.88,1.09,2020-08-09,GO
1.11,1.0,1.21,2020-08-10,GO
1.24,1.12,1.33,2020-08-11,GO
1.24,1.12,1.33,2020-08-12,GO
1.1300000000000001,1.0,1.21,2020-08-13,GO
0.9500000000000001,0.8300000000000001,1.04,2020-08-14,GO
0.86,0.74,0.9500000000000001,2020-08-15,GO
0.87,0.75,0.96,2020-08-16,GO
0.93,0.8200000000000001,1.03,2020-08-17,GO
1.03,0.92,1.1300000000000001,2020-08-18,GO
1.07,0.9500000000000001,1.16,2020-08-19,GO
0.99,0.88,1.09,2020-08-20,GO
0.93,0.8200000000000001,1.03,2020-08-21,GO
0.92,0.81,1.02,2020-08-22,GO
0.97,0.86,1.07,2020-08-23,GO
1.07,0.96,1.17,2020-08-24,GO
1.1400000000000001,1.03,1.24,2020-08-25,GO
3.0,0.65,7.86,2020-04-05,MA
2.56,0.97,4.3100000000000005,2020-04-06,MA
2.3000000000000003,1.03,3.6,2020-04-07,MA
2.07,0.98,3.12,2020-04-08,MA
1.83,0.89,2.74,2020-04-09,MA
1.68,0.84,2.5,2020-04-10,MA
1.76,0.96,2.5100000000000002,2020-04-11,MA
1.81,1.07,2.5,2020-04-12,MA
1.8800000000000001,1.21,2.5300000000000002,2020-04-13,MA
2.04,1.43,2.64,2020-04-14,MA
2.11,1.52,2.63,2020-04-15,MA
2.12,1.57,2.58,2020-04-16,MA
2.02,1.54,2.46,2020-04-17,MA
1.9000000000000001,1.43,2.29,2020-04-18,MA
1.78,1.36,2.16,2020-04-19,MA
1.7,1.29,2.05,2020-04-20,MA
1.6300000000000001,1.24,1.96,2020-04-21,MA
1.59,1.22,1.9100000000000001,2020-04-22,MA
1.55,1.2,1.86,2020-04-23,MA
1.5,1.1500000000000001,1.79,2020-04-24,MA
1.46,1.1500000000000001,1.76,2020-04-25,MA
1.5,1.19,1.78,2020-04-26,MA
1.55,1.24,1.81,2020-04-27,MA
1.61,1.31,1.86,2020-04-28,MA
1.62,1.33,1.86,2020-04-29,MA
1.58,1.3,1.81,2020-04-30,MA
1.52,1.25,1.74,2020-05-01,MA
1.48,1.23,1.7,2020-05-02,MA
1.45,1.2,1.6600000000000001,2020-05-03,MA
1.49,1.24,1.69,2020-05-04,MA
1.57,1.34,1.77,2020-05-05,MA
1.6600000000000001,1.42,1.84,2020-05-06,MA
1.71,1.49,1.8900000000000001,2020-05-07,MA
1.69,1.48,1.86,2020-05-08,MA
1.62,1.41,1.78,2020-05-09,MA
1.54,1.36,1.71,2020-05-10,MA
1.49,1.29,1.6400000000000001,2020-05-11,MA
1.46,1.27,1.61,2020-05-12,MA
1.48,1.3,1.6300000000000001,2020-05-13,MA
1.5,1.32,1.6400000000000001,2020-05-14,MA
1.5,1.34,1.6500000000000001,2020-05-15,MA
1.47,1.3,1.61,2020-05-16,MA
1.44,1.27,1.57,2020-05-17,MA
1.41,1.26,1.55,2020-05-18,MA
1.43,1.27,1.56,2020-05-19,MA
1.5,1.35,1.6300000000000001,2020-05-20,MA
1.58,1.44,1.71,2020-05-21,MA
1.62,1.47,1.74,2020-05-22,MA
1.62,1.48,1.74,2020-05-23,MA
1.58,1.44,1.69,2020-05-24,MA
1.54,1.41,1.6500000000000001,2020-05-25,MA
1.5,1.37,1.61,2020-05-26,MA
1.47,1.34,1.57,2020-05-27,MA
1.4000000000000001,1.28,1.51,2020-05-28,MA
1.31,1.18,1.41,2020-05-29,MA
1.2,1.07,1.3,2020-05-30,MA
1.1300000000000001,1.0,1.23,2020-05-31,MA
1.12,0.99,1.22,2020-06-01,MA
1.18,1.05,1.28,2020-06-02,MA
1.26,1.12,1.35,2020-06-03,MA
1.27,1.16,1.3800000000000001,2020-06-04,MA
1.19,1.07,1.29,2020-06-05,MA
1.11,0.99,1.21,2020-06-06,MA
1.02,0.9,1.12,2020-06-07,MA
1.0,0.88,1.1,2020-06-08,MA
1.03,0.91,1.1300000000000001,2020-06-09,MA
1.05,0.93,1.1500000000000001,2020-06-10,MA
1.04,0.93,1.1500000000000001,2020-06-11,MA
0.98,0.86,1.08,2020-06-12,MA
0.9,0.77,1.0,2020-06-13,MA
0.89,0.76,0.99,2020-06-14,MA
0.9,0.77,1.0,2020-06-15,MA
0.98,0.85,1.08,2020-06-16,MA
1.04,0.91,1.1400000000000001,2020-06-17,MA
1.03,0.9,1.1300000000000001,2020-06-18,MA
0.96,0.8300000000000001,1.06,2020-06-19,MA
0.85,0.72,0.9500000000000001,2020-06-20,MA
0.77,0.65,0.88,2020-06-21,MA
0.77,0.64,0.88,2020-06-22,MA
0.8200000000000001,0.6900000000000001,0.93,2020-06-23,MA
0.92,0.79,1.03,2020-06-24,MA
0.97,0.85,1.09,2020-06-25,MA
0.9500000000000001,0.8200000000000001,1.06,2020-06-26,MA
0.89,0.76,1.0,2020-06-27,MA
0.89,0.76,1.0,2020-06-28,MA
0.98,0.85,1.09,2020-06-29,MA
1.1300000000000001,1.01,1.25,2020-06-30,MA
1.25,1.11,1.35,2020-07-01,MA
1.26,1.12,1.36,2020-07-02,MA
1.1300000000000001,1.01,1.24,2020-07-03,MA
0.98,0.86,1.09,2020-07-04,MA
0.84,0.72,0.9500000000000001,2020-07-05,MA
0.8300000000000001,0.6900000000000001,0.93,2020-07-06,MA
0.89,0.75,0.99,2020-07-07,MA
1.0,0.86,1.1,2020-07-08,MA
1.04,0.9,1.1400000000000001,2020-07-09,MA
1.02,0.88,1.12,2020-07-10,MA
0.96,0.8200000000000001,1.06,2020-07-11,MA
0.91,0.78,1.02,2020-07-12,MA
0.88,0.75,0.99,2020-07-13,MA
0.91,0.78,1.02,2020-07-14,MA
0.92,0.79,1.03,2020-07-15,MA
0.91,0.78,1.02,2020-07-16,MA
0.85,0.7000000000000001,0.9500000000000001,2020-07-17,MA
0.78,0.64,0.89,2020-07-18,MA
0.77,0.64,0.89,2020-07-19,MA
0.8300000000000001,0.7000000000000001,0.9500000000000001,2020-07-20,MA
0.9400000000000001,0.79,1.05,2020-07-21,MA
1.03,0.88,1.1400000000000001,2020-07-22,MA
1.04,0.91,1.16,2020-07-23,MA
0.97,0.84,1.09,2020-07-24,MA
0.9,0.76,1.01,2020-07-25,MA
0.87,0.74,0.99,2020-07-26,MA
0.92,0.77,1.03,2020-07-27,MA
1.02,0.87,1.1300000000000001,2020-07-28,MA
1.09,0.96,1.21,2020-07-29,MA
1.09,0.9500000000000001,1.2,2020-07-30,MA
1.01,0.87,1.12,2020-07-31,MA
0.92,0.78,1.03,2020-08-01,MA
0.87,0.74,0.99,2020-08-02,MA
0.91,0.78,1.03,2020-08-03,MA
1.02,0.87,1.1300000000000001,2020-08-04,MA
1.1,0.97,1.22,2020-08-05,MA
1.12,0.98,1.23,2020-08-06,MA
1.05,0.91,1.16,2020-08-07,MA
0.9500000000000001,0.81,1.06,2020-08-08,MA
0.89,0.75,1.0,2020-08-09,MA
0.87,0.74,0.99,2020-08-10,MA
0.9,0.77,1.02,2020-08-11,MA
0.9500000000000001,0.8,1.06,2020-08-12,MA
0.96,0.8200000000000001,1.08,2020-08-13,MA
