day,state,suscetivel,exposto,infectado,recuperado
2020-03-12,PE,0.9999994470780379,8.586384371672846e-07,5.529219620906058e-07,0.0
2020-03-13,PE,0.9999991377992788,9.881775558316527e-07,6.539966279157029e-07,7.866497454528821e-08
2020-03-14,PE,0.9999987737630015,1.1452936138703154e-06,7.68324281846198e-07,1.7125753989412322e-07
2020-03-15,PE,0.9999983452179958,1.3330148533034745e-06,9.001476515875338e-07,2.802579365199651e-07
2020-03-16,PE,0.9999978455549776,1.5534715927116528e-06,1.052264616602554e-06,4.073472501412914e-07
2020-03-17,PE,0.9999972590881808,1.8127557213870617e-06,1.230279335560529e-06,5.565151993631112e-07
2020-03-18,PE,0.9999965775972399,2.11419953481406e-06,1.436989002564444e-06,7.298526597542043e-07
2020-03-19,PE,0.9999957803736349,2.4668701148770093e-06,1.6787677661138314e-06,9.326269211176718e-07
2020-03-20,PE,0.9999948502493069,2.8784828299564577e-06,1.9607015399306473e-06,1.169204760220958e-06
2020-03-21,PE,0.9999937737149652,3.35521785408687e-06,2.286683294744561e-06,1.443022323018313e-06
2020-03-22,PE,0.9999924953176019,3.921674586283306e-06,2.6734617983569295e-06,1.7681844504297966e-06
2020-03-23,PE,0.9999911017851665,4.4990570968343936e-06,3.1148064066953297e-06,2.1429897669058454e-06
2020-03-24,PE,0.9999896684164497,5.011841042836874e-06,3.600539558967836e-06,2.5778413854880254e-06
2020-03-25,PE,0.9999880207084288,5.631264402831998e-06,4.127847438077119e-06,3.0788181672541734e-06
2020-03-26,PE,0.9999861314305433,6.358544075301894e-06,4.715576640628158e-06,3.6530871777749676e-06
2020-03-27,PE,0.9999839766116903,7.199865948017104e-06,5.3740888735937495e-06,4.308071925214815e-06
2020-03-28,PE,0.9999815250791376,8.164915251044006e-06,6.115395773531663e-06,5.053248274814275e-06
2020-03-29,PE,0.9999787343228114,9.26777608196209e-06,6.955001014770098e-06,5.901538528999328e-06
2020-03-30,PE,0.9999755699902583,1.0521666056567527e-05,7.903596668954869e-06,6.863385453296722e-06
2020-03-31,PE,0.9999719735350552,1.1947671214303098e-05,8.980845838788478e-06,7.956586328793266e-06
2020-04-01,PE,0.9999678842780405,1.3568864080868609e-05,1.0205909173007267e-05,9.199587142793778e-06
2020-04-02,PE,0.9999632339883576,1.5412896441882267e-05,1.1598623612196282e-05,1.0613130025492075e-05
2020-04-03,PE,0.9999579548508742,1.7506524694135912e-05,1.3179432203587827e-05,1.2217830665210256e-05
2020-04-04,PE,0.9999519506772055,1.9889037641806066e-05,1.4975992041381717e-05,1.404293154847016e-05
2020-04-05,PE,0.9999451314901655,2.2596971862974414e-05,1.7014389739059534e-05,1.611578666967141e-05
2020-04-06,PE,0.9999373826509234,2.567571013575922e-05,1.9329028123710118e-05,1.847124925436272e-05
2020-04-07,PE,0.9999285741368088,2.9176293639968887e-05,2.195935753255171e-05,2.1148850455856517e-05
2020-04-08,PE,0.9999185769381171,3.3149474430463086e-05,2.4944412017189033e-05,2.4187813872380166e-05
2020-04-09,PE,0.9999072152511792,3.7663569152853206e-05,2.8338223883794627e-05,2.764159422138421e-05
2020-04-10,PE,0.9998943138193555,4.278733012687996e-05,3.21940085004582e-05,3.156348045430531e-05
2020-04-11,PE,0.9998796500784076,4.860998224163158e-05,3.657742640338405e-05,3.602115138449219e-05
2020-04-12,PE,0.9998629990330217,5.522140048114611e-05,4.155517866452347e-05,4.108302626979678e-05
2020-04-13,PE,0.999844072698906,6.27368704267632e-05,4.721238099369873e-05,4.683668811071946e-05
2020-04-14,PE,0.9998225830278383,7.127129931624216e-05,5.363457052053766e-05,5.3369740762016766e-05
2020-04-15,PE,0.999798166944076,8.09680977607062e-05,6.0930975973073694e-05,6.079262062740523e-05
2020-04-16,PE,0.9997704295066732,9.198352311635375e-05,6.922014287723786e-05,6.922546577041459e-05
2020-04-17,PE,0.9997389226092546,0.00010449502202261757,7.86364074155217e-05,7.880459974448084e-05
2020-04-18,PE,0.9997031238245802,0.00011871016335672732,8.933567078941314e-05,8.96889797108369e-05
2020-04-19,PE,0.9996624625869445,0.00013485566548303177,0.00010148815951311898,0.00010205222649657818
2020-04-20,PE,0.9996162722427019,0.0001531961826948049,0.00011529297736638023,0.00011609723567417536
2020-04-21,PE,0.9995638215668897,0.00017402179499497348,0.00013096868712609327,0.0001320465894264649
2020-04-22,PE,0.9995042428484286,0.00019767641469425936,0.00014877490134123332,0.00015016447397320107
2020-04-23,PE,0.9994365635196877,0.0002245456229927174,0.0001690024254987277,0.000170747070258217
2020-04-24,PE,0.9993596850633186,0.00025506497401274773,0.00019197961335609828,0.0001941289877498756
2020-04-25,PE,0.9992723554103221,0.0002897309123543134,0.00021808057530747755,0.00022069174045340962
2020-04-26,PE,0.9991731686151977,0.00032910081380710274,0.0002477253656883591,0.00025086384374414686
2020-04-27,PE,0.9990605069378611,0.0003738154411251896,0.00028139767295378565,0.00028513858649718935
2020-04-28,PE,0.9989325537638492,0.00042459408715920545,0.00031964069537546017,0.00032407009205335325
2020-04-29,PE,0.9987872272718002,0.00048226067702154075,0.00036307695298593137,0.00036829373662946685
2020-04-30,PE,0.9986221917776648,0.0005477394124564685,0.00041240476125977804,0.00041852268705630665
2020-05-01,PE,0.9985024915663778,0.0005575815413267819,0.00046528351152627206,0.00047550201920659984
2020-05-02,PE,0.9984366459487487,0.0005193996720391736,0.0005061642658875265,0.0005386487517620232
2020-05-03,PE,0.9983660478715525,0.000492236638678319,0.0005362163530680979,0.0006063577751385395
